Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
672131309580307,Temes Megyei RMDSZ,trendmakers,180,3
102698141787000,Cristian-Daniel Ivănuță,CRISTIAN-DANIEL IVĂNUȚĂ,180,1
107048211136339,Magdalena Trofin,Magdalena Trofin,180,3
288706567858884,Alcedo,These ads ran without a disclaimer,178,3
508572592666785,Alin Drăgulin,Alin-Bogdan Drăgulin,170,3
1633054980268917,Daniel Ciungu,Daniel Ciungu,170,2
114237203329659,Lucian Sova,Lucian Sova,169,2
106958054809964,Radu Perianu,Radu Perianu,167,2
110907250415580,Cristian Simoiu,Simoiu Cristian,167,7
100169172537158,Forța Dreptei - Prahova,Forța Dreptei - Prahova,166,1
107669378478704,Zăgrean Ioan,Zăgrean Ioan,166,6
582876612392374,Hotel Ceres Pucioasa,Hotel Ceres Pucioasa,166,2
204337859657122,The Sensation,These ads ran without a disclaimer,165,1
1047658422027323,Dan Ivan,Dan Ivan,164,2
105161319151880,Cosmin Dan Badea,Dan-Cosmin Badea,163,4
215405775174990,Falca Gheorghe,Falca Gheorghe,163,1
1614664872098933,PNL Malureni,PNL Arges,160,1
658668994510595,Norofert Group,Norofert Group,160,8
160368511216287,FrieslandCampina Careers,These ads ran without a disclaimer,159,3
705733042862650,USR Bacău,USR Bacău,156,3
925684247458441,Beko,These ads ran without a disclaimer,154,1
73384376170,Green Report,Green Report,153,1
1879863498923234,Transilvania365,Transilvania365,150,8
111627650670787,Spectacola,These ads ran without a disclaimer,150,1
2402517979820678,Asociația - Îmi pasă de Sectorul 4,These ads ran without a disclaimer,150,3
105060961213032,Victor Ilie,Victor Ilie,150,1
103608188903509,Cosmin Petrescu,PNL Arges,150,1
1826606554233406,Narcis Constantin,Narcis Constantin,150,1
109074861968014,Consilieri Municipali USR Zalău,USR Salaj,150,1
107236228539491,Ion Belu,Ion Belu,150,1
109741634195523,Gabriel Bulumac,Gabi Bulumac,150,1
102791064640802,Ionuț Sorin Banciu,MAD Intelligence,150,2
2149679741913688,USR Slatina,These ads ran without a disclaimer,150,3
106010387931066,Dumitru Viorel Focșa,Dumitru Viorel Focșa,150,3
427656597297153,Gabriela Firea,Gabriela Firea,150,2
108494838851355,Comunitatea liberală sector 3,Partidul National Liberal Filiala Sector 3,148,1
1706960769618930,SELLification - The Professional's Selling Game,These ads ran without a disclaimer,147,1
111523234688179,Vocea - Botosani,Vocea Botosani,147,4
1935179676747488,Audio Alfa,Audio Alfa,147,6
106331474473738,Esport Mobile,These ads ran without a disclaimer,146,1
100119631796339,Adomnicăi Mirela Elena,Marketing @Cevaltceva,146,1
554865607867049,Visinel Balan,Visinel Costel Balan,145,4
1847975788757673,PNL Curtea de Arges,PNL Arges,144,1
292307010813140,Crama Ceptura,These ads ran without a disclaimer,143,1
104303254861007,Petre Enciu,Petre Enciu,143,3
104845102416378,Centrul pentru Studii Politice și Sociologice,CSPS,142,2
203522683752565,Stelian Bujduveanu,Bujduveanu Stelian,140,2
105522854133423,Radu Panait,Panait Radu,140,1
101983854866860,DigiPres,DIGIPRES.RO,140,5
110137077322546,Kovács Mihály Levente,Kovács Mihály Levente,139,2
100348189494015,Robert Vitoș,Robert Vitos,139,5
901760756635357,USR Otopeni,USR Ilfov,137,1
1592660281028385,USR Bihor,USR Bihor,137,1
131027970242795,Capital România,Capital România,135,2
157785927628662,Cristina Rizea,Cristina Camelia Rizea,135,4
261321050611325,Funky Citizens,Funky Citizens,135,2
136440113400763,Bogdan Rodeanu,RODEANU BOGDAN-IONEL,134,4
107017050667250,Cătălin Timofciuc,Cătălin Timofciuc,132,5
201005150346629,Marian Crușoveanu,Partidul National Liberal Filiala Constanta,132,3
122613352468456,Antonel Tanase,Antonel Tanase,132,2
471764082950159,Sebastian Burduja,Sebastian Ioan Burduja,130,2
1122653111147741,Genesis Athens,Genesis Athens,130,1
260419237866,World Vision Romania,World Vision Romania,128,3
1409458915968999,Daniela   Onita-Ivascu,Tagspot,127,6
1570718999843520,Organizatia Municipala PSD Bârlad,Organizatia Municipala PSD Bârlad,122,2
100109995111475,Denis Mihai Covaci,RW Media,122,2
112496975054462,Dragos Predescu,Dragos Predescu,121,2
205720146226089,Ziar Bicaz,Media PR Grup,118,1
101995405024434,Denisa Neagu,Denisa Neagu,118,2
647907398718329,USR Turda,USR PLUS Cluj,118,2
102220615037058,Hajdu Gábor,Hajdu Gábor,116,3
486358554821325,Sergiu Bîlcea,Sergiu Bîlcea,116,2
772662992868343,PNL Arges,PNL Arges,116,1
491846097539946,RADU CĂLIN,RADU CĂLIN,116,3
979547832069760,PNL Galati,PNL Galati,115,1
1746545138976406,Dan Ghiurco,Dan Ghiurco,114,3
110573787157936,Focuspress,These ads ran without a disclaimer,112,3
135251643824697,Asociația Pescarilor Sportivi Brăila - Galați,These ads ran without a disclaimer,112,1
238823196246393,Andrei Popescu,Andrei Popescu,110,4
102259404729098,Girls First Finance,These ads ran without a disclaimer,107,2
103978902677253,Anonymous Piatra Neamt,Anonymous Piatra Neamt,107,4
106405615327080,Gabriel Plăiașu,Gabriel Plăiașu,106,3
106710377634053,Andrei Patru,Andrei Patru,105,3
110173088496726,Citizens Climate Bucharest,Citizens Climate Bucharest,105,1
104667664365097,Gabriel Avramescu,Gabriel Ioan Avramescu,103,1
119951381384296,Apa Nova Bucureşti,These ads ran without a disclaimer,103,1
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,102,6
340592236419862,PSD Alba,Partidul Social Democrat,≤100,1
102845501378487,Zona Metropolitană Cluj,These ads ran without a disclaimer,≤100,1
1480652828829030,Cristi Manolache,Partidul Ecologist Român -Filiala Județeană Bacău,≤100,1
103826025944692,Bârfa de Neamț,Bârfa de Neamț,≤100,2
104984241302835,Balázs János,Balázs János,≤100,1
110061317805599,Potor Alexandru,Danut-Alexandru Potor,≤100,1
110857777744699,Andrei Cazacu,Andrei Cazacu,≤100,1
526411640878009,USR Vaslui,USR Vaslui,≤100,2
502514186907494,Apa Noastră,Apa Noastră,≤100,5
111221864566989,RMDSZ Máramaros Megyei Szervezet,Máramaros RMDSZ,≤100,1
114666877912597,Vasile Panaite,These ads ran without a disclaimer,≤100,1
103074994837661,Costin Iulian,Iulian Costin,≤100,1
119127930008405,Viorel Strîmtu,USR Brașov,≤100,1
511902975647230,Lucian Morar,Lucian Morar,≤100,1
871128232947897,PNL Stefanesti AG,PNL Arges,≤100,1
283727512100172,USR Mangalia,Uniunea Salvați România filiala Constanța,≤100,1
340923316000910,Ziar Roman,Media PR Grup,≤100,2
2224971681067729,USR Tineret Timiș,USR Timiș,≤100,1
109696355048205,Sens Politic,Fundația Corneliu Coposu,≤100,1
208847039653490,Marcel Laurentiu Romanescu,Marcel Laurentiu Romanescu,≤100,1
1046576302107963,Ciprian Serban,Ciprian-Constantin Serban,≤100,2
1165695813506096,PNL Tigveni,PNL Arges,≤100,1
110714784883015,Bogdan Dumea,Bogdan Dumea,≤100,1
113883531589968,PeBune Neamț,PeBune Neamț,≤100,1
110519671830474,Spitalul Regional de Urgență Cluj,These ads ran without a disclaimer,≤100,2
1422685664661575,Grupul de Presa MediaUno,Grupul de Presa MediaUno,≤100,1
741115212683860,Astrolog Adrian Chelariu,Adrian Chelariu,≤100,3
114178404899781,Volt București,Volt București,≤100,1
341838585895260,Sindicatul IT Timisoara,These ads ran without a disclaimer,≤100,1
104927287719165,Dorian Curcanu,Dorian Curcanu,≤100,3
144614315599146,Ziarul de Investigații,Ziarul de Investigații,≤100,7
772632862916056,Globalworth,These ads ran without a disclaimer,≤100,2
100464645215910,Florin Cocargeanu,Florin Cocargeanu,≤100,4
222839751405592,Mircea Mălan,Mircea Mălan,≤100,1
110714784883015,Bogdan Dumea,DUMEA BOGDAN-MIHAI,≤100,4
495990724082899,valahiamedia.ro,Horia Marin,≤100,4
104417752138292,Claudiu Târziu,Claudiu Târziu,≤100,1
104515455871123,Lockout Stereotypes,These ads ran without a disclaimer,≤100,2
102791064640802,Ionuț Sorin Banciu,Ionut Banciu,≤100,2
1802656310012700,Constantin Şovăială,Constantin Şovăială,≤100,9
106736629357774,Desprecopii,These ads ran without a disclaimer,≤100,1
102485661587914,Pantum International,These ads ran without a disclaimer,≤100,1
108124730689140,Raul Olajos,Raul Olajos,≤100,3
232648310108207,Observator,These ads ran without a disclaimer,≤100,1
103670208787697,EUcivitas,These ads ran without a disclaimer,≤100,1
474481680018003,Bogdan Toader,PSD Prahova,≤100,3
556266534498748,DS Smith,These ads ran without a disclaimer,≤100,1
114221411288902,Skillab.ro,These ads ran without a disclaimer,≤100,2
187632491860732,Sebastian Cernic,Cernic Sebastian,≤100,4
110262033929540,Alexandar Parc,Ferma Alexandar Parc,≤100,1
103502385926716,Cezar Cobianu,Cezar-Adrian Cobianu,≤100,2
374979375984476,Cetățeanul.net,Cetățeanul.net,≤100,1
105774907530663,Urban Bacău Blogging,These ads ran without a disclaimer,≤100,1
106658920962277,Cotinescu Aurelian,These ads ran without a disclaimer,≤100,2
284192689178044,Cu Apele Curate,Mai Mult Verde,≤100,3
1458276387779220,Forța Dreptei Vâlcea,Forța Dreptei Vâlcea,≤100,1
103783921339409,Ionuț-Bogdan Cărăușu,Ionuț-Bogdan Cărăușu,≤100,2
508900942619160,CEZ Romania,These ads ran without a disclaimer,≤100,1
102297941288205,Márk Endre,Gál Előd,≤100,1
1097122383697273,USR Bistrița-Năsăud,These ads ran without a disclaimer,≤100,4
113510423782476,Diana Baciuna,Diana Baciuna,≤100,2
1846196185665307,Eurostat,These ads ran without a disclaimer,≤100,2
1992712767649895,Adrian Miuțescu,Adrian Miuțescu,≤100,5
125269690489238,MRS - Partidul Mișcarea România Suverană,MRS - Partidul Mișcarea România Suverană,≤100,1
102546752207217,Itthon közösen a holnapért,These ads ran without a disclaimer,≤100,1
209399519151264,Liviu Brătescu,Senator Liviu Brătescu,≤100,1
104892175315224,MRS - Partidul Mișcarea România Suverană Botoşani,MRS - Partidul Mișcarea România Suverană Botoşani,≤100,4
227578001357165,Ionel Dancă,Romanii trebuie sa stie,≤100,3
1533260410268341,Primaria Poiana Teiului,Media PR Grup,≤100,1
435614816576664,Claudiu Maior,MAIOR SERGIU-CLAUDIU,≤100,1
100730011789747,Minculeasa Claudiu,Claudiu Nicolae Minculeasa,≤100,4
1140563426028729,PNL Pitești,PNL Pitești,≤100,1
101094059251690,campineanul.ro,Campineanul.ro,≤100,2
1826606554233406,Narcis Constantin,NARCIS-CATALIN CONSTANTIN,≤100,1
105155819547159,IQads,These ads ran without a disclaimer,≤100,9
331965446932156,HORIZON: the EU Research & Innovation magazine,These ads ran without a disclaimer,≤100,2
1639552759657998,Petru Movila,Petru Movila,≤100,1
106518534522079,AUTOCRITICA,Mihai-Mircea Meșter,≤100,1
109402311584543,Forța Dreptei Sibiu,Forța Dreptei Sibiu,≤100,3
123004387710718,Societatea de Educatie Contraceptiva si Sexuala - SECS,Societatea de Educație Contraceptivă și Sexuală,≤100,11
1585503788418339,Felix Cozma,Felix Cozma,≤100,1
130698233727400,Descoperă Eco-România,These ads ran without a disclaimer,≤100,1
442721279504718,Elena Grosu,Elena Grosu,≤100,5
111537728362203,Biciușcă George,George-Emilian Biciusca,≤100,2
103286128708594,Cristian Mură,MINCULEASA CLAUDIU-NICOLAE,≤100,4
183473261723511,Ziar Piatra Neamt,These ads ran without a disclaimer,≤100,1
115806864737445,Bogdan Mihăiescu,Bogdan-Gabriel Mihaiescu,≤100,1
113244853572790,Primaria Gârcina,Media PR Grup,≤100,1
342554739152466,Lucian Dindirică,Lucian Dindirică,≤100,4
106075378244914,Tomis Tv,Dorian Hapurnea,≤100,3
107659100749878,Idita Marius,Idita Marius,≤100,1
2335902076680451,AGXecutive,AGXECUTIVE,≤100,5
105681948952680,Masuri de instruire a populatiei despre pericolul poluarii,These ads ran without a disclaimer,≤100,4
293519370670801,SVN Romania Brasov,These ads ran without a disclaimer,≤100,1
119405895873,Huawei,These ads ran without a disclaimer,≤100,1
101363907989983,Primăria Bodești,Media PR Grup,≤100,1
341681143137627,Bíró Barna Botond,Bíró Barna-Botond,≤100,6
267821410080602,Cronica Romana,Parvu Florin,≤100,1
231807190252592,Sora & Asociatii,These ads ran without a disclaimer,≤100,1
341037705981172,Humanitas,These ads ran without a disclaimer,≤100,1
111330667841989,Transcendental.com,Cristian Truta,≤100,2
101517868661106,Ravago ROM,These ads ran without a disclaimer,≤100,1
1750532471660574,Argeşul Online,Argeşul Online,≤100,2
101848625424539,Cristian Ciuta,Cristian Ciuta,≤100,1
1718636781792946,Flavius Sirop,Flavius Sirop,≤100,1
431467304025393,360medical.ro,360medical.ro,≤100,3
1086014981415764,Someș Delivery,These ads ran without a disclaimer,≤100,1
196110100428834,Kolozs Megyei Ifjúsági Fórum - Kifor,RMDSZ Kolozs Megye,≤100,2
309477135842532,Marian Mina,Marian Mina,≤100,4
1724781964475116,Lavinia Cosma,COSMA LAVINIA-CORINA,≤100,6
107294142262018,Volt Alba,VOLT ROMÂNIA,≤100,1
225855028197743,Stiri Din Surse Buzau,Stiri Din Surse Buzau,≤100,3
103478754814690,Mihai Rădoi,Ionut Mihai Rădoi,≤100,1
103483408125726,Cosmin Gîdea,Oltenia STAR,≤100,1
187935071639,RFI Romania,These ads ran without a disclaimer,≤100,1
103164392708198,Alexandru Neagu,Alexandru Neagu,≤100,4
177762839019525,Gamax Laboratory Solutions,These ads ran without a disclaimer,≤100,6
101746676021385,Dezvoltarea Inteligenței Digitale pentru o Cetățenie activă,Dezvoltarea Inteligenței Digitale pentru o Cetățenie activă,≤100,2
196339130526098,Ela Craciun,These ads ran without a disclaimer,≤100,1
219380908168160,Mircea Hava,Mircea Hava,≤100,3
103912818931501,Aspyre,These ads ran without a disclaimer,≤100,1
108735225467685,Golden Dawn,These ads ran without a disclaimer,≤100,1
258244498057791,Rotary Club Caracal,These ads ran without a disclaimer,≤100,1
1107397012689947,Liviu Mazilu,MINCULEASA CLAUDIU-NICOLAE,≤100,4
104366758218428,Petrovan Sorin,Sorin-Zaharia Petrovan,≤100,2
100449101898995,Azi pentru Maine,These ads ran without a disclaimer,≤100,2
188088695440592,Adriana Cristian,Vlad-Aurel Cristian,≤100,1
106658920962277,Cotinescu Aurelian,Cotinescu Aurelian,≤100,1
112332998808842,Cristian Bușoi,Cristian Bușoi,≤100,1
336798217053251,USR Târgu Ocna,USR Bacău,≤100,1
157882581338409,Ana-Maria Dimitriu-Bunghez,Ana-Maria Dimitriu-Bunghez,≤100,1
1078410485624321,Replica - INFO HD,Replica - INFO HD,≤100,1
1671453186444953,Irinel Costache,Irinel Augustin Costache,≤100,1
107151464552754,Cristina Vecerdi,Cristina Vecerdi,≤100,1
1695902094040229,Mihai Botez,Mihai Botez - Deputat USR,≤100,1
112028868145578,Daniel Zdrânc,Daniel ZDRÂNC,≤100,1
1404229443208184,Daniel Gheorghe,Constantin Răzvan Popovici,≤100,2
106225618898874,PNL Garcina,PNL Neamț,≤100,1
1724781964475116,Lavinia Cosma,Lavinia Cosma,≤100,5
111254638076967,Forța Dreptei Dâmbovița,Forța Dreptei Dâmbovița,≤100,1
189352387913996,Casa Vidu - Carmen Lidia Vidu,These ads ran without a disclaimer,≤100,1
111161487199103,MediaPrezent,Vlad-Darius Danciu,≤100,1
100371316175129,PNL Tazlău,PNL Neamț,≤100,1
163535503800528,Alexandru Mușătoiu - Cabinet de Avocat Timișoara,These ads ran without a disclaimer,≤100,1
320404554708029,Egal Acces,Mihai Sebe,≤100,2
108801900624850,Cojocaru Petru Bogdan,Cojocaru Petru Bogdan,≤100,1
637044369743453,Tax Magazine,These ads ran without a disclaimer,≤100,1
100339400005679,Asociatia pentru Relatii Comunitare,These ads ran without a disclaimer,≤100,1
2148832928702924,Media10,Media10,≤100,1
303161840300967,Nicolae Pavelean,Pavelean Nicolae,≤100,1
100730011789747,Minculeasa Claudiu,Minculeasa Claudiu,≤100,2
101050491593899,Mihai Birsan,Mihai Birsan,≤100,1
175038365852533,Andrei V. Tatar,Andrei Tătar,≤100,1
107008907749690,Rusu Sebastian Mihai,Sebastian Rusu,≤100,1
618984848617430,Ioan Popa,Ioan Popa,≤100,1
106715688123735,Agra Asigurări,These ads ran without a disclaimer,≤100,1
612435692581450,Tarkett Romania,These ads ran without a disclaimer,≤100,1
219380908168160,Mircea Hava,Mihai Coser,≤100,4
297642743698707,RMDSZ Kolozsvári Szervezet,RMDSZ Kolozs Megye,≤100,2
1035965773083960,Chelaru Florin,Florin Chelaru,≤100,2
189728367297,WWF Romania,WWF Romania,≤100,1
245094455536925,FOUR PAWS,These ads ran without a disclaimer,≤100,1
104314345445669,Forța Dreptei - Sector 4,These ads ran without a disclaimer,≤100,1
314966175215208,BookLand Romania,These ads ran without a disclaimer,≤100,1
106146792303158,StireaVerde.ro,StireaVerde.ro,≤100,5
556612114440661,Cristian Florea,Cristian Florea,≤100,1
107134341801432,"New European Bauhaus: beautiful, sustainable, together",These ads ran without a disclaimer,≤100,1
201835610228573,PNL Câmpulung,PNL Arges,≤100,1
213568095326901,Vasile Cristian Achiței,Vasile Cristian Achiței,≤100,1
1274760009338125,Asociatia Lions Club Sportiv Mereu Impreuna Pentru Oameni,These ads ran without a disclaimer,≤100,1
242062426448695,Rotary Club Cluj Napoca Hoia,These ads ran without a disclaimer,≤100,1
232331760308845,Euroccoper,These ads ran without a disclaimer,≤100,1
111348393864176,Mihai Lupu,Mihai Lupu,≤100,1
150909498384134,Varga Glad,These ads ran without a disclaimer,≤100,1
1832218497019318,X Party & Networking,These ads ran without a disclaimer,≤100,2
309748249443745,Oláh Emese,RMDSZ Kolozs Megye,≤100,2
111803517810714,Gigi Nicola,Gigi Nicola,≤100,1
103050792433624,Andrei Cristinel Negru,Acn Insurance Srl,≤100,1
105771984737849,Constantin-Bogdan Popa,Constantin-Bogdan Popa,≤100,2
1847975788757673,PNL Curtea de Arges,These ads ran without a disclaimer,≤100,1
101050491593899,Mihai Birsan,These ads ran without a disclaimer,≤100,1
1653699758248627,Ion ȘTEFAN,These ads ran without a disclaimer,≤100,1
126257881115193,Cristian Valer Beseni,Beseni Cristian Valer,≤100,1
108445424173893,Carmen Elena Nastasă,Carmen Elena Nastasă,≤100,1
1480241218942236,RMDSZ Szászfenes,RMDSZ Kolozs megye,≤100,1
101830576528470,Televiziunea Intermedia,Intermedia,≤100,1
123050917412990,depozit lemne de foc Arad,These ads ran without a disclaimer,≤100,1
106487191290704,Constanta 100% - CT100.ro,Constanta 100%,≤100,1
103511534892298,Lucian Mara • USR,Lucian Mara,≤100,1
644437482249671,Mihaela Andrei - Consilier Municipal Pnl,Mihaela Andrei,≤100,1
106413034496140,Gavra Bogdănel Viorel - vocea cetățenilor,Bogdanel Gavra,≤100,1
852370551453606,GARP,These ads ran without a disclaimer,≤100,1
516576808811320,Bogdan Simcea,Bogdan Simcea,≤100,3
918565091514415,SDC Properties,These ads ran without a disclaimer,≤100,2
1771130776494389,Corina Scarlat pentru Câmpulung,Corina Scarlat,≤100,2
539397199419143,WASP Working Art Space and Production,These ads ran without a disclaimer,≤100,1
100903832754127,Dorin Cornia,Dorin Cornia,≤100,3
108845120948393,Bey House,These ads ran without a disclaimer,≤100,3
456952907844400,Kereskényi Gábor,Kereskényi Gábor,≤100,4
404109952964413,Fundatia Motivation Romania,Fundația Motivation România,≤100,1
102544325391398,Inspira International School,These ads ran without a disclaimer,≤100,1
182438747492,Mai Mult Verde,Mai Mult Verde,≤100,2
205808149439773,Revista Ferma,These ads ran without a disclaimer,≤100,1
103359025738044,Justice Initiative Romania,These ads ran without a disclaimer,≤100,1
1448147152084125,Birou de traduceri și asigurări Sense,These ads ran without a disclaimer,≤100,1
131354550608741,Comuna Bunești,Comuna Bunești,≤100,1
103383915623247,Mișcarea pentru Democrație Directă,Mișcarea pentru Democrație Directă,≤100,1
645654842114751,"Alexandra Tătaru, viceprimar USR Focșani","Alexandra Tătaru, viceprimar USR Focșani",≤100,1
104053394759745,Petru Ionut Budian,Petru-Ionut Budian,≤100,1
133969887250137,BeWanted Colombia,These ads ran without a disclaimer,≤100,57
400605554001626,Eduard Alexandru Cîrceag,Eduard Alexandru Cîrceag,≤100,1
108067045560894,Greenline Energy România,These ads ran without a disclaimer,≤100,2
106282087882731,Dinu Gheorghe,Dinu Gheorghe,≤100,1
192365285011395,Si eu reusesc,A.L.E.G.,≤100,1
108691635330525,Senator Evdochia Aelenei,Senator Evdochia Aelenei,≤100,4
526553594496566,Ramona Strugariu,Ramona Strugariu,≤100,1
114460923709287,4media.INFO,4Media.INFO,≤100,1
1672477173012354,"Erasmus+ Courses in Split, Croatia",These ads ran without a disclaimer,≤100,1
102072599470181,Advanced Trading,These ads ran without a disclaimer,≤100,7
114251270211131,Inași Ionuț-Denis,Inasi Ionut-Denis,≤100,2
111281564109712,Zakariás Zoltán,Erdélyi Magyar Szövetség,≤100,1
1691348914457144,Bucharest Tech Week,These ads ran without a disclaimer,≤100,3
101773278158392,Drobeta Turnu Severin - Știri,MINCULEASA CLAUDIU-NICOLAE,≤100,3
102603825860755,Moldova Invest,Moldova Invest,≤100,1
1415945795129207,Roxana Mînzatu,Roxana Mînzatu,≤100,1
908169412659988,Bogdan Grecia,Bogdan Grecia,≤100,1
1035965773083960,Chelaru Florin,Chelaru Florin,≤100,1
117699898246474,Centrul Roman de Politici Europene - CRPE,Centrul Roman de Politici Europene - CRPE,≤100,1
108198834362110,Eugen Cucu - Consilier Local Sanpetru,Eugen Cucu - Consilier Local Sanpetru,≤100,1
908169412659988,Bogdan Grecia,Crecia Ionut-Bogdan,≤100,2
364457997442201,Iskola Alapítvány,Iskola Alapítvány,≤100,1
589346561252006,GymBeam,These ads ran without a disclaimer,≤100,1
534069573370920,Mediawise Society,These ads ran without a disclaimer,≤100,1
765866386776302,Hunedoara Libera.ro,These ads ran without a disclaimer,≤100,2
516576808811320,Bogdan Simcea,MINCULEASA CLAUDIU-NICOLAE,≤100,4
112835680541277,Codruț Bădescu,Codruț-Ionut Bădescu,≤100,1
105115482259225,Barabási Antal Szabolcs,Barabási Antal Szabolcs,≤100,2
1006411482778121,FedEx,These ads ran without a disclaimer,≤100,1
1546565949004924,Moga Bogdan-Claudiu,Moga Bogdan-Claudiu,≤100,2
102463361382936,Dorel Mituletu,Oltenia Star,≤100,1
110269785674808,Stagii pe Bune,These ads ran without a disclaimer,≤100,1
102414657846952,Mihai Mihailescu,Mihailescu Mihai,≤100,1
630809920303095,Erasmus+,These ads ran without a disclaimer,≤100,1
104550061381109,Political.RO,Political.RO,≤100,1
102659309287810,Social ACT,These ads ran without a disclaimer,≤100,1
351920454997749,RMDSZ Hunyad Megyei Szervezete,RMDSZ Hunyad Megyei Szervezete,≤100,2
1850182705109274,Punctul culminant,These ads ran without a disclaimer,≤100,2
119395724467123,Anca Bordușanu,These ads ran without a disclaimer,≤100,1
1376982875659603,Aciocarlanoae Andrei,These ads ran without a disclaimer,≤100,1
228249294595194,Calea prosperității,These ads ran without a disclaimer,≤100,1
610696639428997,VEOCEL,These ads ran without a disclaimer,≤100,1
104332584834447,Mara Schär,These ads ran without a disclaimer,≤100,1
104577752528954,Micu Luminița - Marilena,These ads ran without a disclaimer,≤100,1
389883831183141,PNL Vâlcea,PNL Vâlcea,≤100,1
623391021427907,Grupul Parlamentar PSD Camera Deputatilor,Grupul Parlamentar PSD Camera Deputatilor,≤100,1
102414657846952,Mihai Mihailescu,Mihai Mihailescu,≤100,1
112063880271020,Mugurel Marsavela,These ads ran without a disclaimer,≤100,1
1853883391581340,Gazeta de Buhusi,Gazeta de Buhusi,≤100,1
101773278158392,Drobeta Turnu Severin - Știri,Drobeta Turnu Severin - Știri,≤100,2
312564186105027,Alexandru Iovescu,Alexandru Iovescu,≤100,1
1813682738881657,Ciprian Pandea,Ciprian Pandea,≤100,1
104257381778291,PressCode,These ads ran without a disclaimer,≤100,1
100265930018058,"Centrul Cultural ""G.M. Zamfirescu""",These ads ran without a disclaimer,≤100,1
112578581078933,Gruițoiu Radu-Gabriel,Gruițoiu Radu-Gabriel,≤100,1
645654842114751,"Alexandra Tătaru, viceprimar USR Focșani",These ads ran without a disclaimer,≤100,1
185997004328,Catena - Farmacia Inimii,These ads ran without a disclaimer,≤100,1
1214971831975446,Upgrade 100,Upgrade 100,≤100,2
237853790013322,Simpozion Stăniloae,These ads ran without a disclaimer,≤100,1
117722854552350,Reper News,These ads ran without a disclaimer,≤100,1
310372402769384,"Trans.INFO - transport, trucking and logistics news",These ads ran without a disclaimer,≤100,1
119161577824002,Alianța pentru Unirea Românilor-Bistrita,These ads ran without a disclaimer,≤100,1
102524799835429,Digitalk Conference,These ads ran without a disclaimer,≤100,4
125609800433554,Sustainable Romania,These ads ran without a disclaimer,≤100,1
114251270211131,Inași Ionuț-Denis,Inași Ionuț-Denis,≤100,1
1427831627527824,RMDSZ Bihar Megye,RMDSZ Bihar Megye,≤100,1
136492055271116,Optimerix,These ads ran without a disclaimer,≤100,1
106877388668096,HTC - House of Transylvanian Cards,These ads ran without a disclaimer,≤100,1
503645089829949,Vasile Zaharia,Vasile Zaharia,≤100,1
110786843993342,Cristian Paul Ichim,Cristian Paul Ichim,≤100,2
294553970688152,Tetra Pak Romania,These ads ran without a disclaimer,≤100,2
227267277434974,Patronatul Producătorilor de Tâmplărie Termoizolantă,These ads ran without a disclaimer,≤100,1
102640775963913,REPER Osica de Sus,These ads ran without a disclaimer,≤100,1
147497942087478,Mândri Aradeni,These ads ran without a disclaimer,≤100,1
494399267295882,ROD Festival,These ads ran without a disclaimer,≤100,1
100642451664106,Adrian Madar,These ads ran without a disclaimer,≤100,1
116091608143232,Partidul Uniunea Națiunii Române - Reghin,These ads ran without a disclaimer,≤100,3
109375075062801,GD Tax and Financial Consulting,These ads ran without a disclaimer,≤100,1
2172465239662815,Nuculus,These ads ran without a disclaimer,≤100,1
213568095326901,Vasile Cristian Achiței,Cristian Achiţei,≤100,1
107422018723214,Terapie Tomatis Alba Iulia,These ads ran without a disclaimer,≤100,2
528408150903547,Stelian Ion,Stelian Ion,≤100,1
130698810374423,Club Mioc George,These ads ran without a disclaimer,≤100,1
110037751658256,Liga pentru Deșteptarea României,These ads ran without a disclaimer,≤100,1
35779367485,Pure London,These ads ran without a disclaimer,≤100,1
105037427896391,Dumitru Leuștean,Dumitru Leuștean,≤100,1
105326349197671,Dumitru Pantazi Oficial,These ads ran without a disclaimer,≤100,1
105971909138735,CE ȘTIȚI VOI despre  VOI ? -satira,These ads ran without a disclaimer,≤100,1
102381955983563,Bianca Mircea - Cabinet de Avocat,These ads ran without a disclaimer,≤100,1
108198834362110,Eugen Cucu - Consilier Local Sanpetru,Eugen Cucu,≤100,1
102185958968298,Vocea - Dorohoi,Vocea Dorohoi,≤100,1
171923206205552,UNICEF Ukraine,These ads ran without a disclaimer,≤100,2
1174512932579230,Szilágyi Róbert István,Szilágyi Róbert István,≤100,1
111875583698010,Doru Vinca,Bacaunet,≤100,1
103039157965022,Alexandru Dumitru Cazacu,Alexandru-Dumitru Cazacu,≤100,1
104001961841165,Tati și Sofia - interesul superior al copilului după divorț,These ads ran without a disclaimer,≤100,1
1307231352750984,Textar Romania,These ads ran without a disclaimer,≤100,1
1249630708423717,MUNER Motorvehicle University of Emilia-Romagna,These ads ran without a disclaimer,≤100,1
451828438188746,Cosuri-nuiele,These ads ran without a disclaimer,≤100,1
113388621278432,Freedom for Norway,These ads ran without a disclaimer,≤100,1
109306650799421,Patrioții.Info,Patrioții.INFO,≤100,3
101746676021385,Dezvoltarea Inteligenței Digitale pentru o Cetățenie activă,These ads ran without a disclaimer,≤100,1
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
