Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
105350075581010,Gayatri Bishnoi,These ads ran without a disclaimer,103,1
101313702138643,Krushna Harzani,Akash Singh,103,1
105600489063214,Jyoti Khurana,These ads ran without a disclaimer,103,4
100889492494185,Shane Mehtab Alam,These ads ran without a disclaimer,103,1
101770691204996,Stand With Nature,These ads ran without a disclaimer,103,2
100894948431676,abhishekdongale16,These ads ran without a disclaimer,102,1
102078311465297,Fourmi Consultancy,These ads ran without a disclaimer,102,1
1037647469717784,Lalit Yadav Ki Pathshala,These ads ran without a disclaimer,102,2
1290126151104271,"BSC Academy, Berhampore Branch - West Bengal",These ads ran without a disclaimer,102,1
120846330954568,tarunrajbishnoi,These ads ran without a disclaimer,102,1
100444292402318,YUVA VOICE,These ads ran without a disclaimer,102,2
110947325277107,imyash_09_,These ads ran without a disclaimer,102,1
109757142101382,Dream11 Winning Team Loss Cover Full guarantee,These ads ran without a disclaimer,102,1
105509755404410,Rani Sharma,These ads ran without a disclaimer,101,1
105984475255755,Dewas Breaking News Wala,BREAKING NEWS WALA,101,1
592982847379912,Hanuman Bangra,These ads ran without a disclaimer,101,2
104680105711319,rickysing16,These ads ran without a disclaimer,101,1
104378735934429,Azruddin Khan,These ads ran without a disclaimer,101,1
102791286026221,Rajas Satva India,These ads ran without a disclaimer,101,1
159438377438076,Puneet Kardam - Graphic Designer,These ads ran without a disclaimer,101,1
112938615123983,Indian Mudra Loan,These ads ran without a disclaimer,≤100,1
100090360730564,,These ads ran without a disclaimer,≤100,1
100601291975066,𝐁𝐡𝐢𝐦𝐫𝐚𝐨 𝐒𝐚𝐭𝐡𝐞 - भिमराव साठे,Nikhil Bhanudas Mankar,≤100,1
102758088713294,Bulland Aawaz,These ads ran without a disclaimer,≤100,1
115020591538337,Tikam Chand Verma,These ads ran without a disclaimer,≤100,1
105478172541391,Pardhan Mantri Loan Yojana,These ads ran without a disclaimer,≤100,1
289219367869958,Punit Balan,Shrinivas Govindrao Kulkarni,≤100,1
109077814274534,Bokaro Jagran,Bokaro Jagran,≤100,1
102490589104580,Apna Hindustan,These ads ran without a disclaimer,≤100,1
103024022452429,Jan Jan Ke JP Dalal,Dimpal Pandey,≤100,1
602794716481972,Govind Singh Rajput,Govind Singh Rajput,≤100,1
116752464696750,Abhishek,Raj Kumar,≤100,1
102785749762041,Parshottam Rupala,Piyush Mantri,≤100,1
106462702201006,Dhanvanti Bachan Singh AAP,Dhanvanti Bachan Singh,≤100,1
299102746881319,Lakhan Mardi,These ads ran without a disclaimer,≤100,1
103773424783231,Gurpreet Singh Babra,These ads ran without a disclaimer,≤100,1
105532042523307,Suresh Gaur,These ads ran without a disclaimer,≤100,1
100554955657786,Mobeen Ysrcp Vijayawada,These ads ran without a disclaimer,≤100,1
330025707576552,Devendra Patel,Devendra Singh,≤100,1
110996731809459,Sunjay Sharma,These ads ran without a disclaimer,≤100,1
2067193216829628,Indira Charitable Trust,Ruban Ponraj R,≤100,1
115228191514929,Chithra chitte,Raj Kumar,≤100,1
587905641230609,Odisha SHINES,These ads ran without a disclaimer,≤100,1
597170696971591,Indus Action,These ads ran without a disclaimer,≤100,1
110773141985268,BHOLE BABA Single King,These ads ran without a disclaimer,≤100,1
108489448245852,Play Clips - SGV,These ads ran without a disclaimer,≤100,1
114083456630343,Rashid Raza Ansari,Saif Raza,≤100,1
114865721583774,Kailash Verma,These ads ran without a disclaimer,≤100,1
102614601250943,MVA Digital Media,Deepak Mishra,≤100,1
111683653950419,महेंद्र सिंह सिसोदिया,महेंद्र सिंह सिसोदिया,≤100,1
1888684524745262,Angkita Dutta,Angkita Dutta,≤100,1
792808160737391,Kalubhai Bhimnath,Yagnik Bharatbhai Patel,≤100,1
103572395893241,Sarcasm,These ads ran without a disclaimer,≤100,2
302549223529491,Learning With Vodafone Idea,These ads ran without a disclaimer,≤100,1
1381349408796600,AJAY KUMAR,These ads ran without a disclaimer,≤100,1
181877315902940,Haji Ziaul Haq,Mohd Sadab Alam Ansari,≤100,1
105409181601540,Thakur vishnu pratap singh,These ads ran without a disclaimer,≤100,1
106471121116979,Raj Shekhar Singh,These ads ran without a disclaimer,≤100,1
107804255366831,Tushar Kanti Chakma,Tushar Kanti Chakma,≤100,1
104308534888685,Sajid Hussain,These ads ran without a disclaimer,≤100,2
234671837217382,Everything Works,Rizwan,≤100,1
102466884530520,Vinay tripathi,Vinay tripathi,≤100,1
114085473826167,Deepak Telecom,These ads ran without a disclaimer,≤100,1
104298897955515,Dharampal Dhukia,These ads ran without a disclaimer,≤100,1
108548743957332,Aadinath Ur Homes,These ads ran without a disclaimer,≤100,1
107156412266288,Political Consultant,These ads ran without a disclaimer,≤100,1
102215424990587,श्रीमती नृतिका सिंह पत्नी कृष्ण प्रताप सिंह,Pranesh Kumar Mishra,≤100,1
125367967633739,"Welcomhotel by ITC Hotels, Dwarka, New Delhi",These ads ran without a disclaimer,≤100,1
106834964877866,Gyansrota,These ads ran without a disclaimer,≤100,1
102647035526526,H P Rajesh,Rajesh H P,≤100,1
107093405713950,Care Hospital Patna,Manish Kumar Vats,≤100,1
110711813969622,Dr. D Y Patil Dental College & Hospital,These ads ran without a disclaimer,≤100,1
1951328541570577,Zaryab Khan,Jarayab Khan,≤100,1
104519758264747,Vijay Saraswat,Sharat Chander Sharma,≤100,1
470279746643046,Art by Appy,These ads ran without a disclaimer,≤100,1
100339232649736,Confier International,Confier International,≤100,1
108378598870976,Sangeetha,Hemanta Mahato,≤100,1
104033839130361,friends_of_varun_waman_mhatre,These ads ran without a disclaimer,≤100,1
518698335171946,Pratap Singh Mehrawar,These ads ran without a disclaimer,≤100,1
568672333491244,Hitesh Jadhav Palghar,Swapnil Maruti Deokar,≤100,1
108994758163500,Lokal App- Kannada,These ads ran without a disclaimer,≤100,4
102177112507392,Aapanna Hastham,Aapannahastham,≤100,1
103237628862572,ಶ್ರೀ ಕೇರಳ ಕೊಳ್ಳೇಗಾಲ ಮಹಾ ಮಂತ್ರವಾದಿ,These ads ran without a disclaimer,≤100,1
2004832019801536,Checkmate Chess Academy,These ads ran without a disclaimer,≤100,1
296337607078127,Computer Baba,Shubham Jat,≤100,1
103811669373497,coin selling head branch,These ads ran without a disclaimer,≤100,1
102494858554521,Madhusudan Rajpurohit,These ads ran without a disclaimer,≤100,2
153617131735049,Methews mens wear sardarpura,These ads ran without a disclaimer,≤100,1
108347215468760,Manya Digital Marketing,These ads ran without a disclaimer,≤100,2
109131055495165,Pyare Lal Soni,These ads ran without a disclaimer,≤100,1
512572085814504,Getmymettle,These ads ran without a disclaimer,≤100,1
100277022873435,আবিষ্কার,আবিষ্কার,≤100,3
122610304898,Science Centre Singapore,These ads ran without a disclaimer,≤100,2
109016600876650,रविन्द्र कुमार सिंह केसरिया विधानसभा,Ravindra Kumar Berwar,≤100,1
221187861407118,BabyCare,BabyCare,≤100,2
100262545443816,ALPAeroflex,These ads ran without a disclaimer,≤100,1
106559668754225,prakhardave18,These ads ran without a disclaimer,≤100,1
105116692099852,Ismail Ali,These ads ran without a disclaimer,≤100,1
2213485822259579,Deepu Anchal,Deepu Vijayan,≤100,1
635533853228550,Lifecoachpreet,These ads ran without a disclaimer,≤100,1
625905790853311,Ravindra's IAS GS NCERT,These ads ran without a disclaimer,≤100,1
403742293133771,Bhupat Rabari,These ads ran without a disclaimer,≤100,2
106196992271578,Hotel Badgujar Vadapav & Misal,These ads ran without a disclaimer,≤100,1
116796491361020,Charan Singh bjp,Balram Singh,≤100,2
100481454711288,keeanakee,These ads ran without a disclaimer,≤100,1
102417298235863,harishchaudhary_22,These ads ran without a disclaimer,≤100,1
103707792704945,Karnataka news,These ads ran without a disclaimer,≤100,4
751074995284728,Sudarshan Singh Bablu,Shivam Sharma,≤100,1
102648951907624,Shivam Cable & Broadband Network Jiyanpur,Aman Chauhan,≤100,2
134604537190419,Abdul Ateek Fan Club,These ads ran without a disclaimer,≤100,1
100479236183273,Gorakhpur Ploggers,These ads ran without a disclaimer,≤100,1
111994034328713,shuklaji5892,These ads ran without a disclaimer,≤100,1
100880312115560,दिल्ली की राजनीति,Hemant,≤100,1
111254080238119,ZenLyfe,These ads ran without a disclaimer,≤100,2
104699985702147,Reseau Media,These ads ran without a disclaimer,≤100,1
2220925684855736,Team KK Raju,Jagadeesh P,≤100,2
135491523152121,Abiogenesis,These ads ran without a disclaimer,≤100,1
102122612700791,BSS Social NGO   fp,These ads ran without a disclaimer,≤100,1
100405536370939,Lakshmi Narayana Konkathi,These ads ran without a disclaimer,≤100,1
100139625785152,unixcomputers_,These ads ran without a disclaimer,≤100,1
1199308660123250,Life at Seclore,These ads ran without a disclaimer,≤100,1
105024622518723,"AbhiRam Hegde, Halalla",These ads ran without a disclaimer,≤100,1
1498945767014291,Viikram Goswami,These ads ran without a disclaimer,≤100,1
251507882418840,Sbscsm HeadOffice,These ads ran without a disclaimer,≤100,1
143047759190514,Maniac Designs,These ads ran without a disclaimer,≤100,1
114253968284016,Syed Akhtar Husain,These ads ran without a disclaimer,≤100,1
100559511294423,Mahesh Daas,These ads ran without a disclaimer,≤100,1
118250731201778,The India Tak,These ads ran without a disclaimer,≤100,1
114105544885888,Patnam Avinash Reddy,These ads ran without a disclaimer,≤100,1
114324484928620,durg.bhilaii,These ads ran without a disclaimer,≤100,1
126880280314300,Zam Zama,These ads ran without a disclaimer,≤100,1
117540076766923,Microtek Infrastructure,These ads ran without a disclaimer,≤100,1
1742256762742100,The Write Order,These ads ran without a disclaimer,≤100,1
100387141559791,Bharatnirmatrisamaj,These ads ran without a disclaimer,≤100,1
118617091198763,Sravan Kr. Gupta,Mohit Malik,≤100,1
104187529157417,Krishna Karmakar,These ads ran without a disclaimer,≤100,1
263199214590386,Westcoast Papermills,These ads ran without a disclaimer,≤100,1
113092128415631,Dew Gallery,These ads ran without a disclaimer,≤100,1
100413021961158,Advocate Ajit Pratap Singh,These ads ran without a disclaimer,≤100,3
103006332640336,Ariba Khan,Syed Mohd Haris Mobeen,≤100,1
1804645403107297,Shaurya Deep Srivastava - Sachin,These ads ran without a disclaimer,≤100,1
161431974440622,Rajendra Parghi,These ads ran without a disclaimer,≤100,1
239011076226054,"फतेहाबाद शहर - Fatehabad City,",Rajender Kumar,≤100,1
100236269112162,Microglobalmoga,These ads ran without a disclaimer,≤100,1
161745450905699,Basavanagudi Bangalore News,These ads ran without a disclaimer,≤100,1
101784672277218,HSN News,These ads ran without a disclaimer,≤100,1
1213611285396775,Nitin Bhansali,These ads ran without a disclaimer,≤100,1
391264174731673,Anita Yogendra Sharma,Anita Yogendra Sharma,≤100,1
110117628563519,MALIK CYBER CAFE,These ads ran without a disclaimer,≤100,2
100775009385242,"विश्व हिंदू परिषद बजरंग दल दंडखोरा, कटिहार",These ads ran without a disclaimer,≤100,1
100798165312373,Srikanth Bhima,These ads ran without a disclaimer,≤100,2
106037021209409,ಸೂರನಹಳ್ಳಿ ಶ್ರೀನಿವಾಸ್.,These ads ran without a disclaimer,≤100,1
101084778290529,Kautilya School of Public Policy,These ads ran without a disclaimer,≤100,2
100474126280808,Ajay Kumar Yadav NK,These ads ran without a disclaimer,≤100,1
102663224769131,Anand Singapore International School Chennai,These ads ran without a disclaimer,≤100,1
2022824377937817,Hotel Kingsway,Shineraj Enterprises Private Limited,≤100,1
105874295728550,Lalit Panwar,Lalit Panwar,≤100,1
102671156120700,black_box_academy,These ads ran without a disclaimer,≤100,1
100792052803524,Naseer Nawaz,These ads ran without a disclaimer,≤100,1
105586162412655,Aatmanirbhar Solar Pvt Ltd,These ads ran without a disclaimer,≤100,2
106626888816026,"संतोष कुमार सोनी ""गुड्डू भैया """,Niket Soni,≤100,1
115040208168355,santosh kumar yadav,These ads ran without a disclaimer,≤100,1
113402411713059,Mudra Finance,These ads ran without a disclaimer,≤100,1
113104178386229,Abhayy Singhh,These ads ran without a disclaimer,≤100,1
134331253305084,ITI International Team for Implantology,These ads ran without a disclaimer,≤100,1
106839211891183,SATAS International,These ads ran without a disclaimer,≤100,1
298838933917947,Yuvraj Prakash,Ashish Kishan Kumar,≤100,1
107575877777547,அம்பேத்கர் மக்கள் இயக்கம்,Ilamurugu Muthu,≤100,1
100315825419820,इंडिया Live,These ads ran without a disclaimer,≤100,1
111308551791393,Deepak Solanki,These ads ran without a disclaimer,≤100,3
104034421758884,Paul Abraham Immigration Consulting,These ads ran without a disclaimer,≤100,1
105137808411307,Dr.Lallianchhunga,These ads ran without a disclaimer,≤100,1
228118124388158,Feku Express,These ads ran without a disclaimer,≤100,2
104932221042125,Office - Indra Choudhary,These ads ran without a disclaimer,≤100,2
108348050624566,Vinay sen,These ads ran without a disclaimer,≤100,1
115438731524636,Imandari Ek MahanGa Shok Hai Jo Har KisiKe Bas Ki Bat Nahi,These ads ran without a disclaimer,≤100,1
100375786243839,Govind Pratap Singh,These ads ran without a disclaimer,≤100,2
531331276978753,TSDPL Jaipur,These ads ran without a disclaimer,≤100,1
112667325111961,Bageshwar dham Sarkar,These ads ran without a disclaimer,≤100,2
100565879575744,Sandeep Kumar,These ads ran without a disclaimer,≤100,1
100851609659466,,These ads ran without a disclaimer,≤100,1
112397931801229,Sandeep Jain,These ads ran without a disclaimer,≤100,2
1781483082086336,DK Murali,Dk Murali,≤100,1
110550204084430,Anurag Sant,Anurag Sant,≤100,1
101075328781631,Mohd Danish urf D.K,These ads ran without a disclaimer,≤100,2
116821357980601,Rehan Khilji,These ads ran without a disclaimer,≤100,2
404716496280557,LiFi Publications,These ads ran without a disclaimer,≤100,1
105239698712008,Karauli Congress,Pushpendra Meena,≤100,1
102627315616172,Deepak Kumar Jha,js infosoft,≤100,1
105098981328210,Sandeep Kumar,Sandeep Kumar,≤100,1
113591245001840,मौर्यवंशी प्रवेश शाक्य,These ads ran without a disclaimer,≤100,1
102096317092734,Amit Kharkhari,Vivek Vashisth,≤100,1
601714013183183,Bhushan Ashok Bhatt,Bhushan Ashokbhai Bhatt,≤100,1
102560352120231,Surya Pratap Singh Tomar,Surya Pratap Singh Tomar,≤100,1
708993182498640,My Home India,Kumar Ganesham,≤100,1
286497461870410,नूतन देवी राजद,Alok Verma,≤100,1
104578501240013,Team Swaraj,Team Swaraj,≤100,1
108633824831938,Kadam Solar,These ads ran without a disclaimer,≤100,1
126705612205953,Devendra Jha BJP,Digital Kumbh Pvt. Ltd.,≤100,1
100871318221380,Kamlesh saroj,These ads ran without a disclaimer,≤100,1
892715324214105,Nitendra Singh Rathore,Rituraj Tomar,≤100,1
946223775506297,"Yuva Vyapaari Sangathan, Bareilly",These ads ran without a disclaimer,≤100,1
100192339564604,Karunesh Srivastava,These ads ran without a disclaimer,≤100,1
103251002215465,Binta Bansal,Binta Bansal,≤100,1
140844853202267,"The Kids Paradise, Udaipur",These ads ran without a disclaimer,≤100,1
105627508208086,Sultan Khan,SUL‍TAN KHAN,≤100,1
115035496996812,Deepak More - दिपक मोरे,Deepak More - दिपक मोरे,≤100,1
707284596737741,P3,The P3,≤100,1
110745147064010,Ambala Update,Vivek Bhatnagar,≤100,1
373196746110010,MADAN DILAWAR,MADAN DILAWAR,≤100,1
107449725137514,Vishesh Haryana News,These ads ran without a disclaimer,≤100,1
305041622918055,Manish Koolwal,Ujjval Jain,≤100,1
100128476354981,क्षत्रिय ऋषभ यदुवंशी,These ads ran without a disclaimer,≤100,2
296083881192484,Manoj Meghwal,Pawan Kumar Sharma,≤100,1
413773772060597,Pritam J Mhatre,Pritam J Mhatre,≤100,1
126487900349950,Ksurendranbjpkerala,Jithin Ka,≤100,1
268256680034446,Dr Aashish Pandey - Dipu,Dr Aashish Pandey - Dipu,≤100,1
106971737818324,𝐀𝐯𝐢𝐧𝐚𝐬𝐡 𝐊𝐮𝐦𝐚𝐫,These ads ran without a disclaimer,≤100,1
106477475650941,Mulubhai Bera,These ads ran without a disclaimer,≤100,1
554668164714801,Varun Pratap Singh Bhakuni,Varun Pratap Singh Bhakuni,≤100,1
100671878467198,गिर्राज यादव मास्टर जी -समाजसेवी,Priyaranjan Kumar Singh,≤100,1
331240070250021,Transformers of India,Sourabh Devani,≤100,1
103595549235556,नजीबाबाद की आवाज़,These ads ran without a disclaimer,≤100,1
100941092921616,Ashok Kularia,Rahul,≤100,1
105929222234074,Haryana Aaj,Shubham Garg,≤100,1
109884418239342,The Morcha,The Morcha,≤100,1
276535879348087,Etawah Live,These ads ran without a disclaimer,≤100,1
881144075337769,Sushila Rao,These ads ran without a disclaimer,≤100,1
111098877327312,Vikas Yadav,These ads ran without a disclaimer,≤100,1
196270147224582,M R Murali,These ads ran without a disclaimer,≤100,1
102244616033746,ASLAM KHAN,ASLAM KHAN,≤100,2
209020566307096,Danish Ansari,Alok Verma,≤100,1
982083741898121,Pramod Sawant,Pramod Sawant,≤100,1
107995498762475,Rahul Singh Rathore,These ads ran without a disclaimer,≤100,4
105522894821282,Sunil Tiwari,These ads ran without a disclaimer,≤100,3
107499895670093,Hemraj Gurjar Nasirabad,These ads ran without a disclaimer,≤100,1
200240498700585,জিয়াগঞ্জ-আজিমগঞ্জ টাউন তৃণমূল কংগ্রেস Jiaganj-Azimganj Town Trinamool Cong,Chintu Haldar,≤100,1
102796052160003,Harish Kumar Azad,These ads ran without a disclaimer,≤100,2
205948892894647,Sadabhau Khot,Sanket Vinodkumar Surana,≤100,1
111786513660703,The Postman,The Postman,≤100,1
859154520931029,D Rama Bhaskar,Rama Bhaskar Devarakonda,≤100,1
313122675828698,FareSMS,These ads ran without a disclaimer,≤100,2
403427183555551,Maharaj Advertising Agency,Maharaj Advertising Agency,≤100,1
109001938834140,Nitin Tyagi,These ads ran without a disclaimer,≤100,1
2000877956699915,Yes PM I am civilized,These ads ran without a disclaimer,≤100,1
107148835520361,Satyagrahi Rajiv Rajiv Satyagrahi,These ads ran without a disclaimer,≤100,1
324520094971800,Mithun Singh Ahirwar,Mithun Singh Ahirwar,≤100,1
281323089037144,Tanuj Tiwari Tanu,Tanuj Kumar Tiwari,≤100,1
362184484148294,M3 India,These ads ran without a disclaimer,≤100,1
103654627695731,रण बहादुर लाखन सिंह,Aman Singh,≤100,1
109501580708547,जन-जन की आवाज,Gopi Singh,≤100,1
106332112196008,Shiv Shankar Singh,These ads ran without a disclaimer,≤100,1
122913820784567,Rachna Devi,These ads ran without a disclaimer,≤100,1
108277651597929,Talwandi Sabo Power Limited,These ads ran without a disclaimer,≤100,1
105016704427994,Yavatmal Premier League,These ads ran without a disclaimer,≤100,3
1293675640776488,गोरेयाकोठी विधानसभा,Alok Verma,≤100,1
121241044277295,Chandrashekhar Singh Dewal,Akash Singh,≤100,2
104937458690405,The Khabar Daily,Bharat Kushwah,≤100,2
105250352547068,Newsdrone,These ads ran without a disclaimer,≤100,1
108122258569992,Keshari Singh Azad,These ads ran without a disclaimer,≤100,1
1743147019302453,Parminder singh sandhu,Parminder Singh,≤100,1
102668162819938,Aks hub,These ads ran without a disclaimer,≤100,1
527962230907482,ਪੇਂਡੂ ਲਿਖਾਰੀ- Rural Writer,These ads ran without a disclaimer,≤100,1
183624585594442,आचार्य राकेश,These ads ran without a disclaimer,≤100,1
1873052266095468,Jaspreet Singh Batra Page,Jaspreet Singh,≤100,4
1511829065618821,Om Prakash Rai,Om Prakash Rai,≤100,1
113435683445618,beyond_the_ideas,These ads ran without a disclaimer,≤100,2
102697919482133,Amit kumar,These ads ran without a disclaimer,≤100,1
109274381423863,Ajanta Seva Sadan Hospital,These ads ran without a disclaimer,≤100,1
105568842469655,Manisha Sharma,These ads ran without a disclaimer,≤100,1
2279743692071594,Gokul Hospital - Kuvadava Road,These ads ran without a disclaimer,≤100,1
101257282930950,islamic_thought_1Allah,These ads ran without a disclaimer,≤100,2
119720611086446,Mission 2023 - Prasadraj Kanchan,Kalmunje Shashidhara Hemmanna,≤100,1
104047527817854,Samrat tv24,These ads ran without a disclaimer,≤100,1
105557812507740,Vallabh Gunaji,These ads ran without a disclaimer,≤100,1
100364549033525,संकल्प सामाजिक संगठन ग्राम पंचायत खैरवा,These ads ran without a disclaimer,≤100,1
373869479842506,Kuldeep Singh Rathore,These ads ran without a disclaimer,≤100,2
103241052524868,Palitree Foundation,These ads ran without a disclaimer,≤100,1
110341777996389,এগিয়ে বাংলা নিউজ - Egiye Bangla News,Priobrata Chaterjee,≤100,1
106448571684902,Sanjeev Singh Manhas BJP,Ankit Sharma,≤100,1
103861469202917,आमिर शकील टंकी,These ads ran without a disclaimer,≤100,1
104841141528181,Rural Voice,These ads ran without a disclaimer,≤100,1
100628236197646,Pankaj Gupta,These ads ran without a disclaimer,≤100,2
101913436033788,Abhiloans,These ads ran without a disclaimer,≤100,1
107481932338076,युवाओं की आवाज़ दीपेन्द्र हुड्डा,These ads ran without a disclaimer,≤100,1
1684724295099974,Trending Taiwan潮台灣,These ads ran without a disclaimer,≤100,2
906656059504574,Muzik Cafe,These ads ran without a disclaimer,≤100,1
106002534369805,Shoumika Amal Mahadik,Ashwamedh Media,≤100,1
353804234638468,Shriniwas Patil,Sarang Shriniwas Patil,≤100,1
108166174309263,Bucolic Kailash Agritech and FMCG Private Limited,These ads ran without a disclaimer,≤100,1
106953129036794,patilgmurali,These ads ran without a disclaimer,≤100,1
101359498695964,Nasir Rather,These ads ran without a disclaimer,≤100,2
265049527258188,Amigo Academy - Institute of Air Hostess Training,These ads ran without a disclaimer,≤100,1
110703728671577,आदर्श कुमार मिश्रा नगर पंचायत बिधूना,These ads ran without a disclaimer,≤100,1
112707495123179,Chaudhary Amit Singh,These ads ran without a disclaimer,≤100,2
109812796396454,छुट्टन लाल मीना,These ads ran without a disclaimer,≤100,1
101345455281283,Krishna Banerjee,Krishna Banerjee,≤100,1
120086707674344,Siddhantam Heritage School Ghaziabad,These ads ran without a disclaimer,≤100,1
302925047204696,TODAY LIVE,These ads ran without a disclaimer,≤100,1
101060986129757,DigMaS,These ads ran without a disclaimer,≤100,1
119206546132325,YHATAW,These ads ran without a disclaimer,≤100,2
107408180781147,ओम प्रकाश,These ads ran without a disclaimer,≤100,1
112197168056854,sunilchoudhary_71,These ads ran without a disclaimer,≤100,1
107293809012563,MH25 News,Laxman Pandurang Mandole,≤100,1
1868341223381729,Sanskrit-Bhoomi,These ads ran without a disclaimer,≤100,1
255040845056495,Shikha Mishra,Arun Pratap Singh,≤100,1
233046070075982,Cinema Power,These ads ran without a disclaimer,≤100,1
100339002890807,Jagdish Prasad Ray Bhartiya,These ads ran without a disclaimer,≤100,1
119890001085842,Nidhi Jaiswal,Namsoftech Technologies,≤100,2
102583019401969,rudra_pratap_singh_up,These ads ran without a disclaimer,≤100,1
109113065380557,सिम्पी सिंह पत्नी तेज प्रताप  सिंह,These ads ran without a disclaimer,≤100,1
1377312835836545,Ganpat Banthia,These ads ran without a disclaimer,≤100,2
101246182768700,Seemanchal cricket lovers,These ads ran without a disclaimer,≤100,1
120107784384142,Bageshwar dham sarkar,These ads ran without a disclaimer,≤100,1
118419111223544,"Home Work Job Natraj Pencil Packing 30,000 salary 15000 advance",These ads ran without a disclaimer,≤100,1
116822744709948,i love  my india,These ads ran without a disclaimer,≤100,5
603304513027085,TellMe,These ads ran without a disclaimer,≤100,1
105139571444439,Shesh Kumar Maurya,These ads ran without a disclaimer,≤100,1
114600978207257,Kumar K N,These ads ran without a disclaimer,≤100,1
106749372179670,Mukesh Verma Page,These ads ran without a disclaimer,≤100,1
103995965905889,Abhinandan Yadav,These ads ran without a disclaimer,≤100,1
102708742013751,englishwithsarvy,These ads ran without a disclaimer,≤100,1
2102616516449400,Saket Sharan Mishra,These ads ran without a disclaimer,≤100,4
104891632079909,Pluckk,These ads ran without a disclaimer,≤100,2
105691269110027,DriveX,These ads ran without a disclaimer,≤100,1
102879248354102,Durgesh Pratap jaiswal Bjp,Kuldeep,≤100,1
104008785699728,Office of Dinesh Pratap Singh,Office of Dinesh Pratap Singh,≤100,1
102862072572841,Fusion Industries Limited,These ads ran without a disclaimer,≤100,1
336824383413082,Punjab Aab Tak,Gurbhej Singh,≤100,1
102068925718399,Rakesh Sharma,These ads ran without a disclaimer,≤100,1
107964420748308,ZikaDesigns,These ads ran without a disclaimer,≤100,1
498415093594473,Poompuhar,These ads ran without a disclaimer,≤100,1
101204505440026,Indraj Khichar,These ads ran without a disclaimer,≤100,1
126824866260694,Susheel Mishra,Mahesh Kumar,≤100,1
122695822465174,Satish Sharma,Rajat Sharma,≤100,2
107330361108147,I-Press INDIA,Hemant Traniya,≤100,1
107376598884902,Hardik Online Center,These ads ran without a disclaimer,≤100,1
521034828342719,Harshita Swami Baghel,Arshad Ansari,≤100,1
106896911201367,Rizwan Ahmed Makandar,Rizwanahmed K Makandar,≤100,1
104296089324971,Coin company Google pay,These ads ran without a disclaimer,≤100,1
108006373900442,MLA Shishpal Keharwala,Sukhvinder,≤100,1
107028741518836,Manikant Shukla,Ritesh Tripathi,≤100,2
100407692171699,Ajay Srivastava,Aanand Srivastava,≤100,1
124802847203374,current__update12,These ads ran without a disclaimer,≤100,2
102959266112322,SEBA SADAN Doctor's Chamber,Kousik Hazra,≤100,1
104971962591223,Old coin company,These ads ran without a disclaimer,≤100,1
112422525009849,Mathuralal Damar,Harshit Solanki,≤100,1
104107759339509,coin selling head branch Mumbai,These ads ran without a disclaimer,≤100,1
114331718307918,Coin selling company,These ads ran without a disclaimer,≤100,1
100414573050133,coin selling head branch,These ads ran without a disclaimer,≤100,1
102506725739837,aazadsevasangh,These ads ran without a disclaimer,≤100,2
112593768483327,Country of residence,These ads ran without a disclaimer,≤100,1
101006778533313,Daily7India,Raman Kumar,≤100,1
106817052402844,ओल्ड कॉइन सिक्का बेचना,These ads ran without a disclaimer,≤100,1
112294341845416,Coins Bazer MH India RBI regulation of India,These ads ran without a disclaimer,≤100,1
112290388372786,Shubham Yadav,Shubham Yadav,≤100,6
385066518260726,Ishant Gupta,Ishant Gupta,≤100,1
101558969602278,बिहार तक,These ads ran without a disclaimer,≤100,2
104524827789240,Kunwar Anuj Pratap Singh,Anuj Singh Gaur,≤100,1
849613715246827,Korba Mla,Korba Mla,≤100,1
106550082262332,Sensational Tech,These ads ran without a disclaimer,≤100,2
102893626117745,Singapore New Visa,These ads ran without a disclaimer,≤100,1
100973575090545,Bajrang Shukla -बजरंग शुक्ला,Bandna Thakur,≤100,1
101101511982626,Rambo Cement Pvt. Ltd.,These ads ran without a disclaimer,≤100,1
105222094270542,Dalbir Singh,Shankar Prasad Thakur,≤100,1
1483243208631611,Sridhar Reddy Kondapally,Bharath Kumar Ravula,≤100,1
419532684892911,Mukteshwar Ojha Bjp,Mukteshwar Ojha,≤100,1
572608223125372,Vikas Rana,Bandna Thakur,≤100,1
115792576826107,Archit Gupta,Balram Singh,≤100,1
100844048439445,inld_official,These ads ran without a disclaimer,≤100,1
112964830522978,Kishan Das,These ads ran without a disclaimer,≤100,1
114409461587282,House Of Jalsaa,Somil Agarwal,≤100,1
107248028532883,Shahjahanpur Mirror,Utkarsh Batham,≤100,1
120664870949610,Punit Kumar shahi,These ads ran without a disclaimer,≤100,1
128284590183631,Natraj company online job 30000 salary 15000 advance,These ads ran without a disclaimer,≤100,1
101383462493048,सीमांचल डायरी,These ads ran without a disclaimer,≤100,1
8428544759,Six Degrees Records,These ads ran without a disclaimer,≤100,4
106410324381589,MP Birla Hospital Satna,These ads ran without a disclaimer,≤100,1
105865428601193,Designer Stories,These ads ran without a disclaimer,≤100,1
101524886045685,Nitin Kashyap Page,Kunal Solanki,≤100,2
103089764812592,Harendra N Singh,These ads ran without a disclaimer,≤100,3
412941335772221,Gulab kamro,Badri Narayan Jangid,≤100,1
103952472480230,Umang Khetan,Viral Media,≤100,1
117428637985144,प्रिंस केशरवानी,Pranesh Kumar Mishra,≤100,1
