Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
103233616091849,Mahaveer Mohite,Kareppa Bangi,2025,7
109027065517754,बागपत की जनता,Kanav Kathuria,2024,29
1502443746687258,Rajendra Janjal - जंजाळ राजेंद्र,Rajendra Janjal - जंजाळ राजेंद्र,2020,2
256683878023906,Atul Bora  অতুল বৰা,Atish Mitra,2016,4
1034642453257468,Team Pramod Bhaya,Sumit Khandelwal,2014,1
455628451494081,Lakshman Gupta,Luxman Prasad Gupta,2014,4
100998629475499,S P Nagaraja Gowda,S P Nagaraja Gowda,2012,3
106436944744368,Aditya Chandel,Manish Kumar,2011,1
118718117854712,Devendra Fadnavis Supporters,Ashutosh Sudarshan Rapatwar,2010,5
106379398894085,डिजीप्रचारक - डिजिटल प्रचार यंत्रणा,Rahul Mahadev Rasve,2010,2
286437648137325,L.A.Ravi Subramanya,Sharva Creative Communications,2009,7
956678634530093,Vinita Ahuja,Sukhpreet Ahuja,2008,3
414181298705433,Dr. Brij Mohan Saharan,Arvind Chauhan,2008,3
1428546280755523,Sulbha Sanjay Khodke,Vishal Vijayrao Khodke,2002,1
767805023307544,Santosh Kumar Singh BJP,Akash Singh,2002,7
107295154390475,अजय कुमार सिंह “टप्पू” Ajay Kumar Singh “Tappu”,Prakhar Singh,2000,2
559874610769875,Ganpat Gaikwad - गणपत गायकवाड,Amit Ashok Dhanji,2000,1
140964282765289,Sugunakar Rao Polsani BJP,Sugunakar Rao Polsani,2000,1
112569521788211,Online Rayalaseema,Pinninti Mounika,2000,6
109097965454684,Ravindra Meena,The Yellow Coin Communication Pvt. Ltd.,2000,1
1810899522532367,Ashutosh Kale for Kopargaon,Pravin Tarachand Meherkhamb,2000,1
101627322876537,Kranthiveera kurubaru / ಕ್ರಾಂತಿವೀರ ಕುರುಬರು,Swathi D Nayak,2000,3
741873249201234,Sujit Meher,Sujit Meher,2000,1
106543914875595,ಸಮಾಜ ಕಲ್ಯಾಣ ಇಲಾಖೆ Social Welfare Department,Sai Kiran,2000,1
115951853655915,Mangesh Chavan- मंगेश चव्हाण,Karadkar Atharv Mahesh,2000,1
713049688801873,Youth Akali Dal,Youth Akali Dal,2000,1
102578761614485,Saqlain Kamdar,Saqlain Kamdar,2000,1
112301824458930,IndianOil R&D,Ujjaval  Kapoor,2000,1
100999392667690,Rafeekh Nehal,Rafeekh Nehal,2000,1
140665811494973,Brajpal Singh BSP,Brajpal Singh BSP,2000,1
104856915714512,Jayrajsinh Parmar,Parmar Jayrajsinhji P,2000,2
106993245659306,ಬಾದಾಮಿಯ ಬೆಳಕು ಶ್ರೀ ಭೀಮಸೇನ ಚಿಮ್ಮನಕಟ್ಟಿ,ಬಾದಾಮಿಯ ಬೆಳಕು ಶ್ರೀ ಭೀಮಸೇನ ಚಿಮ್ಮನಕಟ್ಟಿ,2000,1
102102622351285,Raghuvir Singh Meena IPS,Akash Meena,1999,3
108751395512524,Yugandhar Bandreddy,These ads ran without a disclaimer,1995,6
107657045637133,Savita Arvind Gupta,NBI Digital,1994,1
109792445229543,Market kya kehti hai financial Mentor,These ads ran without a disclaimer,1991,4
110109491484173,Dekho Vidisha,Dekho Vidisha,1987,2
374173429450248,Insist Post,Adv Tech,1987,3
132480390432415,Jindal Stainless Solutions,Chariot Media,1984,1
101825442668389,Janhit TV Patna,Sudeep Singh,1980,25
105815225595031,मोदी साथे राजस्थान,मोदी साथे राजस्थान,1980,8
1534670246807346,Team Vikram Mahajan,Team Vikram Mahajan,1977,4
112952725102076,anantsingh.singh.180,These ads ran without a disclaimer,1974,4
140624336584770,Yogender Pal Singh Champawat,Akash Singh,1974,14
102632214510525,Kaneez Fatima,Kaneez Fatima,1973,4
356268691155809,Vishal Vishnu Pawshe,Vishal Vishnu Pawashe,1971,3
754220724967770,अनिका बिनोद भारद्वाज,Aajneeti Advertising,1966,43
104424324819851,Sudhir Garg,Karan Singh,1965,7
455339741486003,Institute of Political Leadership,Ankit Kumar,1965,1
104309454319526,Advaita International School,Saminathan Rajeshwaran,1964,1
111940605211897,Mini Neeraj Rai,Kunjal Seth,1962,24
106524155654701,T Krishna Prasad Office,"Politicalvoicenews,com",1960,3
216205855604917,विजय लक्ष्मी सिंह पत्नी संतोष सिंह,These ads ran without a disclaimer,1959,1
2564644760228938,Pooja Kushwah,Pooja Kushwah,1958,1
235123059866368,"Hitachi, Ltd. -Global",These ads ran without a disclaimer,1956,1
106437932189823,Cement Manju,Cement Manju,1955,2
361691194687436,Umesh Sharma,Book My Promo,1954,41
100802226260507,ASX Investor,These ads ran without a disclaimer,1949,1
102009669129216,Dr Kanchan Soral,Dr Kanchan Soral,1949,1
103639846033011,Dr. Anukriti Chaudhary,Vineet Kumar,1949,8
274625602685907,Nayab Saini,Praveen,1948,2
106045334585918,"ಶ್ರೀ ಕೃಷ್ಣಾ .ಡಿ ಕೊಳ್ಳಾನಟ್ಟಿ, ಅಭಿಮಾನಿಬಳಗ ಧಾರವಾಡ ಜಿಲ್ಲೆ",Ujwal U Shetty,1945,10
151640195016242,Madhusudan Bhinda,Suman,1944,1
102138528890735,गुलाब सिंह जाटव,Gulab Singh,1944,3
384698885051079,Atul Pradhan,Vaibhav Mittal,1944,3
113914497400326,Baba Gazi Dass Ji Club Register Roper-PUNJAB,Devinder Singh Bajwa,1941,1
477817782989595,Lakhan Kushwaha Parsad,Kunjal Seth,1941,17
782150715136705,Nitin Bhujbal,Abinitio Brand consultant,1939,9
372972466370238,Surendra Choudhary,Rajesh Goutam,1938,1
358089768022150,Vishnu Lata,Krishna Choudhary,1934,2
113614921710439,Vinod Vaishali,Harish Sahrawat,1934,2
106378422059330,Himmat Singh Bharatpur,Jainendra Agrawal,1932,1
111990495206261,Natraj company pen pencil home work job 15000 advance 30000 salary,These ads ran without a disclaimer,1932,1
100510866367403,Lata Varshney - Khiladi,Kumar Ratnam Sharma,1932,9
429841047551885,आशुतोष मलिक,Web Top Solutions,1931,10
2138481932872915,Choudhary Mehboob Ali Kaiser,Choudhary Mehboob Ali Kaiser,1930,2
347000259057520,Sangita Talmale,Deepa Vaidya,1927,10
1089092104444821,Anoop Gupta,Anup Kumar Gupta,1927,13
108525405331801,Dr. A R Belagali,Nitesh Mahesh Pogul,1927,17
112254203542311,Dr Kemparaju K Gauribidanuru Constituency,M Shivakumar,1926,86
146482327551882,Ramesh Singh Yadav,Utkarsh Srivastava,1925,24
1325597657464869,VAISHNAV INFRATECH,Sukhneet Singh,1922,4
1003634343005791,Aanand Shukla - आनन्द शुक्ला,Arun Pratap Singh,1921,3
108221852252398,Anita Naresh Yadav,Ashish Sharma,1920,1
678803825664159,Kanta Sonwal,Prakash Jaiswal,1920,2
115568059847769,Dr. Wajahat Mirza,Inspire,1920,3
115683151432830,RLP Nagaur,Rashtriya Loktantrik Party,1918,2
1079690402062466,Vikram Thakre,Mangesh M Dhage,1918,6
756384587862302,Vijay Wadettiwar,Lohar Vaibhav Ramesh,1917,6
107714915495719,यादवेंद्र सिंह पूर्व विधायक नागौद,GOIMCONSULTANCYLLP,1917,6
112783684949168,Vikram Singh Gondiya - भेरुगढ़,Shubham Arendiya,1916,3
116188663565362,Kapil Dua,Subhasini Singh,1908,9
696055677109053,Neeraj Kundan,Deepak Khatri,1906,22
110671320892259,Durga Umashankar Sahu,Durga Sahu,1906,11
107766412287625,Ere shop,These ads ran without a disclaimer,1901,16
1747048441985062,Nasir Islam - Auth. Page,Nasir Islam,1900,7
247680735937174,Rajasthan Ka Report Card,DesignBoxed,1900,6
1725015347760242,Harshit Singh Thakur,Sunil Kumar Prajapat,1900,3
1589499511159371,Jan Ghoshnapatra Chhattisgarh,DesignBoxed,1900,5
107562808828251,Umashankar Chaursiya,Ajay Kumar Shukla,1899,4
1009889015815725,Virender Singh,Sumit Ahuja,1899,10
101321139226979,Najmul Islam -Miyan Najam,Click2Public Technologies OPC Pvt. Ltd.,1898,23
168228334032318,Sat Sharma CA,Naveen Sharma,1897,30
116099103122007,Pehle Report Phir Vote,DesignBoxed,1897,5
102166479516631,प्रदीप बंसल चेयरमैन प्रत्याशी,Deepnarayan Chaubey,1896,21
1578232839160827,Narender Raaj Gagarwas,Engitech Media,1896,1
430864437043861,D K Brijesh,Devassia Brijeshdkaithakkal,1896,9
101077246315643,Salman Munqad Ali,Click2Public Technologies OPC Pvt. Ltd.,1894,23
109352724669981,iam.lakshme,These ads ran without a disclaimer,1894,2
1656056041172160,Yugandhar Multispeciality Hospital,These ads ran without a disclaimer,1893,2
100788579004959,अटल बिहारी वाजपेयी हिंदी विवि भोपाल मध्य प्रदेश अध्ययन केंद्र,Shivam Kumar Choubey,1891,2
105745721706600,Manoj verma,Utkarsh Batham,1887,21
115412929899218,Vinod Mapari Page,Pravin Vasantrao Rulhe,1887,2
104000226009137,प्रहलाद कुमार कुशवाह,Akash Singh,1884,9
102332776004541,ओम नाथ सोनी,Om Nath,1884,3
339358966882897,क्या आप जानते हैं ?,Kavita,1883,1
1305477266244063,A.Muneer jansale,Abdul Muneer,1883,8
1537651526532625,"Avinash Singh ""Vicky""",Filmitics,1872,10
370579039710759,Sharadendu Tiwari,Shivendra Singh Kushwah,1870,3
1685657211522975,Anil Jain,Anil Jain,1868,1
659375834198752,Badar Ali,Shadab Ali Khan,1867,4
105930318958576,Ramroop Mahdoriya,Ramroop Mahdoriya,1864,1
102243588707623,Jitendra Singh,Jitendra Singh,1864,14
2026152900798183,Bimal Minocha,Bimal Minocha,1864,13
584802188351007,Be like Bro,Kavita,1857,2
425594447573893,BJP4Palamuru,Mayurnath Matam,1856,1
106456887722695,Adesh Yadav BJP,Anil Kumar,1853,18
100525385829131,MLA CP SINGH LODHI,Balveer Singh Yadav,1851,23
956678634530093,Vinita Ahuja,Aakash Mehrotra,1849,1
101419969473188,Jitendra Tiwari Bengal,Jitendra Tiwari Bengal,1849,1
178606642759483,Gaurav Yadav,Gaurav Yadav,1848,1
113358511675853,Tarlochan Singh,Book My Promo,1848,26
105515161411695,Pankaj Singla,Anil Kumar,1845,26
1964648457141458,Shanthi Kumar,Mayurnath Matam,1844,1
385303288239154,Raghuveer Singh Tanwar,Raghuveer Singh Tanwar,1841,15
151120571660148,Fortune Foods,These ads ran without a disclaimer,1840,2
111481637431723,RaghavendraReddy Patil Wadwat,Vijayshankar Reddy,1837,4
258963811523900,Rajesh Jaiswal BJP,Rajesh Jaiswal BJP,1829,18
100101485186486,Abhay Jotva,Abhay Jotva,1828,2
102052075499237,Anand Dubey,Anand Kumar Dubey,1827,3
683591438485810,Anshu Nagpal,Anshu Nagpal,1827,5
1612012092202484,Bharat patwari,Bharat patwari,1826,3
739221966159227,Rajesh Singh,Adv Tech,1826,1
1039557042789139,BJP Dadra & Nagar Haveli,Bharatiya Janata Party,1824,19
632497023429984,Mandar Mukund Pramila Keni,Chaitanya Prakash Shinde,1823,2
579070728906826,Prabhasakshi,Gautam Radheshyam Morarka,1821,1
108023412274886,सरिता सोनकर समर्थक,Avinash Kumar Kharwar,1820,15
1463405053879604,Baldev Alawalpur,Anju  Chaudhary,1819,5
109179291985422,Adavalli Krishna,Sateesh Vinjam,1817,2
522028931558435,Suresh Patidar,Suresh Patidar,1816,21
985813238273906,Sribharat Mathukumilli,Politics for Impact,1815,4
100135679641746,Rashtra Live,Navdeep Singh,1812,3
121993976044793,कौस्तुभानंद भारत,Kaustubhanand Joshi,1812,1
105004671156096,Bengaluru Moving,Bengaluru Moving,1811,5
376203599240868,Chahal Academy Ahmedabad,These ads ran without a disclaimer,1808,1
100381115515799,Rashtrawadi Party,Rashtrawadi Party,1808,4
289461001085174,Firmenich,These ads ran without a disclaimer,1807,1
876457109153657,PMNCH,These ads ran without a disclaimer,1807,3
301058180261039,Kunwar Brijesh Singh,Kunwar Brijesh Singh,1804,3
503802633351719,कुंवर आनन्द प्रताप सिंह,Varun Shivpuriya,1803,1
683827341777662,HSBC,These ads ran without a disclaimer,1802,4
116529748025366,Mahesh Mordia,These ads ran without a disclaimer,1800,2
1447724425444070,Manish Grover,Vaibhav Sharma,1800,1
830592443690465,Manish Soni,Manish Soni,1800,3
743938402322314,Mitendra Darshan Singh,Rahul Ranjan,1799,14
100197199019049,Political Engineer,Political Engineer,1798,3
219839024870824,Dr. Ramesh Chennamaneni,Dr. Ramesh Chennamaneni,1796,1
1427837557497343,Jayesh gupta,Jayesh Kumar,1796,7
111332498451992,shankarpurwa Pratham afreen khan,Nikhil Singla,1794,13
102871236100559,Vijayapura Daily - ವಿಜಯಪುರ ಡೈಲಿ,Nitesh Mahesh Pogul,1794,10
105526635661477,Oxford Overseas Sikar,Oxford Overseas Sikar,1794,7
105315809207409,Ajay Srivastava,Abdul Wahab,1791,4
111363381632048,Masroor Khan,Masroor Khan,1791,7
360194261498079,Ramesh Kumar Pandey Page,DIGI MARKT INDIA,1791,4
109673031845058,Gaganpreet Singh BJP,Gaganpreet Singh,1790,4
100497995358599,మన దేవరకొండ - మన లాలు నాయక్,మన దేవరకొండ - మన లాలు నాయక్,1789,1
122538224147153,P Nagaraj Gowda JDS - Fans,Keerthana Vijayakumar,1786,4
108465062169299,Vishal Singh Yadav,Utkarsh Srivastava,1785,3
103013805933674,suyash.dxt,These ads ran without a disclaimer,1784,5
113533034939339,Bharat K Gupta,Aksh Bhargava,1783,2
160271429148070,Vikram Goud,Vikram Goud,1782,2
109663255066762,Anil sapkale,Vivek Vasantabhai Sapkale,1781,4
313868096146297,Virendra Singh Solanki,Virendra Singh Solanki,1780,3
959179977571273,USI Party - India,Ramanadar Selvaganesan,1780,4
168747891415,National Geographic India,These ads ran without a disclaimer,1778,1
106359681831413,Atal_yug,Nishit Jayantilal Kansagara,1777,3
102052176015527,learner_for_infinity,These ads ran without a disclaimer,1776,1
100180712193939,Radhey Shyam Jaiswal Sitapur - राधेश्याम जायसवाल सीतापुर,Nikhil Singla,1776,1
107344272047377,Sanjeet vishwakarma,Kavita Kumari,1774,1
103200525802861,Pradip Baliram Patil -प्रदीप बळीराम पाटील,Pradip Baliram Patil,1774,5
213194026080667,Vishnu Khatri,Vishnu Khatri,1774,1
100330859464588,Capt. Jitender Mohan Pathania IAS Retd,JITENDER MOHAN PATHANIA,1771,10
172587073564916,Narendar Jaisingpura,Vijay Choudhary,1766,3
103412238714079,Kanta kardam,Puneet Kumar Singh,1765,2
103544656778013,Dr Akhilesh Prasad Singh,Akhiles Prasad Singh,1765,4
1747946728760920,Venkateswara Rao Challa,Venkateswara Rao Chall,1765,7
102255422772071,Mahesh Jethmalani,Mahesh Jethmalani,1764,1
100487962326621,Er Satyanarayan Bagri,Er Satyanarayan Bagri,1764,2
107642932301577,Shalini Dwivedi,Anuj Kumar,1760,1
108093547629337,Social खबर,Kavita,1756,1
111424738598628,Anoop Pal,Arahat Inc,1755,3
634999963580571,Schindler India,These ads ran without a disclaimer,1754,3
1935128343433294,"Sri Shyam Sundar Singh ""Dhiraj""",Shyamsunder Singh Dheeraj,1751,4
102097292710408,Tejaswi V Patel,Tejaswi V Patel,1751,4
415864998753953,Ravinder Singh Paniyala,Nitin Panwar,1750,8
123443004006929,C Venkatachalapathi,C Venkatachalapathi,1750,4
109559675390158,Karthik,Ashok Kumar Mandal,1749,3
485798311796335,Patel Prabhat Verma MLA,Ankaj Tiwari,1749,2
448636251893672,Sarthak Educational Trust,Sarthak Educational Trust,1744,1
236500783397189,Kamlesh Paswan,Kamlesh Paswan,1742,21
103643226004293,Shree Krishan Kalanaur,Arpit Gupta,1742,14
100164763074774,Right Look,Kiran Kumar K,1740,3
559869910690885,Vinod Kumar Boianapalli,Vutla Vinod,1740,3
102061952537848,Dr.Akanksha Tyagi Dager - BJP,Akanksha Dager,1738,1
564340420252773,Amit Sihag,Ranvijay Lamba,1738,10
105872358721092,Vikash Bhalothia,Ujjval Jain,1738,5
107130744188085,R Venture Interiors,R Venture Interiors,1738,2
581461865207028,Dr. Narsee Kirad,Dr. Narsee Kirad,1737,4
270973554750378,संजीव कुमार सक्सेना,संजीव कुमार सक्सेना,1737,2
163012950423886,Ramesh Chennithala,Ranjith Balan,1734,3
113352425069688,Vandana Mishra_Official,These ads ran without a disclaimer,1733,7
101430871871779,Asha Maurya,Asha Maurya,1731,2
108122532024927,sohan_singh_vijay,These ads ran without a disclaimer,1729,1
1053679008002022,VIPAN SOOD - KAKA,Abhay  Sood,1719,1
339829916456258,श्याम बिहारी जायसवाल,श्याम बिहारी जायसवाल,1719,3
431454157629297,Mukesh Ahlawat,Nitish Kashyap,1716,31
2088375444510377,ನಮ್ಮ ಸಿಎಂ,asthra digi tech,1714,2
107705338961847,fast mudra loan,These ads ran without a disclaimer,1714,1
116494598017007,Eshram,These ads ran without a disclaimer,1713,1
557498237959403,Thakurdas Nagwanshi,Shivendra Singh Kushwah,1712,3
107216299020182,शिवाजी आबासाहेब सुर्यवंशी आणि सौरभ शेखर कुंजीर मित्र परिवार,Shriram Dattatray Bankar,1712,5
1664288140565663,Government of Rajasthan,Government of Rajasthan,1710,4
105795079172182,Saroj Thakur,Digital Smart research,1710,8
104340812422382,Addlab,Rakesh Baliram Gajbhiye,1708,2
107216107609049,Satish Kumar Madheshiya,Shivam Singh,1705,2
1834471916779453,Sopan Kohale,Akash Singh,1705,5
204159529623747,Vasudev Devnani,Ujjval Jain,1704,1
114190608317326,Adv. Amar Kisanrao Yallurkar,Shivaraj Annasaheb Chavan,1704,9
105016752233175,NaMo Bharat,Suryanetram,1703,7
102973272373231,Madhya Pradesh CM Report Card,Ayush Gupta,1703,2
447657925340264,Soni Shivhare,Shyamji Gupta,1703,3
228344547266624,Ajendra Ajay,Kuldeep Rawat,1700,7
1140371839500094,Ramakant Madhavi,Ramakant Madhavi,1700,4
105891718486191,Digital Kolhapur,digitalkolhapur,1700,1
205129103574047,विजेंद्र सिंह - पूर्व विधायक खुर्जा,Vijendra Singh,1700,16
437736246329765,Anand Sagar,Daksh Dhankhar,1700,8
115259241549692,Tariq Hasan,Tanzeel Shafi,1695,5
388569701617132,Vemula Prashanth Reddy,Avusharla Raju,1695,2
115107328224563,Aditya Pandey,Aditya Pandey,1695,2
102153272813127,रुपाराम प्रधान विधानसभा क्षेत्र बाड़मेर,Harkha Ram,1695,4
2043451495910872,Bhawna सत्येन्द्र Dwivedi,Bhawna सत्येन्द्र Dwivedi,1695,16
102458756176439,Ashok Kumar Karanji Bidar,SAS Party,1695,2
105394579104594,ಶ್ರೀ ಪ್ರಕಾಶ ಕರಿ ನರಗುಂದ ಮತಕ್ಷೇತ್ರ,Krishna Jalammanavar,1695,2
115220224403369,Yogesh Shukla,Shreshth Tiwari,1695,5
102718752336188,Rayapureddy Krishna,Krishna Rayapureddy,1695,2
120232667676968,Viplesh Ghai,Lalan Kumar Rohela,1695,2
1949994445242062,Dr. Dineshanand Goswami,Sudhir Kumar,1695,2
395217057599276,Gaurav Singh,Gaurav Singh,1695,8
104563331661985,Hansika Gurjar,Jainendra Agrawal,1694,2
116923881378789,Sajjad Ali Inamdar,Jagadish S Bellary,1694,2
107184938880808,Prasad Adhav Patil,Social Rajneeti,1694,1
107813374962437,gags_dhatt,YOUTH VOICE FOUNDATION,1694,8
1412702778955739,J.R. LOBO,J.R. LOBO,1690,11
1551984575098226,Ram Nivas Manda,Ram Nivas Manda,1688,4
1615272238744054,Raju misal - राजू मिसाळ,Harshal Subhash Wani,1687,3
654921934593575,Surbhi Garg Kaithal,Sandeep Garg,1685,2
283050962056557,Rohit Sardana and Sudhir Chaudhary Fan Club,Adv Tech,1683,4
114552704834271,Hullalli Suresh Balaga - ಹುಲ್ಲಳ್ಳಿ ಸುರೇಶ್ ಬಳಗ,Avinash,1683,5
100193672676245,Prashant Singh Parmar,Ujjval Jain,1683,1
567821270266572,Chetan Choudhary,Ganesh Thapa,1683,5
110809954597475,Premavati PK Verma,Dheeraj Kumar Verma,1682,19
103385029311235,Mohammed Aarif Bhati,Mohammed Aarif Bhati,1681,1
898921753513195,Ranjeet Raje Bhosale,Pranavkumar Ajay Bhadane,1681,1
457739581061552,लवलीन टुटेजा लवली आम आदमी पार्टी हरियाणा,लवलीन टुटेजा लवली आम आदमी पार्टी हरियाणा,1680,13
