Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
125606174844112,Alessandra Almeida Prado Souza,These ads ran without a disclaimer,≤100,1
963262267048570,Alternativa Entretenimento,These ads ran without a disclaimer,≤100,1
108271928922546,Saúde Integral,These ads ran without a disclaimer,≤100,1
110839844984985,willianzago.adv,These ads ran without a disclaimer,≤100,1
104489265378482,Amora Livros Brasil,These ads ran without a disclaimer,≤100,2
449906695073543,Irrigat - Sistema de Irrigação,These ads ran without a disclaimer,≤100,1
102527185716747,Professor Francisco Antônio,These ads ran without a disclaimer,≤100,1
111178991871337,Sioux Comex,These ads ran without a disclaimer,≤100,1
1294762270686289,Carrefour - Express Diana,These ads ran without a disclaimer,≤100,1
105404235446461,tatianafilagranaadvogada,These ads ran without a disclaimer,≤100,1
106735212250507,aptadh,These ads ran without a disclaimer,≤100,1
110194582057604,Rafael Rodrigues,These ads ran without a disclaimer,≤100,1
325394204537652,O Município Blumenau,These ads ran without a disclaimer,≤100,1
100470412281645,Gerovit Company,These ads ran without a disclaimer,≤100,1
101848172279810,marisassalvador,These ads ran without a disclaimer,≤100,1
243431705783506,Jô Dias,These ads ran without a disclaimer,≤100,1
116858634705531,Débora Souza,These ads ran without a disclaimer,≤100,1
109664575282672,Lara Patrícia Días,These ads ran without a disclaimer,≤100,1
109684374217445,Aylon Arruda,These ads ran without a disclaimer,≤100,1
101109619639484,Grupo Milionário Online,These ads ran without a disclaimer,≤100,1
105765237994744,Rodrigo Bueno,These ads ran without a disclaimer,≤100,1
156997924920367,Clinica Essence,These ads ran without a disclaimer,≤100,1
105192238733153,Panfletos.online.br,These ads ran without a disclaimer,≤100,1
206007666084037,Projeto Ilhas do Rio,These ads ran without a disclaimer,≤100,1
112571141247256,Grupo Stepioli Clínicas,These ads ran without a disclaimer,≤100,1
104215233043961,ExpoGestão,These ads ran without a disclaimer,≤100,1
112791878420186,heider___ferreira,These ads ran without a disclaimer,≤100,1
1900744853588902,Bionomia Assessoria e Consultoria Ambiental Ltda,These ads ran without a disclaimer,≤100,1
101740908322380,Programa Palavra Franca,These ads ran without a disclaimer,≤100,1
354458824641515,RG Comunicação,These ads ran without a disclaimer,≤100,1
136238740571581,"Trindade, Coelho Advogados",These ads ran without a disclaimer,≤100,1
1526992077601934,Diversa Comunicação Consciente,These ads ran without a disclaimer,≤100,1
261610264541037,Marcos Calderan,These ads ran without a disclaimer,≤100,1
106537248314817,Programa 4 por 4,These ads ran without a disclaimer,≤100,1
106569738618219,agnaldofpires,These ads ran without a disclaimer,≤100,1
276936189424854,Capela da Saudade,These ads ran without a disclaimer,≤100,1
111063588578612,eduardodobairrobaixo,These ads ran without a disclaimer,≤100,1
113648461637892,R.E.D Zone - Kmred Foz do Iguaçu,These ads ran without a disclaimer,≤100,1
130136833750497,IELTS Official,These ads ran without a disclaimer,≤100,1
1222226054456990,Escola O Casulo - Bilíngue,These ads ran without a disclaimer,≤100,1
104689585233461,dimasjsantos,These ads ran without a disclaimer,≤100,1
306708973436070,Milter Mayer,These ads ran without a disclaimer,≤100,1
2030787283847150,Dree,These ads ran without a disclaimer,≤100,1
105196345913340,Ricardo Veiga,These ads ran without a disclaimer,≤100,1
101637492518817,advocacia.rochaesilva,These ads ran without a disclaimer,≤100,1
123486427356678,Bruno henrique Garcia,These ads ran without a disclaimer,≤100,1
165245090777420,COSTA Assessoria Internacional,These ads ran without a disclaimer,≤100,1
1087556747987994,Professor China,These ads ran without a disclaimer,≤100,1
105076879020674,escritoriodamata,These ads ran without a disclaimer,≤100,1
106792470765861,Rádio Água Clara News,Agua Clara News,≤100,1
288514844505484,Colégio Tableau Pinda,These ads ran without a disclaimer,≤100,1
900613103365472,Sititev Sindicato,These ads ran without a disclaimer,≤100,1
110197960728504,Jorginho Brum,These ads ran without a disclaimer,≤100,1
109472792083493,Blasco Gross Invernizzi Advogados,These ads ran without a disclaimer,≤100,2
108150188854578,Flavio Lima,These ads ran without a disclaimer,≤100,1
100742979460888,fpedag.barbara,These ads ran without a disclaimer,≤100,1
108153095402998,brincarepg,These ads ran without a disclaimer,≤100,1
111488211672035,Portal Do Aprendizado,These ads ran without a disclaimer,≤100,1
336207826469499,Vereador Walderrama,Sidney Soares Carvalho,≤100,1
110156585206925,makensolar,These ads ran without a disclaimer,≤100,1
270713216683965,Marlon Leite,These ads ran without a disclaimer,≤100,1
118554974504947,Casal Consultoria,These ads ran without a disclaimer,≤100,1
110312660755217,Lagoinha Belo Vale,These ads ran without a disclaimer,≤100,1
104976062011203,Maria Fernanda,These ads ran without a disclaimer,≤100,1
113418015061248,Ana Roncatto - Magnetismo Feminino,These ads ran without a disclaimer,≤100,1
995890087249861,Brotim,These ads ran without a disclaimer,≤100,1
332287720565627,Conrado Lopes - Advogados,These ads ran without a disclaimer,≤100,2
116251471454736,Fazuély MisiraviL,These ads ran without a disclaimer,≤100,1
103476769402723,DR Rafael Rodrigues,These ads ran without a disclaimer,≤100,1
102552851463190,N U A dança-teatro,These ads ran without a disclaimer,≤100,1
117038418034098,advocacia_online_juridica,These ads ran without a disclaimer,≤100,1
113392255055753,drevandrodramarilia,These ads ran without a disclaimer,≤100,1
574635702584918,Aguiar Silva Advogados Associados,These ads ran without a disclaimer,≤100,1
1795057600823896,Ronaldo da Milla,These ads ran without a disclaimer,≤100,1
1647723868822997,Elmo Vaz,These ads ran without a disclaimer,≤100,1
115188991492336,Projeto Ateliê Criativo,Barco Agência Digital,≤100,5
105982751310535,Dr. Amilton Costa Junior,These ads ran without a disclaimer,≤100,1
101130218334094,prof.victordiego,These ads ran without a disclaimer,≤100,1
100490262276182,Marra Esporte Show,These ads ran without a disclaimer,≤100,2
123191304081636,Naira Rodrigues,These ads ran without a disclaimer,≤100,1
273502216042521,Pamboo Criativos,These ads ran without a disclaimer,≤100,1
126017634635262,Ricard Pereira,These ads ran without a disclaimer,≤100,1
102133232216225,Corretora Paola Garcia,These ads ran without a disclaimer,≤100,1
275515239227736,2J Engenharia,These ads ran without a disclaimer,≤100,1
107836384912103,Repenso,These ads ran without a disclaimer,≤100,1
492814677448587,Eno Cultura,These ads ran without a disclaimer,≤100,1
465095074225551,Cupcode Desenvolvimento e Marketing,These ads ran without a disclaimer,≤100,1
101283462393478,afro_jobs,These ads ran without a disclaimer,≤100,1
2093019170718787,Vereador Cordeiro,These ads ran without a disclaimer,≤100,2
298321466858560,Banda 1º de Setembro,These ads ran without a disclaimer,≤100,1
160135914037767,Agência B-Young,These ads ran without a disclaimer,≤100,1
117351641337849,cmdcamontesbelos,These ads ran without a disclaimer,≤100,2
112521741719131,profsulivanfreitas,These ads ran without a disclaimer,≤100,1
1422513341405155,TAY,These ads ran without a disclaimer,≤100,1
102606091293819,falcaoadvfernando,These ads ran without a disclaimer,≤100,1
200683883473910,Grupo Iguais,These ads ran without a disclaimer,≤100,1
112533878296625,ocbiofgv,These ads ran without a disclaimer,≤100,1
1188684414509526,Elysia Energia Solar,These ads ran without a disclaimer,≤100,1
105199524758113,ligia.lamana,These ads ran without a disclaimer,≤100,1
227468833989680,Instituto Mazon,These ads ran without a disclaimer,≤100,1
108491248639801,hudsonlangame_,These ads ran without a disclaimer,≤100,1
131644947653832,Vereador Manoel Douglas PRETO,Manoel Douglas Soares Oliveira,≤100,1
103567821309216,AgoraÉparatodos,AgoraÉparatodos,≤100,9
107700858974661,prof.amandadasilio,These ads ran without a disclaimer,≤100,2
106201084906083,CEAGRE - Centro de Excelência em Agricultura Exponencial,These ads ran without a disclaimer,≤100,2
104080538552097,Marcio Junior,These ads ran without a disclaimer,≤100,1
115515651404487,Business S/A,These ads ran without a disclaimer,≤100,1
110419242005451,Unlock The Ball,These ads ran without a disclaimer,≤100,2
101615181374696,rgo.thiago,These ads ran without a disclaimer,≤100,1
1087285284738609,Portal Parazão Tem de Tudo,These ads ran without a disclaimer,≤100,1
333107917119275,Vinícola Terras Altas,These ads ran without a disclaimer,≤100,1
264931846975728,MOOVE,Agência Moove,≤100,2
101089998641652,Institutobenfazer,These ads ran without a disclaimer,≤100,1
823470997718957,Estou acordado e todos dormem,These ads ran without a disclaimer,≤100,1
221323621540813,Ramiro Rosário,Ramiro Rosário,≤100,1
260458970729213,Kaspersky,These ads ran without a disclaimer,≤100,1
103607555996001,j_deniro,These ads ran without a disclaimer,≤100,1
113067177682259,PMD - Dogs is my  world,These ads ran without a disclaimer,≤100,3
101590879006217,eugabyescobar,These ads ran without a disclaimer,≤100,1
1511628179060784,Rnelson Vieira,These ads ran without a disclaimer,≤100,1
181731268633980,Dr. Anderson Prudente. Advocacia e Assessoria Jurídica,These ads ran without a disclaimer,≤100,1
100148222537446,dragisellecraveiro,These ads ran without a disclaimer,≤100,1
121194390945819,Caroline Barbosa,These ads ran without a disclaimer,≤100,1
107040495315976,WV,These ads ran without a disclaimer,≤100,1
107648754998738,american.textil,These ads ran without a disclaimer,≤100,1
110355571105431,Associação Ambiental Cultivar,These ads ran without a disclaimer,≤100,1
186520785145774,Zezinho Lima,These ads ran without a disclaimer,≤100,1
650906842199931,Grupo Bernardoni,These ads ran without a disclaimer,≤100,1
104439102542313,feracordeiro,These ads ran without a disclaimer,≤100,2
105972465519982,Thiago Ciríaco,These ads ran without a disclaimer,≤100,1
112751287196445,Brandel Junior,These ads ran without a disclaimer,≤100,1
482679748451033,Wilson Matos Filho,These ads ran without a disclaimer,≤100,4
100135536066697,Projeto Ser Criança,These ads ran without a disclaimer,≤100,1
192044360940869,Luzz Design,These ads ran without a disclaimer,≤100,1
108784591588038,Facilidade Center,These ads ran without a disclaimer,≤100,1
299345763753579,Marieta Sales,These ads ran without a disclaimer,≤100,2
103070489284381,Astorre & Melotti Advogados,These ads ran without a disclaimer,≤100,1
946159215395487,Izabel Andrade Eduser,These ads ran without a disclaimer,≤100,2
102058035349213,Justiça Restaurativa - Nova Odessa,These ads ran without a disclaimer,≤100,1
100956962558580,cid_celebrity_encounters808,These ads ran without a disclaimer,≤100,1
103610265500108,Toda Mulher é um destaque,These ads ran without a disclaimer,≤100,1
164570614048752,Edmilson Carneiro,These ads ran without a disclaimer,≤100,1
101884149322079,Carranza Cursos,These ads ran without a disclaimer,≤100,4
109259265013764,BISBILHOms,BISBILHOMS,≤100,1
389960291067756,Jornal de Colombo,These ads ran without a disclaimer,≤100,3
100176002019338,cuidadoanimalclinica,These ads ran without a disclaimer,≤100,1
813636245319985,AJS - Cortez & Advogados Associados,These ads ran without a disclaimer,≤100,1
104602051325282,Programa PGP,These ads ran without a disclaimer,≤100,1
101603009579897,amulherdobarolo,These ads ran without a disclaimer,≤100,1
448577118897712,Dra. Aline Sardinha - Psicóloga,These ads ran without a disclaimer,≤100,3
1460042530930173,HASTE,These ads ran without a disclaimer,≤100,1
116427871420189,Lucas Silva,These ads ran without a disclaimer,≤100,2
102026699476677,Crédito Fácil,These ads ran without a disclaimer,≤100,1
102322499531274,Liz Loh-Taylor,These ads ran without a disclaimer,≤100,1
109693568329538,profa.julianalanna,These ads ran without a disclaimer,≤100,1
2515008428529693,dannytraveltourism,These ads ran without a disclaimer,≤100,1
107937812088637,bibimobmariana_op,These ads ran without a disclaimer,≤100,1
111488947226729,Francisco Gomes Advocacia,These ads ran without a disclaimer,≤100,1
106122307900937,George Vieira,GEORGE ERIC COELHO VIEIRA E SILVA,≤100,3
103627332304613,vcezaretto,These ads ran without a disclaimer,≤100,1
115037374860837,Marilson Fernandes,Marilson Fernandes De Oliveira,≤100,1
106051899022508,leticiafajardofilosofia,These ads ran without a disclaimer,≤100,1
104435161952852,vargasemarques,These ads ran without a disclaimer,≤100,1
112586211235058,Regato Minérios,These ads ran without a disclaimer,≤100,1
106113782420972,Fernanda Batista,Fernanda Batista,≤100,1
100367905378296,Vereador Jairo Marques,Vereador Jairo Marques,≤100,1
101461472775199,ortuam_fideles,These ads ran without a disclaimer,≤100,1
105505999121207,Xxxmodels BRAND,These ads ran without a disclaimer,≤100,1
124260607662498,Livraria Leitura,These ads ran without a disclaimer,≤100,1
105844518414765,André Lajst,These ads ran without a disclaimer,≤100,1
107778602287234,vozesdabaixada,These ads ran without a disclaimer,≤100,1
108130633212612,Wagno Godoy,These ads ran without a disclaimer,≤100,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,1
104646135743755,circocrescereviver,These ads ran without a disclaimer,≤100,1
106099594232622,Água Camelo,These ads ran without a disclaimer,≤100,2
100451089240388,professorleandrosantos,These ads ran without a disclaimer,≤100,1
110109288647320,Erico Claro Advocacia,These ads ran without a disclaimer,≤100,1
1284175081639357,Prefeitura Municipal de Perdigão,These ads ran without a disclaimer,≤100,1
627152110682101,Mauro Dias,These ads ran without a disclaimer,≤100,1
1880055175561137,Midnight Guarapuava,These ads ran without a disclaimer,≤100,1
104258282605335,Auá Mendes Art,These ads ran without a disclaimer,≤100,1
207985709337467,São Lucas Saúde,These ads ran without a disclaimer,≤100,1
112098618477068,Renata Flório Ducci,These ads ran without a disclaimer,≤100,3
1457915704536726,Advokatfirmaet Magnus Legal,These ads ran without a disclaimer,≤100,1
102899771542157,Fabio Castello Branco,These ads ran without a disclaimer,≤100,2
1480327305516266,PRO Legislativo,These ads ran without a disclaimer,≤100,1
105522672345965,Splash - Porto Alegre Ipiranga,These ads ran without a disclaimer,≤100,2
235507587361041,Projeto Belas Mãos da Esperança,These ads ran without a disclaimer,≤100,1
102357469410123,defesacomapalavra,These ads ran without a disclaimer,≤100,1
539725986492344,Advogado Morari,These ads ran without a disclaimer,≤100,1
103293714704150,carlosaraujo.adv,These ads ran without a disclaimer,≤100,1
104419952424342,Petrus Sanchez,These ads ran without a disclaimer,≤100,1
410168122435716,Panone Advogados Associados,These ads ran without a disclaimer,≤100,1
212319768800711,Colégio Humboldt - Die Deutsche Schule in São Paulo,These ads ran without a disclaimer,≤100,1
100244099322528,carmomalacrida,These ads ran without a disclaimer,≤100,1
102211468307708,psico.douglas,These ads ran without a disclaimer,≤100,1
269860443400358,Mário Cezar,These ads ran without a disclaimer,≤100,1
1418476635067837,JG Advocacia Integrativa,These ads ran without a disclaimer,≤100,1
105827134812078,Município de Cunha Porã,These ads ran without a disclaimer,≤100,1
107777788849692,Ensino Certo,These ads ran without a disclaimer,≤100,1
100972262995672,falapedroso,These ads ran without a disclaimer,≤100,1
2080075038942455,AWARE Investments MFO,These ads ran without a disclaimer,≤100,1
464210110350577,Toninho Do PT,These ads ran without a disclaimer,≤100,1
1954793284608168,José Pugliesi,These ads ran without a disclaimer,≤100,1
106705085714349,lucasmacedo.direito,These ads ran without a disclaimer,≤100,1
115056711544345,simeaoadv,These ads ran without a disclaimer,≤100,1
116907641281617,snacorumba,These ads ran without a disclaimer,≤100,1
106640962014042,Chinese Bridge Club in São Paulo,These ads ran without a disclaimer,≤100,3
116976618015414,claimardeconto,These ads ran without a disclaimer,≤100,1
117782407951803,vanessa.rossielias,These ads ran without a disclaimer,≤100,1
113626391616386,Campana Castro Advocacia,These ads ran without a disclaimer,≤100,1
117574881321682,Certame Licitações,These ads ran without a disclaimer,≤100,1
106929622357772,Arena Belletti Sumaré,These ads ran without a disclaimer,≤100,1
100174122931730,Zap Lucrativo,These ads ran without a disclaimer,≤100,1
107270955232310,Brenno Cisi - Tráfego Pago,These ads ran without a disclaimer,≤100,2
104416122466780,Renato Buosi,These ads ran without a disclaimer,≤100,1
872788809413558,Instituto de Direito Contemporâneo - IDC,These ads ran without a disclaimer,≤100,3
109629418457310,psicologa__infantil,These ads ran without a disclaimer,≤100,1
106691101982519,fofoca_emfamilia,These ads ran without a disclaimer,≤100,1
214197555591192,Ricardo Fernandes,These ads ran without a disclaimer,≤100,1
105475124510622,Dra Patricia Brandão,These ads ran without a disclaimer,≤100,1
113378058410942,Alberto José,These ads ran without a disclaimer,≤100,1
100620129214753,Erasmo Silva Fotografia,These ads ran without a disclaimer,≤100,1
106809011926851,realmmotoshop,These ads ran without a disclaimer,≤100,1
107567722262515,No Ar Ariquemes,These ads ran without a disclaimer,≤100,1
114344524233152,Coletivo Somos de Luta - oposição,These ads ran without a disclaimer,≤100,1
121284770906321,Jose Carlos Antunes,These ads ran without a disclaimer,≤100,1
102939315895227,daniel_simoes11,These ads ran without a disclaimer,≤100,1
106202494611491,_rosaneborges,These ads ran without a disclaimer,≤100,1
123884341029248,João Jorge,These ads ran without a disclaimer,≤100,1
114703241586497,Dra Julianaporciuncula,These ads ran without a disclaimer,≤100,2
106067295628366,Yuji Jomori - Acima da Curva,These ads ran without a disclaimer,≤100,1
108524578622124,cannabisacred,These ads ran without a disclaimer,≤100,1
110489995346084,carlos_lima_barbosa,These ads ran without a disclaimer,≤100,1
117091399696073,marcos.paaulo,These ads ran without a disclaimer,≤100,1
113715318320435,Direito da Saúde Descomplicado,These ads ran without a disclaimer,≤100,5
119569437779963,Maria Diaz,These ads ran without a disclaimer,≤100,1
102231831930223,VR Abandonada,These ads ran without a disclaimer,≤100,1
648890762232499,Plínio Satolo,These ads ran without a disclaimer,≤100,1
2366468200301030,Mapzer,These ads ran without a disclaimer,≤100,2
103604212555993,Pim-Pet Store,These ads ran without a disclaimer,≤100,1
452709914785447,Silva&Santana Advogados,These ads ran without a disclaimer,≤100,1
119816841460849,Alternativa Publicidade,These ads ran without a disclaimer,≤100,1
104126002576768,pauloapalhano,These ads ran without a disclaimer,≤100,1
396556603784399,Veppo Advogados,These ads ran without a disclaimer,≤100,1
546674162066894,Gencons Empreendimentos,These ads ran without a disclaimer,≤100,1
1019882711459221,MATE Europe,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,3
106131380946824,Adriano madeiro,These ads ran without a disclaimer,≤100,1
110189472057641,antiifeminismo_,These ads ran without a disclaimer,≤100,1
100912541413695,Más Impulso,These ads ran without a disclaimer,≤100,3
109665432044341,Plano de Aulas Pronto - BNCC 2023,These ads ran without a disclaimer,≤100,1
114801471593036,id_interacaodiagnostica,These ads ran without a disclaimer,≤100,1
454363287967300,Elvis Cezar,These ads ran without a disclaimer,≤100,1
113021041779869,Clouds Servidores,These ads ran without a disclaimer,≤100,1
102439515805779,leogallavotti,These ads ran without a disclaimer,≤100,1
104876768532978,Luiza Velloso,These ads ran without a disclaimer,≤100,1
104408005933221,Paulo Leitão Assessoria Jurídica,These ads ran without a disclaimer,≤100,1
103455835346832,THAIIS,These ads ran without a disclaimer,≤100,1
113707974984760,ufrjparatodoschapa10,These ads ran without a disclaimer,≤100,1
103890595630294,Lay Publicidade,These ads ran without a disclaimer,≤100,1
100421934998060,Rodrigo Pazzinatto,These ads ran without a disclaimer,≤100,1
2032093086873475,A verdade dos fatos,These ads ran without a disclaimer,≤100,1
1083082518411645,ExpoReciclos,These ads ran without a disclaimer,≤100,1
108449898897998,sylviaecofeminista,These ads ran without a disclaimer,≤100,1
102499435733221,maisdog_menoslixo,These ads ran without a disclaimer,≤100,1
105530232413405,Duck Paper - Papelaria,These ads ran without a disclaimer,≤100,1
716033485180694,Grankéra,These ads ran without a disclaimer,≤100,1
559627410746222,Clínica Otorrino Brasília,These ads ran without a disclaimer,≤100,1
106129389072318,josealcantara.eng,These ads ran without a disclaimer,≤100,1
112316494849225,Marcio Lago,These ads ran without a disclaimer,≤100,1
386441248111951,Prefeitura de Sertãozinho/SP,These ads ran without a disclaimer,≤100,1
103124839430410,João Francisco de Souza Araújo,These ads ran without a disclaimer,≤100,1
101485516181662,Laercio moreno junior,These ads ran without a disclaimer,≤100,1
111029314595853,psi.marinamandarini,These ads ran without a disclaimer,≤100,1
109843361751892,curso.diplomacia,These ads ran without a disclaimer,≤100,1
619508091793887,Lya Alvess,These ads ran without a disclaimer,≤100,1
152138702091547,Aydê,These ads ran without a disclaimer,≤100,1
174716416430102,Antônio Lopes,These ads ran without a disclaimer,≤100,1
101158558662151,Fala Aqui,These ads ran without a disclaimer,≤100,1
118165408262807,Festival do Japão,These ads ran without a disclaimer,≤100,1
118349051227141,wal.rafa,These ads ran without a disclaimer,≤100,1
108188318532919,juunior.almeida,These ads ran without a disclaimer,≤100,1
302870096514816,Unabomber,These ads ran without a disclaimer,≤100,1
100172476278127,Easy Study,These ads ran without a disclaimer,≤100,1
110113004198279,Omar Nogueira,These ads ran without a disclaimer,≤100,1
114183286633,Rehagro,These ads ran without a disclaimer,≤100,1
254048208839562,Tesouro Direto,These ads ran without a disclaimer,≤100,1
1892997564297744,Instituto Positivo,These ads ran without a disclaimer,≤100,1
115932114829962,Tudo SmartPhone,These ads ran without a disclaimer,≤100,1
105446371993887,Wellington Chagas Corretor de Seguros,These ads ran without a disclaimer,≤100,1
687519745002377,Manual do Marketing Político Digital,These ads ran without a disclaimer,≤100,2
103778945125409,Monise Cazuza,These ads ran without a disclaimer,≤100,1
112588257542714,Fábrica de Gigantes,These ads ran without a disclaimer,≤100,1
115176194835923,danielcamarg_,These ads ran without a disclaimer,≤100,1
100953716146465,Salescareers,These ads ran without a disclaimer,≤100,1
629920883740983,Sinpprup,These ads ran without a disclaimer,≤100,1
162929937433836,Marcelo Poeta,These ads ran without a disclaimer,≤100,1
101464194787205,Sonhar em Português,These ads ran without a disclaimer,≤100,1
104997015906605,cavenaghi.adv,These ads ran without a disclaimer,≤100,1
102856728577708,izabelaleite.adv,These ads ran without a disclaimer,≤100,1
918318338180165,CHINT GROUP,These ads ran without a disclaimer,≤100,1
105184292565415,casa.gernika,These ads ran without a disclaimer,≤100,1
394400814534066,Andriel Soares,These ads ran without a disclaimer,≤100,1
2539828562694452,Eng.KelvinLucena,These ads ran without a disclaimer,≤100,1
112307621590029,Isadora Petry,These ads ran without a disclaimer,≤100,1
104579712401459,Ativismo Feminista,These ads ran without a disclaimer,≤100,1
146685112056924,CIMM - Centro de Informação Metal Mecânica,These ads ran without a disclaimer,≤100,1
105745092069271,psiraimundomaracaipe,These ads ran without a disclaimer,≤100,1
1235751253264000,Prefeitura Municipal de Ivaté,These ads ran without a disclaimer,≤100,1
103993028744213,Dra. Suzana Carvalho,These ads ran without a disclaimer,≤100,1
119538061100001,michellebolsonaro_oficial,These ads ran without a disclaimer,≤100,1
114022838332805,vigilantecontratado,These ads ran without a disclaimer,≤100,1
104672012624008,Minha Opinião,These ads ran without a disclaimer,≤100,1
100955416055581,ePlus Comunicação,These ads ran without a disclaimer,≤100,1
393181834361801,Dr Pablo Melo,These ads ran without a disclaimer,≤100,1
103962755674135,Summer Breeze Brasil,These ads ran without a disclaimer,≤100,1
108035198165554,Tito Energy,These ads ran without a disclaimer,≤100,1
113636077169899,Uallace Sanches,These ads ran without a disclaimer,≤100,1
102757055930840,Energy Brasil Maringá,These ads ran without a disclaimer,≤100,1
1079734302130628,Vereadora Sandra Gileno,These ads ran without a disclaimer,≤100,1
105303068898139,Robson Antonio Pereira,These ads ran without a disclaimer,≤100,1
103035095906805,Eduarda Rodrigues,These ads ran without a disclaimer,≤100,1
102166032525640,Moia Martins Advogados e Consultoria,These ads ran without a disclaimer,≤100,1
109241291652735,karsonhonorio1,These ads ran without a disclaimer,≤100,1
1002295089911680,Carolita,These ads ran without a disclaimer,≤100,1
394533497317383,Dasein Executive Search,These ads ran without a disclaimer,≤100,1
109122315279212,playi11,These ads ran without a disclaimer,≤100,1
104113158004654,dompazuelo,These ads ran without a disclaimer,≤100,1
103604367787595,Carvalho Advogados,These ads ran without a disclaimer,≤100,1
378861632245309,Instituto & Casa da Cultura Carlos e Diva Pinho,These ads ran without a disclaimer,≤100,1
109988615045827,Flávio Delli,These ads ran without a disclaimer,≤100,1
105179278829242,tassilo.weber,These ads ran without a disclaimer,≤100,1
101200229476564,sdias88,These ads ran without a disclaimer,≤100,1
107152738292803,vivianermss,These ads ran without a disclaimer,≤100,1
481700035248845,CHC Advocacia,These ads ran without a disclaimer,≤100,2
181983098521330,Diniz Advocacia,These ads ran without a disclaimer,≤100,1
103672227930287,Dr Thiago Colpani,These ads ran without a disclaimer,≤100,1
107662394727952,Saint Paul Editora,These ads ran without a disclaimer,≤100,1
104569101769007,Denovo Shoes,These ads ran without a disclaimer,≤100,1
718563314890492,São Paulo em Ação  Maurício Steil,MAURÍCIO SILVA,≤100,1
114721168281163,Plantas no Feng Shui,These ads ran without a disclaimer,≤100,1
100603792754131,Lopes & Souza Advocacia,These ads ran without a disclaimer,≤100,1
2198413923734379,Osvaldo Mamedio - Vereador,These ads ran without a disclaimer,≤100,1
105232128292513,Adv.ArianeAmorim,These ads ran without a disclaimer,≤100,1
184855456385855,Cravo Fotografia,These ads ran without a disclaimer,≤100,1
112175686796325,Mauricio Caruaru,These ads ran without a disclaimer,≤100,1
114014360415720,bancadanegra,These ads ran without a disclaimer,≤100,2
447009962080450,"Gestar, parir e amar",These ads ran without a disclaimer,≤100,1
2021800047905638,Jadson Silva USA,These ads ran without a disclaimer,≤100,1
104607569284732,Maesa Construtora,These ads ran without a disclaimer,≤100,1
519243878545349,Jaime Maldini,These ads ran without a disclaimer,≤100,1
111727361446746,s.fabioduarteda,These ads ran without a disclaimer,≤100,1
109337021936825,franfornara,These ads ran without a disclaimer,≤100,1
318260932346014,Zatum Notícias,These ads ran without a disclaimer,≤100,1
110487361913126,cantordanielbaia,These ads ran without a disclaimer,≤100,1
107496780951603,Voltz Vitória de Santo Antão,These ads ran without a disclaimer,≤100,1
101364309622753,Anderson Nogueira,These ads ran without a disclaimer,≤100,4
1478825818880297,Marcia Lisboa,These ads ran without a disclaimer,≤100,2
108732141946400,samuel.realestate,These ads ran without a disclaimer,≤100,1
103722799276870,daycarvalhom,These ads ran without a disclaimer,≤100,1
296598611181178,American Trading Academy - Brasil,These ads ran without a disclaimer,≤100,1
113369398415003,Guapiara - Notícias,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,2
102899051229621,TV WEB TB,These ads ran without a disclaimer,≤100,1
109618608579864,All beautiful things,These ads ran without a disclaimer,≤100,5
113239401651365,Marina Moura,These ads ran without a disclaimer,≤100,1
115365236891844,TV Integrativa Palmeira das Missões,These ads ran without a disclaimer,≤100,1
2231526733788916,Digital Ser,These ads ran without a disclaimer,≤100,2
107649268702519,bpintchovski.psi,These ads ran without a disclaimer,≤100,1
110558771560227,Falando de Política,These ads ran without a disclaimer,≤100,1
105389885800237,gosch.adv,These ads ran without a disclaimer,≤100,1
105531237601501,Concursos papa mike,These ads ran without a disclaimer,≤100,1
101047041960315,Prefeitura Municipal de Porteirão,These ads ran without a disclaimer,≤100,1
102134092712571,Dona Raiz,These ads ran without a disclaimer,≤100,1
1598386883760763,Escrita Criativa,These ads ran without a disclaimer,≤100,2
104463201642169,Studio Reis,These ads ran without a disclaimer,≤100,1
108714721546828,Aprenda Empreenda,These ads ran without a disclaimer,≤100,1
489869828013873,Faixa Preta de Jesus,These ads ran without a disclaimer,≤100,1
1609827362565141,Renascer Instituto Teologico,These ads ran without a disclaimer,≤100,1
106530199110676,ravelloficial,These ads ran without a disclaimer,≤100,1
108185168514384,Destinow,These ads ran without a disclaimer,≤100,1
108266215225421,Pérola FM 104.9,These ads ran without a disclaimer,≤100,1
932375066906350,Marcio da Lan - Luta porque Ama Osasco,These ads ran without a disclaimer,≤100,1
102009801361539,daylandiamoura,These ads ran without a disclaimer,≤100,1
133069860133794,Renascença Clube,Arthur Fonseca Dos Santos,≤100,1
102350629426074,bianca.lbarbosa,These ads ran without a disclaimer,≤100,1
103848039309631,chepeelcaballito,These ads ran without a disclaimer,≤100,1
673874972748737,Tiago Magrin,These ads ran without a disclaimer,≤100,1
118942881143249,Raffro Fernandes,These ads ran without a disclaimer,≤100,1
100659151989569,Beyond Curiosity,These ads ran without a disclaimer,≤100,1
139873996679471,Bee Delivery,These ads ran without a disclaimer,≤100,1
171799022881875,Museu de História Natural de Mato Grosso,These ads ran without a disclaimer,≤100,1
