Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
445880305791429,Valmoré Donoso Z.,MAD Agencia 360,1790,9
103954427823902,RE/MAX City - Carlos Justiniano,Carlos Orlando Justiniano Roca,1787,15
779877672095470,Walter Arizaga C.,Ricardo Quispe Requena,1778,10
106023314108707,"Gonzalo ""Chulo"" Torrez","Gonzalo ""Chulo"" Torrez",1777,25
102771764961247,FIDE,Wagner Jhonatan Barrientos Chavez,1768,8
104831041291612,Israel Alcocer Candia,Israel Alcocer Candia,1761,11
103873268332205,Gary Alcalde 2021-2026,Alcides Reyes Duran,1741,4
987586471449769,Nueva Santa Cruz,These ads ran without a disclaimer,1736,10
103997182010900,UNE-T,une-t,1727,14
106252448167269,Agrupacion Sol Portachuelo,Reina Isabel Antelo Serrate,1721,41
101909554766104,IIADI Oficial,Katherine Alcira Illanes Mollinedo,1720,32
104882381554882,El futuro es con vos,Meliza Alfonsina Eid Gomez,1718,8
101077968634566,Amigos de Álvaro Ruiz,Elias Gallardo,1700,14
105843294520801,Jose Quiroz,Yonathan Fortunato Caballero Santa Cruz,1681,12
750157611994559,Constructora Kasacristal SRL,These ads ran without a disclaimer,1679,8
305524302916496,Cámara Nacional de Industrias - CNI Bolivia,Pablo Arteaga,1679,5
335309769951199,"Alfonso ""Pica"" Lema Grosz",Edwin Fernando Martinez Arnold,1675,11
160291374555760,Cristhian Camara Arratia,Jonathan Hurtado Vaca,1668,16
106643621368970,Doctor Soleto - Creemos,Meliza Alfonsina Eid Gomez,1663,10
283059858403969,Protagonistas- Observatorio de Género - Coord. Mujer,Javier Eduardo Badani Ruiz,1662,6
352078988838173,Sol Oruro,Delicia Nuñez Campos,1661,24
796385633830444,Oswaldo Ulloa Peña,Sebastian Gutierrez Salazar,1653,5
106060054753066,Óscar Salvatierra,Paredros Politics,1650,16
105894621469686,Coordenada Digital,Ronald Victor Olguin Almendras,1650,6
101582155034810,News,Fernando Omar Rosales Perez,1650,11
108862851270208,UNIDOS UAGRM,These ads ran without a disclaimer,1642,8
369779627055916,Cadima Rector,Richard Chambi Gutierrez,1623,9
357645721556524,A Calzon Quitau,Luis Alberto Aburdene Medeiros,1622,6
101208064965016,Juventud-Es,Maya Fatima Garcia Rodriguez,1606,97
104071941955146,Unión de Socios Salvemos-Comteco,David Fernando Viscarra Pinedo,1603,7
100382801552361,Pacheco Concejal,Yonathan Fortunato Caballero Santa Cruz,1600,13
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,1593,5
102768275133380,Joaquin Lang Arze,Oscar Joaquin Lang Arze,1591,18
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,1589,20
101516212181501,AIO Browser,These ads ran without a disclaimer,1583,7
1500708306632289,Augusto Chávez Becerra - Cocote,Toño Cortez Irala,1577,35
469444713512062,Tiendas YA Cochabamba,These ads ran without a disclaimer,1576,4
105107105157842,Ricardo Colpari Díaz,Likexpress Marketing Digital,1570,5
469475360508245,Senaida Rojas Banegas,Senaida Rojas Banegas,1570,5
100330925281826,Gabriela Ichaso · Por la Ciudad,Maria Daniela Mendonza Banzer,1560,3
171041499726547,Economía y más,Juan Jose Bedregal,1556,20
103976448364217,Adolfo Rau,Adolfo Rau Bauer,1547,6
184091952574,IAE Business School | Escuela de Negocios | Universidad Austral,These ads ran without a disclaimer,1541,8
119594368115315,Centro de Promoción de la Mujer Gregoria Apaza (CPMGA),Carlos Eduardo Navarro Zuñiga,1529,24
101824857848955,Enrique Urquidi - Diputado,Guino Garcia,1522,11
1209595312578264,Tío Gustavo VicePresidente,Jairo Piñeyro Burgos,1518,9
1947703858861720,Mayra Zalles - Diputada,Mayra Ingrid Zalles Trigo,1514,41
116943271709470,De Tarija Lo Mejor,De Tarija..Lo mejor!!,1514,173
102652851097134,Oscar Balderas Diputado,Ramon Ruiz Oshiro,1512,29
101966578520249,Antonio Talamas,Kevin Uñoja Chungara,1508,21
101919684870457,Democracia Plural Bolivia,Ivonne Paola Tarqui Aguilar,1505,24
101075331936200,Joselo Aguilar Jiménez,Eldon Junior Centella Ribera,1501,7
1561545047402131,Tribunal Electoral Departamental de Chuquisaca,Manuel Alejandro Uño Filipps,1500,5
111415557155010,Rolando Ruiz Gallardo,Rolando Clemente Ruiz Gallardo,1497,32
131602424169035,Oxfam en Español,These ads ran without a disclaimer,1490,46
554170752168652,Freddy Mamani Laura,Cepeda Humerez Gilgamesh Abraham,1489,56
1492966600985517,Ruddy Pantaleón Ejecutivo Regional,Marcelo Baldiviezo,1483,18
104340444603882,Ayudas matres soltera,These ads ran without a disclaimer,1476,1
104655198265696,Sandro Giordano Alcalde,Mabel Giordano Sonnenschein,1455,14
103520828518884,Festi Peña Chaqueño,Manuel Alejandro Padilla Flores,1446,4
106302024223988,Asi Es Bolivia,These ads ran without a disclaimer,1445,2
107194514645854,Jorge Gonzales - Caderita Alcalde,Jairo Piñeyro Burgos,1438,15
179203582841351,Lidema Bolivia,Franz Manuel Claros Pezo,1437,3
167878593236712,UNICEF en español,UNICEF,1435,77
678966045492122,Tomas Monasterio,Agencia Wiki,1430,9
108437480728836,Jerges Mercado Suárez,Oscar Mamani Torrico,1425,4
1550625508540679,Ronald Tovias Simon,Ruby Kenia Heredia Soleto,1425,30
106071048007693,Omar Rivera Alcalde - Vecinos al Poder,Juan Pablo Castro Sendoya,1410,11
104569511647663,Gerson Caballero Bustamante,Gerson Caballero Bustamante,1407,13
102130004695165,Creemos Tarija.,Eduardo Mercado Cuellar,1404,15
104316961623435,Asambleísta Por Población Jhonny Zeballos,Jireldy Aide Varela Mendoza,1399,12
101510037940847,La Prensa Digital,Silvia Cano Diaz,1398,19
101199161304239,Bienestar Global,These ads ran without a disclaimer,1390,2
100298478122004,Bolivia Somos Todos,Christian Hugo Gumiel Eguivar,1388,11
104290438351449,Silvana Mucarzel Concejal Municipal,Luis Alberto Aburdene Medeiros,1388,12
101001132198917,Jesús Gandarillas,Paulo Andres Lopez Rodriguez,1380,14
1434130393310166,Eduardo Sarmiento Rojas,Eduardo Sarmiento Rojas,1376,6
100330925281826,Gabriela Ichaso · Por la Ciudad,Marta Gabriela Ichaso Elcuaz,1376,1
103083543189309,Radio Luis de Fuentes,Radio Luis de Fuentes,1361,21
103846131310637,Coral para Pintores,These ads ran without a disclaimer,1358,1
580302275458535,Tribunal Electoral Departamental de Oruro,Amilkar Ivan Meneses Dick,1354,29
2328823850688165,José M. Ormachea,José M. Ormachea,1344,45
105653850798015,Marcelo Pedrazas,Erick Marcelo Pedrazas Lopez,1342,21
110497905059462,Ramon Mayser Alcalde 2022-2026,Mateo Dirk Corcuy Yerbales,1338,9
103743164911769,Cristhyan Rodríguez Fernández,Misael Quimaya,1337,19
108873594032372,Oscar Michel Diputado C-50,Rudy Omar Alvarez Velasco,1329,6
106805481368778,Yelka Maric Palenque - TU Concejal,Yelka Fabiola Maric Palenque,1324,10
104597808287151,Napoleón Félix Yahuasi Mamani,Maurcio Javier Luque Irusta,1323,10
803242039753046,Cscs-Ieduca Bolivia,These ads ran without a disclaimer,1312,1
110918857740481,Ceci Vicerrectora,Einar Miranda,1310,13
101507075227183,Juan R. Flores Encinas,Digital Consulting Group DCG,1300,11
1395310017148866,Frente Revolucionario Comuna-FREC,These ads ran without a disclaimer,1299,3
110710597383799,Alianza Libre21,Clockwork Agencia Digital,1297,32
109122751245006,Conexión Nacional Bolivia,These ads ran without a disclaimer,1295,6
113395115480500,Organizacion Cultural Multidisciplinaria Khana Marka,These ads ran without a disclaimer,1294,9
1635129306723403,Miguel Valdivia,Daniel Oliver Richards Gomez,1293,27
101768651184639,Jimmy Seoane,Jimmy Seoane,1291,8
669940266454454,Columna Sur,Sherman Chavez Moron,1289,5
104225745185898,Remberto Rivera G al Consejo de Administración Comteco,Remberto Rivera Gumucio,1285,10
1592996067578523,Adrián Oliva Alcázar,These ads ran without a disclaimer,1267,7
100393048247870,Daniela Cabrera Concejal,Daniela Cabrera Concejal,1267,12
104070994919441,Richard Rosendo Rocha Alcalde de Tarija 2021,Mary Luz Rocha Rivero,1265,15
284199695575766,Telenoticias Digital,Mariel Angela Coronado Flores,1261,6
102537091363580,Dario Monasterio,Juan Mario Antelo Roca,1255,11
100769781397341,Gamal Serhan Jaldin,These ads ran without a disclaimer,1252,8
105136481263937,Bolivia Today,These ads ran without a disclaimer,1251,8
540945779425216,Gobernación de Chuquisaca,Christian Hugo Gumiel Eguivar,1244,11
104612661615068,Moisés Torres Chive - Unidos,Moises Torres Chive,1243,8
106027208136646,Unidos con Nino,Miguel Angel Rivero Prosperi,1243,16
110807943879687,Rony Ugarte Prado,Rony Ugarte Prado,1232,16
119582258127974,Nayib Bukele,These ads ran without a disclaimer,1224,3
103743164911769,Cristhyan Rodríguez Fernández,Ronald Luis Callejas Arellano,1212,12
100382801552361,Pacheco Concejal,Sherman Chavez Moron,1208,5
233334277546319,Increíble Pero Cierto,These ads ran without a disclaimer,1207,10
103416481724423,Alejandro Unzueta Gobernador,Erick Soruco Cuellar,1198,37
238139713116,UNIFRANZ,These ads ran without a disclaimer,1197,1
101770641897009,Hagapito Castro,Eduardw Lopez,1194,29
100926121561338,"Marshel Portocarrero Tu Vecino, Tu diputado C6",Karol Cecilia Inchausti Imana,1180,24
106435661407841,Jimena Requena Alcaldesa 2021-2026,Iverth Rueda Montaño,1175,31
1941481356066135,Agustín Casorzo,These ads ran without a disclaimer,1171,10
101819701909330,Amilcar Ejecutivo de Desarrollo de Caraparí,Zamir Scott Avendaño Perez,1171,6
370615526396567,Pablo Arízaga Ruiz,Walter Pablo Arizaga Ruiz,1169,55
101681301932284,Dignidad y Rebeldía,Ximena Pineda Anze,1165,13
109622024091135,Escuela de Género y Desarrollo,Osmar Rodrigo Martínez Castro,1164,2
33956368020,SURE STORE,These ads ran without a disclaimer,1156,2
102537091363580,Dario Monasterio,Agencia Wiki,1154,3
320788968000582,Center for Israel Education,These ads ran without a disclaimer,1154,8
113795884973581,Posgrado UPEA,Luis Alejandro Urrutia Monrroy,1153,20
1688781541355945,Paola María Parada Gutiérrez,Paola Maria Parada Gutierrez,1153,3
101552767857250,Ninoska Morales,Manuel Alejandro Padilla Flores,1151,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,1150,92
107514787884632,UNIDOS-Area Rural Yacuiba,Cristhian Joel Alcoba Romero,1145,8
101141362593364,CAM en Español,These ads ran without a disclaimer,1141,10
100601615341109,Claudia Leslie Aguilar Alcaldesa,Boris Sonaglia,1137,6
102479211759466,Rodolfo Payllo Gobernador,Rodolfo Payllo Duran,1125,30
100215992057888,XDM CHINA Import & Export,Edson Hurtado Estrada,1125,7
103176111760434,Jose Darlin Anteza Aquino Alcalde Colcapirhua 2021 - 2026,Jorge Alberto Balboa Limachi,1121,33
321770234824026,Daniel Carvajal,Adrián Oliva Alcázar,1115,9
103888325025796,Noemi Concejal,Manuel Alejandro Padilla Flores,1112,3
100445694712191,Jairo Guiteras,Jairo Guiteras,1109,11
103571738394838,Jose Alberti - Concejal por la Ciudad de Santa Cruz,Jose Antonio Pereira Justiniano,1105,12
102170648071484,Eisela Balcazar Candidata a Diputada,Senaida Rojas Banegas,1100,6
106034028113935,Pandemials,Ian Miranda Sanchez,1100,7
431851190259842,Luis Felipe Dorado Gobernador,Ivan Gabriel Ibieta Morales,1096,5
102446071613372,Creo En Vos La Paz,Ale Pita Romero Loza,1087,11
105322968186113,La Pao al Concejo,Paola Valdenassi Flores,1087,8
104784071558815,Javier Vera Monzón,Javier Vera Monzón,1081,22
102900715148601,Dra. Eliana Galindo - Concejal   Unidos por Cochabamba -Sacaba,Marco Antonio Cruz Choque,1081,8
105107105157842,Ricardo Colpari Díaz,These ads ran without a disclaimer,1080,10
108470064614085,Rogelio Maldonado Concejal,Ronald Wilson Morales Llerena,1076,22
1404045426527172,Tribunal Supremo Electoral,Tribunal Supremo Electoral,1074,1
100935521980051,Beiser Rueda Concejal 2021_2026,Iverth Rueda Montaño,1073,26
139784700174900,Brasil Viste Sapatos Calzados Por Mayor Mayorista Santa Cruz De La Sierra,These ads ran without a disclaimer,1068,1
119103232077595,Roger Quiroga,Roger Hector Quiroga Becerra De La Roca,1060,7
227348620637828,CEDLA,Rudy Vladimir Guarachi Cota,1058,5
112377600143346,Ana Paula Valenzuela de Palomo,Brayn Yapura Choque,1054,10
108684950963482,Juan Jose Jauregui,Reynaldo Richard Ramos Montecinos,1051,27
789112887788743,Mirtha Arce,Antonio Apolo Miranda Condarco,1045,7
517750071766113,SEDES - BENI,Humberto Gil Arteaga,1040,10
376230412488638,Camino Democrático para el Cambio,Mauricio Adolfo Lea Plaza Peláez,1040,41
102070221402244,Hugo Banzer Donoso,Jaime Gustavo Mendoza Vaca,1036,9
2277619072502980,Juan de Dios - Taxi Noticias,Juan de Dios Peña Gomez,1035,14
103790451249295,David Crespo Diputado C7,Luis Fabricio Rivera Caballero,1034,11
103956691930236,Luis Alberto Gamarra - 24/7 con vos,These ads ran without a disclaimer,1032,10
697215520433611,Fernando Larach,These ads ran without a disclaimer,1032,18
109485083726707,Lola Terrazas - Concejal,Franklin Teran,1031,11
101224851945263,Limber Guaman,Saul Villarroel Rojas,1028,17
100876132287239,William Herrera - Candidato a Vicerrector,Richard Chambi Gutierrez,1027,4
101984005259351,La juventud está con Adrián,These ads ran without a disclaimer,1027,3
597394330405873,Johnny Torres Terzo,MAD Agencia 360,1025,2
102481331828189,Julian Flores - Candidato Alcalde Porongo,Paredros Politics,1018,9
107280201794492,Humberto Nina al Consejo de Vigilancia Comteco,Bruce Yanko Gomez Salazar,1016,13
109088889141814,Fundación MAPFRE Cultura,These ads ran without a disclaimer,1014,1
1568000806813384,PNUD Bolivia,Gobierno Autónomo Departamental de Tarija,1011,1
1714489375478901,Nestor Maydana - Alcalde Colcapirhua 21-26,Dulfredo Tupacc Mallcu Gordillo,1003,10
102351595022048,Carlos Montaño Alcalde,Jose Adonay Caballero Aguilera,1001,3
1525805464394485,Victor Hugo Alcalde,Victor Hugo Nuñez del Prado,1000,2
105578584118071,Luisa Nayar,Juan Carlos Uslar Burgos,1000,12
116707993533790,Mesa Presidente,Victor Hugo Anaya Mamani,1000,1
266947516830163,Adriana Salvatierra,Manuel Alejandro Padilla Flores,1000,1
101386781861387,Rafael Montoya,Delfin Choque Garcia,995,11
102853078469924,Ruddy Destre Postigo,Hormando Mariaca Jimenez,992,13
106060054753066,Óscar Salvatierra,Habit Salas Roca,991,4
102507188269650,Darlen Velasco - Diputada Nacional,Darlen Isabel Velasco Torrez,990,32
108312794180826,Mariela Paniagua,These ads ran without a disclaimer,989,4
109569480631143,Comunidad Ciudadana Montero,Jairo Piñeyro Burgos,984,9
113943770148044,Creemos,Creemos,984,4
108593277301144,Oscar Sogliano Tu Concejal,These ads ran without a disclaimer,976,5
1669267479812649,Wilbert Ramírez,Viviana Del Pilar Quiroga Gomez,973,3
1712450842321621,Runy Callaú Monasterio - Página web,Ramon Parra Mansilla,973,1
536157407298543,Angel Mollinedo Urquizo,Israel Alvarado,970,21
714613835270354,Enrique Bruno,These ads ran without a disclaimer,969,1
100673061815925,Comisión Profesionales La Paz - Oficial,Eduard Michael Luna Vargas,966,9
162910823897969,Terreno Urbanizaciones,Terreno Urbanizaciones,966,8
1506363752912429,RPO's Bolivia,These ads ran without a disclaimer,966,8
894197863982475,Centro de Liderazgo CLAVE,Jorge Vicente Villarroel Eyzaguirre,965,8
114824893308426,CACHI Noticias Tarija,These ads ran without a disclaimer,964,7
1348456628640591,Brenda Segovia,Beymar Zambrana Espinoza,956,8
1388262674724706,Master en Asesoramiento de Imagen y Consultoría Política - UCJC,These ads ran without a disclaimer,955,1
110778040528548,Data Index,These ads ran without a disclaimer,951,1
1820872908163368,Una Nueva Tarija,Cristian David Flores Pereira,950,9
111000583932810,Alcaldía de Warnes,Richard Chambi Gutierrez,950,3
572397632806113,Restaurant La Terraza - Los Tajibos Hotel,These ads ran without a disclaimer,949,1
106256264354203,Tatiana Añez C. Diputada C-47 Creemos,Vibras Bolivia,945,13
102292497814219,Voy con Alvaro,MAS Chaco,945,29
964080723662055,Carlos Subirana Responde,These ads ran without a disclaimer,943,6
105168684625196,Felix Paco Cruz,Felix Paco Cruz,941,25
535047946534327,Jose Gary Añez,These ads ran without a disclaimer,936,8
101114371928727,Álvaro Barañado Gobernador,IMD B,936,9
1876192962603442,Venqis,These ads ran without a disclaimer,936,2
103419735113380,Ing. Manfred Reyes Villa,Quick,929,12
82928774489,Panda Security,These ads ran without a disclaimer,927,19
391416088139258,Movimiento Pro-Pacha,Guillermo Mallea,920,21
110079840499364,Victor Hugo Añez Bello,Victor Hugo Añez,910,2
100608361331592,Gaming,Ever Lucas Moya Zarate,909,6
217002972405572,Instituto CEPRO,These ads ran without a disclaimer,908,7
269633369881331,Senador Rodrigo Paz,Gilda Angelica Cespedes Quevedo,905,14
104864678120869,Súmate,Vibras,902,18
108111874361133,Aldo Terrazas Rivero,Senaida Rojas Banegas,900,4
820246878376531,Mario Cavero Rioja,Marcelo Baldiviezo,899,5
110124514187535,Memes De Ayer Y Hoy,These ads ran without a disclaimer,890,2
1764764370510692,Centro Deportivo Montero,These ads ran without a disclaimer,890,4
1018749244841908,Santa Cruz es Futuro,Sherman Chavez Moron,889,5
104831041291612,Israel Alcocer Candia,Eduardo Jose Chavez Aguilar,888,18
565643756889694,Viceministerio de Deportes del Estado Plurinacional de Bolivia,Juan Quiroga,887,18
101314014881763,Damián Condori Herrera,Christian Hugo Gumiel Eguivar,886,6
106909197316385,DecoGlobo,These ads ran without a disclaimer,881,30
106118211437372,Lizeth Beramendi,Victoria Lizeth Beramendi Orellana,874,11
101984005259351,La juventud está con Adrián,Adrián Oliva Alcázar,874,2
104236625023486,Movimiento Nacionalista Revolucionario MNR 2021,Manuel Alejandro Padilla Flores,873,1
105973828203239,Dalzy Gallardo Alcaldesa De Tarija,Adrian Roberto Choque Rios,873,10
100555848197834,Jose Alfredo Gonzalez Jimenez,Jose Alfredo Gonzalez Jimenez,871,17
104555214930839,Juan Carlos Irahola,Javier Pacheco Machado,871,14
106025011293875,UCS Colcapirhua,Edson Cuellar Albino,866,22
1956854664578108,Edwin Tupa,Veronica Franco Caizana,866,2
106570584735568,Wilson Velarde Asambleísta Oropeza,Wilson Velarde Llave,864,5
866394493744988,Lic. Antonio Carvalho  - Psicólogo,Luis Antonio Carvalho Sandoval,860,5
102360275185613,Alfredo Lucana,Ariel Padilla,859,8
231694780734677,Surpass,These ads ran without a disclaimer,858,2
102351595022048,Carlos Montaño Alcalde,Richard Chambi Gutierrez,856,5
104936095483351,Concejo Municipal Sucre,Iber Antonio Pino O'Barrio,856,43
103640321393885,Sándwich de Chola Paulita,These ads ran without a disclaimer,854,38
100393048247870,Daniela Cabrera Concejal,Osmar Rodrigo Martínez Castro,854,6
1956854664578108,Edwin Tupa,David Rojas Sánchez,852,15
101657821887703,Estibaliz Bravo,Ruddy Ribera Valverde,850,11
140441793233304,Cooking Madness - A Chef's Game Community,These ads ran without a disclaimer,848,1
