Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
1473971659521301,Coal and Canary,These ads ran without a disclaimer,829,8
1844701205779787,Unexplained on Gaia,These ads ran without a disclaimer,829,4
102169965074237,Comparisons Master Finance,These ads ran without a disclaimer,827,7
107798616066942,Regroupement national des conseils régionaux de l’environnement du Québec,Regroupement national des conseils régionaux de l'environnement du Québec (RNCREQ),827,3
572892516092329,"Yvan Baker, MP",Official Agent for Yvan Baker,827,9
120676961005251,News CAN,These ads ran without a disclaimer,826,1
111243427822154,Patrice S. César - CDN,Courage - Équipe Sue Montgomery,825,4
2035580169895290,Coastal GasLink Project,These ads ran without a disclaimer,825,7
123259362601990,Lightning Stickers,These ads ran without a disclaimer,825,2
1730548473838742,Bernard Généreux,Bernard Généreux,825,19
555775784609899,Todo Ciclismo Chile,These ads ran without a disclaimer,825,3
173888723226076,Breakfree Trading,These ads ran without a disclaimer,825,13
110508695679284,Canadian Tire Jumpstart Charities,These ads ran without a disclaimer,824,3
511552075645442,Lorne Coe,Lorne Coe Campaign,824,4
108777042543624,Oneka Elements,These ads ran without a disclaimer,823,5
111480008136699,StandWithUkraine,These ads ran without a disclaimer,823,13
106557791587757,Repentigny Ensemble,"et autorisé par l’agent officiel Normand Venne pour le parti Repentigny Ensemble, équipe Éric Chartré.",823,12
636296406419177,Safe Rail Communities,Eleni Helen Vassilakos,823,8
27796383363,Natalie Odd,Natalie Odd for Calgary Confederation,823,21
444646629332180,Chris Pleau for Laurentian Valley Council,Christopher R Pleau,822,44
136492029709344,6DollarShirts,6DollarShirts,822,3
104741358521731,Derik Maltais - Candidat conseiller municipal Limbour,Derik Maltais,821,15
179165822116681,Georgia Strait Alliance,Obabika,821,5
223420141076080,Dufferin-Caledon Conservative Party,Dufferin-Caledon Conservative Association,821,12
252269511895839,SHASE,ALEXANDRE TREMBLAY-ROY,821,20
106316391509764,Disability Action Page of Canada,William Jeffrey Leggat,821,25
111390127321130,Taco finance,These ads ran without a disclaimer,820,12
107108148344555,Alejandra Ruiz Vargas,Beaches-East York NDP,820,1
112144796796760,SOS Harcèlement et Discrimination en Milieu Professionnel au Québec,These ads ran without a disclaimer,820,24
282266421964157,"Drew Cumpson, Lanark Frontenac Kingston ONDP Candidate 2022",CFO for the Drew Cumpson ONDP Campaign,820,13
5900766725,Phi Delta Theta Fraternity,These ads ran without a disclaimer,819,4
406407729955862,Aisha Jahangir for Guelph,Aisha Jahangir,819,3
203178443122879,RadhaSeva,These ads ran without a disclaimer,819,17
107163127864703,Adam Chambers,Adam Chambers MP,819,20
100684195993717,Ontario Cannabis Store,These ads ran without a disclaimer,819,2
173411266748521,Michael Pratt,Michael Vincent Pratt,817,38
483741501712814,David Coon,Parti vert NB Green Party,817,21
139228222792857,IPolitics,iPolitics,817,34
395757164170681,Patrick Wilson For Cochrane Town Council,Patrick Thomas Wilson,817,12
103348352202720,Second Chance Finances,Second Chance Finances,817,2
220062241344288,Yukon Liberals,Yukon Liberal Party,816,48
244705915649117,RE/MAX Canada,These ads ran without a disclaimer,816,10
772977192723956,Green Party of Canada - Nanaimo Ladysmith,Paul Manly for Nanaimo-Ladysmith,816,17
108100031377373,Susan Cassidy for Mayor,Susan Cassidy,816,4
91284896260,Fierté Montréal / Montréal Pride,Fierté Montréal / Montréal Pride,815,20
50754130761,Humber College,The Toronto Star,815,5
1243695839093382,Live Onyx,Tom O'Hara and Steve Kooner,815,7
8303218826,Jeff Dunham,These ads ran without a disclaimer,815,2
2160118527435058,Réseau intersyndical pour le climat,FELIX CAUCHY-CHAREST,815,1
102392942382907,Tim Baillie,Timothy John Baillie,814,2
2015633538661591,Certifié Québec,These ads ran without a disclaimer,814,1
288177012086104,Robert Green - NDG-Westmount,Green Party of Canada,814,10
106576594485954,Vote For George,George Tsiklis,813,8
1782921845137014,Together We Stand Foundation,These ads ran without a disclaimer,813,2
114978380193095,Edilteco Canada,These ads ran without a disclaimer,813,1
112137008281159,Vancouver Police Union,Vancouver Police Union,813,3
1486957718253285,Gudie Hutchings,Gudie Hutchings for Long Range Mountains,812,6
107177378812583,Elect Teresa Townsley,Teresa Lizanne Townsley,812,11
108741893826863,VoteOthi,Manpreet Singh Othi,811,14
104664291378743,Ivanom,These ads ran without a disclaimer,811,5
100798439408577,"Céline Haytayan, députée de Laval-des-Rapides à l'Assemblée nationale",JOSEPH EL-HAJJ,811,5
194289683929349,NI Corporation,ÉCOLEAD Marketing,811,13
304639040013124,Nicole Kieley for Mount Pearl City Council,Nicole Irene Kieley,811,18
174360113171948,Guelph & District Home Builders' Association,The Ontario Home Builders' Association,810,3
1181252765233470,Jason Cole,John Alexander W Brannen,810,6
1022385957792643,Scott Armstrong Cumberland Colchester,Official Agent for Scott Armstrong,810,46
450660535079756,Equifruit,These ads ran without a disclaimer,810,7
697541023650427,John Aldag,"John Aldag, MP",810,5
105775428109793,Meghan Lahti for Mayor,Meghan Lahti for Mayor,809,17
212103075470956,Louis Plamondon,"Jean-Guy Pelletier, agent officiel",809,3
109763180497723,Indigenous Partnerships Success Showcase,Resource Works,808,37
666919336777746,Anthony Rota,Anthony M Rota,808,6
106861901091572,Shanon Zachidniak - Ward 8 City Councillor,Shanon Zachidniak for Ward 8,808,25
102363682164726,Sukhbir Singh Gill 喬素宝 for Vancouver South,Sukhbir Singh Gill for Vancouver South,807,15
104149051858792,CUPE 1349 Grand Falls-Windsor Municipal Workers,CUPE,807,7
105707201863224,Spadina—Fort York Greens EDA,Spadina-Fort York | Green Party of Canada,807,4
109248824802795,"Marc-André Doucet-Beauchamp, Parti Populaire du Canada, Hochelaga",MARC-ANDRÉ DOUCET-BEAUCHAMP,807,10
54770956910,"Nicholas Simons, MLA for Powell River-Sunshine Coast",Jason Lewis on behalf of the Financial Agent,807,8
184572709010103,"Youri Chassin, député de Saint-Jérôme à l'Assemblée nationale","Youri Chassin, Député de Saint-Jérôme",807,15
198251703524500,Cogeco Ontario,These ads ran without a disclaimer,806,7
499812180083733,Pamono,These ads ran without a disclaimer,806,59
452170498175737,Know Your Risk for Cervical Cancer,These ads ran without a disclaimer,806,8
144121354496,JFO: Jewish Federation of Ottawa,These ads ran without a disclaimer,806,1
226846087441593,BHP,These ads ran without a disclaimer,806,8
388026251964710,"Mathieu Daviault, Conseiller Municipal",Mathieu Daviault,805,33
548998281950745,Les résidents d'Outremont pour la démocratie,Démocratie Outremont,805,38
1508426402781417,Courtenay-Alberni Conservatives,Courtenay-Alberni Conservative Association,804,37
674960719213259,Alistair MacGregor for Cowichan-Malahat-Langford,the official agent of the candidate,804,15
720204024763421,Cami Torres,These ads ran without a disclaimer,804,11
837844556245904,Food Banks of Saskatchewan,These ads ran without a disclaimer,804,2
105343002836565,CPAWS-BC,These ads ran without a disclaimer,804,2
2114956865402176,Chantal Rouleau - Coalition Avenir Québec,Ministère des Affaires municipales et de l'Habitation,803,4
1577771629211400,Ville de Waterloo,Ville de Waterloo,803,6
105027380877060,PPC Honoré-Mercier Patrick St-Onge,Patrick St-Onge,803,43
232894981968,Nature Conservancy of Canada / Conservation de la nature Canada,These ads ran without a disclaimer,802,9
110636097142692,Facts not fear - CA,These ads ran without a disclaimer,802,8
1261801510582349,I Heart My Baby Kids,These ads ran without a disclaimer,802,207
1134431580056861,Misir & Company,These ads ran without a disclaimer,802,5
102540265465662,Richard Dunn for/pour Moncton-Riverview-Dieppe,Green Party of Canada / Parti Vert du Canada,802,24
110950517704944,Responsible Representation Political Action Committee YYC,Responsible Representation Political Action Committee,802,13
109835381874188,Tony Ward for Langley Township Council,Anthony Earl Ward,801,15
368215543544246,Mouvement citoyen Mirabel,Mouvement citoyen Mirabel,801,9
297499043722950,François-Philippe Champagne,l'agent officiel de François-Philippe Champagne,801,10
168034666654393,Les rêves de Monique,Caroline Hudon,800,11
1851520315087387,Intersyndicale des femmes,Intersyndicale des femmes,800,2
104451908642814,Re-elect Dean Ball,Re-elect Dean Ball,800,9
177256525673148,Southlake Regional Health Centre,Southlake Regional Health Centre,800,4
844525835887029,Emma Norton for Dartmouth -  Cole Harbour,Emma Norton for Dartmouth-Cole Harbour,800,13
291399541355312,Leadership Lab,Ryerson Leadership Lab,800,3
107217302155143,Elect John Wakelin for School Board Trustee,John Wakelin Campaign,800,1
1395790247377471,Canadian Shooting Sports Association,Canadian Shooting Sports Association,800,12
100193542844545,Michel Marin,"Vanessa Hernande, agente officielle",800,1
433042703535858,Prasad Panda,"Prasad Panda, MLA",800,5
104999472863793,Uniprix,These ads ran without a disclaimer,800,16
145827832121166,Fondation Père-Ménard,Fondation Père-Ménard,800,8
592428980855679,Karla Bailey,Karla Danilla T Bailey,800,4
335170583896605,Latin Party,Toronto Nightlife,800,1
282097298551442,AMA - Alberta Motor Association,AMA - Alberta Motor Association,799,7
103585961203132,Cubanos Canadienses por una Cuba Democrática,These ads ran without a disclaimer,798,38
390171931572836,Effet Tandem,Effet Tandem,798,6
196210360460710,"80,000 Hours",These ads ran without a disclaimer,798,12
114628693701684,Chef Jean Mathieu Sioui,These ads ran without a disclaimer,798,25
107316844987677,"Célia Grimard, candidate du Bloc Québécois dans Outremont",l'agent officiel de Célia Grimard,797,32
209841445745076,"United Way/Centraide of Stormont, Dundas & Glengarry",United Way Centraide SDG,797,4
206094859412053,Restaurants Canada,These ads ran without a disclaimer,796,7
322453974498214,SciCan,These ads ran without a disclaimer,796,4
545148862578975,Ian Bingham Federal Liberal Candidate Niagara West,Official Agent for Ian Bingham,796,9
1374287322846942,"Chantal Soucy, députée de Saint-Hyacinthe à l'Assemblée nationale",Chantal Soucy députee de Saint-Hyacinthe,796,29
100784579010655,Ken Robertson for South Okanagan-West Kootenay LPC,Ken Robertson for South Okanagan-West Kootenay LPC,796,3
128166627784412,Nicolas Lemire - Pas le maire de Laval,Nicolas Lemire,796,6
2355276181170885,Wipeonus.com,These ads ran without a disclaimer,796,14
101458358731575,John Detorakis Mayor of St. George,John D Detorakis,796,28
101990548627669,Ray Hilts For Mayor,Ray Hilts for Mayor Campaign,795,29
366313534087546,Capulet,These ads ran without a disclaimer,794,9
1483159141915320,Terry Duguid,Winnipeg South Federal Liberal Association,794,5
2342516255977907,Sarabjit Kaur,Sarabjit Kaur,794,2
137851985089216,Brendan Knight,Brendan Knight,794,15
102038615955700,Vote Bill for Ward 8,Vote Bill for Ward 8,793,17
1574243249454145,Yves Perron Bloc Québécois,Olivier Lafleur,793,24
106979044565962,Between The Chapters Book Club,These ads ran without a disclaimer,793,3
223878537691255,WorkSafe Saskatchewan,These ads ran without a disclaimer,793,4
349448198903517,Lashes by Shelby,These ads ran without a disclaimer,793,10
1054761444574791,"Diane Cassidy RN,MA Sales Representative",These ads ran without a disclaimer,793,7
100194197992590,Leah Kalsi,Leila Atri,792,17
108288695231806,Prabh Gill Ward 3,Prabh Gill,792,9
1811138588987207,Mae J. Nam,the Official Agent of the Mae J. Nam Campaign,792,3
810856802586980,Raphaël Guérard,Agent officiel de Raphaël Guérard,792,5
102874601414109,Trump The World,CHARLES-ANTOINE HALLE,791,63
100598722070784,Ryan Pollard - Leduc,Elect Ryan Pollard for Leduc City Council,791,29
192403597514201,Opération Gareautrain,Opération Gareautrain,791,6
104488991402630,Raaz Shop,These ads ran without a disclaimer,791,2
109349558565930,Cindy Carkner for City Council,Cynthia Yvonne Carkner,790,20
1553269028327267,Star Sponsored,These ads ran without a disclaimer,789,8
183766728987852,Councillor Denzil Minnan-Wong,Taylor Ann Deasley,789,31
397586437740304,Sabina Singh - Singh with Saanich - Gulf Islands,Saanich-Gulf Islands NDP,788,19
459067954517628,Jamie Harrison Guitar,These ads ran without a disclaimer,788,2
111233892236540,LexisNexis Canada,These ads ran without a disclaimer,787,3
103590951948397,Ocean Diagnostics,These ads ran without a disclaimer,787,3
242765979067090,Mélanie Beauchamp Tupperware page pro,These ads ran without a disclaimer,787,15
1866550323586206,"Rob Morrison, MP","Rob Morrison, MP",787,11
146415539029709,"Brad Vis, MP","Office of Brad Vis, MP",786,12
797690503639905,Zashko Films,These ads ran without a disclaimer,786,1
173437729758,OpenMedia,OpenMedia,786,11
112892240405073,Clean & Green with Carolyn -Norwex Independent Sales Consultant,These ads ran without a disclaimer,786,2
4270942866274138,"Ontario Agriculture, Food and Rural Affairs",These ads ran without a disclaimer,785,2
102930612297782,MNP Québec,MNP,785,4
786671628129871,Société canadienne d’hypothèques et de logement (SCHL),These ads ran without a disclaimer,785,12
279436835976492,Marilyne Picard - Coalition Avenir Québec,Marilyne Picard- députée de Soulanges,785,8
107666348397820,Sam Bhalesar for Ottawa West-Nepean,Sam Bhalesar Campaign,785,14
1407095066250570,Lindsay Mathyssen,London Fanshawe NDP,784,6
100554085176817,Roozbeh for Richmond Hill,Roozbeh For Richmond Hill,784,16
104308381440718,Kyla Kitzul,The Official Agent of Kyla Kitzul,783,17
105634028958859,Jwane Izzetpanah,Jwane Izzetpanah Campaign,783,5
206913426102841,Le NPD au Québec,Canada’s NDP / Le NPD du Canada,783,2
108774925064958,Homes for Living YYJ,Homes For Living,783,5
103056032457945,"Igor Samardzic—Ward 10, Spadina Fort York",Igor Samardzic Campaign,783,3
2232145383732586,"Terry Jenson, MLA - Martensville-Warman","Terry Jenson, MLA Martensville-Warman",783,5
115569057235917,Serge Bonin Lévisien,Serge Bonin,783,30
111471660943029,Ontario Energy Savings Rebate Program,These ads ran without a disclaimer,782,4
104317085322373,Councillor Jo-Anne Wright - Ward Sspomitapi,Jo-Anne Wright for Ward Sspomitapi Councillor,782,7
109571557101556,Mélanie Gendron candidate aux élections fédérales,Melanie Diane Gendron,782,8
134600286556541,Sélection Reader's Digest,Sélection Reader's Digest,782,3
413539512121049,Len Isleifson MLA,Jordan C Sisson,781,16
1792727467511662,"Councillor Adam Russell, Town of Lincoln",Adam T Russell,781,46
101976405472053,Palm Energy Systems LLC,These ads ran without a disclaimer,781,3
34906136673,Denmark.dk,These ads ran without a disclaimer,781,1
115955941802454,belairdirect,These ads ran without a disclaimer,781,18
109105990638922,Sonia Furstenau for BC Greens Leader,Sonia Furstenau for BC Greens Leader,780,13
340750226430601,Warren Steinley,Authorized by the Financial Agent to Warren Steinley,780,4
1211433982243739,Équipe Maja pour Lachine,Équipe Maja Vodanovic,780,14
1766938026869869,Rob McKee - Moncton Centre,Rob McKee,780,14
230448456985193,Elections Ontario,Day Communications,780,1
309036083137662,Joel DeYoung for the Vancity Board of Directors,Joel M Deyoung,779,13
105282447965092,Tammy Scott-Wallace,the official agent to elect Tammy Scott-Wallace.,779,3
9070593693,AQUA OVO,AQUA OVO,779,8
125796616356,Jewish Federation of Greater Vancouver,These ads ran without a disclaimer,778,2
109510241243114,Vertica,These ads ran without a disclaimer,778,1
157011338475461,Luminary,These ads ran without a disclaimer,778,7
146363284129,Cineplex Events,These ads ran without a disclaimer,778,5
257200445021198,Foodtography School,These ads ran without a disclaimer,777,14
497751096927967,Techinnov Creative Software Solutions,Nadia Giampaolo,777,2
108776328474781,Debt Free HelpLine Canada,These ads ran without a disclaimer,777,2
175467473562,Knowledge Network,These ads ran without a disclaimer,776,4
123230384396700,Projet Montréal CDN NDG,Projet Montréal,776,7
531961267212335,Tyler Calver,Tyler Calver Campaign,775,8
116367444408222,Hitesh Jagad,Hiteshkumar Vallabhbhai Jagad,775,13
1955229838111065,AHS,These ads ran without a disclaimer,775,1
102554668807882,"Jonathan Roberts - NDP Candidate, Halifax West",Jonathan Roberts for Halifax West,774,20
562378543780840,King Kong Co.,These ads ran without a disclaimer,774,152
187447074652378,Fighting Blindness Canada,These ads ran without a disclaimer,774,5
229828356795,Anthony Perruzza,Anthony Perruzza,774,14
392811007474330,The Honorable Brendan Maguire MLA Halifax Atlantic,These ads ran without a disclaimer,773,6
1153668031479507,Christine Normandin - députée de Saint-Jean,Christine Normandin candidate du Bloc québécois de Saint-Jean,773,24
113536057494492,Elect Brandon Cruze,Brandon Michael Cruze,773,113
19519551698,Coady Institute,Coady International Institute,773,23
102365912585171,Brooke Daye - Sarnia City Council Candidate,Brooke Daniel Daye,773,27
564468230557152,Nunavut Housing Corporation,Nunavut Housing Corporation,773,3
103201884709166,Campbell River & District Coalition to End Homelessness,Campbell River & District Coalition to End Homelessness,773,44
190717337657599,Alpha-Nicolet,Veronique Mainguy,772,14
885367448177343,Bob Zimmer MP,Bob Zimmer MP,772,15
103415768467596,"Rate Your Strata, Condo Association or Homeowner Association","Rate Your Strata, Inc.",772,16
108272394808679,Jocelyn Dupuis Granby 2021,Alexandre Giguere,772,51
111520686853206,Hot Saucey Food,These ads ran without a disclaimer,772,10
100366332047085,Choose Thomlinson,Parker Kennedy Thomlinson,771,30
639628766090312,Gaetan Shop,Parti libéral du Québec,771,2
104308550942862,Les Armoires Nac,Stephane Fortier,771,9
415588712257497,Jasmine Brar,Jasmine Brar Campaign,770,17
105076054873221,Karla Hayward,Official Agent of the Karla Hayward Campaign,770,7
1617753965111540,Oil and Gas World/Oil Sands Strong,These ads ran without a disclaimer,770,6
100566705748632,Vote Charan Saggu for Ward Karhiio Councillor,Charankanwal Singh Saggu,769,6
101640549408288,Re-Elect Councillor Ashmeed Khan,Sayeed Ashmeed Khan,769,6
106387992187716,Manning Foundation,Manning Foundation,769,8
103875162296585,Gian Arella,Gian Pietro Arella,769,8
202079439822180,CUPE NB SCFP,Canadian Union of Public Employees,769,8
6117299891,StFX University,These ads ran without a disclaimer,769,1
381858168579911,John Kidder Green Party of Canada,John Kidder Green Party of Canada,768,16
133184853425907,EPCOR Canada,These ads ran without a disclaimer,768,3
1793656324209040,Stephen Schneider,Stephen R Schneider,768,23
559119884577076,Surrey Police Service,Surrey Police Service,767,2
103324756675381,David Piccini,David Winsor Piccini,767,10
511768455673026,Les 3 sex,Les 3 sex*,767,2
311225028895321,CST Savings,These ads ran without a disclaimer,767,2
293694011293,FEC-CSQ,Pierre Avignon,766,55
568839896564552,Marie-Claude Bibeau,Marie-Claude Bibeau,766,13
544043002316611,Chrystia Freeland,Liberal Party of Canada | Parti libéral du Canada,764,36
116484551050817,Élisabeth Labelle - Candidate de Québec solidaire dans NDG,Québec solidaire,764,16
840193969381131,BC NDP in Langford-JdF,BC NDP,764,27
106094851787101,Enutri Mart,These ads ran without a disclaimer,764,2
340744019327386,Embrave: Agency to End Violence,Interim Place,763,20
129899247047783,Ottawa Food Bank,These ads ran without a disclaimer,762,14
24590816216,Eckhart Tolle,These ads ran without a disclaimer,762,23
101060342659794,Andre Roberge for Maple Ridge City Council,Andre Roberge for Maple Ridge City Council,762,11
119400446543155,Joel Hirtle Councillor District 6,Joel Michael Hirtle,761,24
460034131026331,East Coast AF,East Coast AF Apparel,761,10
207408135939027,CSSSPNQL / FNQLHSSC,Annie Brisson Proulx,761,19
115423375870126,Working Ontario Women,These ads ran without a disclaimer,761,3
118325981606603,Vision Démocratique de Mascouche,Vision Démocratique de Mascouche - Équipe Guillaume Tremblay,761,20
109051120798385,Le gérant d'estrade,Guy Sauve,761,17
106801704699017,Janise Somer for Red Deer City Council,Janise Faith Somer,761,26
427521451356664,Paul Taylor,Parkdale—High Park Federal NDP,761,7
1541175882653768,Jonas J. Smith,The Official Agent for Jonas J. Smith,760,8
108593108640932,Elect Jesse Ritcey,Jesse David Ritcey,760,8
184703891546438,Allpennystocks.com,These ads ran without a disclaimer,760,2
733851043405590,Chill TV,These ads ran without a disclaimer,760,9
102754971590160,Islamophobia is,Islamophobia Is,760,14
112455828104990,Gwen Donaldson for Campbell River City Council,Gwen Donaldson for Campbell River City Council,760,37
285539671502696,Juripop,These ads ran without a disclaimer,760,6
112787880138714,Western Standard,2176739 Alberta Ltd.,759,3
103081004803871,Welcoming Immigrants in Northwestern Ontario,These ads ran without a disclaimer,759,12
102684892492301,Silvia Cuzzetto-Gualtieri,Silvia Gualtieri,759,3
2140294396255879,Neptune Terminals,These ads ran without a disclaimer,759,8
103813001448871,Production Checkmate,These ads ran without a disclaimer,758,1
100776202191315,Infinite Force,These ads ran without a disclaimer,758,4
414188135299776,Town of Cochrane,Town of Cochrane Administration,757,10
302330793131214,Prazi USA Inc.,These ads ran without a disclaimer,757,1
108810998062422,"Becky Druhan, MLA",Official Agent for Becky Druhan,756,10
183326331693112,Manitoba Federation of Labour,Manitoba Federation of Labour,756,2
100684502003058,George Pirie - Let's Build A Better Tomorrow,Campaign to Elect George Pirie,756,7
2011296869168415,Lovers of The Sea,Lovers of The Sea,755,20
604066903382681,Change.Toothpaste,These ads ran without a disclaimer,755,8
566791310126350,Rhéal Fortin,Rheal Eloi Fortin,755,30
541052015926429,Vancouver Coastal Health,These ads ran without a disclaimer,755,24
796065777123932,Karen Ludwig,Marlene Louise Chase,755,17
101020908179952,Fabulous Sleeping,These ads ran without a disclaimer,754,1
197242560304753,KEEN,KEEN,753,12
218703571650888,Democracy Channel,Gregory Hugh Vezina,753,9
103649219017056,Hernen For Mayor,Mayoral Campaign for Stephen Hernen,753,17
291175877619875,"Kings County, Nova Scotia","Kings County, Nova Scotia",753,12
110490554668978,Crisleymorais_idealmateriaiss,These ads ran without a disclaimer,752,1
250540655628836,Canada Life Co,The Canada Life Assurance Company,752,1
128417692733967,Tahir Merali for Ward 5,Tahir Merali,752,6
102684329170329,Waseem Qadeer for TDSB Trustee Ward 17,Muhammad Waseem Qadeer Campaign,752,9
100187515190744,Thomas Martin for Kamloops-North Thompson,Thomas Martin,752,10
1489339227981069,A Greener Future,A Greener Future,751,12
341015749826798,life UNpacked,Life UNpacked,751,6
919061291531427,The Staysh,Mark A Hussey,751,27
104112798128063,Let's Build Ontario,The Federation of Rental-housing Providers of Ontario,751,1
792156811121114,Harmer Wealth Management I Financial Planning I Insurance I Mortgages,Chad Walter Jo Harmer,750,5
1890912391134720,Joey Leckman,Payé par l'agent officiel de Joey Leckman,750,5
292448144544720,CLHbid.com,These ads ran without a disclaimer,750,1
25354216144,Global Vision,Global Vision,750,2
104416887813081,Parity Way - Supported Housing Program,Louise Leclerc,750,3
606688449492273,FIPA,Freedom of Information and Privacy Association,750,3
115770073620714,"Anna Thomas, NDP Candidate for Kamloops South Thompson",Thomas Barry Friedman,750,6
181538978898273,Canada's Building Trades Unions,Canada’s Building Trades Unions,750,6
1995373574021750,BC Cancer Screening and Prevention,BC Cancer,750,3
101780561981563,Lifetime Fitness,These ads ran without a disclaimer,750,1
104416887813081,Parity Way - Supported Housing Program,These ads ran without a disclaimer,750,5
960062484081119,Oil Respect,CAOEC,750,1
417654081717633,Element Fleet Management,These ads ran without a disclaimer,750,5
692496860818611,Fédération des policiers et policières municipaux du Québec - FPMQ,Fédération des policiers et policières municipaux du Québec - FPMQ,750,13
101885682522992,Kevin Ashe for Mayor,Kevin Ashe Campaign,750,3
3098800066812104,PAYCE Canada,PAYCE,749,27
163536534335078,Chandra Pasma,Chandra Pasma,749,2
197278033630532,Notable Life,Ontario Ministry of Health,749,2
1602977649945119,Jacques Gourde,Jacques Gourde - député de Lévis-Lotbinière,749,11
260986450678683,Sam Austin - Councillor Dartmouth Centre,Sam Austin - Dartmouth Centre,749,6
358947837497994,Krausert for Mayor,Krausert for Mayor,748,7
739653262737283,Ross Romano,Kathryn Marie Marie Beattie,748,9
13106762015,Mowi Canada West,These ads ran without a disclaimer,748,4
1610417429229458,Educonnexion,Educonnexion,747,28
108137581421894,Jennifer Poole For Annapolis MLA,Official Agent of Jennifer Ehrenfeld-Poole,747,18
262562763775851,Cecilia Concerts,Cecilia Concerts Society,747,3
634789306621700,John Brassard - Conservative Candidate for Barrie-Innisfil,Authorized By The Official Agent For John Brassard,747,6
705968376174821,Massage Addict,These ads ran without a disclaimer,747,2
134765643230277,kawarthaNOW.com,kawarthaNOW.com,747,29
18151900178,HEC Montréal,HEC Montréal,747,8
107169884486243,Atlas Institute for Veterans and Families,These ads ran without a disclaimer,746,1
138072989686477,Réseau Immobilier,Réseau immobilier,746,3
109957180920389,Lo sport più sano,These ads ran without a disclaimer,746,2
106592928257930,Transition MSH,Transition MSH,745,24
736814339692108,Charlie Angus NDP - NPD,Charlie Angus NDP - NPD,745,29
1437346626478629,POTLOC,Potloc,745,14
234830299661,Tim Tierney,Tim Tierney,745,11
1623769071267348,Lloydminster  Votes,City of Lloydminster,745,9
100670412848865,SustainableSask,These ads ran without a disclaimer,745,8
933304970022366,KLC College,These ads ran without a disclaimer,744,1
106863151714166,Libre Média,Coopérative Libre Média,744,4
248570391848244,City of Delta - Local Government,City of Delta,744,9
1093604127375044,Aaron Kienle - Yorkton City Councillor,Aaron C Kienle,744,25
797309533635968,Mayor Walter Sendzik,Mayor Walter Sendzik,742,28
2002458736481258,Dan and Michelle Online Coaching,These ads ran without a disclaimer,742,1
248010795401744,Hon. MaryAnn Mihychuk Kildonan-St.Paul,MaryAnn Mihychuk - Liberal candidate for Kildonan-St. Paul,742,9
413487142793476,Barrington Walker,Andrew Mccann,742,26
19459912688,StandWithUs,These ads ran without a disclaimer,741,5
492962751052304,LIVEKINDLY,These ads ran without a disclaimer,741,32
114037527174805,The Score: interactive men stories & games,These ads ran without a disclaimer,741,4
648953498571598,John Michael Green Law Corporation,John Michael Green,740,4
473996025974237,"Scott Anderson, Public Figure",Scott Stewart Anderson,740,13
178808246129,Canada FASD Research Network,Canada Fetal Alcohol Spectrum Disorder Research Network,740,5
261319740606339,YWCA Banff,YWCA Banff,739,37
105121706212337,SaskTel,These ads ran without a disclaimer,739,3
2737326582976067,Julie Tremblay-Cloutier,Agent Officiel,738,30
1153668031479507,Christine Normandin - députée de Saint-Jean,Agent officiel de Christine Normandin,738,20
25128859552,The Canadian Encyclopedia,These ads ran without a disclaimer,738,6
250645040174575,Vote for Nam Kular- Beaumont Councillor,Namandeep Singh Kular,738,13
126934641217089,Hands For Charity,Ahmed Aly Hussein,738,28
183119742186129,Bruce Stanton MP,Simcoe North Conservative Association,738,19
248492308506194,Schneider Electric,These ads ran without a disclaimer,738,5
289446947817747,Global Citizen,These ads ran without a disclaimer,738,14
149383395110403,City of Cambridge,City of Cambridge,738,3
134469333245629,Vancouver Pride Society,Vancouver Pride Society,737,12
102677939033481,UkraineInNeed.org,These ads ran without a disclaimer,737,48
111388184945495,Restore Island Rail Services,RestoreIslandRail,737,22
1526499450982591,Équiterre En,Équiterre,737,12
109333948395696,Justin Kong,Justin Kong NDP Campaign,737,3
527084117490771,QuébecBio,These ads ran without a disclaimer,736,16
103875262367936,Richmond Hill Fact Check,Richmond Hill Facts (Steinberg Land Holdings Inc),736,4
26513035818,Steve Kent,Steve Kent,735,5
454176104772676,AutoCruitment,These ads ran without a disclaimer,735,1
109755741396425,Lisa Hepfner,"Lisa Hepfner, MP",735,9
147842002037202,Right at Home Canada,Right at Home Canada,735,3
799524116757554,That Vitamin Movie,These ads ran without a disclaimer,735,26
357773027652000,Fondation de l'HGJ - JGH Foundation,The Jewish General Hospital Foundation,735,5
206917246782673,Seniors Benefit Programs,These ads ran without a disclaimer,735,4
741722852836326,Ardent Earth,Natalie Ann Simms Burns,734,11
708407426281835,Sudan Solidarity Network - شبكة التضامن السودانيه,Yousif Abdulla Obaid Hassan,734,70
941989182478491,পবিত্র কোরআন এবং আধুনিক বিজ্ঞান,These ads ran without a disclaimer,734,3
103721195667423,Vote Gord Perks for Ward 4,Gord Perks for Council Campaign,734,2
101077511269624,Trucking HR Canada,Trucking HR Canada,734,2
10001867493,MS Canada,These ads ran without a disclaimer,733,1
101318609392858,Sasha Duguay for Ward 5 - West Carleton-March,Sasha Duguay Campaign,733,3
241465872618287,National Farmers Union / L'Union nationale des fermiers,NFU,733,29
354750442156043,Gilles Cormier - pour Maire /  for Mayor Cap-Acadie,J Gilles Cormier,732,28
150331168374700,UNB Saint John,University of New Brunswick,732,1
515029538523433,Recovery Day BC,Giuseppi Ganci,732,3
