Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
140698716114107,Architect's Sketches : design & dialogue,These ads ran without a disclaimer,≤100,3
100476608291072,Enmillionstemmer,These ads ran without a disclaimer,≤100,1
101767055518529,Kim Bach Hansen - Byrådskandidat for DF til kommunalvalget i Horsens 2025,These ads ran without a disclaimer,≤100,1
138145006056272,Nеws 24/7,These ads ran without a disclaimer,≤100,3
1118673511477376,Plastix A/S,These ads ran without a disclaimer,≤100,1
105769894165268,DIY use of SUN,These ads ran without a disclaimer,≤100,4
154923374536050,LKAB,These ads ran without a disclaimer,≤100,10
104276131833016,Planet Budapest 2023,These ads ran without a disclaimer,≤100,1
165145663622692,Block 66,These ads ran without a disclaimer,≤100,1
108637624649464,Niels Lund,These ads ran without a disclaimer,≤100,1
1544417275853905,DEMAC - Diaspora Emergency Action & Coordination,These ads ran without a disclaimer,≤100,1
908574005855996,Business Center Bornholm,These ads ran without a disclaimer,≤100,1
269783762886101,Son Dakika Haberleri,These ads ran without a disclaimer,≤100,1
110113295099530,tradewithtamarapowel,These ads ran without a disclaimer,≤100,1
101560315630009,Ole Jakobsen - utraditionel politik,These ads ran without a disclaimer,≤100,1
219462170067407,woodflag.eu,These ads ran without a disclaimer,≤100,2
41632622830,Angela Shelton,These ads ran without a disclaimer,≤100,1
100126129326486,MSD for Mothers,These ads ran without a disclaimer,≤100,2
116934494636757,Nifty News,These ads ran without a disclaimer,≤100,4
49906865946,Enrica Merlo,These ads ran without a disclaimer,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,7
102534561482813,MaxiPl,These ads ran without a disclaimer,≤100,1
113560061321376,Фонд ЕП,These ads ran without a disclaimer,≤100,3
107515657522403,Brue,These ads ran without a disclaimer,≤100,1
104266762380397,Structuraly,These ads ran without a disclaimer,≤100,3
349925852406748,SavenOffer Video,These ads ran without a disclaimer,≤100,1
602220246560980,MyFundAction,These ads ran without a disclaimer,≤100,2
2146190325642136,Ambassador John L. Loeb Jr.,These ads ran without a disclaimer,≤100,1
101651752485290,Frightening crack,These ads ran without a disclaimer,≤100,1
100391996281250,Vintage 19xx,These ads ran without a disclaimer,≤100,1
290622367746933,The Haystack,These ads ran without a disclaimer,≤100,1
2129459710684879,T-shirt Trends,These ads ran without a disclaimer,≤100,1
100747755546715,For LGBT Community,These ads ran without a disclaimer,≤100,1
438424019539212,Matt Brown,These ads ran without a disclaimer,≤100,2
100589089436158,Smir Adams,These ads ran without a disclaimer,≤100,1
166352607539809,IWBC Conference,These ads ran without a disclaimer,≤100,2
108804724347778,Stop Weight Bias,These ads ran without a disclaimer,≤100,1
106546528560391,Tasty bit,These ads ran without a disclaimer,≤100,2
723826694319605,MITx Courses,These ads ran without a disclaimer,≤100,1
104554497797655,Shopaholic Club,These ads ran without a disclaimer,≤100,1
103458758015644,"Образовательный проект ""Успевай и побеждай""",These ads ran without a disclaimer,≤100,2
772642062774343,CTCN,These ads ran without a disclaimer,≤100,1
499425296808787,Sincerely Collins,These ads ran without a disclaimer,≤100,1
286408641729175,Fodboldagent Per Steffensen,These ads ran without a disclaimer,≤100,3
104705191665439,OneCapz,These ads ran without a disclaimer,≤100,1
7975984239,Desiring God,These ads ran without a disclaimer,≤100,4
104885902412627,Главные Новости,These ads ran without a disclaimer,≤100,1
103754772265999,Close the SKY,These ads ran without a disclaimer,≤100,3
11143511047,Mike Schmid,These ads ran without a disclaimer,≤100,4
1703117963259292,Keslogic: Entertainment Delivered,These ads ran without a disclaimer,≤100,3
102396192395700,Foreningen MAPI,These ads ran without a disclaimer,≤100,1
615091748697066,"Thomas Lesly Rasmussen ""Stem Les""",These ads ran without a disclaimer,≤100,2
884935988188624,Tokyo Gov,These ads ran without a disclaimer,≤100,2
102224898933734,MindDig,These ads ran without a disclaimer,≤100,6
208661552479830,日本財団,These ads ran without a disclaimer,≤100,1
100375785610629,Gtext Homes Abuja,These ads ran without a disclaimer,≤100,1
102340978981942,Gtext Homes Abeokuta,These ads ran without a disclaimer,≤100,1
109070112848327,Martin Rosenkvist,These ads ran without a disclaimer,≤100,1
821407597985082,LandboNord ØkonomiRådgivning,These ads ran without a disclaimer,≤100,1
347165825416320,Helle Røge,These ads ran without a disclaimer,≤100,2
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,9
470721533028851,Hair Frenzy,These ads ran without a disclaimer,≤100,7
206013353671660,DailyBee,These ads ran without a disclaimer,≤100,8
156809114337509,Crossing Borders,These ads ran without a disclaimer,≤100,1
101327328031031,Simple Very Simple,These ads ran without a disclaimer,≤100,1
220851937935253,Venstre Halsnæs,These ads ran without a disclaimer,≤100,1
106464058487498,Kim Holmstrøm - Det Konservative Folkeparti,These ads ran without a disclaimer,≤100,1
109109405266991,Vinnuhúsið,These ads ran without a disclaimer,≤100,1
408721373223964,Green Energy Solartruck,These ads ran without a disclaimer,≤100,1
100488762759295,FOA Invest,These ads ran without a disclaimer,≤100,6
580366902450797,Pratilipi Urdu,These ads ran without a disclaimer,≤100,8
131023630292709,"Flemming Damgaard Larsen, din folkevalgte",These ads ran without a disclaimer,≤100,1
131019380306568,Supermarco,These ads ran without a disclaimer,≤100,1
1401989336710519,Peter Skafte Øl & Vand,These ads ran without a disclaimer,≤100,1
81573222458,Bønnespiren,These ads ran without a disclaimer,≤100,1
171862262872506,Politecnico di Milano,These ads ran without a disclaimer,≤100,2
487697364740653,Un-Label,These ads ran without a disclaimer,≤100,1
333183720070204,Venturi,These ads ran without a disclaimer,≤100,2
109345111311014,epsotech,These ads ran without a disclaimer,≤100,2
106012078058419,TK-Living History Photos,These ads ran without a disclaimer,≤100,1
180715523696,ENGSO,These ads ran without a disclaimer,≤100,1
135034936922793,Gallinger Design,These ads ran without a disclaimer,≤100,4
101435928159420,VCO,These ads ran without a disclaimer,≤100,3
150379685414797,MAOMI,These ads ran without a disclaimer,≤100,1
1510691729183587,FoodWIN,These ads ran without a disclaimer,≤100,1
111039813922131,𝑮𝒂𝒓𝒓𝒚𝒉𝒊𝒏𝒄𝒉 𝑯𝒂𝒛𝒚 𝑯𝒐𝒑𝒆,These ads ran without a disclaimer,≤100,1
100510664697134,Frederico Santarém - Investimentos Lucrativos,These ads ran without a disclaimer,≤100,6
108044617608087,Pascual Abuque,These ads ran without a disclaimer,≤100,1
296508703798613,Volunteer World,These ads ran without a disclaimer,≤100,3
291588604891118,La Borgada Tourrettes sur Loup,These ads ran without a disclaimer,≤100,1
118184978196457,DW فارسی,These ads ran without a disclaimer,≤100,4
264818194379618,TENCEL,These ads ran without a disclaimer,≤100,1
336620687262,International Committee of the Red Cross,These ads ran without a disclaimer,≤100,2
201203089925440,Urge Bike Products,These ads ran without a disclaimer,≤100,1
111575698131236,Keep Peace and Support Ukraine,These ads ran without a disclaimer,≤100,19
333726374024339,Eldritch Foundry,These ads ran without a disclaimer,≤100,1
315808605674340,Flyt til Esbjerg,These ads ran without a disclaimer,≤100,2
370224977953,Randers Bibliotek,These ads ran without a disclaimer,≤100,1
104046157748423,Søren Johansen - Radikale Venstre Køge,These ads ran without a disclaimer,≤100,1
107040575646313,Renata Marina,These ads ran without a disclaimer,≤100,2
1011022975708301,World Peace 2035,World Peace 2035,≤100,1
103093016017760,Info News,These ads ran without a disclaimer,≤100,1
111666198077803,Testseite 2,These ads ran without a disclaimer,≤100,1
399035300243693,QonJay Jamal,These ads ran without a disclaimer,≤100,1
389342454857121,Fridamarlenel,These ads ran without a disclaimer,≤100,2
141024789286166,Biblioteket Sønderborg,These ads ran without a disclaimer,≤100,1
103258798731702,Marianne L.G. Ladefoged,These ads ran without a disclaimer,≤100,1
1381240992175182,Sind Herning Ikast Brande,These ads ran without a disclaimer,≤100,1
483895141675027,Capital of Children,These ads ran without a disclaimer,≤100,2
2301077883507970,Mussie,These ads ran without a disclaimer,≤100,1
904243949772631,TMBK Satire,These ads ran without a disclaimer,≤100,4
250376808481030,Jozef Metelka,These ads ran without a disclaimer,≤100,1
101276459627898,Alkér Orsolya,These ads ran without a disclaimer,≤100,2
105083571214623,shayazandi,These ads ran without a disclaimer,≤100,1
114375818720000,Lavora con noi di JT Care Italia,These ads ran without a disclaimer,≤100,1
182680665085900,Isonem Boya & Yalıtım Teknolojileri,These ads ran without a disclaimer,≤100,9
179052268818224,"Asur Hotel, Dalyan",These ads ran without a disclaimer,≤100,1
1393891164205948,HJHansen Recycling Group,These ads ran without a disclaimer,≤100,1
217026408340842,Food & Environment Reporting Network,These ads ran without a disclaimer,≤100,1
85884249410,JLI - The Rohr Jewish Learning Institute,These ads ran without a disclaimer,≤100,2
197089693481790,Beterdy,These ads ran without a disclaimer,≤100,2
112492168560432,HIX.AI,These ads ran without a disclaimer,≤100,3
57660337835,FIU Business,These ads ran without a disclaimer,≤100,1
296068834098290,Heineken APAC,These ads ran without a disclaimer,≤100,4
102715465939688,Day Web,These ads ran without a disclaimer,≤100,1
181052058933,The International Detailing Association,These ads ran without a disclaimer,≤100,1
110891348630224,Management Beacon,These ads ran without a disclaimer,≤100,1
571877916284602,Prince Shun,These ads ran without a disclaimer,≤100,2
101916901826221,Real Lingua Club,These ads ran without a disclaimer,≤100,1
1559537324090303,Nice Shirt,These ads ran without a disclaimer,≤100,3
105621535485180,Livе Nеws,These ads ran without a disclaimer,≤100,2
122093207360016527,7-Second Brainwave Ritual,These ads ran without a disclaimer,≤100,1
116176328410964,KAL RIEMAN,These ads ran without a disclaimer,≤100,1
108984697991451,TeqAtlas,These ads ran without a disclaimer,≤100,1
100302929432771,Kaleidoscope’s,These ads ran without a disclaimer,≤100,1
101102146045080,Skyway News,These ads ran without a disclaimer,≤100,1
628896953985470,Ryan Hickman,These ads ran without a disclaimer,≤100,2
102692559162062,Partnership,These ads ran without a disclaimer,≤100,1
1446952538938187,Project Rescue Children,These ads ran without a disclaimer,≤100,1
102898939386527,Happy,These ads ran without a disclaimer,≤100,1
554728318059323,Alan Marshall,These ads ran without a disclaimer,≤100,1
109613811893240,AI ARTA: Art & Photo Generator,These ads ran without a disclaimer,≤100,1
1658933751019830,Adrian Morrison,These ads ran without a disclaimer,≤100,1
102779849198271,danmark.creative,These ads ran without a disclaimer,≤100,1
109991481196341,Owls LTD,These ads ran without a disclaimer,≤100,1
110768591279726,Quantum Temple,These ads ran without a disclaimer,≤100,1
427787940590188,Радио Китай,These ads ran without a disclaimer,≤100,15
35335786143,Cat Electric Power,These ads ran without a disclaimer,≤100,1
493650244708646,getsomewarm.club.best,These ads ran without a disclaimer,≤100,2
107792548429465,Port Gm Gs,These ads ran without a disclaimer,≤100,2
442051882829530,Genius English,These ads ran without a disclaimer,≤100,7
105894328843852,Ninnhans-US,These ads ran without a disclaimer,≤100,1
101166972706113,Docjournals - The R Page,These ads ran without a disclaimer,≤100,1
2746149608745019,Chris's Goods,These ads ran without a disclaimer,≤100,1
103022776117511,Dealy News,These ads ran without a disclaimer,≤100,1
107600958493138,Bobo wallpaper,These ads ran without a disclaimer,≤100,1
162076961537,CA Charter Schools Association,California Charter Schools Association,≤100,2
470414149801168,Awakened Spirit Yoga,These ads ran without a disclaimer,≤100,1
107679478713750,Vesilo Boxato,These ads ran without a disclaimer,≤100,1
398183487276838,Back to Bedlam,These ads ran without a disclaimer,≤100,2
258256317943831,UNICEF Brussels Office,These ads ran without a disclaimer,≤100,1
113688728389007,Simkia ltd,These ads ran without a disclaimer,≤100,1
595178974150639,"Marta Wesołowska - mówienie, głos w Marce Osobistej",These ads ran without a disclaimer,≤100,1
171870713349944,JKS Holstebro,These ads ran without a disclaimer,≤100,1
102908858325940,Marina Kastner,These ads ran without a disclaimer,≤100,1
100693892039027,Kasper Justesen - Byrådskandidat,These ads ran without a disclaimer,≤100,1
571596473345497,Property2invest in Turkey,These ads ran without a disclaimer,≤100,2
333195540645418,Nel Hydrogen,These ads ran without a disclaimer,≤100,2
1409248302620495,Малый Турыш - особенная деревня,These ads ran without a disclaimer,≤100,2
