Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
1738674803091461,فتحي غريب للمحاماه وقضايا الاسره,These ads ran without a disclaimer,≤100,1
104290742715439,عيادة د عمر هيكل للجلدية والتجميل الليزر,These ads ran without a disclaimer,≤100,1
177278245473200,محبي الرئيس عبد الفتاح السيسي,These ads ran without a disclaimer,≤100,1
410098799172679,Next Move Real Estate,These ads ran without a disclaimer,≤100,1
114556768222775,مع العمدة - m3el3mda,These ads ran without a disclaimer,≤100,2
113909325027754,thehtafrica,These ads ran without a disclaimer,≤100,1
106655791417147,Defense Arabia - دفاع العرب,These ads ran without a disclaimer,≤100,1
104450562564479,بلبشة-blbsha,These ads ran without a disclaimer,≤100,1
102536046005393,خالد موسي سكران,These ads ran without a disclaimer,≤100,1
100524175120358,الزهور لاند سكيب,These ads ran without a disclaimer,≤100,1
118116617910425,mohmhamss,These ads ran without a disclaimer,≤100,1
1520817248199898,Yutong Bus & Coach,These ads ran without a disclaimer,≤100,1
1739173636314753,Complete Chain Doctors,These ads ran without a disclaimer,≤100,1
104119542473088,Kylin Studio,These ads ran without a disclaimer,≤100,1
101853702172050,ناصر زهير Nasser Zohair,These ads ran without a disclaimer,≤100,1
102108096136160,الخبر لايف - ALkhabr Live,These ads ran without a disclaimer,≤100,2
212000792504954,Tech Crowdfunding Projects,These ads ran without a disclaimer,≤100,7
378153758982777,Mohsen Smika - محسن سميكة,These ads ran without a disclaimer,≤100,1
1489132534677197,حماده بقرة,These ads ran without a disclaimer,≤100,1
750763571657946,العيادات الحديثة التخصصية,These ads ran without a disclaimer,≤100,1
520797644949184,IDEX - Egypt,These ads ran without a disclaimer,≤100,1
339473939245383,أ / مصطفى محمد راضي - المحامي,These ads ran without a disclaimer,≤100,1
110027012173086,كن ايجابى مع د/اميره الفقى,These ads ran without a disclaimer,≤100,1
1286486861452393,Asia World Model United Nations,These ads ran without a disclaimer,≤100,6
109041185376407,شباك,These ads ran without a disclaimer,≤100,1
299294399944738,عاجل المنصورة,These ads ran without a disclaimer,≤100,1
123494514171691,Taha Mahmoud Sakr,These ads ran without a disclaimer,≤100,3
114554634931960,حقيقة ف كتاب,These ads ran without a disclaimer,≤100,1
116321504830791,Mohamed ELhussieny ELsheikh,These ads ran without a disclaimer,≤100,3
102898748443223,بيطـري 2030,These ads ran without a disclaimer,≤100,1
1683273545287150,مكتب مستشار التربية الرياضية وزارة التربية و التعليم,These ads ran without a disclaimer,≤100,2
155982044259253,اكاديميه البوليتكنك للتكنولوجيا,These ads ran without a disclaimer,≤100,1
112882681793465,Mohamed El Metwally,These ads ran without a disclaimer,≤100,1
320658921421348,المنصورة نيوز,These ads ran without a disclaimer,≤100,1
561613750538067,محمد فوزي هاشم,These ads ran without a disclaimer,≤100,1
104570177893410,أحمد علي الألفي,These ads ran without a disclaimer,≤100,1
108794262008732,فتحى بوغانم,These ads ran without a disclaimer,≤100,1
105155255273893,الدكتور محمود رجب فتح الله دكتور القانون الجنائي والمحام أمام الجنايات,These ads ran without a disclaimer,≤100,1
102397481180632,Eslam Salman Shalaby,These ads ran without a disclaimer,≤100,1
144105425463457,المهندس محمد سامى سلامة,These ads ran without a disclaimer,≤100,2
105782895907704,علماء مصر,These ads ran without a disclaimer,≤100,1
325669476670,بقلمي,These ads ran without a disclaimer,≤100,1
164272520111564,Novonesis,These ads ran without a disclaimer,≤100,1
100110599507064,Secret Top Aircraft,These ads ran without a disclaimer,≤100,1
114547124991155,محمود سيد خليل,These ads ran without a disclaimer,≤100,1
122100325664001844,Mohamed Abd El-menam,These ads ran without a disclaimer,≤100,1
101772532990301,ذاكرون,These ads ran without a disclaimer,≤100,1
102439402094730,حمدى خالد صاحب مكتب الصفالزواج كل مسلم ومسلمة من كل أنحاء العالم,These ads ran without a disclaimer,≤100,2
318472798009147,Dr. Rasha Kelej,These ads ran without a disclaimer,≤100,1
1589326124665684,قسم دراسة الإلحاد - مركز الفتح,These ads ran without a disclaimer,≤100,2
103528996048571,ahmed_khalifa69,These ads ran without a disclaimer,≤100,1
106140072060312,Tiba Modern International Schools,These ads ran without a disclaimer,≤100,1
176303592513332,أخبار مطروح ساعه بـ ساعه,These ads ran without a disclaimer,≤100,1
116877764662895,MO Mahdy,These ads ran without a disclaimer,≤100,3
195285183666031,TimeLine - تايم لاين,These ads ran without a disclaimer,≤100,1
102441468787185,مركز قره عين للخصوبة والحقن المجهرى - Qurrat 3in fertility center,These ads ran without a disclaimer,≤100,1
103059925957987,Abdelmnem Ibrahim,These ads ran without a disclaimer,≤100,1
166936993178085,نادي عمال طنطا الرياضي,These ads ran without a disclaimer,≤100,1
115454506668175,Nubian Group Real State Markting الشيخ زايد واكتوبر,These ads ran without a disclaimer,≤100,1
167115576474263,Najeh Hlel,These ads ran without a disclaimer,≤100,1
157312928008474,MADAR center,These ads ran without a disclaimer,≤100,1
100704405579086,Claudel Noubissie International Consulting,These ads ran without a disclaimer,≤100,1
267822946949,"Mary Ann Liebert, Inc., publishers",These ads ran without a disclaimer,≤100,2
1766114710302448,Boston Consulting Group,These ads ran without a disclaimer,≤100,2
100785299338536,danceblossomstory,These ads ran without a disclaimer,≤100,1
107010781898017,راديو بهججة,These ads ran without a disclaimer,≤100,1
111113447867154,The Daily Dose,These ads ran without a disclaimer,≤100,4
100208203009890,خيال,These ads ran without a disclaimer,≤100,1
110735445057512,TSM Quiz,These ads ran without a disclaimer,≤100,5
102581028206,CNNArabic,These ads ran without a disclaimer,≤100,6
100574179553813,Haytham Alhefnawy Photos,These ads ran without a disclaimer,≤100,2
178331455363681,الدكتور/ أحمد أمين المحامي بالنقض والمحكم القانوني,These ads ran without a disclaimer,≤100,1
266445133916548,مؤسسة أحمد فيصل رفاعي للمحاسبة والاستشارات القانونية والمالية - خبير مثمن,These ads ran without a disclaimer,≤100,1
100663025799348,Asharq Business Sports اقتصاد الشرق رياضة,These ads ran without a disclaimer,≤100,4
225533133979008,مؤسسة سقيا الماء,These ads ran without a disclaimer,≤100,1
964323337096391,شركه هانوفيل كولينج لصناعة ثلاجات العرض,These ads ran without a disclaimer,≤100,1
495708904105715,حسين مكرم عضو مجلس إدارة نادي ألعاب دمنهور,These ads ran without a disclaimer,≤100,1
107144258879707,كسب المال بدوام جزئي.,These ads ran without a disclaimer,≤100,1
100910104737405,"Zhejiang Zenbo Intelligent Machinery Co.,Ltd.",These ads ran without a disclaimer,≤100,1
116310878056949,Mandy Wong Chatgpt,These ads ran without a disclaimer,≤100,1
1039675682714205,스브스뉴스,These ads ran without a disclaimer,≤100,11
101622372821537,الإعلامي رؤوف بكر - مستشار تعليمي,These ads ran without a disclaimer,≤100,1
104880102357738,بكار  Bakar,These ads ran without a disclaimer,≤100,1
101703355676777,Dahab Masr - ذهب مصر,These ads ran without a disclaimer,≤100,1
1884861414860718,جمهور أوبرا دمنهور,These ads ran without a disclaimer,≤100,1
156479157778502,مدونة عبدالله السالم,These ads ran without a disclaimer,≤100,1
100492473472370,الفيوم الان,These ads ran without a disclaimer,≤100,2
106000365064973,مؤسسه الحسام للمحاماه والاستشارات القانونيه,These ads ran without a disclaimer,≤100,1
102668079245182,Aircraft Helicopter,These ads ran without a disclaimer,≤100,1
120426954389453,مشاويرك في السويس,These ads ran without a disclaimer,≤100,2
110463768482927,Farahat Genedy,These ads ran without a disclaimer,≤100,1
116921869766373,عيادة دكتوره نيرمين السمنودي,These ads ran without a disclaimer,≤100,1
102543472619974,VIP,These ads ran without a disclaimer,≤100,1
573294762681731,Mustafa Said مُصْطَفَى سَعِيد,These ads ran without a disclaimer,≤100,1
182779964917540,ابوسعد العرجاني ترابين,These ads ran without a disclaimer,≤100,1
146929738506828,Wael Shafik,These ads ran without a disclaimer,≤100,2
699494496825107,Agthia,These ads ran without a disclaimer,≤100,1
109250275396512,مدرسة الحياة الإسلامية الخاصة,These ads ran without a disclaimer,≤100,1
118115464603790,سنتر المصطفى,These ads ran without a disclaimer,≤100,1
179378175751549,مركز تدريب جمعية المحاسبين والمراجعين المصرية,These ads ran without a disclaimer,≤100,1
258810074195683,سليم مطر / Selim MATAR,These ads ran without a disclaimer,≤100,1
314471908674441,الثانوية العامة,These ads ran without a disclaimer,≤100,1
104002928883686,Somatic Institute For Women,These ads ran without a disclaimer,≤100,6
110575185119580,Ortho Summit 22,These ads ran without a disclaimer,≤100,1
111887917791940,السلطان فى التاريخ أ/عبدالله حسن,These ads ran without a disclaimer,≤100,1
116891884648093,Safwot Yousef,These ads ran without a disclaimer,≤100,1
162462036960882,Sages travel and tours,These ads ran without a disclaimer,≤100,1
108945094814072,Al ahly Shadow,These ads ran without a disclaimer,≤100,1
371257556405805,Ramy Galal - رامي جلال,These ads ran without a disclaimer,≤100,1
112778317232505,عـاصـم مـرشـد - Asem Morshed,These ads ran without a disclaimer,≤100,2
104797299004612,بوابة قنا - Qena portal,These ads ran without a disclaimer,≤100,1
234988126357158,محمد ابوسعده المحامى,These ads ran without a disclaimer,≤100,1
101978821273549,حزب الجيل الديمقراطي,These ads ran without a disclaimer,≤100,1
860384980759817,MrWish6000,These ads ran without a disclaimer,≤100,2
101977967840701,أسماك البحراوي قنا,These ads ran without a disclaimer,≤100,1
115515068123900,الإعلامي - abdelrahman matar,These ads ran without a disclaimer,≤100,2
108703548824528,سلاما - salama,These ads ran without a disclaimer,≤100,1
102384091955055,تربو موتورز  لاستيراد وتجارة السيارات,These ads ran without a disclaimer,≤100,1
104184382531992,Mesh Ebrahim Mustafa,These ads ran without a disclaimer,≤100,1
163700470158022,Ahmed Rabie,These ads ran without a disclaimer,≤100,1
305261322670949,المستشار وائل الوطني المحامى بالنقض والدستورية والإدارية العليا 01001225394,These ads ran without a disclaimer,≤100,1
100510876322443,د/ طارق عبد الحارس - Dr. Tarek A. Hares,These ads ran without a disclaimer,≤100,2
141447235876352,Family Development Foundation,These ads ran without a disclaimer,≤100,1
102902205971470,Mohamed Samy,These ads ran without a disclaimer,≤100,1
100151016279664,CHW 2023 Symposium Liberia,These ads ran without a disclaimer,≤100,1
1914785225460488,History All Day,These ads ran without a disclaimer,≤100,1
100697685391654,CGTV LIVE_English,These ads ran without a disclaimer,≤100,2
274747559049795,Landfill Justice,These ads ran without a disclaimer,≤100,2
