Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
113288033743104,سفرة مروه,These ads ran without a disclaimer,≤100,1
120358899767075,Aspire Academy - أكاديمية أسباير,These ads ran without a disclaimer,≤100,1
101064748131651,إصدارات المركز القومي لثقافة الطفل,إصدارات المركز القومي لثقافة الطفل,≤100,1
101153568937227,Al Wali Perfumes,These ads ran without a disclaimer,≤100,1
104081319251034,عيادة د عاطف إبراهيم لأمراض  الحميات والأمراض المعدية الإكلينيكية,These ads ran without a disclaimer,≤100,1
1407583356121544,مبادرة تحسين مركز سمالوط محافظه المنياوالاهم محطه السكه الحديديه,These ads ran without a disclaimer,≤100,1
101093648179402,Ahmed Magdy Abbas,Ahmed Magdy Abbas,≤100,1
455253021289516,الصفحة الرسمية للنائب أحمدنشأت منصور,Mariam Ahmed Hamouda,≤100,1
100110056312011,Wael Mohamed El Sherif,These ads ran without a disclaimer,≤100,1
111425998454722,3A Media production,These ads ran without a disclaimer,≤100,1
111850775128476,NC Events,These ads ran without a disclaimer,≤100,1
450447932399766,Krystasl Store US,These ads ran without a disclaimer,≤100,5
1123914707627933,حزب مستقبل وطن أمانة مركز بيلا,حزب مستقبل وطن أمانة مركز بيلا,≤100,2
2092057034401773,مكتب محمود أبوزيد المحامي,These ads ran without a disclaimer,≤100,1
1129445490476594,La Tribune Afrique,These ads ran without a disclaimer,≤100,1
111175421831476,Mohamed Kamel,These ads ran without a disclaimer,≤100,1
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
109046127177322,ياسمينا للاستيراد و التصدير و تجاره الشاحنات,These ads ran without a disclaimer,≤100,1
2005871762787043,Hello -.-,محمد السيد عبد الستار,≤100,1
1783606955094678,المهندس / اشرف رشاد الشريف,These ads ran without a disclaimer,≤100,2
183748784832066,Echoes of Egypt,These ads ran without a disclaimer,≤100,1
1915075288770083,Ismaily Grinta,Ismaily Grinta,≤100,1
100276558574597,Raslan smart demolition,These ads ran without a disclaimer,≤100,1
357157751770286,منى العمدة,These ads ran without a disclaimer,≤100,6
246273938571596,Lifestyle Expo Business & Investors Conference 2024,These ads ran without a disclaimer,≤100,4
226582850530395,امسك مخالفة بناء,These ads ran without a disclaimer,≤100,1
101354455675960,متابعة الجمرك والمنشية واللبان والعطارين,متابعة الجمرك والمنشية واللبان والعطارين,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,38
111382505241417,المنبع,These ads ran without a disclaimer,≤100,1
101531652336282,حزب حماة الوطن امانة القاهرة,These ads ran without a disclaimer,≤100,10
139846939209923,Faried Zahran - فريد زهران,These ads ran without a disclaimer,≤100,1
122106507662001955,Rody Media,These ads ran without a disclaimer,≤100,1
310234425741411,المركز الكندى للتنمية البشرية,These ads ran without a disclaimer,≤100,1
1677128205908462,Islam Bahi El-Din - إسلام بهي الدين,These ads ran without a disclaimer,≤100,2
101959162872442,Basant Kamal,These ads ran without a disclaimer,≤100,2
275210559162262,المركز السوري للإعلام و حرية التعبير,These ads ran without a disclaimer,≤100,2
1213834158649692,Roaya Films,These ads ran without a disclaimer,≤100,1
29056789480,Project Syndicate,These ads ran without a disclaimer,≤100,4
136029128625305,دار روائع القانون للنشر والتوزيع,These ads ran without a disclaimer,≤100,3
104840495773389,الإمام حسن البنا - Hassan Albanna,These ads ran without a disclaimer,≤100,9
111414807428165,اليسر إنترناشيونال ترافيل العجمى,These ads ran without a disclaimer,≤100,1
280990282024589,أنتيكا - Antika,These ads ran without a disclaimer,≤100,1
342297522296800,عمدة مصر,These ads ran without a disclaimer,≤100,10
889166878138322,مؤسسة التيسير للتسويق العقارى - السويس,These ads ran without a disclaimer,≤100,3
106640701503730,القارئ والمبتهل /أحمد عبد الرحيم,These ads ran without a disclaimer,≤100,1
103291013528894,Dr.Mokhtar Gomaa,These ads ran without a disclaimer,≤100,2
104756192637270,ولاء اسماعيل,These ads ran without a disclaimer,≤100,3
1513258368962339,أخبار المحاماه - mohamah news,These ads ran without a disclaimer,≤100,1
114187168285344,Clearance sale,These ads ran without a disclaimer,≤100,2
148625584773,Black Bobby,These ads ran without a disclaimer,≤100,2
1587103198245131,Zikoko,These ads ran without a disclaimer,≤100,3
483145048414784,Ethiopia the Kingdom of God/ኢትዮጵያ የእግዚአብሔር መንግሥት,These ads ran without a disclaimer,≤100,1
107139657316177,ابتـ هال العوضي,These ads ran without a disclaimer,≤100,2
1792594410959796,Pita Guys,These ads ran without a disclaimer,≤100,3
100280359516736,Jouva Supplements,These ads ran without a disclaimer,≤100,1
102315309058367,محمود فتحي - Mahmoud Fathy,These ads ran without a disclaimer,≤100,3
30403370413,International Festival of Arts & Ideas,These ads ran without a disclaimer,≤100,1
265764353283215,First X Bet,These ads ran without a disclaimer,≤100,1
100141913130267,أكاديمية صاعقاوي للإعداد والتأهيل للكليات العسكرية,These ads ran without a disclaimer,≤100,1
1677785619132933,Hassan Mostafa Aly,These ads ran without a disclaimer,≤100,1
108595328899849,Lomuro Bouquet,These ads ran without a disclaimer,≤100,1
355490551185903,Hawacom TV - هواكم,These ads ran without a disclaimer,≤100,1
276059906482778,المواطن والإعلامي,These ads ran without a disclaimer,≤100,1
101760922219539,خليجيون نيوز - khaligyoun.News,These ads ran without a disclaimer,≤100,1
107844512333863,BAZIC,These ads ran without a disclaimer,≤100,1
2313147522035152,سلسلة معارض الامير خالد,These ads ran without a disclaimer,≤100,2
116064811424377,ddking_art,These ads ran without a disclaimer,≤100,1
105089145467104,My Broast Damietta,These ads ran without a disclaimer,≤100,1
101641451431756,مكتب المستشار احمد ابو زيد,These ads ran without a disclaimer,≤100,2
1756785494582415,Shimaa bshier,These ads ran without a disclaimer,≤100,1
525556444171354,دكتور أشرف العزب لجراحات العظام والكسور ومناظير المفاصل والمفاصل الصناعية,These ads ran without a disclaimer,≤100,1
108496968556411,eman_tours_marketing,These ads ran without a disclaimer,≤100,1
109495940526271,deannxxa,These ads ran without a disclaimer,≤100,1
463360460435842,Hala96Fm,These ads ran without a disclaimer,≤100,1
278425605601269,Waradana,These ads ran without a disclaimer,≤100,1
108734485468283,Aerospace African Forum,These ads ran without a disclaimer,≤100,1
122100226790006399,Art of Melissa Broadwell,These ads ran without a disclaimer,≤100,1
103649888295646,Smart Genius schools مدارس سمارت جينيس,These ads ran without a disclaimer,≤100,1
0,Instagram User 2851182069,These ads ran without a disclaimer,≤100,1
106525781518849,ReVolt Credit Solutions,These ads ran without a disclaimer,≤100,1
206617362695517,مدحت بركات medhat barakat,These ads ran without a disclaimer,≤100,1
160035197425357,Z,These ads ran without a disclaimer,≤100,3
108823478652326,الراضي معن المحتسب,These ads ran without a disclaimer,≤100,1
483686085114290,جهاد التابعي Jihadeltabey,These ads ran without a disclaimer,≤100,1
333573237348216,Bold Routes - Residence,These ads ran without a disclaimer,≤100,2
553443184751143,الشرقية الآن - Sharkia Alaan,These ads ran without a disclaimer,≤100,2
580979592072016,بوابة اللاجئين الفلسطينيين,These ads ran without a disclaimer,≤100,1
641529483028887,Mayyar Shehadeh ميّار شحاده,These ads ran without a disclaimer,≤100,1
271171493792330,Avia Glory,These ads ran without a disclaimer,≤100,1
363217203531212,BW games review,These ads ran without a disclaimer,≤100,2
2102862883129084,حجازى للاستشارات القانونية,These ads ran without a disclaimer,≤100,1
107121345234219,ahmedaleim,These ads ran without a disclaimer,≤100,1
0,Instagram User 8175148656,These ads ran without a disclaimer,≤100,1
156975977698439,Heritage Auctions Fine Art,These ads ran without a disclaimer,≤100,1
759660000745866,CC Studio,These ads ran without a disclaimer,≤100,2
100816598623127,Ahmed Magdy Abbas - أحمد مجدى عباس,These ads ran without a disclaimer,≤100,1
105947114116292,Photo-Synthesis Designs,These ads ran without a disclaimer,≤100,2
110932281912615,Ahmed El Heity,These ads ran without a disclaimer,≤100,1
694314217418468,عزالدين رمضان izzden ramadan,These ads ran without a disclaimer,≤100,1
102237556148356,وجهة+,These ads ran without a disclaimer,≤100,16
102590442929784,Rowena Mayor,These ads ran without a disclaimer,≤100,1
237468837098774,Concord Developments,These ads ran without a disclaimer,≤100,3
111237898452478,محمد صابر عبداللاه,محمد صابر عبداللاه,≤100,3
226428327215186,Sun Capital صن كابيتال,These ads ran without a disclaimer,≤100,2
162437903819366,حزب النور بالسويس,These ads ran without a disclaimer,≤100,1
153033151448765,الدكتور إبراهيم اليعربي,These ads ran without a disclaimer,≤100,1
213003865396175,Arabian Travel Market,These ads ran without a disclaimer,≤100,2
106557818912510,أكاديمية قرطبة لعلوم القرآن الكريم,These ads ran without a disclaimer,≤100,1
110329975085609,shirleylymusic,These ads ran without a disclaimer,≤100,2
2030407643901962,Graintechegypt,These ads ran without a disclaimer,≤100,3
100325042923985,جامع الانبياء - الاعظمية,These ads ran without a disclaimer,≤100,1
111847121131556,جمعية الوفا لتنمية المجتمع سوهاج,These ads ran without a disclaimer,≤100,1
19595510126,Annual Reviews,These ads ran without a disclaimer,≤100,8
112007481885011,الخليج اونلاين,These ads ran without a disclaimer,≤100,1
112978328496085,نيوز,These ads ran without a disclaimer,≤100,1
113577180339158,اعلانات منيا القمح,Ahmed Hamdy,≤100,1
104733582154946,جرَّاح العظام د/الحسن جمال أبوزيد,These ads ran without a disclaimer,≤100,1
142675062468228,عصام شعبان Essam Shaban,These ads ran without a disclaimer,≤100,11
114373537920804,Akthar Seha - أكثر صحة,These ads ran without a disclaimer,≤100,1
117531478327703,Save Gaza,These ads ran without a disclaimer,≤100,1
109767332109857,Asharq Documentary الشرق الوثائقية,These ads ran without a disclaimer,≤100,4
2204675979760350,حزب مستقبل وطن - محافظة المنوفية,These ads ran without a disclaimer,≤100,2
291543654034605,رائد السلام,These ads ran without a disclaimer,≤100,1
102128819320786,المصري كوبي سنتر - Elmasry Copy Center,These ads ran without a disclaimer,≤100,1
106338385186862,HS Consultancy,These ads ran without a disclaimer,≤100,1
115970453105812,دكتور محمد حسين - جراحات شبكية العين والليزر,These ads ran without a disclaimer,≤100,2
828716547191017,عماد ابوالحاج,These ads ran without a disclaimer,≤100,7
107717762211151,روض الفرج الأصيلة,These ads ran without a disclaimer,≤100,1
104615178344594,Future of Egypt - جهاز مستقبل مصر للتنمية المستدامة,These ads ran without a disclaimer,≤100,1
553607648072504,Alruwaq -  جريدة الرواق,These ads ran without a disclaimer,≤100,10
1985636674868074,صحي و مفيد مع دكتورة منال عز الدين,These ads ran without a disclaimer,≤100,3
102560575325930,High Music Magazine,These ads ran without a disclaimer,≤100,2
100452836276600,a.h.m.e.d_a.l.j.a.n.a.b.i,These ads ran without a disclaimer,≤100,1
102493709434427,بيتنا للعقارات - Our Home Real Estate,These ads ran without a disclaimer,≤100,1
193821720806295,منتدى الإلحاد العربيّ,These ads ran without a disclaimer,≤100,1
265266133646032,نقابة المهندسين بالبحيرة - الصفحه الرسمية,These ads ran without a disclaimer,≤100,1
343574012497887,العاصمة الجديدة للإستثمار العقاري,These ads ran without a disclaimer,≤100,3
104316565369257,Viva store,These ads ran without a disclaimer,≤100,1
106471941483223,Better Book,These ads ran without a disclaimer,≤100,1
143780539023626,بوابة الأخبار المصرية (E.N.G),These ads ran without a disclaimer,≤100,1
100306219143771,المركز الإعلامي لقطاع الطيران المدني المصري,These ads ran without a disclaimer,≤100,2
104657531410017,خالد احمد شلبي - Khaled Ahmed Shalaby,These ads ran without a disclaimer,≤100,1
101992228086013,العاصمة الجديدة,These ads ran without a disclaimer,≤100,1
233022620980830,Ebrahim Sheik,These ads ran without a disclaimer,≤100,7
100620373053692,الطنطاوي رئيسًا لمصر ٢٠٢٤,These ads ran without a disclaimer,≤100,2
100294166223749,infoinsync,These ads ran without a disclaimer,≤100,1
132737856598686,Free Palestine Together,These ads ran without a disclaimer,≤100,3
231494494748857,أمانة المجالس النيابية والمحلية - حزب حماة الوطن أمانة القاهرة,These ads ran without a disclaimer,≤100,4
795608570470740,20foursport,These ads ran without a disclaimer,≤100,2
1394488250800340,معهد مصر للدراسات,These ads ran without a disclaimer,≤100,1
100261578669484,Babylon Urban Development,These ads ran without a disclaimer,≤100,1
101866915305250,Fajer Alsaeed,These ads ran without a disclaimer,≤100,2
100929648464258,Global Alliance of Territorial Communities,These ads ran without a disclaimer,≤100,1
102337325819657,مجلة أنصار النبي,These ads ran without a disclaimer,≤100,1
107030432285550,sromman,These ads ran without a disclaimer,≤100,3
108125075409278,Wise - وايز,These ads ran without a disclaimer,≤100,1
100354676316655,Resala ismailia charity organization جمعيه رسالة فرع الاسماعليه,These ads ran without a disclaimer,≤100,5
106287058097177,MAAT EGYPT,These ads ran without a disclaimer,≤100,4
100564712918818,Eslam Hamdy,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,44
240157502510558,أسعد هيكل - Asaad Hekal,These ads ran without a disclaimer,≤100,7
107286678519498,Knight State,These ads ran without a disclaimer,≤100,2
2072602773056664,Abd Elrahim Antar,These ads ran without a disclaimer,≤100,2
109316598505843,Mofeed_platform,These ads ran without a disclaimer,≤100,1
104682499190796,7 R لاجود انواع طقم المكتب,These ads ran without a disclaimer,≤100,1
101916699499203,وقف الأمة ummetvakfi - sy,These ads ran without a disclaimer,≤100,1
498196816861123,إيفيت البياضي - Yvette Isaac - برنامج المرأة الفاضلة,These ads ran without a disclaimer,≤100,1
1448837895166436,علم النفس وتطوير الذات,These ads ran without a disclaimer,≤100,3
105729552522702,social.talks1,These ads ran without a disclaimer,≤100,2
794252584275649,Mostafa Ashraf - مصطفى أشرف,These ads ran without a disclaimer,≤100,4
933310850194959,Israel Alliance,These ads ran without a disclaimer,≤100,6
251360678068375,Newblacks,These ads ran without a disclaimer,≤100,10
101870828181212,محمد جابر علام Mohamed Allam,These ads ran without a disclaimer,≤100,3
104865441248889,عين شمس الان,These ads ran without a disclaimer,≤100,1
115462188204441,معرض الأسر المنتجة,These ads ran without a disclaimer,≤100,1
1456998184564952,عربي بوست,These ads ran without a disclaimer,≤100,10
259397421268819,الاعلامى أيسر الحامدى Aysar Alhamedy,These ads ran without a disclaimer,≤100,3
350712178124346,N&R furniture,These ads ran without a disclaimer,≤100,3
108297654671547,الجرمق الإخباري,These ads ran without a disclaimer,≤100,3
104558372455869,Ramzi Aldakdouki,These ads ran without a disclaimer,≤100,1
100647832065791,د. عبد الحليم قنديل,These ads ran without a disclaimer,≤100,2
105962834688766,Lea Kotche femme Leader.,These ads ran without a disclaimer,≤100,6
111079032094879,Free Mahmoud,These ads ran without a disclaimer,≤100,2
103220318423847,Masterpiece - Shimaa albhaye,These ads ran without a disclaimer,≤100,2
116375508149091,Watch Mix,These ads ran without a disclaimer,≤100,3
100653275326868,prof_dr_shaima_ewila,These ads ran without a disclaimer,≤100,1
130369030334301,KidsRights,These ads ran without a disclaimer,≤100,31
104760715970506,جو هيلثي - Go Healthy,These ads ran without a disclaimer,≤100,2
533037346736750,عبدالعزيز حسين - Abdelaziz Hussein,These ads ran without a disclaimer,≤100,3
234443510768643,عبدالرحمن على - بتاع قانون,These ads ran without a disclaimer,≤100,1
206106082591180,عمدة مصر,These ads ran without a disclaimer,≤100,8
181308273994531,قلم,These ads ran without a disclaimer,≤100,1
235920148354399,Egypt Real Estate,These ads ran without a disclaimer,≤100,1
101105049294796,CNN Business Arabic الاقتصادية CNN,These ads ran without a disclaimer,≤100,7
105049085758206,Adviser Mohamed Elmohamady,These ads ran without a disclaimer,≤100,2
439912763237990,مسابقة أنا المصرى,These ads ran without a disclaimer,≤100,1
110089757280817,البـركة للإستيراد وتجارة الأدوات المنزلية,These ads ran without a disclaimer,≤100,4
1107005629310630,American English for Educators,These ads ran without a disclaimer,≤100,1
104182855656450,قناة ادعُ,These ads ran without a disclaimer,≤100,1
180646618465562,سهم - SAHM,These ads ran without a disclaimer,≤100,6
11142310777,DuckDuckGo,These ads ran without a disclaimer,≤100,3
193521870521284,محمد موفق حمزة عرفه,These ads ran without a disclaimer,≤100,3
106642854496317,النائب/ حماده زهير الفولي-عضو مجلس النواب,These ads ran without a disclaimer,≤100,2
110424708179036,أدهم سات - Adham Sat,These ads ran without a disclaimer,≤100,2
558556364265515,Salma beauty clinic,These ads ran without a disclaimer,≤100,4
1996246320633545,Emy's - Handmade Soap,These ads ran without a disclaimer,≤100,2
39644961958,Yanko Design,These ads ran without a disclaimer,≤100,4
101528171905647,Capital Hills Developments,These ads ran without a disclaimer,≤100,1
270228216169623,Attractions in San Francisco,These ads ran without a disclaimer,≤100,2
190472050807249,الاعلامى عمرو لطفي,These ads ran without a disclaimer,≤100,8
100841711269668,غيث للإعلان,These ads ran without a disclaimer,≤100,1
222308671116355,International Higher Education Teaching and Learning Association,These ads ran without a disclaimer,≤100,5
105425385623607,You Can immigration,These ads ran without a disclaimer,≤100,1
362460873844615,Alumni Politecnico di Milano,These ads ran without a disclaimer,≤100,2
109200295078532,Latter-day Saints News Hub,These ads ran without a disclaimer,≤100,3
132873246580454,بيج بروست - Big Broast,These ads ran without a disclaimer,≤100,1
158958019614372,Ahmed Youssef أحمد يوسف,These ads ran without a disclaimer,≤100,2
117319579662869,Kapil Jain,These ads ran without a disclaimer,≤100,1
100971126141130,Khlouod Abed Makeup Artist,These ads ran without a disclaimer,≤100,1
102721402667167,Isabel Santana,These ads ran without a disclaimer,≤100,11
104091448710065,بوابة مصر ٢٠٣٠,These ads ran without a disclaimer,≤100,2
105750821508819,Z'mells Online Business,These ads ran without a disclaimer,≤100,1
197757310079399,دارج,These ads ran without a disclaimer,≤100,1
101743986121562,Hazem Awad,These ads ran without a disclaimer,≤100,1
102333412089253,Yalla Sam,These ads ran without a disclaimer,≤100,3
100334999574831,محمد ابراهيم البيومى,These ads ran without a disclaimer,≤100,2
860350430719413,زائد بودكاست,These ads ran without a disclaimer,≤100,2
454322158458038,NewGame - لعبة جديدة,These ads ran without a disclaimer,≤100,1
112155861750698,Silverbacks Valley,Silverbacks Valley,≤100,2
112402040565609,زراعه البونيكام في مصر,These ads ran without a disclaimer,≤100,1
111449501953821,فاعليات امانه العلاقات الخارجيه بالمركزيه كفر الشيخ,These ads ran without a disclaimer,≤100,1
117550722961711,بلال ناجى,These ads ran without a disclaimer,≤100,1
404341956318549,eQuia,These ads ran without a disclaimer,≤100,1
194824897244836,Zayed Sustainability Prize,These ads ran without a disclaimer,≤100,6
114996408170950,Khaled mossad,These ads ran without a disclaimer,≤100,8
1460312827619987,Egyptian Chamber of Real Estate . غرفة العقارات المصرية,These ads ran without a disclaimer,≤100,1
1826241344357594,MultiChoice Group,These ads ran without a disclaimer,≤100,3
108706845467893,Nora Soliman,These ads ran without a disclaimer,≤100,1
231100740088813,AR Business lines,These ads ran without a disclaimer,≤100,1
102847249043728,ramezhannna,These ads ran without a disclaimer,≤100,4
718467315588433,دكتور فريد شوقي المنزلاوي,These ads ran without a disclaimer,≤100,3
178066572715988,الصفحة الرسمية للكاتب إحسان عبد القدوس - Ihsan Abdel Kouddous,These ads ran without a disclaimer,≤100,2
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,These ads ran without a disclaimer,≤100,1
102965029007781,مصر ٢٠٣٠ لايف,مصر ٢٠٣٠ لايف,≤100,1
115466268205197,ماراثون نجع العرب الرياضي,ماراثون نجع العرب الرياضي,≤100,1
885564831508052,مسمط المسلم الجعويني,These ads ran without a disclaimer,≤100,1
101247729244955,Printo,These ads ran without a disclaimer,≤100,1
101335125357095,CZ App,These ads ran without a disclaimer,≤100,3
104175321831752,أ/ شوقي رجب المحامي,شوقي رجب المحامي Shawki Ragab lawyer,≤100,1
103186682224705,Yalla يلا,These ads ran without a disclaimer,≤100,13
112764368583896,Raya institute. معهد راية العالى,These ads ran without a disclaimer,≤100,1
443399739188800,UN Women Arabic,These ads ran without a disclaimer,≤100,1
105322721599496,الدكتور محمد زكي الوحش,These ads ran without a disclaimer,≤100,2
181970411667673,الصيادلة والكيميائيين المتعاقدين بنظام الفترات بالهيئة العامة للتأمين الصحى,These ads ran without a disclaimer,≤100,2
110203605184261,Tamer abdelhamid  تامر عبد الحميد,حسين السيد,≤100,1
130718000119412,المحاسب أشرف امام,These ads ran without a disclaimer,≤100,1
110465021363852,مركز الفتح الطبي بزاوية بلتان,These ads ran without a disclaimer,≤100,1
909905955702143,رابطة المحامين السوريين الأحرار Free Syrian Lawyers Association,These ads ran without a disclaimer,≤100,3
104539649287353,مباشر 360,These ads ran without a disclaimer,≤100,1
113174415188663,المبادرة الوطنية.  #ايد_واحدة_معاك_يا_سيسي,These ads ran without a disclaimer,≤100,1
110901495091012,Crtve Development,These ads ran without a disclaimer,≤100,3
323131186867,الدكتور. ياسر برهامي الصفحة الرسـمية,الشيخ الدكتور/ ياسر برهامي-الصفحة,≤100,1
101290499057771,عابد زهره - الصفحة الرسمية,عابد زهره - الصفحة الرسمية,≤100,1
100376288536835,القاضي للمحاماه والتحكيم,These ads ran without a disclaimer,≤100,1
126577504493891,Miracle Medley,These ads ran without a disclaimer,≤100,1
107986844436626,"سيتي درينك ""City Drink """,These ads ran without a disclaimer,≤100,1
257684721611473,IBridge Investments,These ads ran without a disclaimer,≤100,1
110895514165882,عسل أل شاهين,These ads ran without a disclaimer,≤100,2
1411595955797971,محمد المكي,These ads ran without a disclaimer,≤100,1
784689321575366,OV Traveller,These ads ran without a disclaimer,≤100,1
110362948545204,Iskan Real Estate,These ads ran without a disclaimer,≤100,1
106785489028041,احمد بركات شاعر الجنوب,These ads ran without a disclaimer,≤100,6
320726261129210,Alaa Matar,These ads ran without a disclaimer,≤100,3
110845215246689,سياسة بالعربي,These ads ran without a disclaimer,≤100,1
378840925994454,Nevine Abdelkhalek,These ads ran without a disclaimer,≤100,1
323808257486725,Misr Hollanda - مصر هولندا,These ads ran without a disclaimer,≤100,1
100918056298493,Waleed A. Rashad,These ads ran without a disclaimer,≤100,1
101694679512326,quranic_quotation,These ads ran without a disclaimer,≤100,1
0,Instagram User 7012754189,These ads ran without a disclaimer,≤100,1
121078987747906,Jadeed,These ads ran without a disclaimer,≤100,2
101106972348893,Healthy Life,These ads ran without a disclaimer,≤100,1
52156396459,Workhuman,These ads ran without a disclaimer,≤100,1
95775573753,Frontiers,These ads ran without a disclaimer,≤100,8
108934430533110,إنّما الأقصى عقيدة,These ads ran without a disclaimer,≤100,2
114859204566932,الصرح الهندسى,These ads ran without a disclaimer,≤100,2
352320965373878,اكاديمية تكنولوجيا المعلومات للحاسب الالى والالكترونيات ببيلا,These ads ran without a disclaimer,≤100,1
126850307187692,موحى,These ads ran without a disclaimer,≤100,1
110967847717660,ممـــــــــــدوح الســـــمان -Mamdouh Al-Samman,These ads ran without a disclaimer,≤100,1
120326807831325,Habaieb America,These ads ran without a disclaimer,≤100,1
170268342835786,الجنوب 7,These ads ran without a disclaimer,≤100,1
108740188985516,Amany Abdel Razek Khater,These ads ran without a disclaimer,≤100,2
104082599357460,Euro Travel,These ads ran without a disclaimer,≤100,1
2361452677420282,محمد سعد زايد المحامى,These ads ran without a disclaimer,≤100,3
103860425688327,ابو عرب RK,These ads ran without a disclaimer,≤100,2
251010014759102,Mai Wahdan,These ads ran without a disclaimer,≤100,2
112777510069735,دولة الجنرال علي يوسف,These ads ran without a disclaimer,≤100,1
844386315584131,Volvo Construction Equipment,These ads ran without a disclaimer,≤100,3
114807928364805,على أبوحمرة,These ads ran without a disclaimer,≤100,1
393071857761432,Beka,These ads ran without a disclaimer,≤100,2
620490608031594,Baynounah TV,These ads ran without a disclaimer,≤100,8
103467099245511,المكتبة النسوية - Nsweya,These ads ran without a disclaimer,≤100,2
469187153187836,GradLink,These ads ran without a disclaimer,≤100,2
112062001960125,Aporu Felix Mohammed,These ads ran without a disclaimer,≤100,2
107324082385476,Wael Hamed - وائل حامد,These ads ran without a disclaimer,≤100,2
208161915707608,مصر المستقبل للدراسات المتطورة والرقمية,These ads ran without a disclaimer,≤100,1
108682210482696,الصفحة الرسمية لمحمد بن حسن بن عباس,These ads ran without a disclaimer,≤100,1
270076210418807,جمال بن حويرب,These ads ran without a disclaimer,≤100,1
488782827814626,International Labour Organization,These ads ran without a disclaimer,≤100,5
103181435474251,برنامج إعداد القادة مبادرة - 100 قيـادي,These ads ran without a disclaimer,≤100,3
115658534781807,Nasser Okasha,These ads ran without a disclaimer,≤100,1
0,Instagram User 5475589734,These ads ran without a disclaimer,≤100,1
100301759353019,Dr. Amira Salem Tawoos,These ads ran without a disclaimer,≤100,1
112950981658764,HaZiM FaYsal,These ads ran without a disclaimer,≤100,1
102628238425180,حزب حماة الوطن قطاع جنوب القاهرة,حزب حماة الوطن قطاع جنوب القاهرة,≤100,2
593968703963721,Amr Farouk - عمرو فاروق,These ads ran without a disclaimer,≤100,2
893704437379805,Power Africa,These ads ran without a disclaimer,≤100,1
1777638715796275,معتز الشناوي,معتز الشناوي,≤100,2
877732785570355,قناة بلقيس الفضائية Belqees tv,These ads ran without a disclaimer,≤100,20
122475459148831,الصفا لتعبئة الفاكهة والموالح,Hesham Khalil,≤100,2
102233372457393,Ahmed Arafa - م/ أحمد محمد عرفة,These ads ran without a disclaimer,≤100,1
1837213666531447,Arkan l أركان,These ads ran without a disclaimer,≤100,1
1655478897929127,Ladies Social Network,These ads ran without a disclaimer,≤100,1
103571604973098,هشام حسين - Hesham Hussein,These ads ran without a disclaimer,≤100,1
1062765747084908,Pyramids National & International Schools,These ads ran without a disclaimer,≤100,1
108713248605198,Cairo my address - القاهرة عنواني,These ads ran without a disclaimer,≤100,2
102877988577346,مجموعه ابو الفتوح فتح الباب القانونيه لاعمال المحاماه,These ads ran without a disclaimer,≤100,1
285020848190557,I believe in Science - أنا أصدق العلم,These ads ran without a disclaimer,≤100,1
118618566141,Vaisala,These ads ran without a disclaimer,≤100,4
103220748865548,ليدر شيب لدعم ريادة الاعمال,These ads ran without a disclaimer,≤100,1
305640099945138,أيمن الروبي المحامي,These ads ran without a disclaimer,≤100,2
128266570583480,حمدي خليفة - Hamdy Khalifa,These ads ran without a disclaimer,≤100,4
221920927875148,سناء السعيد - النائبه الصعيديه,These ads ran without a disclaimer,≤100,2
111747184789663,مؤسسة بنيان المسلمين للذبائح و الآبار و خدمات المسلمين بأفريقيا,These ads ran without a disclaimer,≤100,3
105056768414851,ahmedbadrh,These ads ran without a disclaimer,≤100,1
102002192154696,Weather Aware,These ads ran without a disclaimer,≤100,1
100162738241949,Xu Zeyu,These ads ran without a disclaimer,≤100,1
117427794644367,Karim Gamil,These ads ran without a disclaimer,≤100,3
280211391832634,Coldwell Banker - Rangers,These ads ran without a disclaimer,≤100,1
152129616963891,مع د.مايا,These ads ran without a disclaimer,≤100,1
106548398639303,الصفحه الرسميه للدكتورة فاطمة الزهراء,These ads ran without a disclaimer,≤100,1
739823809769614,قائمة الاستقلال,These ads ran without a disclaimer,≤100,1
102728082473997,KAPI Investments,These ads ran without a disclaimer,≤100,1
159180800622347,كلمه من الآخر,These ads ran without a disclaimer,≤100,2
116350391452807,المعرض العقارى,These ads ran without a disclaimer,≤100,3
102878304613665,Global Heroes,These ads ran without a disclaimer,≤100,7
577317129449701,Nano Pro - نانو برو,These ads ran without a disclaimer,≤100,1
341991886215922,Women Without Borders,These ads ran without a disclaimer,≤100,3
731865576939420,TotalEnergies,These ads ran without a disclaimer,≤100,2
101139719676772,المفيد - elmoufid,These ads ran without a disclaimer,≤100,1
606018839433507,Future for Advanced Research & Studies - FARAS,These ads ran without a disclaimer,≤100,5
101446432163005,Remon Magar,These ads ran without a disclaimer,≤100,1
174029022633065,Samir Kassir Award - جائزة سمير قصير,These ads ran without a disclaimer,≤100,2
810405565834566,Aswat Online - أصوات أونلاين,These ads ran without a disclaimer,≤100,2
113674514938807,Dar Rawae3 Alqanon,These ads ran without a disclaimer,≤100,3
