Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
102232665108148,UBIQ events,These ads ran without a disclaimer,≤100,1
1500408980220264,Emmanuel Addo,These ads ran without a disclaimer,≤100,4
109689200469100,INRTU Admission,These ads ran without a disclaimer,≤100,8
112283418029865,Milling & Baking News,These ads ran without a disclaimer,≤100,1
1693212664041355,Destiny Community Church,These ads ran without a disclaimer,≤100,2
113022528727926,UC Global Health Institute,These ads ran without a disclaimer,≤100,1
1345510605571955,Mohamed Ali-Amin Comp,These ads ran without a disclaimer,≤100,1
109549402049832,Hon. Doreen Korir,These ads ran without a disclaimer,≤100,1
107676694923141,Trans_nzoia 2022,These ads ran without a disclaimer,≤100,2
110785035163876,Hon Marwa Patrick,These ads ran without a disclaimer,≤100,1
111010318309549,"Hon.Mike Danston,CBS,MBS.",These ads ran without a disclaimer,≤100,1
1693426560783691,Julius Kibet Bitok,These ads ran without a disclaimer,≤100,2
160887990621193,Wildlife Works Apparel,These ads ran without a disclaimer,≤100,1
106076708899644,Hon.Collins,These ads ran without a disclaimer,≤100,2
107996693570,European University Institute,These ads ran without a disclaimer,≤100,2
197587126929339,Mwangi X Muthiora,These ads ran without a disclaimer,≤100,1
110454827965403,Trending Stories,These ads ran without a disclaimer,≤100,1
100779822452729,Mount Kenya hot news,These ads ran without a disclaimer,≤100,1
961149107264115,Printguy,These ads ran without a disclaimer,≤100,1
103898502184529,Sj tech,These ads ran without a disclaimer,≤100,2
109442882205604,Mong'are Philip,These ads ran without a disclaimer,≤100,2
102643376040929,Feddy Nyawade,These ads ran without a disclaimer,≤100,2
108004908243729,Nicky Astaji,These ads ran without a disclaimer,≤100,2
102031396130900,Saina Ibrahim,These ads ran without a disclaimer,≤100,2
273189143282803,Leadership for Conservation in Africa - LCA,These ads ran without a disclaimer,≤100,1
439830550197610,Marlon Khoza,These ads ran without a disclaimer,≤100,1
1794191833968562,"Hon Dr. Kabinga Wathayu, OGW, MP",These ads ran without a disclaimer,≤100,1
101989109201372,"This is Princeton, MN",These ads ran without a disclaimer,≤100,1
101266795952246,Meta History Museum of War,These ads ran without a disclaimer,≤100,1
264653910926345,STADA Kenya,These ads ran without a disclaimer,≤100,1
103400661929769,Hon John Paul,These ads ran without a disclaimer,≤100,2
104114521143538,EDGEGroup,These ads ran without a disclaimer,≤100,1
314133408454504,Colt X,These ads ran without a disclaimer,≤100,1
306380613272328,Zetu Furniture,These ads ran without a disclaimer,≤100,1
1626877920864508,Vodafone Foundation,These ads ran without a disclaimer,≤100,28
173771992497262,RenuTek,These ads ran without a disclaimer,≤100,1
101034006287116,MDPI Books,These ads ran without a disclaimer,≤100,3
174936192564972,Kitengela,These ads ran without a disclaimer,≤100,1
1753025108060815,Esther Muchemi,These ads ran without a disclaimer,≤100,2
560960400675158,Genesis Sports Limited,These ads ran without a disclaimer,≤100,1
628254923858253,Swedish International Agriculture Network Initiative,These ads ran without a disclaimer,≤100,1
106761561841355,Hon.Vivian OWINO,These ads ran without a disclaimer,≤100,1
101000551762161,Sir. K,These ads ran without a disclaimer,≤100,1
108705198880292,The Oracle,These ads ran without a disclaimer,≤100,3
132653604152976,Amuna Misso Tv,These ads ran without a disclaimer,≤100,2
332434386121,Accountability International,These ads ran without a disclaimer,≤100,5
2323580744370648,School Try,These ads ran without a disclaimer,≤100,1
104025888990100,The Hustler Loan,These ads ran without a disclaimer,≤100,1
100609448986524,Nickie’s Collection,These ads ran without a disclaimer,≤100,1
109417821513329,Mama Mwiko,Paul Patrick Kariuki Chege,≤100,1
112266598269311,Fighter Jets,These ads ran without a disclaimer,≤100,1
102702918965443,Salik New,These ads ran without a disclaimer,≤100,1
423407184516658,"Hon. Magerer Langat , OGW",These ads ran without a disclaimer,≤100,1
245105287402836,Sheikh Anis Musa,These ads ran without a disclaimer,≤100,1
1814207775556201,Popular Everything,These ads ran without a disclaimer,≤100,8
274747559049795,Landfill Justice,These ads ran without a disclaimer,≤100,3
111276685215448,Dr Kim Herbals,These ads ran without a disclaimer,≤100,1
105265212189120,Ke Politics,These ads ran without a disclaimer,≤100,1
524039141093587,Adede Adede,These ads ran without a disclaimer,≤100,1
102280549364572,Kennedy Kiprono,These ads ran without a disclaimer,≤100,1
520639961303602,Nature Middle East,These ads ran without a disclaimer,≤100,3
104510731675834,Soundclub Mag,These ads ran without a disclaimer,≤100,2
102627065348127,The Aid Files,These ads ran without a disclaimer,≤100,2
144858089034875,Kudos: Science needs Stories,These ads ran without a disclaimer,≤100,5
197541170108035,Esther Maina,These ads ran without a disclaimer,≤100,3
111450351773480,Justice Sila Owiti,These ads ran without a disclaimer,≤100,2
0,Instagram User 3504035029,These ads ran without a disclaimer,≤100,1
100910104737405,"Zhejiang Zenbo Intelligent Machinery Co.,Ltd.",These ads ran without a disclaimer,≤100,2
104378857660756,StateOfMatTR,These ads ran without a disclaimer,≤100,3
106955898322333,ANCO Technologies,These ads ran without a disclaimer,≤100,1
119596696100434,SWEET PLUS KENYA,These ads ran without a disclaimer,≤100,1
119394834480855,African Positive Unity,These ads ran without a disclaimer,≤100,2
103032429019645,Dr. Reginalda Wanyonyi,These ads ran without a disclaimer,≤100,1
111716623598451,My walk with God,These ads ran without a disclaimer,≤100,2
100151016279664,CHW 2023 Symposium Liberia,These ads ran without a disclaimer,≤100,1
105245952361076,Speaker-Muranga County Assembly,These ads ran without a disclaimer,≤100,4
107889699049753,Doctor nyuki 0796750204,These ads ran without a disclaimer,≤100,1
106113832163636,KEGMA TV,These ads ran without a disclaimer,≤100,1
107576601389939,Hon Obeche for MCA Waitaluk 2027,These ads ran without a disclaimer,≤100,1
100171902137749,Hope Consortium,These ads ran without a disclaimer,≤100,3
105575195043052,History101 Stories,These ads ran without a disclaimer,≤100,9
109766015195694,Kebenaran tanah Dua Masjid Suc,These ads ran without a disclaimer,≤100,1
601235866602584,Reformed Perspective,These ads ran without a disclaimer,≤100,9
106748801228154,Get Up Girl,These ads ran without a disclaimer,≤100,6
144494812078066,Maina Wakabura,These ads ran without a disclaimer,≤100,1
140556749292891,National Library of Israel,These ads ran without a disclaimer,≤100,2
100569738086853,AZLAN  CK,These ads ran without a disclaimer,≤100,4
474588795895313,Getafe C.F.,These ads ran without a disclaimer,≤100,3
122601897839146,Stone Soup Leadership Institute,These ads ran without a disclaimer,≤100,2
1575158776116245,Naija Inequality News,These ads ran without a disclaimer,≤100,4
287381794454357,Franniks Live-In Properties,These ads ran without a disclaimer,≤100,1
108493918296392,John M. Mburu Foundation,These ads ran without a disclaimer,≤100,1
333246690343865,Emmanuel Corels Tech Blog,These ads ran without a disclaimer,≤100,2
101743728562983,Kwa Ndege Ya Badi,These ads ran without a disclaimer,≤100,1
366941060700822,Sinopec in Saudi Arabia,These ads ran without a disclaimer,≤100,6
863132847189517,Гражданство ЕС - Aristipp,These ads ran without a disclaimer,≤100,1
635368329838521,HAKI Africa,These ads ran without a disclaimer,≤100,1
459337511082320,Siloam Ministry,These ads ran without a disclaimer,≤100,1
100789633316082,Francis Gaitho,These ads ran without a disclaimer,≤100,1
1747956948592119,Visit 2 Israel,These ads ran without a disclaimer,≤100,3
423403594759332,Dragon Pathology Ltd,These ads ran without a disclaimer,≤100,3
107970421581465,fragrancedeastafrican,These ads ran without a disclaimer,≤100,1
102910055927997,Abdourazak Ali,These ads ran without a disclaimer,≤100,2
915539515298272,Visa & Immigrations Updates,These ads ran without a disclaimer,≤100,1
546054775921153,"Gleneagles AWARE Hospital, LB Nagar, Hyderabad",These ads ran without a disclaimer,≤100,1
388654644900925,ISC3 - International Sustainable Chemistry Collaborative Centre,These ads ran without a disclaimer,≤100,3
111168047103090,Michuki Technical Training Institute,These ads ran without a disclaimer,≤100,1
418761721542932,PIPES International,These ads ran without a disclaimer,≤100,1
114886828148570,cootiffany,These ads ran without a disclaimer,≤100,1
104634795727279,Sookoob Media,These ads ran without a disclaimer,≤100,1
102441058153107,Dreame-Love-twice,These ads ran without a disclaimer,≤100,3
159255657260789,doctor nyuki,These ads ran without a disclaimer,≤100,2
1999891286805672,Dr Nkosi Zulu,These ads ran without a disclaimer,≤100,1
149290745229517,Online Hate Task Force,These ads ran without a disclaimer,≤100,23
590456374764141,Hon Said Twaha Mohammed,These ads ran without a disclaimer,≤100,1
1040699579451045,Dismas Leshan,These ads ran without a disclaimer,≤100,1
337406863753821,Little Stars Junior School Kiembeni,These ads ran without a disclaimer,≤100,1
102326065956085,Pop Aircraft,These ads ran without a disclaimer,≤100,1
1003314650058987,Kazi ni Kazi Respect it.,These ads ran without a disclaimer,≤100,1
112121723909662,Smollan 1931,These ads ran without a disclaimer,≤100,1
109627618546880,Millions Aircraft,These ads ran without a disclaimer,≤100,1
7382473689,Al Jazeera English,These ads ran without a disclaimer,≤100,1
104141168155115,Joshua Amara,These ads ran without a disclaimer,≤100,1
102354631953160,"Celia Shahnaz, Candidate for IEEE WIE Committee Chair-Elect, 2022",These ads ran without a disclaimer,≤100,2
102165764602445,Young World Federalists,These ads ran without a disclaimer,≤100,1
102955945314604,Wanderlust with Sylvia,These ads ran without a disclaimer,≤100,2
1767102436740022,Yannick Bery,These ads ran without a disclaimer,≤100,3
1476064709276269,My Period is Awesome (MPIA),These ads ran without a disclaimer,≤100,1
92288319748,Global Peace Index,These ads ran without a disclaimer,≤100,4
755360694556328,The Conversation Africa,These ads ran without a disclaimer,≤100,1
110431427159816,Keren Kayemeth LeIsrael - Jewish National Fund,These ads ran without a disclaimer,≤100,1
108214532179714,Inland Motors Mombasa,These ads ran without a disclaimer,≤100,1
1420669841276754,Hon/d.r Shadrack Mwiti Ithinji,These ads ran without a disclaimer,≤100,1
107563392254083,Fred Sankale Snr,These ads ran without a disclaimer,≤100,1
101229819148814,Reen Records,These ads ran without a disclaimer,≤100,1
110861658082667,Planet One,These ads ran without a disclaimer,≤100,1
1041716372514957,Krest Eye Wear,These ads ran without a disclaimer,≤100,1
266790296879,Bloomberg,These ads ran without a disclaimer,≤100,5
1107144229302725,Gera-show  - ጌራ ሾው,These ads ran without a disclaimer,≤100,2
89529786318,Elizabeth Glaser Pediatric AIDS Foundation,These ads ran without a disclaimer,≤100,3
107760345036235,Skyniks Electronics Ltd,These ads ran without a disclaimer,≤100,1
113213994719612,Hon Tawakal Ibrah,These ads ran without a disclaimer,≤100,2
101791082178391,only1jood,These ads ran without a disclaimer,≤100,2
103088839785488,Television Viewers and Radio Listeners Association of Kenya,These ads ran without a disclaimer,≤100,2
731852620204647,Monty's Glow,These ads ran without a disclaimer,≤100,1
108690971871724,Nesh_kenya,These ads ran without a disclaimer,≤100,1
215342345224419,2chanuane,These ads ran without a disclaimer,≤100,1
108098627471997,Munyiri,These ads ran without a disclaimer,≤100,1
106749458352222,afrikanizm_artgallery,These ads ran without a disclaimer,≤100,1
108148958352704,Travelers Spot,These ads ran without a disclaimer,≤100,27
279945578545141,AI Ask - App Powered by Chatgpt-4,These ads ran without a disclaimer,≤100,1
30954968553,Smithsonian’s National Museum of the American Indian,These ads ran without a disclaimer,≤100,1
1937146806314136,madgicx.com,These ads ran without a disclaimer,≤100,1
844386315584131,Volvo Construction Equipment,These ads ran without a disclaimer,≤100,3
351687753504,Tottenham Hotspur,These ads ran without a disclaimer,≤100,1
100743352536806,G H M Realtor,These ads ran without a disclaimer,≤100,1
105107655304285,Viutravel Ltd,These ads ran without a disclaimer,≤100,1
289438877588582,Hillary Ngetich,These ads ran without a disclaimer,≤100,1
106194765887398,Dr baba nyuki+254794105527,These ads ran without a disclaimer,≤100,2
105142958765578,green.zanzibar,These ads ran without a disclaimer,≤100,1
106712808491049,Travelpedia,These ads ran without a disclaimer,≤100,2
321247821614924,Hope Carpenter,These ads ran without a disclaimer,≤100,6
254916483042584,Kemifrapid1,These ads ran without a disclaimer,≤100,2
592080474231248,Impact Chefs & Hospitality Academy,These ads ran without a disclaimer,≤100,1
200513860024832,Christian Health Association of Kenya (CHAK),These ads ran without a disclaimer,≤100,1
800966353274558,Sam Egube,These ads ran without a disclaimer,≤100,2
747893688740265,GovernorMititi046,These ads ran without a disclaimer,≤100,1
