Page ID,Page name,Disclaimer,Amount spent (PEN),Number of ads in Library
107204894072263,Ursula Moscoso Martínez,Ursula Pilar Moscoso Martinez,4877,13
106775297428865,Isabel Manrique,Isabel Manrique,4876,60
106862425158901,Luis Iberico - La Molina,Luis Carlos Antonio Iberico Nunez,4847,55
788224157932925,Oscar Cabrera,Lizbeth Rojas Quispe,4837,104
354279831422895,Washington Capital,These ads ran without a disclaimer,4829,31
104553148864531,Diego Mora Olivares,Diego Sebastian Mora Olivares,4828,137
108063927782769,Raquel Medina,Franck Ray Orosco Valverde,4817,11
455802295156178,Nuestramerica TV,Crhistian Jorge Peralta Ramírez,4816,306
267808866956706,Pedro Angulo,David Dávalos,4814,27
248986568895243,Speechify,These ads ran without a disclaimer,4811,9
161024241267665,Julio César Silva Meneses - Abogado,Julio César Silva Meneses,4792,122
456858074508608,Jheydi Quiroz Palacios,Jheydi Quiroz,4791,40
165365681856956,José Antonio Alvarado,Jonathan Cesar Sanchez Cuya,4774,12
1593009867670226,Terminantemente Prohibido VOTAR basura,Jose Fernando Espinoza Sinche,4761,35
101645565076595,Enrique Alva,Tracy Mayuri Guillen Montalvan,4750,46
346354539205278,Abel Bolaños - Victoria Nacional Tacna,Margarita Victoria Herrera Bendezu,4725,167
112105850263842,Carlos Anderson,Maria Alejandra Palacios Zavaleta,4701,31
257921784254554,UNICEF Perú,These ads ran without a disclaimer,4657,27
2115747855314930,Guillermo Aliaga,Guillermo Aliaga,4642,82
762710470597362,Contigo Callao - Movimiento Regional,Yo estoy Contigo Callao Movimiento,4641,30
389976681048925,ECMIA,Enlace Continental de Mujeres Indígenas de las Américas,4589,12
102888271514518,Mónica Guillen Región Ica,Mónica Guillen,4584,58
914172832010008,Freddy Vracko - Tigre Rojo,Freddy Alvaro Vracko Metzger,4547,59
1681728522087292,Augusto Arce,Jose Augusto Arce Paredes,4524,86
524687577593259,Alejandro Narváez Liceras,Juan Carlos Tarazona Cabello,4519,26
107507580716294,Leslye Lazo,These ads ran without a disclaimer,4516,3
1475371999164016,Julio Carbajal,Julio Victor Carbajal Romero,4510,93
508793719278598,Sandra Gutierrez Cuba,Christian Bexi Portuguez Cuzque,4509,56
100356711460057,Richar Bacon,Richar Eli Bacon Terrones,4509,28
103871541689984,Edilberto Salazar Zender,Jhon Jheiman Torres Cahua,4491,28
108231127791397,Edson Flores,Edson Ramon Flores Castillo,4480,31
100257651988705,MediFast L&M,MediFastL&M,4477,159
109312634232473,Víctor Yañez - Jesús María,Victor Jose Yañez Ferreyros,4475,15
100514492342405,Gabriel Madrid Unidad Regional Piura,Gabriel Antonio Madrid Orue,4453,81
1433417963605140,"Fabiola Morales Castillo, NARRA Y OPINA",Fabiola Morales Honestidad,4442,8
108246298065913,HUAPRI - Huánuco Primero,Yosip Carlos Yauyo Torres,4440,141
101876155342702,Asociaciones de Marketing y Publicidad,These ads ran without a disclaimer,4435,1
233943790279421,Jaime Salomón,Jaime Salomon,4425,37
164279580947190,Victor Mantilla,Miguel Angel Anticona Pérez,4411,123
100567791707545,Dr Omar Cuadros,Omar Tito Cuadros Iparraguirre,4393,37
575331922833085,Guillermo Castañeda,Guillermo Leon Hart Castañeda Espinoza,4391,41
103632004923753,Leo Salluca,Leo Salluca,4388,40
106894275272217,Julio Tovar,Adelante Peru,4383,21
101098644698840,Cesar Murillo a la Region 2022,Cesar Murillo,4372,21
192928358020129,Carlos Calderon Leadership Coach,Carlos Enrique Calderon Carvajal,4368,40
100265355096831,Imperio: Rising Civilization,These ads ran without a disclaimer,4368,13
100535786188317,Piura lo dejo a tu criterio,Lucho Neyra del Reloj,4358,21
359546954522942,Miguel Ángel Bartra Grosso,Miguel Angel Bartra Grosso,4330,59
105210448739138,Unidos Al CamPo - Morauac,Javier Hernández Castillo,4309,120
112804208065434,Jhonel Leguía 2022,Boris Huerta,4260,58
1339743212731959,Jean Paul Granados,Enrique Godofredo Vildoso Alvarado,4259,36
197915158409,Amnistía Internacional Perú,These ads ran without a disclaimer,4231,2
1165330606976450,Eduardo Azabache,Mauricio Renato Huaman Huaman,4227,58
128400214531888,PPP Partido Patriótico del Perú,Herbert Caller Gutierrez,4222,26
109186465355018,Las Lilas - Perú,Las Lilas,4179,116
282226805139684,Janet Cubas,Janet Cubas,4178,16
104889224894359,Katherine Ampuero,Katherine Ampuero,4167,16
106854614088402,Pepe Luna Morales,Jhonatan Alfredo Flores Cuya,4161,1
1691960551107938,Dra Arcelia Rojas Salazar,Dra Arcelia Rojas,4159,23
501281283413954,Andrés Alcántara Paredes,Ronaldo Jeanpierr Oyola Gomez,4151,70
100464138644765,Jesus Laura,Jesus Fredy Laura Tarqui,4149,42
968065063270042,El General Cluber,Cluber Fernando Aliaga Lodtmann,4136,28
476135769885006,Eloy Chávez Hernández,Holger Omar Sacramento Zubiate,4114,12
1072578546139663,Teoría de la unión de los 5 continentes,Josue Balta Portella,4113,17
172896206674730,Trabajo más Trabajo - Chepén,Carlos Moncada León,4111,57
1643625532431014,Karol Paredes,Pamela Isuiza Lopez,4100,67
347630472026862,Jose Gallo,Jose Antonio Gallo Pedemonte,4052,20
104118211629500,Varinia Moreno Córdova,Varinia Marlene Moreno Cordova,4044,49
1600213560208605,Municipalidad Provincial de Huánuco,Luis Mijail Ursula Carrillo,4038,80
105566838477273,Leonor Carolina Romero - Abogada,Julio César Silva Meneses,4037,85
106846268009745,Margarita Rodriguez,Margarita Elena Rodriguez Alfaro,4033,16
1850708491662790,Jose Ignacio Beteta,Jose Ignacio Beteta,4018,50
113782826844292,Carlos Rubio - Página Oficial,Donatilde Eusebia Cieza Diaz,4008,77
1413556535603177,Raúl Díaz Pérez,Italo José Quispe Lévano,4000,2
110030884769294,"Maestro mayor Catemaco ""El Jaguar Negro""",These ads ran without a disclaimer,4000,4
109019574560600,Aula Gaceta,Gaceta Jurídica S.A.,3993,4
102507351695892,Ing. Angel López Panduro,Angel Augusto Lopez Panduro,3983,54
107865304679322,Los Amigos de Yonhy Lescano,Julissa Fanny Begazo Guevara,3982,32
103568711737392,Carlos Chumpitaz,Carlos Eduardo Chumpitaz Camacho,3943,41
101533301762915,Teresa Solano - Junín,Teresita de Jesús Solano Corzo,3930,62
115982294432131,Noticias Perú,Daniel Eduardo Salazar,3922,44
101263652567230,Jabier Julón - Alcalde de Bagua,Esteban Villanueva,3917,124
216284595086378,Dakar Tattoo,Orlando Thyr Cabrejos Espinal,3913,38
621241797959966,Martha Baldeon,Danny Baldeon Remuzgo,3900,43
243790482299542,Grupo AUGE Capacitación Docente,Ronald Avellaneda Montenegro,3881,1
1008187859227791,Enrique Ocrospoma Pella,Luis Enrique Ocrospoma Pella,3870,22
104224472293047,José Luis Huamaní,Esther Lucero Nacari Bellido,3857,34
1079743815448235,Glencore,These ads ran without a disclaimer,3857,14
106700468461409,Dr. Sergio Vargas,Segundo Sergio Vargas Armas,3849,67
102448318383501,"Roger Guevara, Siempre Contigo",Roger Ercilio Guevara Goñas,3833,50
102585367941782,Rafael López Aliaga,Renzo Cossio,3829,6
107762171610303,George Podemos Perú,Javier Antenor Moreno Crisostomo,3829,71
1791128044254026,Colegio Thomas Cranmer,Wilmer René Chipana Gallegos,3826,70
544732736023645,Consejo Privado Anticorrupción - CPA,Consejo Privado Anticorrupción - CPA Perú,3824,137
102398671887651,Martin Teixeira,Martin Amado Rivas Teixeira,3821,53
47446118027,Ollanta Humala Tasso,Blanca Rosales Valencia,3805,10
996199500463446,Rosa Bautista,Mery Nataly Gonzales Enriquez,3780,6
103042412591234,Ciro Castillo Gobernador del callao 2023,Chalacos con Ciro Castillo,3776,16
137727683515281,Cristofer Barrionuevo,Cristofer Ronal Barrionuevo Romero,3767,74
1210480918975729,ExitoFem,These ads ran without a disclaimer,3740,4
102796585908970,Rolo Alcalde de Los Organos - Región Para Todos,Jose Rolando Paiva Chulle,3737,35
101924456538234,Sociedad Nacional de Industrias,Sociedad Nacional de Industrias,3737,28
1075868419162986,Enrique Delhonte,Etiene Tanja Melissa Henriquez Cortez,3737,45
679625102104015,Javier Cornejo,David Maccriber Yarasca,3732,19
111946828036314,Lucio Deza,Silvia Cecilia Zambrano Esquivel,3721,22
101446731993982,Luis Ángel al Congreso 2021,Diego Hugo Lombardero Lamas,3714,22
116376803134045,Rosangella Barbarán,Rosangella Andrea Barbaran Reyes,3712,19
101910585925308,Gaston García Pizango,García Pizango Gaston,3710,53
114696193780931,Manolo Garcia Correa,Jordan Robledo Rojas,3693,24
414139832118173,Ciro Castillo - Callao,William Jeferson Huanuco Ayala,3688,30
101298004612980,Barragán - Revalora Provincial Arequipa,Denis  Elias Ticona Asto,3688,45
2214007778856477,Judith Laura - Oficial,judith Laura,3678,45
101221585304943,Manuel Ato,Manuel Antonio Ato Del Avellanal Carrera,3668,3
474392346103738,RCR Red de Comunicación Regional,Red de Comunicación Regional,3635,131
101018408049570,Franco Salinas,Franco Salinas,3634,33
719853864726295,Mindvalley,These ads ran without a disclaimer,3631,62
100292211941140,Andres Sotil 19,Vicente Cuaresma Escudero,3627,9
1727280190891954,FRANCE 24 Español,These ads ran without a disclaimer,3615,114
102098544497318,Alfredo Perez,These ads ran without a disclaimer,3590,31
103775971899564,Asociación Emprendedores Jóvenes del Perú,These ads ran without a disclaimer,3575,11
101692792761601,Roger en el Corazón del Pueblo,Roger en el Corazón del Pueblo,3575,31
248491675809603,Zenaida Solís,Erick Vega Agreda,3567,29
266790296879,Bloomberg,These ads ran without a disclaimer,3560,14
776498802704340,Piura Denuncia,Piura Informado,3552,6
105099615091317,Perú La Única Opción,These ads ran without a disclaimer,3547,47
100147945712140,Sandra Terrones,Guillermo Martin Nieto Polo,3540,38
377126002943328,Reconstrucción Nacional,Estefany Rodríguez,3519,12
352924605796286,Héctor Espinoza,Nicolas Puma,3517,28
105073931468070,Jorge Del Castillo Pretell,Jonathan Salazar Aguilar,3509,13
101382872505878,Dennis Sánchez,Dennis Sánchez,3502,49
475157512880993,Lucho Neyra León - Gobernador Regional,Alen Saavedra Lopez,3501,35
104482648777666,William Andrade Renovación Popular,Jose Luis Gomez Nunura,3499,27
1321713074657834,Jorge Nieto Montesinos,Jorge Nieto Montesinos,3498,21
163612560674668,Mario Quispe,Wilver Quispe Ramos,3493,45
104856948415807,Alerta Perú,These ads ran without a disclaimer,3490,9
393774177491180,Angelica Apolinario,Luz Angelica Apolinario Llanco,3473,30
107854269243024,Cámara de Comercio de Lima,These ads ran without a disclaimer,3439,12
359546954522942,Miguel Ángel Bartra Grosso,Miguel Ángel Bartra,3431,42
101546698904987,Carlos Paipay Quispe,Kassandra Nahomi Rivera Naquiche,3426,14
558713311158657,Jesús Gálvez,Jesus Galvez,3424,22
111942100714385,Lucho Sarango Seminario,Luis Alberto Sarango Seminario,3417,85
996199500463446,Rosa Bautista,Jhonatan Alfredo Flores Cuya,3389,5
108289588086058,Comunismo Jamás,Luis Dianderas Caceres,3374,18
100692322242812,Mag. Juan Carlos Collado Felix,Mag Juan Carlos Collado,3365,93
104774481450085,La Mendoza K12,Leonardo Benjamin Castro Pozo Chavez,3339,65
495706950531442,Pepe Feria,Maria Marleny Elias Amaya,3328,33
1671834356419198,Marco Curi,Marco Curi Perales,3326,13
426181770907400,Reymundo a la Región 2023,Lizbet Maria Guzman Coveñas,3318,38
28312410177,World Food Programme,These ads ran without a disclaimer,3315,135
101486158619208,La MISKI Al  Congreso,María Jesús Rodríguez Nuñez,3301,49
114428030003661,Alex Flores Ramírez,Alex Randu Flores Ramírez,3279,17
100451933698060,AdVenture Communist,These ads ran without a disclaimer,3267,10
103763809166138,Recuperemos Comas con Jean Paul,Enrique Godofredo Vildoso Alvarado,3246,14
102607718645901,Pepe Luna SJL,Gerald Alberto Mejía Vásquez,3234,3
346829165513127,Compromiso Médico por el Perú,Cesar Alvaro Rondón Quispe,3215,22
124798269778318,Celia Prado,Martinez Marin Paulo Sergio,3211,92
145220629400405,Julio Hancco,Eloy Díaz,3191,30
104023934870147,Leyda Rimarachín,Frank Jhonatan Chappa Vega,3191,32
535746646451751,Clindt Silva - El Maicito,Jerick Javier Bernabé Medina,3186,48
455802295156178,Nuestramerica TV,Peter Deniss Salguero Contreras,3185,123
138450812846639,Omar Marcos Arteaga,Wilder Gabriel Perez Cribillero,3182,11
105340368194329,Robert Marquez,Jairo Marquez,3176,52
101141151981362,JC Mercado,Juan Carlos Mercado Torres,3170,138
46192356440,ESADE Executive Education,These ads ran without a disclaimer,3167,33
105566621000561,Juntos en otra victoria,Bruno Eduardo Marin Jiga,3161,12
100279236082621,Manuel Masias,Miguel Angel Torobeo Tapia,3157,9
104288891533901,Wilson Barranzuela,Wilson Barranzuela,3155,4
101857169194882,Ing. Luis Gamarra Alor,Carlos Alberto Narvaez Moreno,3150,25
105601722292574,Uceda - Alcalde de La Molina,Antonella Maria Castellano Albarracin,3122,24
650993505514084,Jherson Atoche Chunga,Jherson Jose Atoche Chunga,3108,37
100112368695046,Verdad Milanesa,Racso Gerardo Guillermino Miro Quesada,3106,24
103192204884175,Américo Gonza - Congresista de la República,Martha Gonza Castillo,3100,61
103538452405221,Gonzalo Alegría,Gonzalo Ricardo Alegria Varona,3094,14
104398375749137,Que gane Miraflores,Jose Herman Quispe Córdova,3091,49
209162673317699,ManoBook,These ads ran without a disclaimer,3089,9
456811127844434,Juan Raúl Marticorena,Carlos Castro,3087,39
100741848690728,Marlon Alarcón,Marlon Kenny Alarcón Azplicueta,3079,5
575505765934800,Gleisy Alcalde Provincial,Gleisy López Bardales,3071,58
104528374283784,Manuel del Águila,Manuel Fernando Del Aguila Zuñiga,3049,59
587702834655258,Bernardo Pazo,Fabián Pazo Pazo,3046,56
114657958585623,Marco Falconí Picardo,Claudia Gabriela Padilla Arenas,3043,36
859016620874502,Guillermo Aguilar,Guillermo Augusto Aguilar Velasquez,3043,11
108786050805720,Milton Jiménez Salazar,Milton F. Jimenez Salazar,3041,16
377126002943328,Reconstrucción Nacional,Marvin Vila,3035,12
472058086186358,Ari Rivera,ARI-TELCH RIVERA DE LA CRUZ,3034,409
102697888990038,Luchito Lozada,Luis Manuel Lozada Morales,3030,16
1281361265323207,Partido Morado - San Miguel,Gobernemos Todos,3030,30
316564475960113,Estudio Jurídico Tarazona & Asociados,Diego Alberto Isla Yengle,3029,19
434564623297593,Feli Tocto,Felicita Madaleine Tocto Guerrero,3025,33
101893122623397,Marcos Huacasi Llavilla Consejero Regional,Marcos Huacasi Llavilla,3007,9
247968995742693,Podemos Perú - Áncash,Jhonatan Alfredo Flores Cuya,3000,1
1913645298646217,Podemos Perú - Loreto,Jhonatan Alfredo Flores Cuya,3000,1
267352327131230,Podemos Perú - Ica,Jhonatan Alfredo Flores Cuya,3000,1
107206171527221,Ocho Sur,Ocho Sur,2990,10
798204790542711,Johan Del Castillo Gamarra,Johan Del Castillo,2981,84
518272571603665,Yo También Tengo Algo que Decir,Paz y Esperanza,2976,38
369208709863495,Marité Bustamante,Marité Bustamante,2972,51
112895666830094,Leonor Chambi Palero,Leonor Avelino Chambi Palero,2965,27
588085644571203,Jesús Maldonado,Gerson Albujar Macedo,2964,23
482342095243763,Lucho Molina - Lima,Eliana Elizabeth Hilasca Montes,2963,17
256099911849191,Enrique Ocrospoma,Enrique Valos Alejandro Ocrospoma,2949,42
101472509142156,Albert Arenas,Alexander Ayme Huamán,2944,11
107054517695152,Pablo Ramos - Ancón,Pablo Cesar Ramos Ocaña,2935,72
497921403555219,FIELD,These ads ran without a disclaimer,2934,3
101297472043011,Candidatos Bicentenario Perú,Mylene Carol  Romero Goytendia,2928,25
282226805139684,Janet Cubas,Jorge Atila Arevalo Chilon,2920,8
101886319186224,La Tía Mary 2023 - 2026,Greyci Marjori Vela Alva,2916,30
105662292182481,Gina Casanova,Omar Mendoza Crestani,2907,18
106618782023204,Pepe Morey - Alcalde de Piura,MOVIMIENTO REGIONAL CONTIGO REGION,2895,29
112028457313495,El Campesino informa,El Campesino,2895,75
883608538372189,Cidap Perú,José Antonio Mangini Sánchez,2877,34
200478833663042,Land Rights Now,These ads ran without a disclaimer,2876,3
279850938750187,Politólogos Digitales,Politólogos Digitales,2828,35
113590961236330,Jairo Mena - Alcalde de Cutervo 2023 - 2026,Jairo Mena Tello,2825,10
110635768288466,Rohel Sánchez Sánchez,Jaime Jafet Flores Garro,2813,23
101472509142156,Albert Arenas,Romina Reyes Fernandez,2813,37
108650181979600,Leo Vilchez Acción Popular,Leonardo Edison Vilchez Fernandez,2812,22
543884139120889,Juan Carlos Díaz al Congreso,Juan Carlos Diaz Sanchez,2809,36
535746646451751,Clindt Silva - El Maicito,Jerick Javier Bernabe Medina,2803,16
1087427024663496,Omar Merino López,Merino Lopex Omar,2802,34
215285225265765,Carlos Huaringa,Carlos Huaringa,2784,114
142995982985590,Lucho Cardenas,Jorge Junior Bravo La Rosa,2783,18
100947848530320,Norith Grandez,Marden Navarro Rengifo,2780,13
153817774632826,Reacciona PIURA,Ricardo Vicente Sancarranco Navarrete,2778,38
108160061816608,Guido Meza - SMP,Luis Alberto Lub Flores Roldan,2775,82
157379095212374,Luis Alvarado.,Luis David Alvarado Duran,2774,74
106846268009745,Margarita Rodriguez,Lucas Fidencio Rodríguez Tineo,2769,12
494683000983271,Dr. Marco Ramos,Marco Ramos,2764,31
108192908235441,Yuli Romero,Victor Alejandro Castro Larenas,2761,50
283647955155472,Sigrid Bazan,Paul Kevin Puelles Cárdenas,2759,19
108108598533737,Hechos En La Calle,Hechos en la calle,2755,63
266879337299982,Jane Cuchilla JP1,Diego Alberto Crispin Paz,2754,29
595747177176077,Edmundo Del Aguila,Edmundo Del Aguila Herrera,2751,61
414139832118173,Ciro Castillo - Callao,Antonio Castillo Rojo Garcia Caballero,2750,18
110873748930241,Universidad Científica del Sur,These ads ran without a disclaimer,2744,1
100199365350176,Rosenith,Rosenith Pinedo Dávila,2738,11
111127384745285,Samuel Daza,Adderly Teyson Tafur Sanchez,2737,19
130592595555327,Renovación Popular La Libertad,Carlos Enrique Calderon Carvajal,2734,15
859489764089847,Mariano González,Rosa Elvira Guayanay Flores,2724,41
103595072243595,Sandro Acosta,Sandro Acosta Villavicencio,2724,127
109810631282054,100% Colectivo Ciudadano,Lucas Fidencio Rodríguez Tineo,2704,3
100156975930392,Maritza,Maritza Adela Diaz De La Cruz,2704,12
104015498308517,Edwer Tuesta Hidalgo,AUGE GROUP CORPORATION SAC,2693,3
101907558397704,Edilberto Robles por Ancash,Kelly Karen Cubeños Sanchez,2688,13
105853488326466,ONU Cambio Climático,These ads ran without a disclaimer,2680,2
107177257988205,Jesús Sandoval al Congreso,Jonathan Kenyi Granados Okahara,2678,26
101275882118397,Fredy Condorí,Julio Fredy Condori Flores,2675,21
111544567222627,Zósimo Cárdenas Muje - Gobernador Regional de Junín,Lazaro Mondargo Sergio Manuel,2674,13
107040088731467,John Muñoz Avendaño,Miguel John Muñoz Avendaño,2672,14
109635541561992,Enrique Hildebrandt,Jonatan Rodriguez Donayre,2672,35
104985902189588,Juan Díaz Amado,La Cholita,2669,32
107896899294086,Cnddhh Perú,CNDDHH,2663,22
229626673946,Miguel Mora,Ana Milagros Romero,2649,35
108771534158749,Willian Sánchez al Congreso,Daniela Nicole Ledesma Susanibar,2645,22
