Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
440666529642608,Marcelo Carrasco Carrasco,Cristian Sanhueza,490331,74
105141989175834,Kenssel Rojas,Kenssel Rojas,490045,19
538389140435235,María Candelaria Acevedo Diputada,Magda Lena,489982,18
632114610161424,Diputado Miguel Ángel Calisto,Miguel Angel Calisto,489150,24
386256451854450,Boris Briones Soto,Boris Edgard Briones Soto,489088,19
101239755801876,Teescuchamosafondo,These ads ran without a disclaimer,489023,5
106273251538336,"Fundación Vida, Salud y Ciencia","Fundación Vida, Salud y Ciencia",488940,24
109720901707052,Concejal Roberto Valenzuela Romero,Concejal Roberto Valenzuela Romero,488843,14
106388298106232,Rodriguez & Roldan Abogados,Eddy Nelson Roldán Cabrera,488716,10
1211991862276521,adidas,These ads ran without a disclaimer,488081,5
209111037783618,Irene Aguirre - CORE 2022,Luiz Alejandro Reyes Yañez,487934,16
401680316582113,Periódico de la Costa,PERIODICO DE LA COSTA,487729,25
108393744233770,Republicanos de O'Higgins,Republicanos de O'Higgins,487672,41
108080851328081,Maritza Quispe Aymara Constituyente,Maritza Patricia Quispe Medina,487276,6
1140435596103153,Asociación Chilena de Municipalidades,Asociación Chilena de Municipalidades,486772,10
100563185460744,Ivette Cheyre,Ivette Olivia Cheyre Serrano,486389,20
108434351025663,"Jorge Pomar, concejal por La Cisterna",Jorge Andrés Pomar Rodríguez,485114,38
116943450432370,Eugenio Urzua Concejal Romeral,Eugenio Urzúa Squella,485062,68
1573319222975103,Lorena Jardua Campos,Lorena Alejandra Jardua Campos,484726,18
101495958607276,Rony Acuña,Rony Acuña Alcalde,484530,25
110691713868415,Mauricio Donoso Colchagua,Mauricio Donoso Pavez,483969,33
666013387165480,Consultora Especializada CEDEB,Consultora Especializada CEDEB S.P.A.,483441,14
104974211343710,Optica RCE,These ads ran without a disclaimer,482996,1
109411900405974,Concejal Roberto Pino Seguel - Talcahuano,Concejal Roberto Pino Seguel - Talcahuano,482185,7
108800153834480,Salud y Prevención,These ads ran without a disclaimer,482126,8
169926080081716,Carolina Latorre Cruz,Carolina Paz Latorre Cruz,481824,19
105659381476563,Ignacio Cortés Flores,Ignacio Cortés,481717,45
1944036072538827,Alena Gutiérrez,Alena Gutiérrez Moreno,481638,14
100483798581516,Caro Tello Diputada,Carolina Andrea Rojas Tello,481335,18
107047751525835,Carlos Maldonado,Carlos Maldonado Curti,481265,48
34898474917,Esteban Velásquez Núñez,José Eduardo Velásquez Lizama,480819,18
102870651604606,María José Moreno,María José Moreno Martinez,480807,14
112193023567636,El Sanantonino,El Sanantonino,480741,7
245442865854724,Concejal Olivier Mellado,Olivier Jorge Mellado Rodríguez,479977,16
1659314997722483,Camilo Kong Pineda,Camilo Kong Pineda,479936,7
106580054753486,Krist Naranjo Gobernadora Independiente Región  De Coquimbo,Krist Pia NIcole Naranjo Peñaloza,479749,295
101366205020498,Fernanda Thompson Concejala,These ads ran without a disclaimer,479690,60
240842571163585,Jelincic Diputado,Candidatura Diputado Jaime Jelincic,479364,35
302952019881927,Cadem Online,Cadem Online,479342,33
111177597149818,Yerson Soto,Yerson Andrés Soto Venegas,479252,58
103870188640880,Roberto Giubergia V. Ex candidato al Senado por Los Rios,Roberto Alex Giubergia Valderrama,478951,21
105807418150234,MARCO DUQUE,Marco Antonio Duque Díaz,478262,35
1678416745801515,José María Hurtado F.,Jose Maria Hurtado Fernandez,478232,7
1387219591494657,Sebastián Farfán CORE Marga Marga,Sebastian Andres Farfan Salinas,477827,17
109082141501403,Ana María Bravo,Ana María Bravo Castro,477322,8
101046555312417,Domingo Lara,Domingo Lara,476965,23
681991325559848,Partido Republicano  Puerto Natales,Raul Guillermo Sonn Delgado,476366,14
1227134860759420,Soy Trabajador,These ads ran without a disclaimer,476200,4
104193818657952,Camila Bruna Diputada Distrito 13,Camila Bruna,476013,40
2139400196144708,Hermann Heyer Molina,Hermann  Rudolf Heyer Molina,475886,29
145679113990941,María Luisa Proust Concejal,Electo SPA,475767,31
104010254766000,Independientes No Neutrales,Camilo Andrés Undurraga Pinto,475420,16
110848670292660,César Riquelme Alarcón,César Riquelme,475000,30
314591312264571,Iván Cerda Alcalde,Ivan Cerda,474889,31
1447342118848920,Universidad Adolfo Ibañez,These ads ran without a disclaimer,474767,16
106423590853145,Fundación Ciudadanos en Acción,Bernardo Fontaine,474748,1
104102318380224,Daniel Oyarzo Vargas concejal,Daniel Esteban Oyarzo Vargas,474666,30
287885151275708,livetv.mn,These ads ran without a disclaimer,473429,2
103448174748810,Marcia Yañez Mendoza Siempre Contigo,Cristian Eduardo Arellano Orrego,473294,27
1954876834768941,Gustavo Alessandri Alcalde Zapallar,Gustavo Alessandri,473149,21
103898178712275,Entre Amigas,Azul María Del Sacramento Díaz Tomic,472690,44
105008308194486,Daniela Aldoney candidata convención constituyente D06,Daniela Aldoney - Candidata Constituyente,472640,4
2241589689235454,Horacio Lobos,Horacio Lobos,472070,72
104668318283169,El Profesor Luis Silva,La 975,471698,6
102749461731343,Julio Ñanco Antilef,Julio Francisco Ñanco Antilef,471371,30
277820653067818,Peyuchile,These ads ran without a disclaimer,470246,18
40580470358,Alejandra Oliden,Alejandra Ximena Oliden Vega,469811,14
68846675598,Jaime Mulet - Diputado por Atacama,Jaime Mulet - Diputado por Atacama,469213,25
300761430049010,I. Municipalidad de San Ramón,Brecha Digital Consultores Ltda.,468054,16
100604408715298,Francisco Ibieta 2021,Francisco Ibieta Asenjo,467606,31
101297831962505,Alejandro Araya Valdés,Hector Valdes,467489,19
719853864726295,Mindvalley,These ads ran without a disclaimer,466897,55
467219910754737,Contrateaqui,These ads ran without a disclaimer,466598,1
107782621749845,Colectivo Dignidad,Valesca Yaritza Gallardo Álvarez,466424,19
104121295010168,Alondra Carrillo Constituyente,Alondra Carrillo Vidal,466133,11
103206538390319,Gerardo González Águila - Concejal Puerto Montt 2021,Gerardo Esteban González Aguila,465905,17
1618694568424968,Corproa,These ads ran without a disclaimer,465731,15
100916888667257,Marcelo Malagueño Candidato a Alcalde de Castro,Marcelo Malagueño,465607,14
103702665059486,María Jesús Aceituno Castro Limache,Patricio Aceituno,465259,57
273581003534895,Felipe Méndez,Felipe Eduardo Méndez Guzmán,465168,37
101326581302605,Desafío 10X,Fundación 10X,464978,43
100591866060057,SocialClick Ads,Gerard Henri Joffre Pavez,464491,6
104180311502017,Iancu Diputado,Iancu Cordescu,464372,48
104914855349324,Chaman Mayor Guaicaipuro,These ads ran without a disclaimer,464250,3
104085155608596,Gilda_Mendoza,Gilda Mendoza,464192,25
102230465555963,Carlos Vega Ramos Diputado,Carlos Enrique Vega Ramos,464110,17
104447557852923,Carlos Gatica Villegas,Carlos Patricio Gatica Villegas,463899,16
106104564640821,Nelson Estay Molina,Nelson Fernando Estay Molina,463833,21
101876126200855,Gonzalo Vega Moreno Consejero Constitucional,Gonzalo Andres Vega Moreno,462665,25
1933753966906705,Jorge Alessandri Diputado,Jorge Alessandri Vergara,462014,4
343514842498972,Doctor Tomás Lagomarsino,Tomás Lagomarsino Guzmán,461870,13
1012566865456210,Paulo Bustamante Alcon,Paulo Bustamante Alcon,461317,7
107284594294657,Gonzalo Chacón,Gonzalo Chacón,460810,40
207821813286735,Tamara Aguilera Jopia,Tamara Thais Aguilera Jopia,460603,15
1246054595498165,Melt Pizzas,These ads ran without a disclaimer,460505,1
100506858723305,Marlenne Aroca Constituyente,Marianela Francisca Caneo Vilches,460301,16
101452095270704,Maria De Los Ángeles Flores R.,Maria De Los Angeles Flores Rodriguez,459496,41
100545382214269,Red para la Participación,Red Para la Participación,457355,5
103366838136846,Alo Dr. Carlo Pezo,Carlo Pezo,457153,8
112863284811655,Partido Alianza Verde Popular,Partido Alianza Verde Popular,456462,22
1371598689579424,Tere Marinovic Constituyente D10,Teresa Marinovic Vial,456110,14
305947686537807,Graciela Isla - Concejal Rancagua - Ecologista,Alvaro Isla,456103,24
105157851942192,Evelyn Zottele_DIPUTADA,Somos Nube,455486,14
1459408457500397,Bayron Martínez Ulloa,Bayron Alejandro Martinez Ulloa,455462,24
109729088340103,Enel X Way,These ads ran without a disclaimer,455402,2
101207028206587,Nathalie Joignant - Gobernadora RM,Nathalie Paulette Joignant Pacheco,455233,10
109582524820257,Luis Milla CORE x Tarapacá,Luis Domingo Milla Ramirez,454650,10
1595616994068235,Joaquín Lavín León,Arnaldo Emiliano Dominguez Vallejos,454122,9
307181769365390,El Concecuente,MiVoz.cl,453921,350
104472881470048,Jorge Naveas,Jorge Omar Naveas Bravo,452727,19
106408364622941,Todos Decidimos,These ads ran without a disclaimer,452565,11
104091048494909,Carola Cabeza Fuentes,These ads ran without a disclaimer,452518,6
287964921224974,Hernán Astaburuaga,HERNAN ASTABURUAGA,452242,52
107152958969232,Josefina Letelier,Josefina Letelier,452086,8
102603231857856,Irene Cortés Fuenzalida,Irene Cortes,451598,24
107972194941547,Carmen Ibañez Diputada 2021,Carmen Ibañez,450252,33
108112804114093,Dino Azulado. Cristóbal Andrade,Cristóbal Patricio Andrade León,450056,29
100364065560466,sm.abogadas,These ads ran without a disclaimer,450053,7
100114175429825,Exequiel Silva,Exequiel Silva,450000,19
108598721617201,Juan Marcelo Valenzuela,JuanMa Valenzuela Henríquez,449967,6
100397961912299,Julio Ignacio Bravo Villarroel,Julio Ignacio Bravo Villarroel,449965,29
107871078291520,Alex Bernhart Klagges Verdugo,Alex Bernhart Klagges Verdugo,449958,16
847595188913544,Avila & Asociados Karla Moya,Roma Express Chile,449938,3
104881918139369,Arturo Diaz Valderrama,Arturo Ignacio Díaz Medina,449575,46
102928531867972,Ricardo Martinez,Daniel Octavio Fuentes Busco,449539,18
1428784264086129,OIM Chile,Fernanda Eloisa Soto Mastrantonio,449493,8
108658540960865,Sixto González Talca,Sixto González Talca,449198,14
103411418661872,Eduquémonosfep2021,Esteban Alfredo Mamani Ramírez,448969,12
221672424584028,Karol Cariola Oliva,Karol Aida Cariola Oliva,448967,16
36740786362,Fondo de Cultura Económica Chile,These ads ran without a disclaimer,448605,58
398434140268167,Luis Santibañez Consejero,Sergio Andrés Álvarez Tapia,448235,12
102635655320437,Number Match - Logic Puzzle Game,These ads ran without a disclaimer,448081,29
233762397434329,Inversiones Security,Inversiones Security,447809,6
105689218040906,Jaime Navarro concejal 2021,Jaime Navarro concejal 2021,447552,6
133936760676740,Darío Molina,Darío Molina,447468,8
347465463025054,Lilayu Diputado,Sergio Antonio Willer Daniel,447217,17
101158505673687,Ximena Ampuero CORE,Ximena Del Pilar Ampuero Garcia,447093,35
186827610080913,Patricio Sanhueza,Patricio Sanhueza Guzman,446879,20
580663538777736,Consejo Minero,These ads ran without a disclaimer,446451,18
109665790369607,Psicólogo Carlos Vera,Carlos Alejandro Vera Vega,446159,46
457432584998919,DiDi,These ads ran without a disclaimer,445802,4
104551604906490,Marco Fuentes Cáceres,Marco Antonio Fuentes Cáceres,445583,41
105035861349515,Álvaro Diéguez Independiente,Álvaro Diéguez,445279,19
102613064995591,Esteban Quiroz - Candidato Constituyente Distrito 8,Socialfox,445138,9
541390972732127,Rodrigo Vera 2024,Consejero Regional Rodrigo Vera,444772,63
111787678215841,No Te Aproveches SalcoBrand,Yoel Bitran,444697,8
305068903291001,Alvaro Carter Diputado Distrito 12,Álvaro Jorge Carter Fernández,444079,18
285802245163038,Concejal Nicolás Alvarez Vargas,Héctor Nicolas Alvarez Vargas,444024,55
106426544625398,Paz Gajardo Daneri,Paz Marisol Gajardo Daneri,443500,9
1862097170678181,Alfredo Morgado Travezán,Alfredo Morgado,442767,18
102743374593510,Salfa Renault Trucks Chile,These ads ran without a disclaimer,442669,5
152662008656176,"Eric Riquelme Concejal, desde los barrios al concejo municipal",Eric Alexis Riquelme Sanhueza,441732,11
462538290554661,Eduardo Ibáñez Identidad Natural Para El Maule,These ads ran without a disclaimer,441570,9
1155616991165037,Cecilia Valdés León,Laura Natali Toro Lazo,440625,13
104914964720510,Marco Pérez Barría,Marco Pérez Barría,440515,18
102082022179741,"Paula Narváez Presidenta, La Reina",Pilar Valenzuela,440431,14
105672304612212,Cristian Pavez Herrera,Cristian Pavez Herrera,440422,5
108084693927598,Alcalde Gustavo Toro Quintana,Rodrigo Alberto Andree Muñoz Palma,440174,39
100473241877790,Bastian Alarcon Atenas Concejal,Bastián Gabriel Alarcón Atenas,439609,18
933640600045572,Municipalidad de La Florida,These ads ran without a disclaimer,439084,1
118176273427579,Martín Lecaros Por Pirque,Martin Alberto Lecaros Fernández,438776,37
111732297332871,Nelson Venegas Diputado,Nelson Venegas Diputado,438620,10
111025414710396,Carlos Parra Merino Diputado,Carlos Humberto Parra Merino,437778,26
245004027412380,Tabita Silva c15,Tabita Sarai Silva Leiva,437701,10
113753557416388,John Byrne CORE,Mario Patricio Fuentes Escala,437547,19
885870331759564,Agrupación te regalo una sonrisa,Ivens González Vásquez,437376,30
685342211479879,Core Franco Sabat,Core Franco Sabat,436960,17
1116171368434145,Allan Mckenzie,Allan Andrés Mackenzie Martinez,436673,9
100920822361338,Jorge Sepúlveda Consejero Constitucional,Jorge Alejandro Sepulveda Rosales,436622,6
116949097097967,El Alcalde del Apruebo,Alcalde del Apruebo,435451,28
795799943823203,EVoting Global,E-Voting Chile SPA,435004,13
274673253029093,Jorge Castro Diputado,Jorge Castro,434897,17
166651726694874,Becker,These ads ran without a disclaimer,434448,3
324331440760236,Alcalde Reinaldo Rosales Comuna La Florida,Reinaldo Rosales,434158,35
103098204496801,Fiscalía - Laboral,These ads ran without a disclaimer,433687,1
104151001721146,Colin Lincolao Constituyentes Escaños Reservados,Marcial Domingo Colín Lincolao,433658,38
101300045292335,David Kohn Concejal Maipú 2021,David Kohn Ortega,433449,36
637694816242870,Paul Carvajal - Arte & Madera,Candidatura Paul Carvajal - Alcalde,433315,39
109549237317172,El Baquedano,These ads ran without a disclaimer,433237,3
104865379653366,Guido Girardi,Gonzalo Rosas Barrenechea,433102,12
113905858293465,Guillermo Palacios Candidato,Guillermo Palacios Candidato,433072,30
1054255187985124,Patricia Hidalgo,Patricia Hidalgo,432883,27
110771804117835,Constanza Schonhaut,Catalina Andrea Muñoz Arriaza,431998,6
105047061481614,ManuelaRoyo,Manuela Royo Letelier,431339,28
108869408977516,Frutas De Chile,Frutas De Chile,431311,7
109061364890406,América CORE 2021,America Pilar Eugenia Caro Bruna,431263,23
105879048509341,Bastian Ordoñes CORE Santiago  6,Bastián Ordoñes Escorza,430820,25
110808104172345,David Vera González,David Esteban Vera González,430422,44
225559461529003,Salud Transparente,Marcelo Toutin,430392,3
108689020607707,Ricardo Cifuentes Lillo,Ricardo Cifuentes Lillo,429998,13
117602153172701,Nodomediostv.cl,Nodo Medios TV,429756,2
337164306331573,Cristian Medina Cea,Equipo Concejal Medina,429169,41
815623888560147,Renato Garin González,Renato Garin,429122,37
107914077486320,Espártago Ferrari,Espartago Ferrari,429042,78
653712998422159,Comunidad del Nuevo Centro,These ads ran without a disclaimer,429030,16
108757087381310,Álvaro Alarcón Jerez,Alvaro Alarcon Jerez,428984,78
157100694488131,Hector Pacheco - Consejero Regional,Hector Manuel Pacheco,428913,6
100154822069767,Tomás Kast,Tomás Kast,428870,3
273634836484205,Marcelo García Soto - Cautín,Jorge Marcelo Garcia Soto,428611,36
102338401795514,Edita Mansilla,Paz Belen Basaure Rivas,428575,34
1617605988569870,Concejal Andrés Dibán,Andrés Kebir Dibán Dinamarca,428520,32
34898474917,Esteban Velásquez Núñez,Esteban Velásquez Núñez,427723,28
109642021212894,Jorge Baradit Constituyente,Jorge Marcos Baradit Morales,427425,13
370974029697599,Alejandro Mondaca Caamaño Consejero Regional,Alejandro Caamaño,427263,33
1873735199526307,Alcalde Carlos Cuadrado Prats,Adrián Francisco Osses Flores,425924,11
148912831865161,Asociación de Industriales de Antofagasta - AIA,These ads ran without a disclaimer,425563,62
106009070857456,El Sureño,These ads ran without a disclaimer,425546,41
187989955031243,Andrea Guzman Herrera,Andrea Guzman Herrera,425109,36
105391738551822,Renato Hauri Gómez Diputado,Martin Jerez,424706,5
100311751995573,Bastián Labbé Constituyente Distrito 20,Bastián Esteban Labbé Salazar,423066,12
198592904947088,Estefany Tisi González Constituyente,Estefany Angela Paola Tisi Gonzalez,422163,10
637610997075313,Core Sebastian Vega Elgueta. partamos por casa,Sebastian Fernando Vega Elgueta,421907,12
103539884980112,Juan Moreno,Juan José Moreno Figueroa,421456,19
125373842193949,Mudanzas EcoMovers,These ads ran without a disclaimer,421238,2
101266412327234,Paula Arriagada - Diputada,Fundación Depierta,420521,13
100750355408342,Rebeca Pavez Constituyente Distrito 19,Rebeca Isabel Pavez Mery,420168,6
192316264161697,Agencia de Sostenibilidad Energética,Agencia de Sostenibilidad Energética,420168,5
107915241355348,María José Díaz,Maria Jose Díaz Becerra,420168,6
583470855134484,"Nibaldo Meza Garfia, Alcalde de Peñaflor",Nibaldo Meza,420071,16
113224417805856,"Viviana Montecinos S. Activista social, deportivo, medioambiental y cultura",Viviana Consuelo Montecinos Suazo,420000,22
100833175274557,Nuevo Trato,Nuevo Trato,420000,6
89619200094,Fundación Chile,Metrix Digital,419514,20
103112625481642,Alejandro Riquelme Ducci,Alejandro Riquelme Ducci,418628,7
106375678454388,Daniel Manchileo Zeballos,Daniel Manchileo Zeballos,418399,13
105987651817111,Andrea Iturriaga,Andrea Iturriaga,418005,12
108026370623911,"Grupo LCC, Arica y Parinacota",Pedro Paez Medina,417761,14
104452578320153,Mariela Córdova Concejal,Electo Chile,416853,25
107981168904669,José Antonio González P. - Consejero Constitucional,José Antonio González P. - Consejero Constitucional,416529,6
103583624734514,José Osorio Cubillos,Lester Maxwell,415209,44
101545025418562,Jorge Parra,These ads ran without a disclaimer,414876,12
103946604944773,Jorge Armando Navarrete Morales,Jorge Armando Navarrete Morales,414586,15
903218656402940,Raúl Fuhrer,Raul Fuhrer Sanchez,414322,17
281813642276062,"Seremi Medio Ambiente, Región del Biobío",Marcela Margarita Villagra Ambiado,413739,21
2241627812774263,Felipe Cruz - Alcalde de Recoleta,These ads ran without a disclaimer,413704,31
1679969185583291,Conexión Informativa Región,Conexión Informativa Región,413611,81
330084160505262,Gervoy Paredes Rojas,Gervoy Paredes Rojas,413473,4
102337485538724,SerenaBrass Producciones,Felipe Andrés Contreras Mondaca,413415,16
109661914790991,Carlos Araya,Carlos Araya Sandoval,413316,25
104067842061429,Cartes / Consejero Regional,Michel Enrique Cartes Zuñiga,413112,19
106688117765056,Marcelo Nuñez S.,Marcelo Eduardo Nuñez Silva,413006,49
1656369601251391,Rodrigo Contreras,Rodrigo Alexander Contreras Gutiérrez,412870,15
104866465231736,Gerardo Ureta Campos,Gerardo Esteban Ureta Campos,412019,31
