Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
383445851666296,Stockholm Free World Forum (Frivärld),Frida Granath,4224,30
435049055181,Kungliga biblioteket,Kungliga biblioteket,4222,8
140417992681511,Clowner utan Gränser,These ads ran without a disclaimer,4216,6
111639134083393,Elupproret Skåne,Moderaterna i Region Skåne,4216,12
127701727291068,Out-of-Bounds.se,Alexander Edsmyr,4211,8
104181562997680,Hundar Utan Hem,Hundar Utan Hem,4210,4
106576102741034,Icebug Official,These ads ran without a disclaimer,4209,10
804606209549561,Kristdemokraterna i Nynäshamn,Kristdemokraterna,4209,17
211935545011,ForskarFredag,Vetenskap & Allmänhet,4208,13
186325834774557,LT konsult fastighetsservice,These ads ran without a disclaimer,4205,7
1845878962347273,Fossilfritt Sverige,Fossilfritt Sverige,4205,18
1382312412074199,Jobba på Sveriges Radio,These ads ran without a disclaimer,4204,1
1477672839004767,Miljöpartiet de gröna Lindesberg,Miljöpartiet de gröna i Örebro län,4201,7
1424310757820037,Stödcentrum unga brottsutsatta i Danderyd Täby Vallentuna Vaxholm Österåker,Täby kommun,4201,3
2288480054805195,Zezzltd,These ads ran without a disclaimer,4201,1
131016210300095,Västervik Miljö & Energi AB,Fredérick Lindström,4200,7
100406220823609,Centeravdelning Jämjöbygden,Johan Genestig,4200,8
105739911550694,Axel Conradi sida,Moderaterna i Sundbyberg,4200,3
574374732658428,Centerpartiet Grästorp,Centerpartiet,4200,21
343971921861,Miljöpartiet de Gröna i Härnösand,Miljöpartiet Härnösand,4195,18
380571438992119,Jonas Hilmersson/ kd,Jonas Hilmersson,4189,24
105827328644686,Ludwig Mossberg - M,Mossberg Viktor Ingemar Ludwig,4189,17
296553441060,Länsstyrelsen i Jönköpings län,These ads ran without a disclaimer,4189,5
173953774654,Stockholms läns museum,Stockholm Läns Museum,4185,17
268270906542400,Bostadsrätterna,These ads ran without a disclaimer,4184,2
2040584879585191,Karl Frostensson,Karl Niklas Frostensson,4180,7
730439853643154,Centerpartiet i Bräcke kommun,Centerpartiet Bräcke,4179,18
597862750256874,Centerpartiet i Trelleborg,David Liljedal,4177,8
147504665865899,Medborgerlig Samling Västerbotten,Medborgerlig Samling Västerbotten,4174,15
357786130923316,Bong Touch of Taste,These ads ran without a disclaimer,4174,1
133498356708433,Heidelberg Materials Cement Sverige,These ads ran without a disclaimer,4173,15
226467394106626,Schnayderman's,These ads ran without a disclaimer,4173,5
111456765022862,Martin Prieto Beaulieu,Yasmin Elissa Jelassi,4166,10
116549525053325,Karlskrona kommun,Karlskrona kommun,4162,2
158239227647798,Centerpartiet Västerås,Centerpartiet Västmanland,4154,8
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,4152,76
1440977655944641,Kommunistiska Partiet Kalmar/Nybro,Karlsson Johan Stefan,4151,20
106626661743179,Johanna Hornberger,By Frojd AB,4150,7
109007605332519,Trygga Orten,Linköpings Stadsmission,4150,4
104202822949982,Miljöpartiet i Ludvika,Miljöpartiet de gröna i Ludvika,4149,14
643235122437264,Moderaterna i Tanum,Robert Dahlberg,4137,11
104335395143104,Kunskapsfesten Eskilstuna,Eskilstuna kommun,4136,2
109030109129243,Centerpartiet i Skåne,Obrant Andreasson Ola Georg,4135,4
442310166254107,Miljöpartiet i Grästorp,Miljöpartiet de Gröna Grästorp,4132,28
111861158372689,Attityd 65 Plus,These ads ran without a disclaimer,4131,13
114635243248690,LeoncitoGamercito,These ads ran without a disclaimer,4128,2
1933739360269672,Vänsterpartiet Vetlanda,Vänsterpartiet Vetlanda,4127,8
80386149597,ABF,ABF Sverige,4126,1
287105615119357,Utveckla Norrbotten - en del av Region Norrbotten,These ads ran without a disclaimer,4123,2
109573799125007,SSU Norrbotten,SSU Norrbotten,4121,4
1674435389437104,Fundler,These ads ran without a disclaimer,4116,2
386989381504270,Universitets- och högskolerådet - UHR,These ads ran without a disclaimer,4112,1
105509298972925,Lapplands Kommunalförbund - Lärcentra,Lapplands Kommunalförbund - Lärcentra,4112,2
438293093025882,Livsmedelsarbetare för Solidaritet,Johan Torgå,4106,9
232796320248907,Centerpartiet Lerums Kommun,Blomberg Robert Lars,4105,12
256926791030140,Moderaterna i Håbo,Erling Björn Karl Gustaf,4104,26
108650137584684,GRÄV NER - Stoppa luftkablar genom Sörmland,Magnus Molitor,4100,2
172964230195,Hallandsposten,These ads ran without a disclaimer,4098,13
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,4095,192
238831612961742,Kristdemokraterna i Ängelholm,Kristdemokraterna i Ängelholm,4091,5
8340223883,Avaaz,Avaaz,4080,5
254543154597970,Miljöpartiet i Stockholms stad,Miljöpartiet de gröna i Stockholms stad,4076,26
402476996541581,Centerpartiet i Halmstad,Jessica Geijer,4071,8
170276156377688,Miljöpartiet de gröna i Västerås,Miljöpartiet Västerås,4070,15
780303052060610,Hyresgästföreningen Uppland,Hyresgästföreningen Uppland,4068,3
337060178976,Fyrismoderaterna,Fyrismoderaterna,4061,2
1715633475356654,Liberalerna Salem,Liberalerna Salem,4060,15
169064693152120,Rojalistiska Föreningen,Rojalistiska Föreningen,4055,14
514540192030141,Finnboda & Finnberget i Nacka,Konstantin Cosmin Irina,4052,5
203635579652173,Unionen Stockholm,Unionen Sthlm,4051,2
1581187535257005,Amelie Tarschys Ingre - Liberalerna,Liberalerna Region Stockholm,4050,9
104315195453398,Ida Drougge - Lidingös riksdagsledamot,Ida Drougge,4047,11
200569549980939,8 SIDOR,These ads ran without a disclaimer,4047,3
737343579656732,Socialdemokraterna i Eksjö kommun,Socialdemokraterna Eksjö kommun,4047,23
976330185791507,Gleitmo Technik AB,These ads ran without a disclaimer,4046,2
316856411803681,Solenergi Norr AB,Tony Arnqvist,4046,5
2039675696311708,SETTLA LAW,These ads ran without a disclaimer,4045,12
222268331123427,International Campaign to Abolish Nuclear Weapons (ICAN),These ads ran without a disclaimer,4044,12
238970132826913,Svensk-kubanska föreningen,Svensk-Kubanska föreningen,4040,7
1641241669299423,DanCann Pharma A/S,These ads ran without a disclaimer,4034,3
298053177394356,Malin Forsbrand C Vaxholm,Forsbrand Malin Kristina,4033,75
109944187259056,Tillsammans För Kristianstad,Tillsammans för Kristianstad,4028,10
474985855890443,Vänsterpartiet Farsta,Vänsterpartiet Farsta,4028,23
68793499001,UNICEF,UNICEF with Facebook Ad Credits,4028,22
310114155694941,Oliver Rosengren (M),Moderaterna Kronoberg,4025,10
114873078542788,Svalorna Latinamerika,Svalorna Latinamerika,4022,4
1506548439589245,Indra Queer Trans & Tjejjour,Emilia Eriksson,4021,8
1483312788566822,Socialdemokraterna  I Askersund,Socialdemokraterna i Askersund,4021,16
114987895207522,Sparbanken Skåne,These ads ran without a disclaimer,4017,3
191784467622752,Kristdemokraterna Nacka,Kristdemokraterna Nacka,4014,15
150708874991347,GK Sverige,These ads ran without a disclaimer,4012,12
1941736302747070,Världens Chans,Världens Chans,4010,5
100950261734763,Vänstern i Svenska kyrkan - Haninge pastorat,Olofsson Lars-Johan Patrik,4008,19
146975975357378,Gudrun Sjödén Scandinavia,These ads ran without a disclaimer,4005,2
1581187535257005,Amelie Tarschys Ingre - Liberalerna,Amelie Tarschys Ingre - Liberalerna,4004,8
117541971653123,Svenska Kennelklubben,These ads ran without a disclaimer,4000,1
106317771008959,Centerkvinnorna i Sigtuna kommun,Andersson Ase Amandah,4000,4
181064249465312,Extinction Rebellion Sverige,Forsberg Peter Erik,4000,4
553931045056208,IT-säkerhetspodden,Erik Zalitis,4000,2
127234123962558,Heimstaden,Heimstaden AB,4000,1
147558329265545,Nätverket Försvara Strejkrätten,Westin Nils Gunnar,4000,1
254585641940,Huddinge kommun,These ads ran without a disclaimer,4000,2
371917622945364,Liberalerna Upplands-Bro,Per Johan Skånberg,4000,10
1419307421424959,Demokraterna,These ads ran without a disclaimer,4000,1
466655176776330,Miljöpartiet de gröna i Upplands Väsby,These ads ran without a disclaimer,4000,1
1338418379510026,Alliansen Skellefteå,Soldan Christina,4000,1
422674604503473,Forum Betong,Bogerius Carl David,4000,1
179541668770190,ICA Kvantum Signalen,These ads ran without a disclaimer,4000,2
142607819104649,Svenska Jägareförbundet,These ads ran without a disclaimer,4000,1
100256723362603,Liberalerna Skaraborg,Par Johan Johnson,4000,2
524292531054040,Hela Sverige skramlar,These ads ran without a disclaimer,4000,2
628830353891568,Centerpartiet Hallsbergs kommunkrets,Centerpartiet Hallsberg kommun,3999,3
135832473125141,Studieförbundet Vuxenskolan Värmland,Studieförbundet Vuxenskolan,3999,4
102274312337972,Vänsterpartiet Gislaved,Vänsterpartiet Gislaved,3999,9
821722141185412,Dagens industri Jobb & Karriär,These ads ran without a disclaimer,3998,1
133621973511840,Feministiskt initiativ Uppsala,Feministiskt initiativ Uppsala,3995,13
297546973785228,Vänsterpartiet Orebro Kommun,Vänsterpartiet Örebro kommun,3993,9
112252841465531,Giovanna Carlsson KD Tyresö,Magnus Carlsson,3990,12
289997044846820,Michael Ländin politiker,Sven Michael Ländin,3989,6
540529686027437,Danfoss Climate Solutions,These ads ran without a disclaimer,3988,9
108338684035851,Sverigedemokraterna Torsby,Sverigedemokraterna Torsby,3986,16
1656612354614415,Kristdemokraterna Mullsjö kommun,Kristdemokraterna Mullsjö kommun,3983,4
658788917546399,Kristdemokraterna i Falun,Kristdemokraterna i Falun,3979,14
121489607875162,Vänsterpartiet Växjö,These ads ran without a disclaimer,3976,8
299176253438463,Liberalerna Staffanstorp/Hjärup,Liberalerna,3976,26
208578946296070,Humana Individ & Familj,Humana Individ & Familj,3976,2
262296193624028,Folklistan,Folklistan,3963,7
143283482511278,Teater ONT,Niklas Åkesson,3962,49
768635819997392,Kristdemokraterna Trelleborg,Kristdemokraterna Trelleborg,3960,7
101837288924546,Muslimi,These ads ran without a disclaimer,3956,91
764538086974573,Kristdemokraterna i Trollhättan,Kristdemokraterna Trollhättan,3955,29
181280624436,Region Halland,These ads ran without a disclaimer,3954,3
1054156471404324,Erik Hultin - Centerpartiet,Erik Hultin,3950,6
345645504876,Miljöpartiet de gröna i Nacka,These ads ran without a disclaimer,3950,2
152060917636,ForumCiv,ForumCiv,3947,21
1728161607250919,Skyddsrumsspecialisten,Skyddsrumsspecialisten Sune Ström AB,3947,11
105414764853568,Vänsterpartiet Huddinge,Vänsterpartiet Huddinge,3939,16
118424491641760,Naturskyddsföreningen Väst,Carl Sebastian Thisted,3938,17
175266425941519,BizMaker,Ivares Helene Viola,3937,5
119884192749825,Allians för Norrtälje kommun,Allians för Norrtälje kommun,3931,2
811220945557718,Framtidsföretagen,These ads ran without a disclaimer,3930,11
635794263181146,Föreningen HEM,Föreningen HEM,3920,5
1901923636498747,Magped,These ads ran without a disclaimer,3919,11
535786626456496,Fisk - Fria liberaler i Svenska Kyrkan,Marcus August Alexander Romedahl,3919,7
287105615119357,Utveckla Norrbotten - en del av Region Norrbotten,Region Norrbotten,3918,4
140287071107,Riksteatern,These ads ran without a disclaimer,3917,10
438433826221219,Miljöpartiet de gröna i Avesta,Mediagruppen Dalarna AB - Bombini,3913,6
132777283539772,Ny Teknik,These ads ran without a disclaimer,3913,4
573954772674425,Miljöpartiet de gröna Jämtland Härjedalen,These ads ran without a disclaimer,3913,3
419339524766872,Vänsterpartiet Gävle,Vänsterpartiet Gävle,3911,13
1662175883994902,Bostaden Umeå,These ads ran without a disclaimer,3911,2
1420574148171554,Socialdemokraterna Tomelilla,Socialdemokraterna Tomelilla,3908,21
110813562940,Vision,These ads ran without a disclaimer,3905,11
1812332672371253,Barnafrid - kunskapscentrum om våld mot barn,Barnafrid,3903,7
101841229137272,Christian Orsing - Moderaterna,Carl Daniel Hugo Abrahamsson,3900,8
519630301396282,Moderaterna Norrköping,Johansson Simon Mikael Fredrik,3899,10
150552151724185,Stora Enso Skog,These ads ran without a disclaimer,3899,4
102333994491535,Sky sunset,These ads ran without a disclaimer,3898,1
175246926613931,Vänsterpartiet Ale,ANN-SOFIE HELEN HELLVARD,3897,7
184306701705324,Moderaterna i Örebro,Moderaterna i Örebro,3894,13
111886697188533,Christina Nyström Centerpartiet,Hanna Christina Jönsson Nyström,3887,8
1713964365553581,Sverigedemokraterna Botkyrka,These ads ran without a disclaimer,3877,5
244897208924797,Arbetet,These ads ran without a disclaimer,3872,3
567994010035766,Skatt är stöld,Mikael Nordin,3869,13
779710372081531,Sverigedemokraterna Ljusnarsberg,Sverigedemokraterna Örebro län,3869,8
305521340342729,USR Diaspora - Suedia,Uniunea Salvați România,3863,4
137994296365287,Ystadmoderaterna,Kevin Alexander Sundin,3862,7
844901095700157,Sverigedemokraterna Grums,Sverigedemokraterna Grums,3860,17
93774483456,SL,These ads ran without a disclaimer,3854,1
118093928247490,Moderaterna Partille,Moderaterna Partille,3854,26
31324801518,VisitCopenhagen,These ads ran without a disclaimer,3852,3
1393285394250365,Nordic Ukraine Forum,These ads ran without a disclaimer,3851,6
974807755917470,UR Lärare,UR,3850,13
162551727139730,PRO Pensionärernas riksorganisation,These ads ran without a disclaimer,3850,11
101306251619319,Rädda strömmingen i Stockholms skärgård,Elias Wästberg,3848,6
508562669167179,Socialdemokraterna i Arboga,Socialdemokraterna i Arboga,3848,22
120551208100018,Dala-Demokraten,These ads ran without a disclaimer,3845,8
107469805261099,Miljöpartiet de Gröna i Nynäshamn,Miljöpartiet de Gröna Nynäshamn,3843,20
171884817870,Lärarförbundet,These ads ran without a disclaimer,3839,3
194364095036,Frank Dandy,These ads ran without a disclaimer,3835,1
180210492010678,Nowa Kommunikation,These ads ran without a disclaimer,3828,3
155571757826400,Världen idag,These ads ran without a disclaimer,3827,22
103199811775277,Nej till marknadshyra,Bernhardsson Johan Fredrik Mattias,3827,7
1673337379425073,Kristdemokraterna Gnesta,Kristdemokraterna Gnesta kommun,3826,27
300489470143375,Johanna Rantsi,Johanna Christina Rantsi,3819,16
1863749160606168,Sebastians Tankar,Merlov Sebastian Alf,3812,7
287004323136230,Work Up,Västerbottens Handelskammare,3808,1
122037308191612,Make.org,These ads ran without a disclaimer,3805,1
439419836148910,Centerpartiet Botkyrka - Grödinge,Centerpartiet Botkyrka - Grödinge,3805,9
788657588008189,Moderaterna i Västerås,Rattfeldt Anders Gustav Victor,3800,8
341429539282770,Moderaterna i Falköping,MODERATERNA FALKÖPING,3800,11
666532766812900,News55,These ads ran without a disclaimer,3797,2
205459962904310,Kristdemokraterna i Örebro,Kristdemokraterna i Örebro,3796,5
1954704171265622,Extinction Rebellion Skåne,Extinction Rebellion Skåne,3793,27
423075151555524,76% av all statistik är påhittad,Jennie Charlotte Ovesson,3784,7
1409131755995240,Centerpartiet Falköping,Centerpartiet,3783,52
248710282355390,Flexiwaggon,Flexiwaggon AB,3781,2
110378045668752,Pollex AB,Mattias Höglund,3778,51
157377817635716,Arena Idé,Arenagruppen,3777,1
104177512221510,Joanna Sjölander - Moderat,Joanna Dorota Sjölander,3776,9
106149688534631,Bra Erbjudanden 47,These ads ran without a disclaimer,3772,3
108828620583824,Stockholm Tech Show,Nordic Live Expo AB,3770,16
104622121026372,Earth Breeze,These ads ran without a disclaimer,3768,4
287535298751608,Biites US,These ads ran without a disclaimer,3766,1
321456164675366,LUF Storstockholm,Karl Martin Anshelm Norrby,3763,10
212930925411626,Securitas Sverige,Securitas Sverige,3762,3
1528893957238148,Bengt Hellström KD Sigtuna,Bengt Hellström,3761,7
101257185831267,Ulf Liljankoski,Ulf Liljankoski - fritidspolitiker,3760,34
1218112908234639,Flyghjälp,These ads ran without a disclaimer,3758,2
158730000804828,Skellefteå kommun,These ads ran without a disclaimer,3750,1
1458035847741432,Moderaterna i Värmland,Moderaterna i Värmland,3750,3
113882801067010,Centerpartiet i Åmål,Centerpartiet,3750,4
170354066912542,Boden Pride,Bodens kommun,3747,19
100208829468711,Take Aanstoot till riksdagen? Ja Tack,Take Aanstoot,3747,12
112217098855580,Innovationsföretagen,Innovationsföretagen inom Almega,3743,26
1673788782717355,Helena Storckenfeldt,Helena Antoni,3742,8
1263941690410804,Ungarelationer.se,These ads ran without a disclaimer,3741,3
330389074961380,KD-K Östergötland,Annelie Elizabeth Noort,3740,10
205760339898467,Mari-Louise Millis Wernersson,Stina Wernersson,3739,9
174376483235708,Kommuninvest Society Lab,Society Lab,3736,2
153262791537093,Moderaterna i Vara,Gunnarsson Per Enar,3736,23
159826764613795,Kristdemokraterna Bromma,Kristdemokraterna Bromma,3730,8
240270059345175,Miljöpartiet de gröna i Dalarna,Miljöpartiet de gröna i Dalarna,3730,8
150548735017115,Elgiganten Sverige,These ads ran without a disclaimer,3725,1
435921836532842,CAB Group AB,These ads ran without a disclaimer,3724,1
116621488352172,Centerpartiet i Göteborg,David Bernardi,3723,17
560250150734818,VadstenaModeraterna,VadstenaModeraterna,3722,12
334148930674461,Jacob Axelson,Jacob Axelson,3719,15
117810099607574,Skatteverket - Om oss,These ads ran without a disclaimer,3717,1
350197451669585,Svensk Fastighetsförmedling Piteå,Svensk Fastighetsförmedling Piteå,3714,9
1758741457724205,Ulf Erlingsson,Ulf Erlingsson,3710,25
122921334452204,RFSU Örebro,RFSU Örebro,3704,9
113937900388654,Surtidora Montenegro Zelaya,These ads ran without a disclaimer,3702,1
108048708670955,Kristdemokratiska Bondeförbundet,Kristdemokraterna,3700,4
166934049354,Miljöpartiet de Gröna i Östergötland,LINDELL JENS-OLOF BERTIL,3700,14
