Page ID,Page name,Disclaimer,Amount spent (SGD),Number of ads in Library
648761472429544,Clone A Pillow,These ads ran without a disclaimer,1114,4
213387418691932,Youth.SG,Youth.SG,1100,3
135320779834924,National Crime Prevention Council Singapore,These ads ran without a disclaimer,1094,2
116408894815385,Time Life,These ads ran without a disclaimer,1089,7
102388511523640,Singapore Property Life,Yeo Swee Yin Alvina,1088,47
398799110143354,Lev Haolam - Supporting Israel,These ads ran without a disclaimer,1076,95
232099226838906,AIMS Immigration & Relocation Specialist,These ads ran without a disclaimer,1075,19
109047543854598,Creative Nation,Creative Nation,1067,5
106812705030166,Singapore HomeViewer,"Tan Wen Jian, Marcus",1067,14
503951883021764,ShareTheMeal,These ads ran without a disclaimer,1064,30
302686607200612,The Asia Report,These ads ran without a disclaimer,1053,8
2388354714741824,EcoInnova,These ads ran without a disclaimer,1047,4
219848181376579,Ministry of National Development,Ministry of National Development,1035,4
1849969485224423,OCBC Campus,These ads ran without a disclaimer,1034,23
486869251497731,MaritimeONE Singapore,These ads ran without a disclaimer,1032,3
181554161881648,Operation Hope Foundation,Operation Hope Foundation,1025,10
202482644033040,Steve Chia,Steve Chia Kiah Hong,1015,14
171989046195163,Urban Redevelopment Authority,These ads ran without a disclaimer,1013,3
98673036962,ROLDA,These ads ran without a disclaimer,1013,84
43949868082,Outright International,OutRight Action International with Facebook ad credits,1010,1
106805997457645,thehomeground asia,These ads ran without a disclaimer,1009,18
268670177127654,Superior Homes,These ads ran without a disclaimer,1008,1
207426072601175,Amy Khor,Khor Lean Suan Amy,1007,8
107688494708255,Humaniti,These ads ran without a disclaimer,1005,13
378167172198277,SGAG,SGAG,1000,1
176134035758937,PPIS Singapore Muslim Women's Assn,Persatuan Pemudi Islam Singapura (PPIS),1000,1
405433006475641,Singapore Real Estate Guru,Ong Han Yang,1000,43
101282759723681,SG Extra,These ads ran without a disclaimer,994,7
1978206662465485,Roland Lek Property Progression,Ong Han Yang,989,133
1730431717183351,Temasek Foundation,Temasek Foundation Cares,986,3
1065631633538453,Medics Across Continents,These ads ran without a disclaimer,982,33
136631649735930,Energy Market Authority,Energy Market Authority,978,2
455159188234895,Lendlease,These ads ran without a disclaimer,972,6
162340013860349,Khalid Latif,These ads ran without a disclaimer,961,1
1126060947467307,Scatter HoldEm Poker,These ads ran without a disclaimer,961,7
107451717663274,Home Owners,Ong Han Yang,958,5
754718904634697,Kelvin Neoᴼᴺᴱ ᴴᴼᴹᴱ ᴬᵀ ᴬ ᵀᴵᴹᴱ,These ads ran without a disclaimer,942,1
100510301751519,Soccer Girl Goals,Soccer Girl Goals,941,31
179108058790478,Ungalukkaga Mediacorp,These ads ran without a disclaimer,938,3
147057486004283,EduKate,These ads ran without a disclaimer,932,3
343215695708173,PhillipCapital,PhillipCapital,927,7
136176823413276,Eco-Business,These ads ran without a disclaimer,927,47
170404233542133,EduDebt Wisdom,Lee Kai Teing,925,8
263891677826490,Earthsider,These ads ran without a disclaimer,919,82
329706457215943,SkillsFuture SG,These ads ran without a disclaimer,917,12
2335641233148364,Value Property,Ong Han Yang,915,6
687589164666184,MasterClass,These ads ran without a disclaimer,910,38
245094455536925,FOUR PAWS,These ads ran without a disclaimer,908,298
355097172892,Mediacorp Untukmu,These ads ran without a disclaimer,900,3
409430851062,The Singapore Army,The Singapore Army,900,1
108368037734528,Rubrik Inc.,These ads ran without a disclaimer,887,3
465064344266156,Dreams. Love. Home,These ads ran without a disclaimer,887,4
104726141793739,Singapore Property Investment,Ong Han Yang,885,59
321286471735579,Cash Frenzy,These ads ran without a disclaimer,884,4
8047221596,Save the Children US,These ads ran without a disclaimer,879,29
102481158076847,Kayla Low 罗舒玉,Kayla Low,877,6
284465101587708,善济医社 Sian Chay Medical Institution,These ads ran without a disclaimer,872,3
172411252833693,Treasure Data,These ads ran without a disclaimer,856,6
109566058114156,Singapore Properties 88,Tan Yi Shin,849,4
169550633394859,Immigration & Checkpoints Authority,These ads ran without a disclaimer,841,1
882544658795678,SlideQuest,These ads ran without a disclaimer,839,13
221282405082080,Marketwise Asia,These ads ran without a disclaimer,837,1
276015381058,"Ministry of Defence, Singapore (MINDEF)",These ads ran without a disclaimer,832,2
102735948506861,Phillip Nova,The Edge Singapore,828,2
588336621252646,Kids 21,These ads ran without a disclaimer,814,3
349837171746401,Ministry of Trade & Industry,These ads ran without a disclaimer,813,17
205411796598063,Lion Global Investors,These ads ran without a disclaimer,807,3
135765747091632,Keppel Electric,These ads ran without a disclaimer,804,26
214889341167,Families for Life,These ads ran without a disclaimer,803,7
109361442466546,Singapore Discovery Centre,These ads ran without a disclaimer,800,3
130025717077175,The Orangutan Project,These ads ran without a disclaimer,798,41
102347488148834,Huawei Singapore,These ads ran without a disclaimer,797,2
263387758481,Mediacorp,These ads ran without a disclaimer,794,13
187151448541930,I Quadrant,These ads ran without a disclaimer,793,5
136334910007,University of Tasmania,These ads ran without a disclaimer,784,2
257656731794433,The Juggernaut,These ads ran without a disclaimer,783,9
585068964899675,Dr. Hermes A. Rodríguez Herrera,These ads ran without a disclaimer,778,2
489801731109245,Berita Harian Singapura,Berita Harian Singapura,774,2
19746387261,Humane Society International,These ads ran without a disclaimer,770,58
149698075178048,NYP School of Engineering,These ads ran without a disclaimer,766,1
103129965339348,Self-Growth App,These ads ran without a disclaimer,764,1
801656166630562,LUI Che Woo Prize  呂志和獎,These ads ran without a disclaimer,763,3
103968964691129,WeRead,These ads ran without a disclaimer,761,1
104292631303614,Shawn Khoo,Ong Han Yang,756,7
192173790818333,通商中国 Business China,These ads ran without a disclaimer,751,5
252840551409505,Housing & Development Board,Housing & Development Board,750,1
109021182134153,Sumodi de,These ads ran without a disclaimer,750,5
350690845476933,DeeDa.Care,These ads ran without a disclaimer,747,7
198272663537331,Seithi.Mediacorp,These ads ran without a disclaimer,746,1
550592228409362,Brand Hong Kong,These ads ran without a disclaimer,745,20
365216397175993,Give Me A House,Ong Han Yang,745,10
105872481310419,We are Adva,These ads ran without a disclaimer,743,1
177038622379690,KooBits,These ads ran without a disclaimer,736,2
288031731262011,The Business Times,These ads ran without a disclaimer,726,5
106275937661059,Jonah - The HDB Property Agent,These ads ran without a disclaimer,725,1
2691311104230397,Spark The Next SG,National Youth Council,722,6
1389010631425852,World Scientific Singapore,World Scientific Singapore,720,31
140547798935,Nissan,These ads ran without a disclaimer,718,3
1389010631425852,World Scientific Singapore,World Scientific Publishing Co.,711,52
102822032636426,The Golden World,These ads ran without a disclaimer,709,1
867962259958927,Airinum,These ads ran without a disclaimer,706,148
1238173096287495,Azur Games,These ads ran without a disclaimer,706,12
109918387978015,Used Car Tycoon Game,These ads ran without a disclaimer,704,1
1003367356437518,RICE Media,These ads ran without a disclaimer,702,6
197917194402009,Raffles Health Insurance,These ads ran without a disclaimer,701,25
117480081635532,Meta,Facebook,700,2
274031469472757,Andy Chua - You Are In Safe Hands,Ong Han Yang,698,60
1620651474829213,Channel JAPAN,These ads ran without a disclaimer,697,1
941416325916324,Green Monday,These ads ran without a disclaimer,694,1
104477179092130,醒獅力量-傳統佛鶴狮手工藝品,These ads ran without a disclaimer,692,3
242973989535469,Real Singaporeans defending the family and shared values,Real Singaporeans defending the family and shared values,688,29
107270370906097,新江湖,These ads ran without a disclaimer,687,6
105009491106102,Property TCSS,Alec Soong,684,10
486864141331632,Viddsee,These ads ran without a disclaimer,676,11
1976315562642219,Typhoon Cafe,These ads ran without a disclaimer,671,2
101993471368592,Digital Marketing Insights,These ads ran without a disclaimer,670,12
756696461186430,Institute for Adult Learning Singapore,Institute for Adult Learning Singapore,669,14
376399929209459,Second Property Investors,These ads ran without a disclaimer,667,3
165094946857194,Keat Hong Constituency,These ads ran without a disclaimer,664,3
140833359316610,Bishan Community Club,These ads ran without a disclaimer,663,3
109265891531883,Property Connect,Ang Gey Hian Rachel,662,86
1730630540553065,Curio,These ads ran without a disclaimer,661,5
19607369802,Sout Ilaahi,Sout Ilaahi,658,5
226846087441593,BHP,These ads ran without a disclaimer,657,17
1744817065775156,ShopBack 曉寶返現,These ads ran without a disclaimer,656,2
111233244351676,Hashtag Smart,These ads ran without a disclaimer,656,1
771462172882741,OnePath Network,These ads ran without a disclaimer,652,21
75101443120,JTC,JTC,649,1
111913881275027,SG PropGuru,Karen Wong Wee Teng (Wang Weiting),642,3
160823460655497,Lianhe Zaobao 联合早报,These ads ran without a disclaimer,637,34
523920837669493,Evropski pokret u Crnoj Gori/European Movement in Montenegro,These ads ran without a disclaimer,636,1
163335113676864,Tamil Murasu,Tamil Murasu,627,2
152629044783412,CONVERSE,These ads ran without a disclaimer,626,9
288607211258386,ROLEX,These ads ran without a disclaimer,622,6
107675685399908,Financial Resilience,These ads ran without a disclaimer,622,44
404902666277914,REACH Community Services Society,REACH Community Services Society,620,12
643349319433356,HappyDot.sg,HappyDot.sg,620,12
411914922943759,Champs Realtor Academy SG,These ads ran without a disclaimer,620,14
114106025087664,Just Do It,These ads ran without a disclaimer,616,4
128448183839254,Transient Workers Count Too - TWC2,Transient Workers Count Too - TWC2,613,17
1388346558074165,泰合爱,These ads ran without a disclaimer,610,1
181553168581969,KPMG Singapore,These ads ran without a disclaimer,609,8
248986568895243,Speechify,These ads ran without a disclaimer,608,22
841230545913536,Steven Kotler,These ads ran without a disclaimer,608,7
521684948248971,Mortgage Master,Mortgage Master,605,6
116073228239765,Beautiful Flower,These ads ran without a disclaimer,601,7
154320378438538,Gerald Leong Property,Ong Han Yang,593,22
110637458587684,KS TAN - Real Estate Strategist,These ads ran without a disclaimer,577,79
460678407826642,PIONEER,These ads ran without a disclaimer,575,3
102215858886658,Singapore Property New Launch,"Lim Wui Kiat, Daniel",575,3
106569972063835,吳宗憲減肥線上專門店,These ads ran without a disclaimer,575,1
778324025655617,Homesearchwithjo,These ads ran without a disclaimer,573,2
104647938539595,Parc Greenwich EC-Home in an Urban Village,Lim Soo Keng Jenny,572,5
117194341378903,Hartmann - Jacobi,These ads ran without a disclaimer,572,2
783702538412543,New Launch SG,Ong Han Yang,570,51
604742389649107,Seekers Notes,These ads ran without a disclaimer,570,11
1191604004201804,We Are Majulah,余红梅,569,5
799416940158399,Sean Abreu - Leading Financial Adviser for Expats in Singapore,These ads ran without a disclaimer,569,2
100134918399636,Red Dot United,Ravi Chandran Philemon,569,24
173888723226076,Breakfree Trading,These ads ran without a disclaimer,568,13
101730705028815,Rise,These ads ran without a disclaimer,567,2
104564167972431,Asset Accelerators,Teo Yong Hua,567,5
819468201596842,China International Import Expo,These ads ran without a disclaimer,564,17
2454734301216663,Smart-Towkay.com,These ads ran without a disclaimer,564,2
106884105126548,SG HomeHub,Pang Ying Chiu,560,290
101723969408268,理財策略,These ads ran without a disclaimer,560,1
108431930848937,Ron Toh - Your Property Strategist,Ong Han Yang,558,11
568006360226821,Geneco,These ads ran without a disclaimer,554,19
105640164784251,Singapore United Party,Zhu Laicheng,549,41
282808121926963,新闻深呼吸 8world Stories,These ads ran without a disclaimer,536,28
103118144427643,Big Rig Racing Game,These ads ran without a disclaimer,534,21
1836365373266980,Cooking Diary,These ads ran without a disclaimer,529,1
102986745272309,Progressive Assets,Ong Han Yang,524,4
320556441314013,PropertyInsider,Ong Han Yang,517,16
105100155305939,Exquee by The GrowHub,These ads ran without a disclaimer,517,1
110358918643396,王牌銀行長：開局小職員,These ads ran without a disclaimer,515,6
1431290720462304,The Best of You - Julie's,These ads ran without a disclaimer,513,8
253615198009828,Anglo American,These ads ran without a disclaimer,512,7
102316724892598,The Sharp Investor SG,These ads ran without a disclaimer,511,3
322278407910875,The Information,These ads ran without a disclaimer,508,3
250703785532088,All Saints Home,All Saints Home,506,4
110300467555338,Dr Tan Medical Center,These ads ran without a disclaimer,506,4
102940135421856,Overseas Property Webinars,These ads ran without a disclaimer,505,2
454936977858887,MeWatch,These ads ran without a disclaimer,503,8
163182503730957,City Energy,These ads ran without a disclaimer,502,4
565378833554807,"Employment & Employability Institute, e2i",These ads ran without a disclaimer,502,6
79904024479,Volkswagen,These ads ran without a disclaimer,500,4
124275450966479,"Northpoint City, Singapore",Frasers Property Singapore,500,3
6788957003,"Ministry of Education, Singapore",Ministry of Education,500,2
687897924634657,KÜHLBARRA,These ads ran without a disclaimer,500,3
113310782027160,UFM100.3,Nur Ashiqin Binti Jaffar,500,3
108359109215124,Children's Museum Singapore,These ads ran without a disclaimer,500,1
2052922968263010,96.3好FM,SPH Media Limited,500,5
467919103324679,Maritime and Port Authority of Singapore - MPA,These ads ran without a disclaimer,500,1
987342758010445,Electrolux,These ads ran without a disclaimer,500,6
221812864186,Sgcarmart,These ads ran without a disclaimer,498,5
478627532497299,Felix Ng - Property Planning Advice,Ong Han Yang,497,6
109845107083417,Bravo novel,These ads ran without a disclaimer,493,71
152526501277463,Overmax,These ads ran without a disclaimer,492,13
285017045494550,Financial Market Insider,These ads ran without a disclaimer,491,3
1013391925524387,Progress Singapore Party,"Chua Teck Leong, Michael",490,4
111439015547005,Masdar,These ads ran without a disclaimer,489,7
136911488303,Pink Dot SG,Pink Dot SG,487,1
126016710752529,Dj Krmak,These ads ran without a disclaimer,486,5
250525018422481,The Independent Singapore,The Independent News & Media Pte Ltd,486,22
113310782027160,UFM100.3,These ads ran without a disclaimer,483,7
1381942742031313,Audi Singapore,These ads ran without a disclaimer,481,7
108487085069499,UT Hub Update,These ads ran without a disclaimer,481,2
325617244282079,catch.sg,These ads ran without a disclaimer,480,1
178176374088,Changi General Hospital (CGH),Changi General Hospital (CGH),480,1
1686916491559458,Best Deal Singapore,Ong Han Yang,479,10
365481993536188,TAFEP Tripartite Alliance for Fair and Progressive Employment Practices,"Ang Yuheng, Reuben",479,7
