Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
106991861779324,Cocomacoiro,Diego Armando Sanchez Arboleda,157130,8
129976240725218,National Park Rescue,These ads ran without a disclaimer,157124,30
110559431842448,Academia de Danza Maria Isabel Angel,These ads ran without a disclaimer,157017,7
109528595099997,No podemos convertirnos en Venezuela,These ads ran without a disclaimer,156782,4
105779047454742,Jesus Rebolledo Gil,Rafa Rebolledo Gil,156765,6
466231057186743,Corporación Culturas Diversas,Corporación Culturas Diversas,156707,3
101663324795279,Noticias del Ariari,Eliuth Eduardo Garcia Gonzalez,156655,22
107817011591511,gobantioquia,These ads ran without a disclaimer,156540,6
100884745862883,Saravena SOMOS TODOS,Edith Yuleisy Rubio Ortega,156355,3
108667385854250,Papá Jaime,These ads ran without a disclaimer,156329,1
110919420454465,Pro Corp,These ads ran without a disclaimer,156240,1
100685148155347,Friends of Confucius,These ads ran without a disclaimer,156136,1
508963582455866,Nos cogió la noche Cosmovision,Ricardo Andres Cano Zapata,155922,2
110738781424745,Luz Pastrana CR 102,These ads ran without a disclaimer,155481,10
106444894378262,Denuncias Nariño,These ads ran without a disclaimer,155448,4
1948285252109900,2Number - Second Phone Number,These ads ran without a disclaimer,155436,1
106973842317140,Sophia Ribeiro,These ads ran without a disclaimer,155428,9
107171605228089,Pacto por el Oriente de Caldas,Jhoan Sebastian Escobar,155312,6
326533228001198,Javier Chacón Alcalde,These ads ran without a disclaimer,155287,5
223575414387660,Synnex Westcon-Comstor,These ads ran without a disclaimer,155279,2
112204016935997,TechosRentables,These ads ran without a disclaimer,155120,2
15125496556,Miguel Silva - NL 110,These ads ran without a disclaimer,155105,4
1468868573412114,ELSA Speak,These ads ran without a disclaimer,154965,2
634780457024917,"Corporación de vivienda e infraestructura social ""corpodevis"".",Corporación de vivienda e infraestructura social,154884,4
104134192445573,Falabella SA,These ads ran without a disclaimer,154777,2
378528042965929,Jaime El Abogado De La Movilidad.,These ads ran without a disclaimer,154777,1
106748491515354,Villavo Denuncia,Villavo Denuncia,154704,4
163832770342962,Instituto de Cultura y Turismo de Manizales,Instituto de Cultura y Turismo de Manizales,154249,3
104950401935410,Pablo Cruz,These ads ran without a disclaimer,153904,3
154196667977410,Mauricio Aguilar Hurtado,These ads ran without a disclaimer,153884,4
191035180963703,Huawei Enterprise,These ads ran without a disclaimer,153757,4
112196040176896,Rigo Alexander Vega Ortiz,Carlos Mario Lievano Henao,153596,4
212483219648777,Juan Camilo Restrepo,Juan Camilo Restrepo,153443,4
102323442309818,Phimmoi - Review Phim,These ads ran without a disclaimer,153417,1
383311258408684,SciDev.Net: América Latina,These ads ran without a disclaimer,153401,7
113716764429141,Edwin Espinel,These ads ran without a disclaimer,153264,2
1751427814916453,Juan Carlos Vargas,Dainer Esneider Marin Castillo,153000,5
101648321558261,Jose Luis Portilla Henao,Jose Luis Portilla Henao,152827,18
111336108082313,Plancha #29 / Fernando Rey - Andrés Conde,Juan Sebastian Gonzalez Fernandez,152723,7
469959900207359,Fans - El Intervencionista,Mario Nicolas Yeneris Anaya,152565,9
404406569621827,"Bayer Países Andinos, Centro América y El Caribe",These ads ran without a disclaimer,152457,1
553089391386423,Cumbiamba La Gigantona,These ads ran without a disclaimer,152025,2
579872318781118,The Coffee Union,These ads ran without a disclaimer,151874,1
100126129326486,MSD for Mothers,These ads ran without a disclaimer,151729,2
526638817669490,Oscar Alonso Vargas,Dahiana Grajales López,151670,13
103578018542292,Clave Informativa - La Noticia sin Frontera,Jhon Jairo Montoya Rodriguez,151228,4
392695344148596,Minciencias,These ads ran without a disclaimer,151196,6
155174084508744,Banque mondiale,These ads ran without a disclaimer,151169,89
193390666551,Loro Parque Fundación,These ads ran without a disclaimer,151019,1
126890277346299,El Isleño.com,These ads ran without a disclaimer,151009,24
104961345395908,Judith Gualdrón,These ads ran without a disclaimer,150723,5
620314195102643,John Jairo Gómez Aguirre SI Cumple,Administrador Tulua,150654,10
107717551811240,Conservadores en Casanare,Alvaro Javier Perez Lopez,150507,2
1438839403091654,Soluciones Financieras,Brandow Tibocha Oviedo,150433,97
169480640416238,Josué Alirio Barrera Rodríguez,These ads ran without a disclaimer,150388,7
100114041687632,Eduardo Botero,Eduardo Andres Botero Cedeño,150245,15
1450132098640754,Historia de Cúcuta Ilustrada,Silvano Pabón Villamizar,150205,10
103887437625747,Edgardo Vizcaino Martinez,Edgardo Vizcaino,150087,3
111160730747637,Trivia Stars,These ads ran without a disclaimer,150087,4
103767848902654,Leonardo Asociado Coomeva,Leonardo Enrique Ortiz Bolaños,150087,1
1406585622983416,TachiraProtesta,These ads ran without a disclaimer,150087,1
252721112003336,Juan Camilo Chavez N.,Juan Camilo Chavez Niño,150040,4
377663374550,Academia de Belleza Cedeca,These ads ran without a disclaimer,150000,2
106887904508630,Agencia publicitarias,Agencia publicitarias,150000,1
236767667225,Cauca con Fajardo,stac tecnologia sas,150000,1
1528416553960920,Edison Contreras,Edison Contreras,150000,1
344300505648285,Alcaldía Local de Bosa,Fondo de Desarrollo Local de Bosa,150000,1
1423031694437083,Cosas de Macondo,Nestor Enrique Fontalvo Albor,150000,1
1406926926229923,Periódico 15,Periódico 15,150000,2
110031843801912,Equipo Cambio Verde,Equipo Cambio Verde,150000,1
581203269030846,Juan David Zuluaga,Juan David Zuluaga,150000,5
110612174183073,Julian Rozo,Leidy Fernanda Maldonado Guarín,150000,3
115655765181225,Jorge Casalins,Jorge Enrique Casalins Tello,150000,1
148326891886772,Corpoboyacá,These ads ran without a disclaimer,150000,1
448759031837402,Universidad CESMAG,These ads ran without a disclaimer,150000,1
117050711322214,María Paola Álvarez,Maria Paola Alvarez Puerta,149998,4
111772564882372,Jhon Edwin Andrade,Jhon Edwin Andrade,149997,2
104880028858617,Y Todo Puede Ser Peor,País Posible,149992,2
113407491274217,Jose Gualdron Guerrero,Daicy Celiani Echeverri Castillo,149989,2
333714591334,Cinemateca de Bogotá,Yezith Emmanuel Cely Palencia,149987,1
252085648273676,Sistema Nacional de Planeacion,SNP,149984,6
403308626674838,Secretaría de Turismo,Secretaría de Turismo,149969,1
812867625553385,La Lupa de Sucre,Eva Sandrith Osorio Jaramillo,149929,2
415270695991334,Yovany Montoya,Yovany Montoya,149894,3
117003513030551,Hacienda Santa Cruz - Ibagué,These ads ran without a disclaimer,149869,9
102114815680969,Tatiana Gaona,Francisco Barreto,149670,1
110268254803719,Johana Orozco Pallares,Corazón del Cambio,149581,1
1601262390007535,Mario Cardona Mas Familias,ECOMM AGENCY,149544,4
106287358199915,Andrés Felipe Bustamante Montoya,Andrés Felipe Bustamante Montoya,149432,2
104105111118324,Alcaldía del Municipio de Tame,Alcaldía de Tame,149373,5
835858343159768,Arturo Domínguez Lozada,Concejal Arturo Domínguez,149205,9
258948700872338,Isvimed Alcaldía de Medellín,These ads ran without a disclaimer,149161,1
466445923412524,Miguel Ángel Barreto,Miguel Barreto,148892,10
166591246714313,Tetra Pak,These ads ran without a disclaimer,148564,9
101758455759356,Guardianes de la Democracia,Diana Marcela Coronado Guzmán,148372,1
184010095563803,Con el Profe Héctor,These ads ran without a disclaimer,148255,1
110388451318366,Juntos Podemos Sincelejo,Camilo Andrés Echeverry Salazar,148250,8
101259761706517,Evergreen Corner,These ads ran without a disclaimer,148017,2
676660935792629,Fundación Las Golondrinas,These ads ran without a disclaimer,147847,1
103295985125820,Inglés con certificación Praxis School,These ads ran without a disclaimer,147820,1
104276329264135,"Antioquia la grande,noticias",Juan Pablo Escobar Quiceno,147746,2
427771630988254,Orlando Ríos Duque,Orlando De Jesus Rios Duque,147460,14
442713165840916,Instituto Malla,These ads ran without a disclaimer,147249,1
103571168624124,evasybrujaspodcast,These ads ran without a disclaimer,147246,13
361663387187347,Fuxión 7,These ads ran without a disclaimer,147168,2
2081012991953059,Juan Diego Muñoz Cabrera,Carlos Julian Leon Carrillo,147132,3
106394965482360,Pedro Cardoso,These ads ran without a disclaimer,147126,1
123124030114,BibloRed - Red Distrital de Bibliotecas Públicas de Bogotá,These ads ran without a disclaimer,147077,3
116755331740067,ALEXANDRA PINEDA ORTIZ,These ads ran without a disclaimer,147000,1
266773337381603,"Luis Alvarez ""Luigui""",Byron Andres Velez Valdes,147000,3
110026234458237,Ingreso Solidario Personas,These ads ran without a disclaimer,146957,1
564576010729997,Sincelejo Última Hora,Sincelejo Ultima Hora,146916,8
108041445105404,Juan Eduardo Mejía,Esteban De Los Ríos,146494,5
100687408426888,Entrenando a mi PERRO,Juan Sebastian Ortiz Leal,146485,1
101216402469321,Hernando Salom Brito,Miguel Enrique Cotes Ramirez,146150,10
101319925704382,El Cesar apoya a  Rodolfo Hernández Presidente,These ads ran without a disclaimer,146093,5
103960422037015,Saquemosadq,These ads ran without a disclaimer,146084,7
108495078455019,Alcibiades Hernandez Castellanos,Jóse Manuel Diaz,146016,6
1492738294345790,Carlos Sterling,Sebastian Cardoso Sabogal,145915,6
108217267180311,Euler Guerrero 102,Luz Nery Rueda,145886,11
614593622531786,robertob.yague,These ads ran without a disclaimer,145842,10
109891783910880,Yeny Adalid Chilatra Rivera,Enoc Montenegro Tovar,145666,3
104042227605447,John Stiven Estrada Quesada,John Stiven Estrada Quesada,145595,6
1428408544046887,Flacso Uruguay,These ads ran without a disclaimer,145484,6
339636799823586,Edwin Ramirez Rodriguez,Johan Oswaldo Solano Torres,145416,2
422176027966287,Guacarí Al Día,Natalia Mora Vidal,145397,5
111369606127708,Julian Steban Clavijo,These ads ran without a disclaimer,145397,2
1479665088996546,Felipe Riaño Jaramillo,These ads ran without a disclaimer,145392,2
116334552450073,American School Way I Academia de Inglés- Quindío / Risaralda,These ads ran without a disclaimer,145236,5
106401594053723,Diego Macía,Diego Alejandro Macía Tabares,145093,6
103489612088014,Cursos Universidad Nacional de Colombia,Jair Bermúdez,145000,1
1086829978159396,Roger Ayala R.,Roger Ayala R.,144999,2
410443892460233,KIBERNUM,These ads ran without a disclaimer,144810,2
407525419299344,PREUNIVERSITARIO CALENDA,These ads ran without a disclaimer,144780,1
134657173222651,La Salle BCN,These ads ran without a disclaimer,144703,2
397403361093460,Soluciones Integrales JDS,David Andres Cardenas Alfonso,144502,3
1166106446795551,UNAC Colombia,Deisy Viviana Arevalo Sotelo,144382,2
104243018403195,Cantos que Inundan el Río,Jonhatan Acevedo Escobar,144158,1
108356130997641,Vanessa Pérez,Rudy Raul Mosquera Garzon,144153,7
1580529585374543,Authentic Beauty Concept,These ads ran without a disclaimer,144147,3
545906549169792,Mauricio Fernández Castillo,Mauricio Alejandro Fernández Castillo,144117,4
1880271272207963,Jorge Buitrago Trujillo,Jorge Alberto Buitrago Trujillo,144036,11
109314021783729,drcarlosgomezcol,These ads ran without a disclaimer,144000,1
190386637655399,C40 Cities,These ads ran without a disclaimer,143980,5
1882612128653003,Gestionemos Centro De Negocios SAS,Brandow Tibocha Oviedo,143812,60
632765466790634,Wilmer Carrillo,These ads ran without a disclaimer,143749,1
287940405085613,symriseag,These ads ran without a disclaimer,143745,12
106317458395154,Huellas.Tv,Huellas.Tv,143712,6
250883988778638,Rethinking Heroes,These ads ran without a disclaimer,143609,1
118851468190327,Open Bank Project,These ads ran without a disclaimer,143430,2
144191856184,Los Tigres del Norte,These ads ran without a disclaimer,143239,4
841180952608969,Andrés Tovar Forero,Trebol Global Group,143156,4
960498564112481,Edgar Muñoz Torres,Anibal Andres Cabrera Calderon,143097,11
2316489425103648,Digital Revolution,Daniel Antonio Paez Ballesteros,142857,2
101875309026399,Carepa Es Liberal,Publicidad Ads,142829,2
101888459071708,Nelson Rincón a la Cámara por el Valle Salvación Nacional,Julian Alberto Caballero Franco,142694,4
488629597893093,Goodwall,These ads ran without a disclaimer,142629,2
238174722923920,Jeider Sajonero,Jeider Andres Sajonero Vasquez,142558,24
933310850194959,Israel Alliance,These ads ran without a disclaimer,142357,58
100250659245914,Copamex Music,These ads ran without a disclaimer,142355,4
109149841387092,maquillandopermanente,These ads ran without a disclaimer,141631,14
1430896290524218,Deezer,These ads ran without a disclaimer,141442,2
441552843418660,oximetroscolombia2020,These ads ran without a disclaimer,141384,1
227424374327000,Alondra Mujer,These ads ran without a disclaimer,141336,3
102713034741779,El Sucreño,Walter Jose Arrieta Gomez,141320,10
509529099396147,Héctor Rangel,Duver Mosquera,141002,3
815300568488398,Fernando García,These ads ran without a disclaimer,140706,1
605031989528530,Juan Pablo Raba,These ads ran without a disclaimer,140706,1
2336726429739922,Edwin Castellanos,Natalia Usma Martínez,140659,3
495552007643226,Miguel Alberto Vergara Sandoval,Miguel Alberto Vergara Sandoval,140427,6
1624577837784342,Asociación Nacional de Debate,Asociación Nacional de Debate,140194,6
108885507911873,Unicauca Unida,Hernan Ospina,140007,5
103566208275344,alejandro.caiaffa,These ads ran without a disclaimer,140000,1
429759160440019,Alcaldía de Hobo,Miguel Lizcano,139994,2
1420459548206012,Concejal Aura Marleny Arcila,Daniela Ruíz Henao,139991,3
776309066088116,Liney Espitia de Cañizalez,Luis Jiménez,139987,5
102227728415643,Lundbeck LATAM,These ads ran without a disclaimer,139923,6
113142865041020,Eliana María Jaramillo Rodríguez,Eliana María Jaramillo Rodríguez,139706,4
102081595994435,Comunidad Nuevo Liberalismo Antioquia,Daniel Gonzalez Gomez,139699,4
503951883021764,ShareTheMeal,These ads ran without a disclaimer,139548,28
104186925484745,Mariela Arévalo,These ads ran without a disclaimer,139273,3
194441043913251,Secretaría de Turismo del Valle del Cauca,Marcela Correa Rodríguez,139269,4
180520832454008,Samy Botina Hernandez,Samy Hernandez Botina,139144,4
179833778739127,QS Quacquarelli Symonds,These ads ran without a disclaimer,139139,4
112112892659414,Carlos Antonio Lozada,Julián Gallo,139127,3
100750555282806,Previred Popayán Clínica Cha&O,These ads ran without a disclaimer,138903,3
102469509171944,RHPositivo,Juan Felipe Botero Cadavid,138897,1
106869095260963,Ariari Despierta,Ariari Despierta,138516,4
101319925704382,El Cesar apoya a  Rodolfo Hernández Presidente,Andrea Paola Pulido Vergel,138494,3
109724525219833,Mario Machado MM,Movil Consultores,138454,4
1602344396760130,Cívica TV,These ads ran without a disclaimer,138162,5
105838268602868,María Doris Camacho,María Doris Camacho,138135,8
168784053795347,Fondo Monetario Internacional,These ads ran without a disclaimer,138114,6
100490369996585,Montelibano club,Hernan Esteban Piedrahita Ortega,138000,4
806867913046028,Gus Marcos,These ads ran without a disclaimer,137837,9
100147041347007,Juan Bernardo Serrano,These ads ran without a disclaimer,137837,2
1560277134272941,Karen Cure C,These ads ran without a disclaimer,137694,3
554741454665395,Fabian Camilo Garzón,Andersson Nicolas Cardenas Colorado,137499,8
966430316788791,Colombia Compra Eficiente,Digital Synergy SAS,137366,5
108515985115600,Juan Carlos Henao a la Cámara equipo Manzanares,Henry Ramirez Montes,137364,5
101198625329833,"Osvaldo Sepúlveda ""el pavoneño"" Alcalde de Urrao",Osvaldo Sepulveda Perez,137088,6
283942902558855,Jonathan Roldán Jiménez,José Fernando Valencia Fernández,137073,4
438356016723398,Antojo Mexicano,These ads ran without a disclaimer,137000,4
1743631039234808,Opina Concejo Yumbo,Fernando David Murgueitio Cárdenas,137000,7
267198759973201,Bairon Enrique Muñoz Lizarazo,These ads ran without a disclaimer,136982,4
13341879933,Organic Consumers Association,These ads ran without a disclaimer,136907,2
687013228159975,Lionso Araujo,Lionso Araujo,136882,7
414076942012822,Institución Universitaria Pascual Bravo,These ads ran without a disclaimer,136847,2
1966213266738142,Clínica Meisel,Clínica Meisel,136833,1
1465646276779035,Los Secretos Judíos,These ads ran without a disclaimer,136671,8
112330024269361,Daniel Zarta,Daniel Zarta,136447,2
2184997015082443,Marco Suárez,Marco Suarez Alvarez,136021,6
108977081439733,Maru Digitals,These ads ran without a disclaimer,136016,1
378628792639017,Edson Niray Melo Laguna,These ads ran without a disclaimer,135939,1
399179687168224,Koe Bags,These ads ran without a disclaimer,135931,7
105881875352657,Betsy Pérez,Jonathan Steven Miranda Gutiérrez,135831,8
107408233930969,Brahiam Quintana,Brahiam Quintana,135698,8
107846935123779,Frank Mejía Jiménez,Jorge Luis Jimenez Ortiz,135635,7
100364029124884,Consejo Municipal de Juventudes - Valledupar Centro Democrático,These ads ran without a disclaimer,135635,11
102326579057871,Manzanareños con Juan Carlos Henao a la Cámara,Adiel Ramírez Aristizábal,135561,8
45242794557,Álvaro Uribe Vélez,Centro Democrático,135537,1
1752292871720169,DSM Latam,These ads ran without a disclaimer,135518,6
1507873486127731,Guacari Diferente,Guacari Diferente,135495,4
104503708832849,Candidatos a la Cámara por Risaralda - Lista cerrada - Colombia Humana,Daniela Martinez,135456,5
108739521316560,Bloomberg Línea,These ads ran without a disclaimer,135427,3
667827126964650,Servio Luis Reyes Moreno,These ads ran without a disclaimer,135342,2
156571975027099,Waldistrudis Hurtado Minota,Waldistrudis Hurtado Minota,135282,5
102354289057608,Por la salud de ellas,These ads ran without a disclaimer,135009,5
913828448715441,Agencia de Empleo Colsubsidio,These ads ran without a disclaimer,135001,4
103075344998052,10 Plancha#10 Asdem,These ads ran without a disclaimer,134997,4
100807625089665,Contrapunto Tolima,Javier Collazos,134995,8
109392974029158,Maurogutierrezdiazart,These ads ran without a disclaimer,134797,2
311848596145741,El Compadre Aguayo,El Compadre Aguayo,134780,2
385385178182941,SIGNUS Ecovalor,These ads ran without a disclaimer,134610,7
436046403812768,Pedro Hoyos Sierra,Joan Esteban Saldarriaga Ayala,134577,6
103640257692257,Christian Herrrera,These ads ran without a disclaimer,134467,5
111023778167445,Sandra Jazmin Benavides Candidata,Juan David Goyes Melo,134453,2
1575034956110965,Ricardo Vallejo - Concejal de Roldanillo,Ricardo Vallejo - Concejal de Roldanillo,134441,1
111223801786287,atrevetebarranquilla,These ads ran without a disclaimer,134408,5
617956442193580,Hipnosanar Colombia,Hionosanar Colombia,134249,4
1832040896822272,Indercultura Putumayo,Roberth Julian Martinez Burbano,134236,3
101539568493113,El Ponente,These ads ran without a disclaimer,134066,2
100869593353173,Universidad Tecnológica de Bolívar,These ads ran without a disclaimer,133989,7
1466596830062327,Humphrey Roa Sarmiento,Angela Zambrano,133907,4
103205434785030,Gestionar & Servir,These ads ran without a disclaimer,133857,8
1126515364027417,Coosalud Eps,These ads ran without a disclaimer,133548,2
103503974646041,Julián Vásquez Roldán,Juan Camilo Botero García,133430,5
107592007270552,Primero Riosucio,Juan Carlos Barrera Valencia,133376,8
101325808355342,Credisercop,Brandow Tibocha Oviedo,133358,23
543462392472505,Jorge Correa Betancur,Zandra Lopez,133337,4
131712030235671,Neiva Estereo 93.8 FM,Lina Marcela Ramón Maya,133203,7
310013106138836,Harold Ardila,Pavel Eduardo Rodríguez Durango,133130,6
534383293279189,Enelar ESP,ENELAR ESP,132820,7
115991351420904,Rey Tovar,Rey Tovar C,132629,4
102989649235911,PIC Guainía 2022,Juanita Valentina Cuellar Carvajal,132461,38
158395374892121,Unidos a PETRO contra la Corrupción,These ads ran without a disclaimer,132273,6
100250818806580,Somos ITM Plancha #1,Carlos Andres Muñoz Taborda,132087,7
101316609088074,El Boletín Informativo,These ads ran without a disclaimer,132069,1
167653969975173,Elkin Calvo,Elkin Alfonso Calvo Munera,131864,4
117701693691340,Ricardo Cadavid,These ads ran without a disclaimer,131741,5
153452868063685,Corporación Educativa Indoamericana,These ads ran without a disclaimer,131733,4
437153699802747,Brendan Kane,These ads ran without a disclaimer,131560,8
114317847146525,Alvaro Arias Velez,Mauricio Fernandez Buitrago,131395,9
105041084757556,Jaime Florez Murcia,These ads ran without a disclaimer,131380,1
100166383396474,Comfamiliar Huila,Albert Andrey Villamarin Quimbaya,131326,2
1669590866599700,Camino Palmero Coveñas,These ads ran without a disclaimer,131326,1
103571758897648,Tabio  con Leonardo Rico CR107 Transformando Cundinamarca,Fernando Alarcon,131322,3
101522199478,FCV,These ads ran without a disclaimer,131246,1
115792149827608,Julio Márquez,Julio Alberto Marquez Bastidas,131198,9
119006106155684,PI Energy,These ads ran without a disclaimer,131188,41
165157130346502,Biblioteca Presidencial Virtual Andrés Pastrana,These ads ran without a disclaimer,131155,4
123469995988185,Jhonatan Cano,Jhonatan Cano,131154,6
110743414398868,daniel.giron8,These ads ran without a disclaimer,131138,1
963227387143893,Etelivar Torres,Etelivar Torres,131030,2
105795911575651,PaisPosible.info,These ads ran without a disclaimer,130977,3
111390277417729,Pomada Loverán,These ads ran without a disclaimer,130928,1
105741317759787,Johnatan Taborda,Johnatan Andres Taborda Gomez,130928,6
1856445458002675,Virna Johnson,Virna Johnson,130916,3
936873589696402,Chiety Fashion,These ads ran without a disclaimer,130826,1
102684021090747,Juan Carlos Perez Martinez,Juan Carlos Perez Martinez,130533,2
108861451555506,legendsfrommomscloset,These ads ran without a disclaimer,130294,4
557132281073235,Heyder Gómez Díaz,Oscar Leonardo Osorio Serrato,130190,3
101732772415200,Omar Ceron Leyton,Carlos Ordoñez Sarasty,130172,7
464772230238632,Taxia Life,These ads ran without a disclaimer,130168,1
108591771865904,Quindioxfico,Leidy Yulieth Torres Quintero,130010,5
109044158502483,Asociación Civitas Christiana,Asociación Civitas Christiana,130000,2
514970282242978,Ana Constanza Ospina Giraldo,Ana Constanza Ospina Giraldo,129988,3
1111197719045901,Camilo Arteaga,Camilo Arteaga,129982,8
1678116295829606,Pastor Jorge Trujillo,These ads ran without a disclaimer,129924,7
115573996757772,VICE World News,These ads ran without a disclaimer,129801,1
106405131992195,Leonardo Jerez,Leonardo Jerez,129778,2
802644380120667,ABC Laboral SAS,Paola Andrea Arévalo Castillo,129752,4
1678018645808094,Parroquia Nuestra Señora de las Misericordias,Alexander Ruiz Restrepo,129752,2
1413402505645117,Luis Vives,These ads ran without a disclaimer,129631,5
105918967435810,Mama Mercedes Alcaldesa,Alcaldía de Silvia,129568,4
103596816009903,Voy con Leo,Voy con Leo,129516,3
207328272619841,adidas Careers,These ads ran without a disclaimer,129432,2
910025949090028,César Rojas Ayala,Edinson Peña Remolina,129168,17
868975179902789,Instituto Torre de Babel,These ads ran without a disclaimer,129134,9
153803541354412,Unibán Fundación,Cristina Gómez Arenas,129081,7
341722083325047,Felipe Jacome,These ads ran without a disclaimer,128820,6
106083035323738,Maryori - Cámara de Paz 12,Maryori De JesúsPerez Alvarez,128751,2
304267436600741,Corpoincal NS Cúcuta,Haisamar Emileidy Sanchez Cardenas,128746,9
102012858576007,Centro Educativo Líderes Lectores,These ads ran without a disclaimer,128662,3
108265918844751,Yecith Angel Romero,Yecith Angel,128512,8
106721407777551,Corporación Red Constructoras de Desarrollo y Paz,Johan Sebastian Rodriguez Henriquez,128392,10
1708283856158175,CLE Consultores SAS,CLE consultores SAS,128168,17
293306651053736,TU Prensa,These ads ran without a disclaimer,127983,1
249285069091905,Jose Ricardo Ayala Gomez,Edinson Peña Remolina,127892,8
361312710695481,Duber Dimate,Duber Esneyder Dimatè Mora,127817,8
106614838598841,Juvenal Arrieta a la Cámara por Córdoba,Daniel Eduardo Davila Lobo,127777,5
103739855810244,Luis Emiro Pajoy Trujillo,Diego Felipe Cajiao Rosero,127580,10
109055928797982,Lina De Armas,Jean Carlos Garcia Santander,127559,3
102994598817097,Paulo Presenta,Paulo Alejandro Nieto Barrera,127519,5
112367343515095,Actualidad Bucaramanga,Leidy Marllely Cano Saldarriaga,127432,3
101666522025166,Info Colombia,These ads ran without a disclaimer,127260,33
2196469084014332,Patricia Triviño - Gestora Cultural,These ads ran without a disclaimer,127166,9
102897375582862,Caminovela,These ads ran without a disclaimer,127115,11
103776384794907,womenintimes,These ads ran without a disclaimer,126933,19
108250065531513,ASZXH,These ads ran without a disclaimer,126730,2
1622413304639681,Pastoral Social VEA,Pastoral Social Vida en Acción,126701,3
101555294933369,ventasm.r,These ads ran without a disclaimer,126672,10
105253888358861,"Freedom Convention Center Planeta Rica, Colombia",These ads ran without a disclaimer,126636,1
105082425839252,Los Patios Opina,Los Patios Opina,126616,1
103292352274095,Nuevo Liberalismo Santander,Hector Cesar Chacon Amaya,126581,5
102836835265666,Sucursal Al Día,Sucursal Al Día,126572,4
109828314528087,Hagamos un pacto por la vida,UN PACTO POR LA VIDA,126521,3
122737502729878,Gobernación del Guainía,Gobernación del Guainía,126501,6
125111041387944,Edwin Fuentes,These ads ran without a disclaimer,126488,1
106249585157981,Pedro Cardoso,These ads ran without a disclaimer,126440,24
104507962060679,The Best Search,These ads ran without a disclaimer,126307,3
1461206520848591,Pedro Santana 104 liberal,These ads ran without a disclaimer,126278,1
432247337149776,Javier Urbina,Javier Urbina,126255,2
157054774722560,Escuela del Agua,These ads ran without a disclaimer,126169,1
100411885092907,Partido Comunista Colombiano - Regional Nariño,José Felix Champutis Calpa,126160,4
388346274689191,Renier Darío Pachón,Renier Pachón,126050,4
107005088584019,Jaime Carrascal - el Nota,Neilor Esteban Diaz Lopez,126043,4
103677128105513,Manuel Alejandro Tambo Rodriguez,Manuel Alejandro Tambo Rodriguez,126016,6
160045201668,Hijos e Hijas por la Memoria y contra la Impunidad,Luis Enrique Montenegro Del Toro,126000,1
114891091473899,Luis Francisco Oliveros,Luis Francisco Oliveros,126000,2
102323022708285,Juan David Carvajal Rengifo,Juan David Carvajal Rengifo,125631,4
1273298506031417,Aymar Celdrán,These ads ran without a disclaimer,125444,6
105477297494929,Wilmer Isidro,John Alex Vera,125169,8
1985772021649848,Alcaldía San José del Palmar,Esteban Agualimpia Barco,125000,1
227042667499336,Instituto Colombiano del Sistema Nervioso,Instituto Colombiano del Sistema Nervioso,125000,2
1624025971216660,Star,These ads ran without a disclaimer,124947,1
101494439116973,Renovación SADEP,Rosario Querubin Loaiza,124926,3
100539055902452,Urabá con Samy,Hervi Creativo FZ,124904,4
108066098436115,Tabio pinta bien con PINTO,Fernando Alarcon,124679,3
102577852690166,Escuelas Digitales,Juan Manuel Soto,124520,7
1509260069096765,Entretenimiento De primera,These ads ran without a disclaimer,124466,5
468240803965019,Mauricio Bernal,Mauricio Bernal Segura,124438,8
435214760003286,180 Grados Digital Quindío,180 Grados Digital,124417,12
104023291519352,alohashoesofficial_,These ads ran without a disclaimer,124417,1
107214032203201,Corporación Es El Momento,Jehison Uriel Morales Chingate,124368,5
116801706827652,Mauricio Calderon,These ads ran without a disclaimer,124325,6
2117087831674682,Colombia Humana Nariño,Alirio Martin Pantoja Lopez,124185,2
785127771638903,Juan Mejía López,David Pinto,124141,9
200097010027637,Universidad de San Buenaventura Cali,These ads ran without a disclaimer,124084,2
466713146804873,Jonathan Vasquez,These ads ran without a disclaimer,123974,2
241790433137774,Yamir Lopez,Samuel Ernesto Fajardo Ardila,123923,7
102628724746012,siren1,These ads ran without a disclaimer,123901,2
559011337810652,Dra. Lorena Pinzon,These ads ran without a disclaimer,123785,2
100158222030559,José Ramiro Sandoval Mosquera,José Ramiro Sandoval Mosquera,123740,4
1059459884138781,Mauricio Tobón Franco.,These ads ran without a disclaimer,123653,1
182073298490036,Gaia,These ads ran without a disclaimer,123523,2
2264189320285082,Juan Javier Baena,Juan Javier Baena,123477,5
110468084965933,Chapman Wilches,Chapman Wilches,123464,2
555229328168297,Sogamoso Tierra de Oportunidades,These ads ran without a disclaimer,123344,2
106183665106643,Boutique Animal,These ads ran without a disclaimer,123263,1
519031848482328,Netsolar,These ads ran without a disclaimer,123046,3
507379196275144,Robert Sanchez,These ads ran without a disclaimer,122935,6
290184608374169,Sebastian Calderon,Sebastian Calderón,122810,20
128041430908024,Alcaldía Distrital De Riohacha,Yeny Paola Quintero Buelvas,122753,2
468392093633428,Novedades,Iran Silvano Mendoza Gutierrez,122735,13
103445015378744,marthalhernandezg,These ads ran without a disclaimer,122689,2
142145835862894,IEXE Universidad,These ads ran without a disclaimer,122604,6
111093414703360,Movimiento Autoridades Indígenas de Colombia,Wilmer Elías Pasaje Toro,122551,5
