Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
329232201285926,Pipe Ferro,Johana Cristina Ovalle Avila,122478,11
255251854485427,Erick Velasco,Erick Velasco,122400,5
559011337810652,Dra. Lorena Pinzon,Fabian Andres Espinosa Vasquez,122219,2
2062003780774481,Partido Liberal Sevilla,Partido Liberal Sevilla,122203,1
107096255516225,Juan Pablo Cano P,These ads ran without a disclaimer,122015,2
1935078979966141,Vektor Ink,These ads ran without a disclaimer,121946,1
102251149143009,Panamaconrodolfo,These ads ran without a disclaimer,121946,2
1298657543620655,Alvaro A Salom,These ads ran without a disclaimer,121925,2
103485384748284,Voz Magazine,Voz Magazine,121899,10
941981765997623,Salomón Said Arias,These ads ran without a disclaimer,121868,1
100345824987268,NVIDIA Latinoamérica,These ads ran without a disclaimer,121698,1
641460209686326,"Unidos por San José, Caldas.",Carmen Emilia Lopez Gomez,121640,12
1722695314623649,EIT InnoEnergy Master School,These ads ran without a disclaimer,121456,10
228462747227404,Asocaña,These ads ran without a disclaimer,121411,3
396655687049748,Save the Children Latin America and Caribbean,These ads ran without a disclaimer,121336,3
177729335602089,Mundo Vallenato,These ads ran without a disclaimer,121240,1
103292032278601,Karim Monge,Camilo Pantoja,121216,8
102388822292543,Famihogares,Camino,121181,4
108528414287726,Hachette FLE Mx,These ads ran without a disclaimer,121169,3
115410384828267,Coronel Francisco Roa Millán,Edgar Dionisio Fernandez,121051,7
263955640374296,Ricardo Claure Peñaloza,These ads ran without a disclaimer,120665,1
304514319278,GEORGES DE CAGLIARI,These ads ran without a disclaimer,120629,2
101167831846498,Dailyphant,These ads ran without a disclaimer,120590,9
2325955664348883,Cristhian Gómez,Cristhian Gómez,120545,7
112960761159604,Briceida Bolivar Orozco,Briceida Maria Bolivar Orozco,120342,10
394426823939899,Únete A: Yo Amo a Purificación,José Crispín,120291,1
112058797386026,Amplivo / Ecovo - cómo convertir la contaminación en una solución,These ads ran without a disclaimer,120163,5
1397407170273459,Graduatez.,These ads ran without a disclaimer,120033,5
109984659521986,Adriana Fernandez,These ads ran without a disclaimer,120026,2
397033830399059,Instituto Politécnico Industrial de Telecomunicaciones IPIT Casanare,These ads ran without a disclaimer,120000,2
107402784444672,Luis H. Negrete,Sergio Andres Quintero Romero,120000,2
194441043913251,Secretaría de Turismo del Valle del Cauca,Ana Karin Miranda Govea,120000,2
100471271358912,Infocota,uniondemedios,120000,1
2339056213025539,Concejal juan rivera,Giselle Borda Escobar,120000,3
113479587181034,Boyaca Digital,Boyacá Digital,120000,2
108996544094876,El Bastión,El Bastión,120000,2
106519474492369,Equipo de Palabra,soitama,119999,2
194971430602434,Alcaldía Mayor de Tunja,Alcaldía Mayor de Tunja,119997,3
138065072933085,Carlos Nieto,These ads ran without a disclaimer,119991,7
329708920506480,En Tu Nombre,These ads ran without a disclaimer,119882,2
100750555282806,Previred Popayán Clínica Cha&O,Previred Colombia,119700,3
104483138205280,Edivir Colombia,TingFunds,119651,6
30664024188,Medscape,These ads ran without a disclaimer,119648,9
101854912423909,Paola Guerrero - Reconciliémonos 502,Oscar Zabala Diaz,119624,2
100665392504868,Reynel Castro De la Hoz,Claudia Mercedes Sarmiento Rojas,119473,4
101313295980188,Daniel F. Briceño,Daniel F. Briceño,119334,2
414256872486190,Valle Al Instante Noticias,These ads ran without a disclaimer,119317,2
101441461273485,Cursos Especializados del Valle,These ads ran without a disclaimer,119268,5
115457454506271,A Fresh Look,These ads ran without a disclaimer,119225,2
111075011444038,Mario Tulcán,Mario Fidel Tulcán Ortega,119209,2
368750124008,UNIR - La Universidad en Internet,These ads ran without a disclaimer,119078,2
117966544591004,franciscoactivista,These ads ran without a disclaimer,119078,1
394654404263460,Nuclear Power Trio,These ads ran without a disclaimer,118979,4
477771806310687,Sonia Bernal Sánchez,Sonia Alejandra Salgado De La Torre,118956,6
154439464641434,"Alacero, Asociación Latinoamericana del Acero",These ads ran without a disclaimer,118869,6
111342971422902,Delegada Coomeva 2022-2026,AdLatere Digital,118814,13
178852892261367,Centro Comercial La Casona de Zipaquirá,Centro Comercial La Casona de Zipaquirá,118791,2
1581993605374613,Mauricio Delgado Senador,Gina Natalia Segura Peñalosa,118726,8
1620327121537852,Paul Solorzano Garcia,Paul Enrique Solorzano Garcia,118695,3
170633243101916,Alexander Serrato,These ads ran without a disclaimer,118612,7
330721417487764,Lucho Zapata Cartago,Lucho Zapata Cartago,118441,5
229025100447408,Carlos Alberto López,Carlos Alberto López,118430,6
150748032293055,Diego Panigo,These ads ran without a disclaimer,118203,2
156554281146546,Sacyr,These ads ran without a disclaimer,118144,3
153065671437473,Unidad Odontológica El Cedro,Liliana Isaza Borrero,118071,3
111983900321835,Asorock Medellin - Entidad gremial sin ánimo de lucro,These ads ran without a disclaimer,118027,3
100347045316829,Abraham Katime,These ads ran without a disclaimer,118026,8
329108581011303,Mabilyt Cosmetics,These ads ran without a disclaimer,117939,1
114297780347342,Trading News - Forex,These ads ran without a disclaimer,117864,1
108946521542104,Juventudes Centro Democrático Envigado,Matías Lopera Ramírez,117789,2
1479022438980904,Rebeca Fernández,These ads ran without a disclaimer,117584,5
103554549343935,Wilinton Mina Vidal,Quevin Alexs Mera,117554,5
454763261391403,Kudert,These ads ran without a disclaimer,117537,3
101232388367883,Paquerxs Del Neuque,Óscar Fabian Murillo Ramírez,117460,4
1468262876810546,Cesar Gutierrez Bravo,These ads ran without a disclaimer,117378,3
100400389158985,Liced Mesa Monsalve,Camara por Antioquia 104 Centro Esperanza,117255,4
103701748843505,María Janeth Sabogal Robles,William Rincon Prada,117134,2
111198293832280,DIRECTV Colombia,These ads ran without a disclaimer,117115,1
111168037240704,RP AMS Colombia,These ads ran without a disclaimer,117046,1
503408869686307,ERU - Empresa de Renovación y Desarrollo Urbano de Bogotá,These ads ran without a disclaimer,116881,2
337318383455139,Gerardo Yepes Caro,These ads ran without a disclaimer,116660,6
107371007722417,El Santanderista,el santanderista,116526,1
102757544450460,Michael Cuadro Productor Audiovisual,Michael Andres Cuadro Alvarez,116384,28
106316638459422,theintergalacticfantastic,These ads ran without a disclaimer,116291,1
101894826563370,Sotheby's,These ads ran without a disclaimer,116166,2
2258978251023567,Ituango en el Corazón,Esteban Úsuga Montoya,116115,3
206912156523329,Carlos Mario Patiño González,Carlos Mario Patiño González,116063,2
216844335150825,Revista MB,Jhon Mantilla,115990,27
598343456889649,Maximo Noriega R.,Maximo Noriega R.,115987,2
106343180724656,José Julián Chia Concejal,José Julián Chia Concejal,115982,4
102846859295853,Alejandro Escobar,These ads ran without a disclaimer,115774,2
323140767763128,Centro Quiropráctico Vita,These ads ran without a disclaimer,115717,4
629681444324585,Esneyder Castrillón,Esneyder Castrillón,115540,4
738668469605028,Johanna Sánchez,These ads ran without a disclaimer,115505,6
104496576734422,Ing. Giovany Pinzón,Giovany Pinzón,115505,2
990678611117796,Yulian Jurado,Yulian Ferney Jurado Ocampo,115504,8
116544396862942,Unión Legal y Tributaria S. A. S,Unión Legal y Tributaria S. A. S,115323,2
100884288506455,Walter Ante - Cámara 111,Walter Hernando Ante Potes,115232,6
100526112457467,Juan Felipe Álvarez Castro,Miguel Angel Salazar Jaramillo,115150,4
1249221335114525,Francisco Javier Cuadros,These ads ran without a disclaimer,115101,1
1522614137960524,Steven Liévano,Steven Liévano,115067,2
102153471654987,La vida en una historia.,These ads ran without a disclaimer,115004,17
873744039447179,Daniel Castaño,Daniel Castaño Mesa,115000,4
106828123991158,Alex Ocampo - L102 Partido Liberal,Alex Hernan Ocampo Rodriguez,115000,3
101984305031986,Multicreditos Pereira,Joseph Ferney Galvis Gonzalez,114910,3
100898955153793,Grupo Delva SAS,These ads ran without a disclaimer,114899,2
775006305933828,Juan Manuel Martín Ocampo,Juan Manuel Martin Ocampo,114612,3
623259917855640,Eldato.com,Jonathan Stivel Vasquez Gomez,114540,3
424395417660102,Geneve Semi Joias,These ads ran without a disclaimer,114298,1
1917912191768659,UniNavarra,These ads ran without a disclaimer,114292,3
100301461321763,Didier Fabián González,Didier Fabián González,114284,3
113141828700723,Florencianos.com  -  Medio de Comunicación Digital,Florencianos.com,113990,11
329121923899942,Rufina Zumbafitness&GX,These ads ran without a disclaimer,113925,1
296267160854900,Heraclito Landinez,Jorge Aristizabal Rodriguez,113869,1
1885532535093844,Juan Barrera Verde,Juan Carlos Barrera Valencia,113860,5
111305531683400,Maria Helena Nieto,Maria Helena Nieto,113832,4
105748765212547,Jóvenes Apasionados por Colombia,Juan David Mosquera Saucedo,113743,1
108872795471500,Valentina Villafañe,Valentina Villafañe,113666,9
102537502382807,Dubet Muñoz Bedoya #40,Juan Esteban Gomez Peña,113640,8
263833247827515,Acero Import mayorista,These ads ran without a disclaimer,113549,1
568211006614584,Fabian Higinio G.,Daniel Ricardo Metaute Gómez,113484,5
108741772196529,Ricardo Andres Lopez,Ricardo Andres Lopez Berdejo,113329,10
827309657396301,Yamit Noe Hurtado,These ads ran without a disclaimer,113292,2
101954158788965,Morelia Film University,These ads ran without a disclaimer,113288,4
117255605587647,Leonardo Huerta,These ads ran without a disclaimer,113279,13
1562304284074057,Mi Vivienda ya,These ads ran without a disclaimer,113237,2
213798789191992,Partido de la U Col,Partido Social de la Unidad,113232,6
108868115072085,Planadas con Aquileo CR 101,Pilar Garcia,112970,5
101836555740398,Banbinicol,These ads ran without a disclaimer,112893,1
104376772045452,Encuestas Atlántico,Andrea Paola  Estrada Utria,112738,1
107436885572952,Nancy Mayorista,These ads ran without a disclaimer,112671,9
102245468162407,Venir a Cristo en la Costa Caribe,These ads ran without a disclaimer,112565,2
108729435044190,BoBo Wallpaper-1,These ads ran without a disclaimer,112565,1
104592994602207,Felipe Robledo,These ads ran without a disclaimer,112470,6
2391829907714290,Pacto X El Clima,Fundación PXC,112274,3
104927301910325,DW Documental,These ads ran without a disclaimer,112139,2
313406398855900,Kashaki Bogotá,These ads ran without a disclaimer,112011,1
302325033574602,Oscar Orlando Rios Sanchez,Oscar Orlando Rios Sanchez,112000,3
104017248267047,Cristian Camilo Llanos Medina,Cristian Camilo Llanos Medina,111997,6
968206813379862,Nancy Nuñez Palma,These ads ran without a disclaimer,111988,3
1641331666103510,Inter Forenses Medellin,These ads ran without a disclaimer,111971,4
499699590224735,ColombiaConexion - SF Bay,These ads ran without a disclaimer,111955,1
105218351513653,Santuario Natural Residencial,These ads ran without a disclaimer,111949,1
114978211575157,Jorge Enrique Ramírez Pulgarin,Jorge Enrique Ramirez Pulgarin,111924,3
218049944872507,Noivinhos Topo de Bolo,These ads ran without a disclaimer,111862,3
147415349219046,Otto Javier Córdoba Dávila,Otto Javier Cordoba Davila,111753,7
110263631612546,Hector Galindo Avila,Dream Tech Logic SAS,111521,2
108637132149790,Jaime Antonio Villa,Jaime Antonio Villa Hernandez,111363,4
147109888636038,Netafim,These ads ran without a disclaimer,111299,5
102079025314478,janique_official,These ads ran without a disclaimer,111297,12
1602344396760130,Cívica TV,Jorge Humberto Aranguren Gutierrez,111185,24
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,111173,12
318893231560389,FGA Fondo de Garantías,These ads ran without a disclaimer,111094,3
519422578258945,Secretaría de Infraestructura del Cauca,Diego Alejandro Luna Bejarano,111061,3
116202388416651,Educación Continua EAFIT,These ads ran without a disclaimer,110922,1
1584499998299846,Movimiento Juvenil Giganteño,Movimiento Juvenil Giganteño,110887,6
100733901778900,Alcaldía de Santa Catalina,Alcaldía de Santa Catalina,110878,9
111114370659064,Paz Interior,These ads ran without a disclaimer,110721,9
185389958662008,Control y Defensa Electoral,These ads ran without a disclaimer,110712,5
102293765421204,Business Transformation Advisor,These ads ran without a disclaimer,110626,1
879338258799914,Tatiana Castillo - Mujer de Gestión Social,Tatiana Castillo,110606,1
1860415374008051,John Jairo Arias Henao,Risaralda Opina,110474,3
1932128560179258,Luisa Fernanda,Luisa Fernanda,110421,2
187347485170138,Secretaría de Hacienda del Cauca,These ads ran without a disclaimer,110271,2
107323211749871,Nika Cuellar,These ads ran without a disclaimer,110191,1
100298699339218,Distribuidora De Heno S. A. S,These ads ran without a disclaimer,110153,5
447123426141864,Lina Maria Garrido,These ads ran without a disclaimer,110030,2
103965492165599,Marilu104camara,Jhon Villegas,110028,4
108597662815379,Diego Garay Concejal,These ads ran without a disclaimer,110000,4
105550417858051,Foro SocialDemócrata,Miguel Samper Strouss,110000,2
1088631044632447,Andrés Hurtado,Andrés Hurtado,110000,3
101956578886019,Gerardo Vega,Gerardo Vega Medina,109992,7
113858923595492,Enterate  de Colombia para el Mundo,These ads ran without a disclaimer,109823,4
914770318715928,Primera Línea Oficial,CG Group Comunicaciones SAS,109799,2
111339238046449,Nuevo partido Cristiano Colombia,Nuevo partido Cristiano,109744,2
113076838394714,da_tevistebien,These ads ran without a disclaimer,109627,1
116233792044684,Centro Argentino de Mecatrónica,These ads ran without a disclaimer,109543,2
100337925050352,Concejal Óscar Giraldo,Richard Giraldo,109449,6
102571179152805,Notifreshco,These ads ran without a disclaimer,109418,3
2189470411178618,Julian David Garcia,Julian David Garcia Rubio,109145,7
172603406118663,Poder Estéreo 88.4 FM,Rafael Jose Rios Buelvas,109091,28
173367069863518,Cambio Climático - Noticias,These ads ran without a disclaimer,108959,1
136297026549207,Castilla & Castilla Abogados Asociados,María Angélica Castilla Olivella,108868,3
1766114710302448,Boston Consulting Group,These ads ran without a disclaimer,108751,3
113144616870745,objet.petit.yoga,These ads ran without a disclaimer,108723,1
215138065124,Louis Vuitton,These ads ran without a disclaimer,108527,1
296156533818946,Hg Constructora,These ads ran without a disclaimer,108482,1
765340276941091,Pulpo - Software de gestión de flotas,These ads ran without a disclaimer,108376,2
963227387143893,Etelivar Torres,Impulso Digital,108325,1
440841829711092,Circo Vegas Fantasy,These ads ran without a disclaimer,108317,2
1594044310858453,Caring | Church of Jesus Christ,These ads ran without a disclaimer,108297,2
105773891972893,Claudia Duarte,CLAUDIA DUARTE,108275,4
591107028040823,Cristian Blanquiceth Tamara,Cristian Javier Blanquiceth Tamara,108223,16
53177129367,Dilian Francisca Toro Torres,These ads ran without a disclaimer,108123,3
530599847034479,Ada ITW,These ads ran without a disclaimer,107984,1
115455026668596,dra.sofia_duarte,Eliana Sofia Duarte Pedrozo,107970,3
100331022773225,reinerstrom,These ads ran without a disclaimer,107875,1
1759294304331103,WFF,Wilffer Guevara Rojas,107875,5
115819991771520,Hope Bible Church,These ads ran without a disclaimer,107875,1
285990151917726,María José Pizarro,Maria Jose Pizarro Rodriguez,107758,1
102787071823702,Sisifo4r,These ads ran without a disclaimer,107551,2
581095835894514,Noticentro 1 CM&,These ads ran without a disclaimer,107533,1
765972466841855,Ropafit,These ads ran without a disclaimer,107436,2
112898720410140,Nootitoons,asomediosonline,107381,3
105924582287904,maquillandopermanente,These ads ran without a disclaimer,107363,8
1529335724037224,Aeropuerto del Café,Waldo Mejia,107168,10
103987170966796,Ronald Mejía Buitrago,Ronald Mejía Buitrago,107016,3
641418206484124,Placas Arboleda,These ads ran without a disclaimer,106927,3
315998375705886,FT Live,These ads ran without a disclaimer,106914,2
