Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
359578908121039,טיולי אנדורו פורטוגל וספרד,These ads ran without a disclaimer,900,10
117451878283255,לאומית שירותי בריאות,These ads ran without a disclaimer,900,2
593286400698823,טלי פלוסקוב - יועצת לכלכלת המשפחה,Likud,900,2
102296767956785,מנהלת הסכם הגג באשדוד- בית ישראלי,מנהלת הסכם הגג באשדוד,900,6
274164166091434,"עדי קאופמן, פסיכותרפיה Cbt וטיפול בטראומה וחרדה Emdr",These ads ran without a disclaimer,900,3
308048836418327,הילה שלם והתושבים - רצים לראשות קרית אתא,סיעת הילה שלם והתושבים,900,4
101557476015003,רמת גן הירוקה,רמת גן הירוקה,900,4
136112963422321,Peninei Halakha by Rabbi Eliezer Melamed,Peninei Halakha in English - פניני הלכה,900,1
427070917365437,עמותת טבע קלאב - מועדון המטפלים הישראלי,Teva Club,900,9
246697465679718,עומר רצון - לראשות העיר ראש העין,"עומר רצון - יו""ר חברה עירונית מקום בלב , מחזיק תיק תרבות , ספורט , מגדל צדק",900,6
399925850154841,מרכז ישיבות ואולפנות בני עקיבא,These ads ran without a disclaimer,900,14
999820803385563,"איציק בן הרוש יועץ הנדל""ן שלך",These ads ran without a disclaimer,898,4
105681064848000,OR Recycling Park - פארק אור,קומפוסט אור,896,6
1090118307755134,יוסי ניזרי- משרד עורכי דין,יוסי ניזרי- משרד עורכי דין,895,25
107182904017177,אמיר קולמן - חבר מועצת העיר כפר סבא,אמיר קולמן,894,35
353152754794210,Shaycle design,These ads ran without a disclaimer,893,2
369543883203530,ACC Israel,These ads ran without a disclaimer,892,1
104009239346213,د. هلال خوري مرشح لرئاسة مجلس كفرياسيف المحلي,د. هلال خوري مرشح لرئاسة مجلس كفرياسيف المحلي,891,4
106258621541305,העמותה לתיקון מערכת המשפט,These ads ran without a disclaimer,887,2
141296780053928,אבי פוקס - Avi Fux,Dudi Sinay,887,4
806097506072427,גולדיאם - תכשיטים בעיצוב שלך,These ads ran without a disclaimer,886,2
152840111565104,מושבניק,These ads ran without a disclaimer,886,4
408819395854150,אלעזר שטרן Elazar stern,מפגלת כחול לבן,886,4
181538846120337,שלום מעוז - חבר מועצת העיר ברשימת אופק לראש העין,שלום מעוז - חבר מועצת העיר ברשימת אופק לראש העין,886,10
593862034424105,גדי יברקן - Gadi Yevarkan,גדי יברקן - Gadi Yevarkan,885,15
159416337497662,Nir Barkat - ניר ברקת,These ads ran without a disclaimer,884,2
211015869505830,Jumpin Digital Hub,These ads ran without a disclaimer,882,2
109160544861253,Canada 24,These ads ran without a disclaimer,881,4
267002356748795,"ד""ר מירי ישראל - אומנות באסתטיקת הפה והפנים",These ads ran without a disclaimer,881,8
503274483198404,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,These ads ran without a disclaimer,881,14
366713253192650,מיקי זוהר - אנחנו מאשימים,משפחות שבעה באוקטובר,881,3
364650496731617,בועז ביסמוט - אנחנו מאשימים,משפחות שבעה באוקטובר,880,3
1668234820147264,שווים - קול לאנשים עם מוגבלות,שווים - קול לאנשים עם מוגבלות,880,3
588234181363717,Yosef Abaev Law Office & Notary,These ads ran without a disclaimer,880,2
171197756239359,"עומר יעבץ - צחי ביטון משרד עו""ד צבאי ונכי צה""ל",Yifat Hazan,880,22
150886438431012,"גילה פרין עו""ד מקרקעין, חוזים, צוואות-ירושות",Yifat Hazan,880,13
109683272067702,שמענו - חדשנות פיננסית,These ads ran without a disclaimer,880,4
2376860552532888,הדור הבא- הורים למען בחירה בחינוך,Avrum Tomer,877,8
104012555994314,התנדבות למען ניצולי שואה,התנדבות למען ניצולי שואה,877,2
217974468228347,لمسه ميديا Lamsa Media,لمسه ميديا Lamsa Media,876,2
618696208228676,ORM Fertility Israel,These ads ran without a disclaimer,876,6
226362777531773,אמירים הפצה - Amirim Distribution,These ads ran without a disclaimer,875,9
59479086479,Afrodita אפרודיטה,These ads ran without a disclaimer,875,2
118146458054989,דקל צור לראשות המועצה האזורית הגליל התחתון,דקל צור לראשות המועצה האזורית הגליל התחתון,874,22
591473854236208,חזון לאומי Zionist Horizon,Dor Harlap,873,5
102650631969383,גיבור של אימא,Idan Einav,873,17
2590498290979444,רן כרמי בוזגלו ציונות בנחישות,רן כרמי בוזגלו,873,3
103671572440663,عايد بدير - עאיד בדיר,RMS - Astrategiot Mahkar Oshevok,872,2
237120356416647,טוסי משקפי שמש - ToSee Sunglasses,טוסי משקפי שמש - ToSee Sunglasses,871,4
637520436643910,יהודית חן מנור- פסיכותרפיסטית,These ads ran without a disclaimer,871,12
138231686037169,מצפה מאוחדת בראשות דני שטרית,מצפה מאוחדת בראשות דני שטרית,870,7
110988383760461,Мишпат Цедек,Vladimir Bodik,870,6
182789658470215,חוזרים לכיכר,These ads ran without a disclaimer,870,27
105789880779686,Avi Yalou - אבי ילאו,Lena Sv,870,1
116572383583965,אנחנו העיר,אנחנו העיר,870,10
531891887148785,הראל שהם - Harel shoham,הראל שהם,870,10
147867235242063,ארגון סיוע לפליטים - א.ס.ף,ארגון סיוע לפליטים - א.ס.ף,868,12
197476874246767,מוסדות התורה בקרית גת,מוסדות התורה בקרית גת,868,2
298982680705412,Yuli Edelstein - Юлий Эдельштейн,These ads ran without a disclaimer,867,2
145487876086677,המרכז הרפואי קפלן,These ads ran without a disclaimer,866,1
820857277980334,"נכה, לא חצי בן אדם","נכה, לא חצי בן אדם",865,10
501512673192146,Авигдор Либерман,These ads ran without a disclaimer,864,3
1000293466651925,מירב בן ארי - Merav Ben Ari,Sagi Gabay,864,7
164931040384357,מפלגת עיר האבות בראשות לביא גוטקינד למועצת העיר באר שבע,מפלגת עיר האבות בראשות לביא גוטקינד למועצת העיר באר שבע,863,5
512527762114510,המרחב הפנימי - מומחים לפתרונות בריאות,These ads ran without a disclaimer,863,16
835150493544647,הכוח בידיים שלך,These ads ran without a disclaimer,863,4
347314032373063,ז'אנה כהן למען אור יהודה,ז'אנה כהן למען אור יהודה,861,7
125576680646272,שמואל מימון- מזכרת בתיה,שמואל מימון- מזכרת בתיה,860,2
338782226731812,"המרכז להשתלות שיער ד""ר זן",These ads ran without a disclaimer,860,23
164021374374653,الحراك الشبابي - عرابة,الحراك الشبابي - عرابة,857,12
194707690710930,التحالف من اجل الطيرة مامون طارق عبد الحي,التحالف من اجل الطيره مامون طارق عبد الحي,856,5
100442001917904,יהונתן קלימי,יהונתן קלימי,856,22
460427730810561,"עורכת דין מרב וייס קרטיה - ייצוג נכי צה""ל",מרב וייס קרטייה – עורכת דין,856,3
295905577750679,"דיגיטל פיק- אישורי הגעה ,מתנות באשראי,ניהול אירוע",These ads ran without a disclaimer,856,6
108230917316336,אביבית מאור נמרודי - Avivit Maor Nimrodi,סיעת רמת-גן שלנו,856,2
111923205144499,"יניב בן שושן יו""ר הליכוד חיפה",יניב בן שושן לראשות הליכוד חיפה,855,6
1503344063258442,הנמל סליפ - Sleep,These ads ran without a disclaimer,854,7
1824082191171706,זוהר נוימרק - Zohar Noymark,Zohar Noymark,852,4
101088723079089,משה בן זיקרי,משה בן זיקרי,851,4
105882494651944,"ש""ס אילת - בראשות יניב חנו",יניב חנו,851,3
112832390340193,שוברות קירות Breaking walls,שוברות קירות Breaking walls,850,3
202361369783708,People & Computers - אנשים ומחשבים,People & Computers - אנשים ומחשבים,850,7
100502089346697,פרופ' משה כהן-אליה,משה כהן אליה,850,4
354947605223549,Ариэль Бульштейн,Ariel Bulshtein,849,5
102003217981391,הסטודיו של רן - עיצוב בקו אישי,רן בן שיטרית,849,12
100631141488609,"ד""ר עמוס בר",These ads ran without a disclaimer,848,2
108896107135839,אלדד רבינוביץ,מפלגת נעם,848,1
121091364291674,חסדים,Michal Tsofi,847,7
181402415233498,פרספקטיבה,These ads ran without a disclaimer,847,6
2220666398216792,Parker Israel,These ads ran without a disclaimer,846,7
113411666748495,מדרשת דרור,Combatants for Peace,846,11
107046917371673,"DigitaLaw - דיגיטלו -  מיתוג, שיווק ופרסום למשרדי עורכי דין",These ads ran without a disclaimer,845,3
129908070209292,قائمة بناء وانتماء - شوقي ابو مخ,قائمة بناء وانتماء - شوقي ابو مخ,845,16
276499169180727,EGO ירושלים,These ads ran without a disclaimer,844,23
276499169180727,EGO ירושלים,These ads ran without a disclaimer,844,23
117873314916341,comme il faut,comme il faut,844,2
2291915991097687,هبة يزبك- Heba Yazbak,القائمة المشتركة הרשימה המשותפת,844,3
106665007804396,רונן יצחק גרין - עורך דין ונוטריון,רונן יצחק גרין - עורך דין ונוטריון,841,11
68793499001,UNICEF,UNICEF with Facebook Ad Credits,841,22
914741188600735,עומדים ביחד نقف معًا,These ads ran without a disclaimer,840,7
351542635639595,"משרד עו""ד אביטבול ושות'",Yifat Hazan,840,21
518866461651821,ליאת שטיינברג עורכת דין,ליאת שטיינברג עורכת דין,840,20
105458664725768,Yango Deli Israel,These ads ran without a disclaimer,840,2
103655489481126,בן נמרודי,בן נמרודי,839,11
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,839,41
193263240729861,קרן טראמפ למצוינות בחינוך,These ads ran without a disclaimer,837,15
101273048775687,הילדים של כולנו,Liat Segal,837,35
101189287956780,عضو بلدية الطيبة - اكرم عبيد عبد القادر,These ads ran without a disclaimer,836,6
590397754412609,אלעד ואתי מאור - משרד עורכי דין,These ads ran without a disclaimer,835,6
156045534419004,Dudu Fisher דודו פישר,Dudu Fisher דודו פישר,835,2
106485594383377,נלחמים במחירים - שומרים על המשפחה,Yossi Yhezkel,834,4
219444201443696,Social Lead Digital Marketing,Irit Davidson,834,15
253641551754848,שבת UNPLUGGED,אריה חכים,833,24
116877711723730,ממרי,These ads ran without a disclaimer,833,17
182504622561227,עידן וולר,These ads ran without a disclaimer,832,11
197318587089671,יורם שמעון - Yoram Shimon,These ads ran without a disclaimer,832,4
143889522132741,"ש""ס נתיבות","ש""ס נתיבות",832,6
101346498111421,Identity - The Quest for Israel's Future,Emanuel Shahaf,831,11
596461787127777,Peter Szabo,These ads ran without a disclaimer,831,133
243350956376214,בית טוב לחריש,בית טוב לחריש,831,14
103787414872174,לתת מהלב,Alexander Flaxman,831,6
369769096473434,"חי - חילונים ירוקים למועצת העיר ת""א-יפו",חי - חילונים ירוקים,829,3
101184633072448,שינדלר אל תגנוב לנו את הקול,שינדלר אל תגנוב לנו את הקול,829,3
2504210316298097,יוזמה ללשכה וולונטארית,יוזמה ללשכה וולונטארית,828,7
276364932900823,יוני חכימי לראשות פרדס חנה כרכור,These ads ran without a disclaimer,828,6
183638541844668,Gilad Alper - גלעד אלפר,Gilad Alper - גלעד אלפר,828,11
107941170992337,שדה חמד - מערך דיור בקהילה,שדה חמד,828,9
