Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
68793499001,UNICEF,UNICEF with Facebook Ad Credits,5174,21
154163327962392,World Health Organization (WHO),These ads ran without a disclaimer,5171,15
146802750868789,Fjóla Hrund Björnsdóttir X-M,Fjóla Björnsdóttir,5100,3
122289741231567,Fljótsdalshérað,Haddur Áslaugsson,5000,1
247362319492436,Sveitarstjórnarmál,These ads ran without a disclaimer,5000,1
168896858321,DV.is,DV,5000,1
677508759001361,Með Ísrael fyrir friði - MIFF,Með Ísrael fyrir friði (MIFF),5000,2
310098252448867,Sjálfstæðis og óháðir í Vesturbyggð og Tálknafirði,Sjálfstæðis og óháðir,5000,1
237337996420315,Ungir Píratar,Píratar,5000,3
100206615660276,Eylíf heilsa,Eylíf heilsa,5000,1
773148076130877,Rubix Ísland,Rubix,5000,1
111565390687787,Ágúst Ólafur Ágústsson,These ads ran without a disclaimer,5000,1
160540443978577,Hafnarfjarðarbær,Hafnarfjarðarbær,4999,2
107030166067903,Íslandsstofa,Íslandsstofa,4999,1
135723348341149,Guðrún Hafsteinsdóttir,These ads ran without a disclaimer,4999,1
381853468555706,Svandís Svavarsdóttir,Vinstrihreyfingin grænt framboð,4985,1
1614706245490726,Ragnar Þór Ingólfsson,These ads ran without a disclaimer,4984,2
302795722917397,Gullmarkaðurinn,Gullmarkaðurinn,4964,1
105550401389131,Álfheiður Eymarsdóttir,These ads ran without a disclaimer,4922,1
105047132180300,Aldís Stefánsdóttir,Aldís Stefánsdóttir,4803,3
107002601345017,VÁ - Félag um vernd fjarðar,These ads ran without a disclaimer,4796,2
276004372428994,Prysmian Group,These ads ran without a disclaimer,4781,4
105818888034867,Ingibjörg Isaksen,These ads ran without a disclaimer,4675,2
7783116506,Animals Asia,These ads ran without a disclaimer,4663,140
476023229815243,Shell and Turtle,These ads ran without a disclaimer,4634,1
361879443846240,FF7-Frásagnir og fréttir alla daga,These ads ran without a disclaimer,4513,3
882544658795678,SlideQuest,These ads ran without a disclaimer,4438,9
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,4435,66
87264912234,Friðjón í 4. sæti,These ads ran without a disclaimer,4432,1
161704781305446,The Spark Company,These ads ran without a disclaimer,4397,24
106979180938014,Samstöðin,These ads ran without a disclaimer,4309,2
107425001955929,X-N  Ný Sýn,Friðbjörn Steinar Ottósson,4206,4
103962834688098,Forsetinncafé,These ads ran without a disclaimer,4161,3
429577173821764,Matvælaráðuneytið,These ads ran without a disclaimer,4142,3
423451321043674,Vinstrihreyfingin - grænt framboð,These ads ran without a disclaimer,4116,1
942275722617255,Sveinn Ægir,Sveinn Ægir Birgisson,4086,3
113615355316959,WIRED UK,These ads ran without a disclaimer,4025,45
130025717077175,The Orangutan Project,These ads ran without a disclaimer,4000,20
2102917676660646,Katrín Atladóttir / Borgarfulltrúi,These ads ran without a disclaimer,4000,1
350518778366822,KPMG á Íslandi,KPMG ehf.,3994,1
216311481960,Bill Gates,These ads ran without a disclaimer,3962,56
186136308067937,Hallveig - Ungt Jafnaðarfólk í Reykjavík,Hallveig Ungir jafnaðarmenn í Reykjavík,3897,3
106061752001094,Stella Stefánsdóttir,These ads ran without a disclaimer,3869,2
170182359507634,EU. News,These ads ran without a disclaimer,3797,6
110576835676942,Stjórnvísi,These ads ran without a disclaimer,3718,6
106552092270637,RÓT,These ads ran without a disclaimer,3696,3
101331942530892,Alexander Hugi Jósepsson í 4. sæti,Alexander Hugi Jósepsson,3686,2
459067954517628,Jamie Harrison Guitar,These ads ran without a disclaimer,3678,2
845620825830146,Deel,These ads ran without a disclaimer,3648,12
114541680107004,Viaplay,These ads ran without a disclaimer,3624,3
68415095557,Jónar Transport hf.,These ads ran without a disclaimer,3609,1
632414430108493,Sjálfstæðisfélag Dalvíkurbyggðar,Sjálfstæðisfélag Dalvíkurbyggðar,3600,3
120294204681980,Pictet Group,These ads ran without a disclaimer,3509,1
467440843363263,Leigjendasamtökin,Samtök leigjenda á Íslandi,3500,1
102963651805964,Hinsegin Vesturland,Bjargey Anna Guðbrandsdóttir,3500,1
691810455024872,Kjartan Valgarðsson,Kjartan Valgardsson,3496,1
158733667366,Much Better Adventures,These ads ran without a disclaimer,3492,1
526407237703947,SheCodes Workshops,These ads ran without a disclaimer,3476,8
611855072330276,Uppreisn: Ungliðahreyfing Viðreisnar,Kristín Gísladóttir,3432,1
112857077857582,Omo - Weight Loss With Psychology,These ads ran without a disclaimer,3299,16
188291668381078,We Build Value,These ads ran without a disclaimer,3294,3
354408115006320,Viðreisn í Hafnarfirði,Viðreisn í Hafnarfirði,3288,1
121710823418515,Danith Chan,These ads ran without a disclaimer,3224,2
208331769629045,"Lífsvirðing, félag um dánaraðstoð",These ads ran without a disclaimer,3211,4
300484146823793,Jæja,These ads ran without a disclaimer,3199,4
110410464882233,My Dream World,These ads ran without a disclaimer,3165,21
100842412215089,Atreides Road,These ads ran without a disclaimer,3164,1
107774317286338,Félags- og vinnumarkaðsráðuneytið,These ads ran without a disclaimer,3149,1
114239621550457,reykjavik_headshop,These ads ran without a disclaimer,3149,1
1836365373266980,Cooking Diary,These ads ran without a disclaimer,3134,1
53876052576,Sigga Kling,These ads ran without a disclaimer,3124,1
157073914303469,Stjórnarskrárfélagið -The Icelandic Constitution Society,These ads ran without a disclaimer,3111,5
127187187348820,Kaspersky,These ads ran without a disclaimer,3090,7
34790809429,Nasjonalmuseet,These ads ran without a disclaimer,3072,1
108431951789845,Sigurð í sveitarstjórn,Sigurdur Gunnarsson,3067,2
454784611588642,Ásmundur Einar Daðason,These ads ran without a disclaimer,3054,1
493898690672829,Norðurlönd í fókus,These ads ran without a disclaimer,3045,2
216472075198091,Herdís Þorvaldsdóttir,These ads ran without a disclaimer,3019,2
242269959309321,Sjálfstæðisflokkurinn og óháðir í Vogum,These ads ran without a disclaimer,3000,1
233429823373573,Forréttabarinn,These ads ran without a disclaimer,2990,1
214768465383318,Styðjum  Hörpu Sævarsdóttur í stjórnarkjöri VR 2024-2026,These ads ran without a disclaimer,2975,5
2037620276529589,Hamraborg-Festival,These ads ran without a disclaimer,2974,1
111494401468787,Þór Sigurgeirsson - 1. sæti á Seltjarnarnesi,Thor Sigurgeirsson,2968,2
289496264514612,Rauði krossinn,These ads ran without a disclaimer,2966,2
853841747996797,Borgarsögusafn Reykjavíkur / Reykjavík City Museum,These ads ran without a disclaimer,2938,1
115502208177917,Barátta XX-Kvenna fyrir öryggi.,These ads ran without a disclaimer,2934,1
748825752201151,Democratic Constitutional Design,These ads ran without a disclaimer,2903,1
110365720845475,Vaxandi - miðstöð um samfélagslega nýsköpun,These ads ran without a disclaimer,2869,2
110318403913030,VG Austurland,These ads ran without a disclaimer,2868,1
150527706082,Félag Sameinuðu þjóðanna á Íslandi,These ads ran without a disclaimer,2853,1
101328828591341,Harmoninie A,These ads ran without a disclaimer,2838,1
1487655558181130,Fjármálavit,These ads ran without a disclaimer,2826,5
111167028176337,Позвони России,These ads ran without a disclaimer,2794,2
441871202665996,Happie - Húsgögn & Ávextir,These ads ran without a disclaimer,2777,1
353343858093013,Félagið Ísland-Palestína,These ads ran without a disclaimer,2770,1
104531448133165,Blái trefillinn,These ads ran without a disclaimer,2769,1
235359786616761,Alexandra Chernyshova - soprano and composer,These ads ran without a disclaimer,2727,2
109845107083417,Bravo novel,These ads ran without a disclaimer,2711,36
1012571098869064,Strand49,These ads ran without a disclaimer,2700,1
105550401389131,Álfheiður Eymarsdóttir,Atli Rafn Viðarsson,2700,1
184042545536602,Garðabæjarlistinn,These ads ran without a disclaimer,2700,1
92267063303,Stöð 2,These ads ran without a disclaimer,2685,3
263095547109656,Sjálfstæðisfélag Garðabæjar,These ads ran without a disclaimer,2677,2
286025395233310,Framsókn í Norðausturkjördæmi,These ads ran without a disclaimer,2671,2
537833309648919,Píratar í Reykjanesbæ,These ads ran without a disclaimer,2654,6
101075529251197,Jóhanna Ýr Jóhannsdóttir,Jóhanna Ýr Jóhannsdóttir,2617,1
106673121576182,Hafdís Hrönn Hafsteinsdóttir,These ads ran without a disclaimer,2579,2
316429945426,Aalto University,These ads ran without a disclaimer,2568,3
100855482695327,РР_Соin,These ads ran without a disclaimer,2546,1
121255219270912,أفضل ألعاب الحرب العربية لعام 2022,These ads ran without a disclaimer,2543,7
425304744200657,Sjúkraliðafélag Íslands SLFÍ,These ads ran without a disclaimer,2532,3
105422778949431,Heimurinn eins og hann er,These ads ran without a disclaimer,2504,1
107002601345017,VÁ - Félag um vernd fjarðar,Benedikta Svavarsdóttir,2500,1
462123790868934,Helga Vala Helgadóttir,Helga Vala Helgadóttir,2500,1
212636068788464,Gallerí List,These ads ran without a disclaimer,2500,1
41221395994,Vaka - Hagsmunafélag stúdenta,These ads ran without a disclaimer,2500,1
128059130573581,Sjálfsbjörg landssamband hreyfihamlaðra,Bergur Þorri Benjamínsson,2500,1
100119142152889,Þórir Hilmarsson í stjórn VR 2023,These ads ran without a disclaimer,2500,1
195496693832074,Citizens Foundation,These ads ran without a disclaimer,2499,2
242351902481164,The Radical Tea Towel Company,These ads ran without a disclaimer,2477,11
311408758979313,Skjöldur Xd Stykkishólmi,These ads ran without a disclaimer,2458,5
296375871899,Elín Oddný Sigurðardóttir,Elín Oddný Sigurðardóttir,2455,2
495918027087107,Samfylkingin í Mosfellsbæ,Samfylkingin í Mosfellsbæ,2441,1
101379415636025,24 - Þínar fréttir,Kristjón Kormákur Guðjónsson,2400,1
202456013104343,Sjálfstæðisflokkurinn í Reykjanesbæ,Andri Víðisson,2400,1
458196590908471,Vesturbyggð og Tálknafjörður,Vesturbyggð,2323,7
467976939969473,Nofir,These ads ran without a disclaimer,2311,1
357896717565932,Jóhanna Gunnarsdóttir í stjórn VR 2023,These ads ran without a disclaimer,2310,1
690052147690383,Skipulagsstofnun,These ads ran without a disclaimer,2309,3
117923164930140,Lifandi vísindi- Lifandi saga,These ads ran without a disclaimer,2287,6
1911805615814575,Ellen Calmon,These ads ran without a disclaimer,2286,1
100858346620905,Udemy,These ads ran without a disclaimer,2282,1
103357006018056,Kjósum Helgu Ingólfs í stjórn VR 2023-2025,These ads ran without a disclaimer,2243,2
136088969880141,AirHelp,These ads ran without a disclaimer,2239,15
628688953820696,Loftkastalinn / Vinnustofa Hilmars,Hilmar Pall Johannesson,2238,2
504168043290334,Miðflokkurinn  Norðausturkjördæmi,These ads ran without a disclaimer,2235,3
1284030001655471,Sósíalistaflokkur Íslands,These ads ran without a disclaimer,2220,2
125854754245857,Son of a Tailor,These ads ran without a disclaimer,2136,5
183459048961071,Líf Magneudóttir,These ads ran without a disclaimer,2110,1
106809688968674,ChatOn - AI Chatbot Assistant,These ads ran without a disclaimer,2103,1
107413361921065,Framsókn og óháðir í Mýrdalshreppi,Framsóknarflokkurinn,2100,1
168329176638670,Skúli Helgason,These ads ran without a disclaimer,2089,1
8304333127,The Wall Street Journal,These ads ran without a disclaimer,2070,2
676692975786082,Fun Games For Free,These ads ran without a disclaimer,2067,1
278318348856681,Listasafnið á Akureyri / Akureyri Art Museum,These ads ran without a disclaimer,2057,2
170578859467775,Harainbow,These ads ran without a disclaimer,2022,31
225389760991032,Félag íslenskra safna og safnafólks,These ads ran without a disclaimer,2000,1
0,Instagram User 1979044415,These ads ran without a disclaimer,2000,2
113768051217691,X - Lilja Lind,Lilja Lind Pálsdóttir,2000,1
292043367527976,Listahátíðin Skjálfandi - Skjálfandi Art Festival in Húsavík,These ads ran without a disclaimer,2000,1
101663055293131,poppsalin,These ads ran without a disclaimer,1999,1
109283601246176,Asian flower,These ads ran without a disclaimer,1993,1
1506918176200492,Kolbrún í bæjarstjórn,These ads ran without a disclaimer,1986,3
248134565372060,B-listi í Dalvíkurbyggð,These ads ran without a disclaimer,1969,1
345626636056884,Wild,These ads ran without a disclaimer,1955,15
1750822051817991,Almenni lífeyrissjóðurinn,These ads ran without a disclaimer,1948,3
109135105573856,Wydarzenia tygodnia,These ads ran without a disclaimer,1946,1
175889425769412,BAR-TEK Motorsport,These ads ran without a disclaimer,1918,12
106916392490601,Co nowego,These ads ran without a disclaimer,1911,1
102635655320437,Number Match - Logic Puzzle Game,These ads ran without a disclaimer,1909,16
104015742220554,Mimic,These ads ran without a disclaimer,1892,10
192789944066997,Samtök ferðaþjónustunnar,These ads ran without a disclaimer,1828,3
173888723226076,Breakfree Trading,These ads ran without a disclaimer,1814,11
109694697539764,Aeroclass,These ads ran without a disclaimer,1808,3
101009655542214,Lyng Restaurant,These ads ran without a disclaimer,1805,2
180822281930902,USARC,These ads ran without a disclaimer,1805,1
1515430545398010,Edda Rannsóknasetur,These ads ran without a disclaimer,1787,2
24590816216,Eckhart Tolle,These ads ran without a disclaimer,1787,21
1388548264745259,LinkedIn Talent Solutions,These ads ran without a disclaimer,1766,5
107782278595813,"Háskóla-, iðnaðar- og nýsköpunarráðuneytið","Háskóla-, iðnaðar- og nýsköpunarráðuneytið",1749,1
279052452197672,Megapolis,These ads ran without a disclaimer,1743,6
108373377451002,Timesless Entertainment,These ads ran without a disclaimer,1736,2
275116585983530,VG og óháð Skagafirði,These ads ran without a disclaimer,1717,1
348866759526475,Gemini Gadgets,These ads ran without a disclaimer,1687,1
109298727896094,Kosningar í VR,These ads ran without a disclaimer,1683,3
102601724878012,Þingspilið - með þingmenn í vasanum.,These ads ran without a disclaimer,1666,5
1062587583760015,TerraGenesis,These ads ran without a disclaimer,1666,1
103004792660944,Longleaf Valley,These ads ran without a disclaimer,1665,1
1958753184339398,Rósa Björk Brynjólfsdóttir,These ads ran without a disclaimer,1639,4
242696609485079,War and Magic,These ads ran without a disclaimer,1574,1
92376343177,DJ TONY TOUCH,These ads ran without a disclaimer,1550,11
110549464599263,Buzz Information,These ads ran without a disclaimer,1542,1
106802378212600,Boulder Stop,These ads ran without a disclaimer,1537,1
576360789097430,Akraneskaupstaður,These ads ran without a disclaimer,1536,4
832298706889408,111%,These ads ran without a disclaimer,1508,1
638413726207254,H listinn- listi framfarasinna,These ads ran without a disclaimer,1500,1
237337996420315,Ungir Píratar,These ads ran without a disclaimer,1500,1
110752262946048,Crypterium,These ads ran without a disclaimer,1477,8
64588666340,Haaretz.com,These ads ran without a disclaimer,1459,63
102251318064432,Organon,These ads ran without a disclaimer,1454,4
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,1436,22
112564955077010,News,These ads ran without a disclaimer,1434,1
332933677160309,Kjartan Magnússon,These ads ran without a disclaimer,1429,1
110038557114533,Imagine5,These ads ran without a disclaimer,1422,24
1457360134501070,Samfylkingin í Norðurþingi,These ads ran without a disclaimer,1416,1
189693324397628,Olís,These ads ran without a disclaimer,1404,1
114738487010987,Braindom2: Who is lying?,These ads ran without a disclaimer,1402,11
332452260196364,Alfreð,These ads ran without a disclaimer,1388,8
1844701205779787,Unexplained on Gaia,These ads ran without a disclaimer,1385,1
313059192233887,Stockfish - Film & Industry Festival,These ads ran without a disclaimer,1331,3
1259808350720927,Þorgerður Katrín Gunnarsdóttir,These ads ran without a disclaimer,1327,1
179747155671,Háskólinn í Reykjavík,These ads ran without a disclaimer,1326,2
217924108073667,EU.News,These ads ran without a disclaimer,1320,3
1394801860755000,Klondike Game Fans,These ads ran without a disclaimer,1309,1
185921911272015,Trade-News,These ads ran without a disclaimer,1292,12
181924628560212,Ekō,These ads ran without a disclaimer,1289,6
113835893611155,President: Election Simulator,These ads ran without a disclaimer,1286,29
156554281146546,Sacyr,These ads ran without a disclaimer,1277,4
110264154014366,Les Gargouilles,These ads ran without a disclaimer,1276,19
315412792622619,Metabolic Reykjavík,These ads ran without a disclaimer,1270,1
595877127132324,Neyðarlínan 112,These ads ran without a disclaimer,1266,2
102283121590823,Moderny,These ads ran without a disclaimer,1250,1
101343755601896,Value Super Finds,These ads ran without a disclaimer,1249,1
114319561948157,PCRF - Palestine Children's Relief Fund,These ads ran without a disclaimer,1232,14
648256171941679,Ráðleggingar um mataræði,These ads ran without a disclaimer,1231,1
108980278404779,oldicelandicbooks,These ads ran without a disclaimer,1222,1
1742546092683647,Another Tomorrow,These ads ran without a disclaimer,1218,1
103231731552452,Skull and tattoos,These ads ran without a disclaimer,1208,1
68793499001,UNICEF,These ads ran without a disclaimer,1201,27
1438606279746434,Heiða Björg Hilmisdóttir,These ads ran without a disclaimer,1188,1
189429184418863,Teal Swan,These ads ran without a disclaimer,1184,4
102634248135638,Super Roman,These ads ran without a disclaimer,1183,11
111257452230362,𝙔𝙪𝙨𝙪𝙛 𝘾𝙝𝙖𝙢𝙗𝙚𝙧𝙨,These ads ran without a disclaimer,1177,9
102416722029565,"Innovate4Climate, I4C 2023",These ads ran without a disclaimer,1176,19
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,1166,63
142961965740393,Bíó Paradís,These ads ran without a disclaimer,1163,2
1471985013037043,Framsóknarfélag Grindavíkur,These ads ran without a disclaimer,1163,1
110282500591132,Bergur Þorri,These ads ran without a disclaimer,1154,3
178062028902174,Skessuhorn,These ads ran without a disclaimer,1153,5
1703973056340248,Daniel Freyr Gylfason,These ads ran without a disclaimer,1144,1
962433327137363,TruWood,These ads ran without a disclaimer,1138,1
238155459917358,Sigríður Á. Andersen,These ads ran without a disclaimer,1111,1
31942741556,Icelandair,These ads ran without a disclaimer,1111,2
110725238060824,X Heimir - Festa og framsýni,These ads ran without a disclaimer,1110,1
103558317830895,Carbfix,These ads ran without a disclaimer,1109,3
314036327204,VR,These ads ran without a disclaimer,1106,2
113608008709874,Hotel Villa Real,These ads ran without a disclaimer,1097,5
613223092021896,Ninný,These ads ran without a disclaimer,1095,1
175118647052,Ungir sjálfstæðismenn,These ads ran without a disclaimer,1090,1
100776202191315,Infinite Force,These ads ran without a disclaimer,1077,3
467440843363263,Leigjendasamtökin,These ads ran without a disclaimer,1070,2
623761824782109,Zanvos,These ads ran without a disclaimer,1064,7
166701030457654,Samherji,These ads ran without a disclaimer,1063,1
416507158449542,Laugardalurinn í Reykjavík,These ads ran without a disclaimer,1062,1
116706926839633,Braindom,These ads ran without a disclaimer,1058,9
20665390582,Medical Aid for Palestinians,These ads ran without a disclaimer,1058,15
12185972707,350.org,These ads ran without a disclaimer,1053,2
101100798140219,Björk bókari,These ads ran without a disclaimer,1028,1
122093773022017765,Some News,These ads ran without a disclaimer,1026,17
2241988346071504,Nordic CEOs for a Sustainable Future,These ads ran without a disclaimer,1016,2
2012617162329822,AI Chat · Chatbot Assistant,These ads ran without a disclaimer,1012,15
106834701464470,Bardinnerit,These ads ran without a disclaimer,1005,2
102753109219132,Nowe Technologie,These ads ran without a disclaimer,1002,1
60357279129,Deiglan,These ads ran without a disclaimer,1000,1
891307104382857,Alexandra Briem,These ads ran without a disclaimer,977,1
107402798535015,Umbrella Jubilation,These ads ran without a disclaimer,974,1
173490016118090,Píratar,These ads ran without a disclaimer,972,1
181890091876904,Medair,These ads ran without a disclaimer,954,2
102956108510618,Wonder Pets,These ads ran without a disclaimer,950,4
104166768005035,Green Bond Meter,These ads ran without a disclaimer,949,15
164879314168323,Guðmundur Ragnarsson - VM,These ads ran without a disclaimer,935,1
188709048330572,Abu Dhabi Sustainability Week - ADSW,These ads ran without a disclaimer,932,1
76778808559,Theatre in the Rough,These ads ran without a disclaimer,932,2
32104614789,Greenpeace Polska,These ads ran without a disclaimer,928,6
1053560081335661,KLAK - Icelandic Startups,These ads ran without a disclaimer,922,1
126052760507,Mama Cash,These ads ran without a disclaimer,921,41
131080674085681,Northway Partner,These ads ran without a disclaimer,920,1
101337244637057,Project Makeover,These ads ran without a disclaimer,919,1
110651260470029,"Department of Food and Resource Economics, UCPH",These ads ran without a disclaimer,905,3
0,Instagram User 2716805027,These ads ran without a disclaimer,904,4
105666144829254,Ocean Project,These ads ran without a disclaimer,904,11
175118647052,Ungir sjálfstæðismenn,Ingveldur Anna Sigurðardóttir,900,1
810763415618292,Líneik Anna Sævarsdóttir Alþingismaður,These ads ran without a disclaimer,900,1
405127303281846,Ingveldur Anna,Ingveldur Anna Sigurðardóttir,897,1
437153699802747,Brendan Kane,These ads ran without a disclaimer,894,6
106359508615503,Gunnar Pétur í 5. Sætið,These ads ran without a disclaimer,893,1
1580272915521866,Scratch Golf Academy,These ads ran without a disclaimer,889,3
102868451477291,Syndio,These ads ran without a disclaimer,878,2
49501042917,THE OUTNET.COM,These ads ran without a disclaimer,870,2
102175298602536,Styles by Monica,These ads ran without a disclaimer,865,1
1774679129283138,Waterdrop,These ads ran without a disclaimer,845,2
108167541308902,Helga Guðrún í formann VR,These ads ran without a disclaimer,843,1
921681541269278,MEKÓ - Menning í Kópavogi,These ads ran without a disclaimer,841,2
186681194527236,Libra-Official,These ads ran without a disclaimer,841,12
107057428490235,Maldonado Juliette,These ads ran without a disclaimer,836,2
2227002420885356,Pangea Movement,These ads ran without a disclaimer,823,10
874151079272291,Skandall,These ads ran without a disclaimer,822,1
101480108037319,Domestika,These ads ran without a disclaimer,813,13
110909648207872,Close the sky over Ukraine,These ads ran without a disclaimer,812,7
1145463375603180,Diversify,These ads ran without a disclaimer,806,1
674362009286406,Lifðu núna,These ads ran without a disclaimer,796,2
590338584385793,Fjölmenningarsetur,These ads ran without a disclaimer,781,1
1885921581623703,ProstaGenix.com,These ads ran without a disclaimer,779,1
247737061757125,Neuro News,These ads ran without a disclaimer,771,25
366107457198874,Rise of Kingdoms,These ads ran without a disclaimer,771,3
306020763657196,Hanna Katrín Friðriksson,These ads ran without a disclaimer,767,1
158714780827513,UNFPA,These ads ran without a disclaimer,764,11
829503714103568,Pedagogy for Change,These ads ran without a disclaimer,758,5
442535212803469,FÓLK,These ads ran without a disclaimer,757,1
1992169167690755,Harry Potter: Hogwarts Mystery,These ads ran without a disclaimer,751,1
1013304945470529,My Pride Apparel,These ads ran without a disclaimer,746,2
108351857272118,Luxe Pods,These ads ran without a disclaimer,746,9
5647744585,PETA (People for the Ethical Treatment of Animals),These ads ran without a disclaimer,739,4
76760043761,Árbæjarkirkja,These ads ran without a disclaimer,738,1
1656590977890066,IDEO U,These ads ran without a disclaimer,734,2
264948613363175,European Life,These ads ran without a disclaimer,732,17
103377668330393,Mirësi Për Botën,These ads ran without a disclaimer,724,4
526368417560804,Jón Gunnarsson,These ads ran without a disclaimer,722,1
1175997825918033,Kynjaþing,These ads ran without a disclaimer,722,1
1418595571798598,17. júní í Mosfellsbæ,These ads ran without a disclaimer,718,1
159655987425431,Icelandic Art Center / Myndlistarmiðstöð,These ads ran without a disclaimer,717,3
107113051425983,Foreningen Norden // Nunat Avannarlermioqatigiit,These ads ran without a disclaimer,717,3
101224311641887,AVI Kirjastotoimi RFV Biblioteksväsende,These ads ran without a disclaimer,712,2
699649027104632,The Metals Company,These ads ran without a disclaimer,709,27
29092950651,TED,These ads ran without a disclaimer,709,8
432363893938433,KPOP MUSIC,These ads ran without a disclaimer,708,85
105106018624924,Kanawahe News Media,These ads ran without a disclaimer,702,1
573576529748008,Sifted,These ads ran without a disclaimer,702,19
691872757534996,Stracta Hotels,These ads ran without a disclaimer,701,1
233285550514052,COMYMBA,These ads ran without a disclaimer,694,1
127033480497051,Linabbie,These ads ran without a disclaimer,694,1
841230545913536,Steven Kotler,These ads ran without a disclaimer,694,2
173096207156,Kópavogsbær,These ads ran without a disclaimer,688,1
104877488982288,SLB,These ads ran without a disclaimer,686,7
516658892133415,Heroic - Magic Duel,These ads ran without a disclaimer,684,1
182073298490036,Gaia,These ads ran without a disclaimer,677,2
109921100493390,Spencer,These ads ran without a disclaimer,677,10
107500825947734,Samfylkingin í Reykjanesbæ,These ads ran without a disclaimer,673,1
101898579405725,Wiadomości dnia,These ads ran without a disclaimer,669,1
109921824939975,World Park,These ads ran without a disclaimer,661,1
109986694524045,Skapskap,These ads ran without a disclaimer,655,1
1196148503735000,Hagvangur,These ads ran without a disclaimer,645,1
312567513172,Tufina Watches,These ads ran without a disclaimer,644,1
119537514583378,Alessandro Stokes,These ads ran without a disclaimer,641,2
108941249155931,Science and Nonduality Conference,These ads ran without a disclaimer,637,22
793257517373607,Evercoach by Mindvalley,These ads ran without a disclaimer,625,2
240970402426922,Life in Europe,These ads ran without a disclaimer,623,3
121408151247181,Þjóðarspegillinn - Rannsóknir í félagsvísindum,These ads ran without a disclaimer,614,1
182708684718,Sounds True,These ads ran without a disclaimer,609,4
715337551812957,One Ummah,These ads ran without a disclaimer,598,12
585004911835101,Framed Hoops / Canvases,These ads ran without a disclaimer,597,17
1481996415461299,EntheoNation,These ads ran without a disclaimer,586,19
436551626426579,Rótin,These ads ran without a disclaimer,585,1
145943338785891,UBC Faculty of Forestry,These ads ran without a disclaimer,575,3
109657588139454,MasterCash,These ads ran without a disclaimer,573,1
561493610550062,Bombshell Sportswear,These ads ran without a disclaimer,572,12
111361091313,NICABM,These ads ran without a disclaimer,568,41
112340008108279,Ásgerður K. Gylfadóttir,Ásgerður Kristín Gylfadóttir,566,1
113523098408774,Hight vol,These ads ran without a disclaimer,565,1
107586311767908,Delicacy Estate,These ads ran without a disclaimer,564,13
103122639107936,Sabai-Boutique,These ads ran without a disclaimer,562,3
30664024188,Medscape,These ads ran without a disclaimer,557,9
267753536676546,UMFÍ - Ungmennafélag Íslands,These ads ran without a disclaimer,556,1
670688686620124,Mercy Bakery - HRD,These ads ran without a disclaimer,555,1
121269037745943,Wiadomości dnia,These ads ran without a disclaimer,551,1
112140094260776,Arlengreen,These ads ran without a disclaimer,549,1
597860953565239,Markaðsstofa Kópavogs,These ads ran without a disclaimer,547,1
626846780726124,Viðreisn,These ads ran without a disclaimer,545,1
111220512016586,AI investment,These ads ran without a disclaimer,543,20
111484207218137,Spillingarvaktin,These ads ran without a disclaimer,542,2
101690839106719,bergurben,These ads ran without a disclaimer,539,2
369596313057566,Samkeppniseftirlitið,These ads ran without a disclaimer,532,1
114402273296508,Dýravinir Íslands,These ads ran without a disclaimer,531,1
108681518020130,Forc,These ads ran without a disclaimer,529,3
766265230230323,Lumen,These ads ran without a disclaimer,526,1
470736210584,Cambridge Judge Business School,These ads ran without a disclaimer,526,1
2245436142335056,More Life Adventures,These ads ran without a disclaimer,526,2
103605902120062,Smith School of Enterprise and the Environment,These ads ran without a disclaimer,526,5
441717016632433,Kasaba Lagup,These ads ran without a disclaimer,524,48
182898221791498,Hitachi in Europe,These ads ran without a disclaimer,523,2
119214224885253,The Philadelphia Trumpet,These ads ran without a disclaimer,507,90
1635736753328236,Fortrade Online Trading,These ads ran without a disclaimer,504,3
100466846248633,AI Mage,These ads ran without a disclaimer,498,4
1852520761657982,4ocean,These ads ran without a disclaimer,497,22
101382981676600,Heather's Closet,These ads ran without a disclaimer,497,4
355287947832221,Ferðamálastofa / Icelandic Tourist Board,These ads ran without a disclaimer,497,1
140716706608231,Left To Survive,These ads ran without a disclaimer,496,6
202302312977190,News in Europe,These ads ran without a disclaimer,491,7
95775573753,Frontiers,These ads ran without a disclaimer,491,41
106813518749336,Latvijas Ziņas.,These ads ran without a disclaimer,488,3
1543888855686529,Plastlaus september,These ads ran without a disclaimer,483,1
186136308067937,Hallveig - Ungt Jafnaðarfólk í Reykjavík,Hallveig - Ungt Jafnaðarfólk í Reykjavík,479,1
102213642573397,Zavala Hester,These ads ran without a disclaimer,479,5
760038890724775,Lagadeild Háskólans í Reykjavík,These ads ran without a disclaimer,478,1
188842724507690,مفوضية اللاجئين,These ads ran without a disclaimer,478,12
101678132688412,Новости Дня,These ads ran without a disclaimer,475,6
111502068981906,Hugverkastofan,These ads ran without a disclaimer,468,1
100661818730059,Judgement Day: Decide It,These ads ran without a disclaimer,466,16
111934001883608,Emília Anastasia,These ads ran without a disclaimer,461,1
144299892553,Matthew Good,These ads ran without a disclaimer,458,8
29056789480,Project Syndicate,These ads ran without a disclaimer,451,14
