Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
382558248956531,กมลพัฒน์  ปุงบางกะดี่  เขตบางขุนเทียน,กมลพัฒน์  ปุงบางกะดี่  เขตบางขุนเทียน,54563,37
113023081702937,ประชาธิปัตย์ ตราด,ธีระ สลักเพชร,54175,32
243465416352138,พรรคเพื่อชาติ,บริษัท เวิร์ค 360 จำกัด,53871,10
322329881713130,ขวัญเลิศ พานิชมาท - Kwanlerd Panichmath,ขวัญเลิศ พานิชมาท - Kwanlerd Panichmath,53804,47
107146294523649,พันธ์ศักดิ์ บุญแทน,พันธ์ศักดิ์ บุญแทน,53734,30
804181579762028,จิรายุ ห่วงทรัพย์,จิรายุ ห่วงทรัพย์,53717,34
102945122148168,สานสัมพันธ์แห่งศรัทธา จัดสร้างพระพุทธรูปถวายศรีลังกา,These ads ran without a disclaimer,53674,4
102661302788490,กานต์ กฤตินี รุณแสง,วรรณชัย เรือนแก้ว,53315,57
102530815945359,ขายที่ดินคลองระพีพัฒน์,Areeya Namdokmai,53207,5
109426527988876,สส.ดร.ปรเมษฐ์ จินา,ปรเมษฐ์ จินา,53098,76
334466657363647,ร้านพระเครื่องByขงเบ้ง รับเช่าพระเครื่อง พระบูชา ใหม่ เก่า ในราคาที่คุณพอใจ,These ads ran without a disclaimer,52806,2
115975966977709,ทีมพลังกาญจน์,ทีมพลังกาญจน์,52781,50
189698001655102,เขตรัฐ เหล่าธรรมทัศน์ - Katerut Laothamatas,เขตรัฐ เหล่าธรรมทัศน์ - Katerut Laothamatas,52590,46
118384374541874,มงคล ศรีคำแหง พรรคเพื่อไทย,มงคล ศรีคำแหง,52455,19
117117641670238,Krungsri Simple,These ads ran without a disclaimer,52385,42
100501426195888,The Sandal Pot,These ads ran without a disclaimer,52261,2
275507006405211,Padipat Suntiphada - ปดิพัทธ์ สันติภาดา,Padipat Suntiphada - ปดิพัทธ์ สันติภาดา,51972,89
106804542303183,สำนักงานกฎหมายทนายใหญ่,สำนักงานกฎหมายทนายใหญ่,51856,53
190923294988741,สอบครูผู้ช่วยนะ,สอบครูผู้ช่วยนะ,51835,53
107111554310794,การ์ดแต่งงาน For You,These ads ran without a disclaimer,51722,6
117849264601668,วิษณุ กรองกันภัย พรรคไทยพร้อม เบอร์ 28,ลลดา อมาตยกุล,51665,46
103453355440094,สมชาติ เตชถาวรเจริญ - สส.ภูเก็ต เขต 1 พรรคก้าวไกล,Jiraporn Wongkulluck,51413,36
174738095989909,Pichai Naripthaphan,These ads ran without a disclaimer,51308,54
105308564750704,ณัฏฐ์ มงคลนาวิน,ณัฏฐ์ มงคลนาวิน,50962,122
117206547959406,คิดไม่ออกบอก “ ตู๋ “ ธนพล,Pattariya Pornsomboonsiri,50900,40
109216354265447,อัษฎางค์  แสวงการ,อัษฎางค์  แสวงการ,50781,16
112151181255165,สมยศ พลายด้วง,Nichapha Sriwilai,50349,9
110119978657999,นพ.พลวิทย์ เจริญพงศ์,นพ.พลวิทย์ เจริญพงศ์,50075,47
102119372069250,ส.ส. ธานินท์ นวลวัฒน์,Studio415,49983,34
318392915554883,ภิญโญ กิจเลิศไพโรจน์ - Pinyo Kitlertphairoj,ภิญโญ กิจเลิศไพโรจน์ - Pinyo Kitlertphairoj,49693,26
107637862235181,แอ้ สุภีพันธุ์ หอมหวล,แอ้ สุภีพันธุ์ หอมหวล,49632,47
239579368014492,โลกเศรษฐกิจ,These ads ran without a disclaimer,49524,9
111067427367211,กิตติพล รวยฟูพันธ์ เบอร์ 14 ผู้สมัคร สส เขตทุ่งครุ ราษฎร์บูรณะ พรรคเพื่อไทย,หนึ่ง กิตติพล รวยฟูพันธ์ ว่าที่ผู้สมัคร สส ทุ่งครุ ราษฎร์บูรณะ พรรคเพื่อไทย,49492,8
324861724225604,อายุน้อยร้อยล้าน,Akarat Nitibhon,49182,10
106643522277071,แป๊ะยิ้ม - ทรงศักดิ์ ส่งเสริมอุดมชัย,Songsak Songsermudomchai,49138,22
101178062238439,ณณัฏฐ์ หงษ์ชูเวช กิ๊ก,ณณัฏฐ์ หงษ์ชูเวช กิ๊ก,48946,57
962818234084161,จิม จักรพันธ์ จินตนาพากานนท์,จิม จักรพันธ์ จินตนาพากานนท์,48558,39
105564202863465,Wan ubumrung,Wan ubumrung,48507,4
103943018154038,บุญสืบ จันทร์แจ่มศรี ปุ๊,บุญสืบ จันทร์แจ่มศรี,48439,53
174674890018644,นายเดชอิศม์ ขาวทอง นายกชาย,Phetai Sretrairat,48439,117
111734427310816,พณิชย์ วิทยาภัทร์ - แป๊บ,พณิชย์ วิทยาภัทร์ - แป๊บ,48331,23
1241410716007401,ทศพล เพ็งส้ม,Thosaphol Pengsom,48321,49
110440781963606,นวลจันทร์ สามารถ-คุ้มบ้าน,นวลจันทร์ สามารถ-คุ้มบ้าน,48246,25
118563167838903,พรรคถิ่นกาขาวชาววิไล l Thinkakaochaovilai Party,Prawta Khongto,48183,73
1123326217727200,อุดรมาร์เก็ตเพลส,อุดรมาร์เก็ตเพลส,48113,12
243465416352138,พรรคเพื่อชาติ,พรรคเพื่อชาติ,48075,3
2245605448891362,จักรวี วิสุทธิผล,Jakravee Visutipol,47799,37
100985972856061,ธนพจน์ ทรัพย์ยอดแก้ว - Thanapoj Subyodkaew,Thanapoj Subyodkaew,47534,34
384722702090581,นิกม์ แสงศิรินาวิน,นิกม์ แสงศิรินาวิน - เบอร์ 8 สส. กทม. หนองจอก คลองสามวา - พรรคภูมิใจไทย,47424,20
107368818238731,Phattarapong Leelaphat - ภัทรพงษ์ ลีลาภัทร์,Phattarapong Leelaphat,47178,28
100165239168253,โกหนึ่ง กิตติ กิตติธรกุล,โกหนึ่ง กิตติ กิตติธรกุล,47112,34
522718414543268,สุทธิ ปัญญาสกุลวงศ์,สุทธิ ปัญญาสกุลวงศ์,47081,61
789991318125212,พงศกร รัตนเรืองวัฒนา,พงศกร รัตนเรืองวัฒนา,46978,246
106538958796488,กิตพล เชิดชูกิจกุล,กิตพล เชิดชูกิจกุล,46916,8
110199735129147,ทวี สุระบาล,ทวี สุระบาล,46866,41
105289357813967,ปุณณ์สิริ บุณยเกียรติ - บีท - Punsiri Boonyakiat,ปุณณ์สิริ บุณยเกียรติ - บีท - Punsiri Boonyakiat,46802,88
214450406158935,สุรชาติ เทียนทอง,สุรชาติ เทียนทอง,46730,8
368356080442700,กำนันพงษ์ศักดิ์ จ่าแก้ว - คนรักสุราษฎร์,Chadapon Maksuwan,46655,152
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,46538,86
102760714981774,สุภาพร กำเนิดผล,สุภาพร กำเนิดผล,46217,150
774455289370913,อยุธยา-Ayutthaya Station,อยุธยา-Ayutthaya Station,46085,7
454523585079183,ภาดาท์ วรกานนท์ Pada Vorakanon,ภาดาท์ วรกานนท์ Pada Vorakanon,45676,25
107388582301945,เชาวยุทธ เชาว์กิตติโสภณ,เชาวยุทธ เชาว์กิตติโสภณ,45495,46
177948972256358,เอกนัฏ พร้อมพันธุ์ (ขิง),Chonticha Mahachai,45262,36
100255282807859,ก่อง อัณณพ อารีย์วงศ์สกุล,These ads ran without a disclaimer,45121,19
103742482695590,เจมส์ สรรเพ็ชญ ศรีสวัสดิ์ - James Sanphet Srisawat,Jiramit Gaysorn,45075,14
234345809961492,สส.จ๋า - ดร.วชิราภรณ์ กาญจนะ,ส.ส.จ๋า - วชิราภรณ์ กาญจนะ,44981,27
103461712127221,Bella B Thailand,These ads ran without a disclaimer,44945,30
1023078414531349,The People,Kityanggul Phadungkarn,44542,19
101503812475360,ครูพรีมมี่ นรเสฏฐ์ เธียรประสิทธิ์,ครูพรีมมี่ นรเสฏฐ์ เธียรประสิทธิ์,44516,8
