Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
2114537118629414,Queensland - Solar Project,These ads ran without a disclaimer,185,12
108944561559971,Kathy Bryla for Lane Cove,Kathleen June Bryla,185,8
103079288249896,Robert Dennis for Maling Ward,Robert L Dennis,185,6
141219205935308,Youth Off The Streets,These ads ran without a disclaimer,185,16
113386461136049,Ward 5 - Blacktown Coalition Team,Danilo Cruz Peralta,185,6
105522768443428,Avery Howard - Greens for Liverpool City Council North Ward,Greens NSW,185,6
100721552784769,"Lia Lawrie for North Ward, City of Prospect",Lia Chivaun Lawrie,185,7
102439361731374,Deadly Wears,These ads ran without a disclaimer,185,2
100563515709830,Lauren for SRC President 2022,Lauren Ingrid Lancaster,185,6
104025969035227,even.thekitchensink,Sean Michael Grady,185,7
1683649241744014,Declan Martin for Tucker Ward - City of Glen Eira,Declan B Martin,185,4
103924204932696,Soil Recycling Co,These ads ran without a disclaimer,185,13
106787942706654,SBS German,SBS German,185,2
101312485388268,SaveLabrador,SaveLabrador,185,3
1685064408200798,Our FBEU,Leighton Drury,185,19
195702767187199,Glycemic Index Foundation,These ads ran without a disclaimer,185,2
100169055167427,Graeme Simpfendorfer,Graeme C Simpfendorfer,184,3
559337684258470,Cr Carly Moore - Hume City Council - Aitken Ward,Carly A Moore,184,3
105042544683760,Angelo Baronessa for Buckley Ward Moonee Valley,Angelo A Baronessa,184,9
117400196728693,Chris Templer 4 Yarra Ranges,Anthony C Templer,184,3
215903650419048,GO-d r e a me novel-I,These ads ran without a disclaimer,184,12
165326075153,Eaton,These ads ran without a disclaimer,184,2
106811748650844,Evan Nickols - Liberal Democrats Candidate for Perth,Evan Mark Nickols,183,12
114915706556561,Simon Wheeler for Stirling,Simon Wheeler,183,8
115776420343392,Chris Fenech For Belmont - Pauline Hanson’s One Nation,Chris Fenech,183,5
239144581347270,Jo Bromilow Liberal Candidate for Ward 2 Blue Mountains,Joanne Bromilow,183,2
416832365034504,Diedree Steinwall - Sutherland Shire Councillor,Joshua Kenneth James Crawford,183,2
152398308658998,The Australian Environmental Films Association,These ads ran without a disclaimer,183,6
377713955733970,Eden Hair Extensions,These ads ran without a disclaimer,182,4
131825266892225,Deckchair Cinema,These ads ran without a disclaimer,182,6
2187713654854024,Finkelstein Hickmott Pty Ltd - Certified Practising Accountants,These ads ran without a disclaimer,182,4
1942361466028333,Inspiring Australia Queensland,These ads ran without a disclaimer,182,2
155686247861242,Vivacity Consulting,Angela Terese Karen Connell,182,1
112767333920010,Save Women's Sports Australasia,Save Women's Sport Australasia,182,2
267264199961398,Change the World Model United Nations,These ads ran without a disclaimer,182,19
132221193482807,Einbunpin Festival,Councillor Jared Cassidy,182,1
118388888197666,Ed Husic MP,These ads ran without a disclaimer,182,2
280523953784252,Help An Animal,These ads ran without a disclaimer,182,70
102959607816514,Councillor Aaron Adams - City of Gosnells,Aaron David Adams,181,1
104335429023329,"Emily Williams Candidate for West Ward, City of Salisbury",Emily Louise Williams,181,4
397717617090155,Rural Health West,These ads ran without a disclaimer,181,1
536133696435109,Kate Lempriere - Former Mayor -  Cardinia Shire 2003 and 2006,Kate F Lempriere,181,3
103096839259590,Imper Corp.,These ads ran without a disclaimer,181,1
135232703155048,"Dancehouse, Melbourne Australia",These ads ran without a disclaimer,181,1
100176765280933,Crime Pays But Botany Doesn't,These ads ran without a disclaimer,181,22
102653005534929,Ishka De Silva for Academic Board,Joshua Gibson Pelach,181,1
109545158443027,Climate,These ads ran without a disclaimer,180,5
171121062913961,Mildura Rural City Council,These ads ran without a disclaimer,180,2
381143599247638,Kevin Kapeke For Hume City Council - Aitken Ward,Kevin D Kapeke,180,7
105325171490346,Strength Lifts,These ads ran without a disclaimer,180,1
394508164021609,Peter Russo MP - Toohey,Meredith Newman,180,2
111718417977255,Councillor Colleen Symington,Labor for Hurstville – Georges River,180,6
1507974409416751,Simon Wood MP,Simon Robert Francis Wood,180,8
101872639282864,bestclinics.au,These ads ran without a disclaimer,180,1
200873859945190,Canberra Mums,Timothy Martin Bohm,180,4
110328281715223,"Sally Harding - Candidate for Central Ward, Mount Barker District Council",Sally Harding,180,5
158135149916,Signs of the Times magazine - Aus/NZ,Signs of the Times,180,5
104301195338730,Anne Best for City of Gosnells Council,Jake Adam Licari,180,3
106643284090613,Plan to Grow Queensland,Plan to Grow Queensland,180,2
100719291786612,Together for RUSU,Mark C Morante,180,5
107118508255365,Mark Richardson- for Kingborough Councillor,Mark Andrew Richardson,180,11
135054806922282,Joseph Haweil - Mayor of Hume City,Joseph Haweil,180,2
147897351061,Coalition Against Duck Shooting,These ads ran without a disclaimer,180,8
114024210307382,출장도사 : 용한 도사님과 1대1 영상 상담,These ads ran without a disclaimer,180,1
509657825778267,EMIS,These ads ran without a disclaimer,180,1
101182624783178,Cassowary Coast Ratepayers and Residents Action PAGE,Steven Paul Toogood,180,3
316948271821986,Left Action for SRC,Left Action 4 SRC,180,4
209720392384537,City of Melbourne,These ads ran without a disclaimer,180,5
676633116067616,Eaton Central 7Day Family Practice,These ads ran without a disclaimer,180,2
192170157560135,UNSW Engineering,These ads ran without a disclaimer,180,2
101012631703365,Dr Alison Barnes,Alison K Barnes,180,6
106673158478884,Wine glass,These ads ran without a disclaimer,179,1
104707051732723,Sharon McLay Animal Justice Party Candidate for Lyons,Animal Justice Party,179,6
130031943738686,Dragon Alliance Australia/New Zealand,These ads ran without a disclaimer,179,22
694623690675659,Energy Locals,These ads ran without a disclaimer,179,7
108959538333,Carlton Football Club,These ads ran without a disclaimer,179,15
1375254356054207,Queensland Shooters Fishers and Farmers Party,Malcolm Jeffrey Richardson,179,4
105169264685901,Darrell White for Latrobe City Council,These ads ran without a disclaimer,179,2
124973685567890,J2S Training Solutions RTO ID 90940,These ads ran without a disclaimer,179,3
108194242516,Diversity Arts Australia,These ads ran without a disclaimer,179,12
114678997328409,Evalyn Venture,Evalyn Venture,179,1
104214808278660,Project Planet,Project Planet Australia Inc,178,12
2262614367166158,Greener,These ads ran without a disclaimer,178,7
103087485577770,One Mountains,These ads ran without a disclaimer,178,9
2388364668042564,SUGi,These ads ran without a disclaimer,178,4
163906680852167,Sustainable Cities,Friends of the Earth Melbourne,178,4
32018578490,Chartered Accountants Australia and New Zealand,These ads ran without a disclaimer,178,4
1433223833652673,icebreaker,These ads ran without a disclaimer,178,1
158950133132,Yarra Ranges Council,These ads ran without a disclaimer,178,8
1071444476285287,Cr. Cynthia Watson,Cynthia A Watson,178,13
775691805839970,The North Face - Australia & New Zealand,These ads ran without a disclaimer,178,1
1725180037792319,ACT Parks and Conservation Service,These ads ran without a disclaimer,177,4
176403032389514,Geelong Cats,These ads ran without a disclaimer,177,2
685035221562310,UTS Faculty of Law,These ads ran without a disclaimer,177,4
1796593807224908,Maker Stüdyo,These ads ran without a disclaimer,177,1
100354430010677,City of Cockburn,These ads ran without a disclaimer,177,2
519600288380581,METRONET,These ads ran without a disclaimer,177,80
415176075664116,Veteran Benefits Australia,These ads ran without a disclaimer,177,3
104763418516972,Flash,These ads ran without a disclaimer,177,3
104837734639873,Bambù Bottle,These ads ran without a disclaimer,177,5
191280101295237,Marcia Timmers-Leitch - Councillor Collier Ward Knox City Council,Marcia J Timmers-Leitch,177,15
110237347076259,Surfers for Climate,These ads ran without a disclaimer,177,6
110250507225311,Steve Edgington : Member for Barkly,Country Liberal Party (NT),177,4
109435700650829,Harry Tenni - Division 6 CCRC Local By-Election,Harry Francis Tenni,176,7
638778286212338,Frank Tayell,These ads ran without a disclaimer,176,1
113313900497663,Katharine Nikolic - Candidate for Brimbank Council,Katharine Nikolic,176,4
101149931673756,Webfic new app,These ads ran without a disclaimer,176,25
291409620384,TarraWarra Museum of Art,Tarrawarra Museum of Art,176,6
605682672788823,Justice Connect,These ads ran without a disclaimer,176,2
100940568184215,Rosmairi Dawson for Mayor and West Ward LMCC,Rosmairi Dawson,176,1
108982090626517,The Zero Store,These ads ran without a disclaimer,176,5
100621252390397,Road Trauma Support Group NSW,These ads ran without a disclaimer,176,1
170244903018733,Vinnies QLD,These ads ran without a disclaimer,176,1
137890399906908,PETA Australia,These ads ran without a disclaimer,176,3
104492907835152,Academy of Therapy Wisdom,These ads ran without a disclaimer,175,22
102592858858330,Saiful Islam JP,Saiful Islam,175,5
2237935373126252,Cr. Sophie Tan,Sophaneth Tan,175,6
391356215043164,Unabort,Larry John Mckeown,175,6
476465112509490,Resolve Finance,These ads ran without a disclaimer,175,2
774386052738210,Lawson McCane - Candidate for Moggill,Lawson Mccane,175,3
103477891497461,Yolanda Torrisi - Public Relations Consultant,Yolanda Torrisi,175,7
110464151769033,Matthew Combey for Clarence,Matthew Combey,175,7
2022606721302752,Together for UQU,Christian Camuglia,175,3
1234115306688231,Kelsey A Westemeier,These ads ran without a disclaimer,175,23
106547517835088,Cr Chris Hill - City of Kingston - Como Ward,Chris Hill,175,12
1850044001944271,Kelsey Marie,These ads ran without a disclaimer,175,1
162813647882139,She's A Crowd,She's A Crowd,175,4
199208383428052,Springers Solar - Energy Systems,These ads ran without a disclaimer,175,1
100190838538821,Jeni Alexander - Pauline Hanson's One Nation,Jeni Louise Alexander,175,2
112665490584987,Susan Farley for Blue Lake,Susan J Farley,175,8
572220469492457,"Amanda Cruse - Candidate for Breaksea Ward, City of Albany",Aurora Magazine,175,3
105838514858228,Charlotte Butler - Liberal for Belmont,Liberals WA,175,1
103408268160780,Solange Ardiles for Cleeland Ward - City of Greater Dandenong,Solange P Ardiles,174,17
114039050506980,Wageline,These ads ran without a disclaimer,174,1
120809137991256,Chumkriel Language School,These ads ran without a disclaimer,174,1
499409006892114,Seeley International,These ads ran without a disclaimer,174,7
416608951714531,Will2live,These ads ran without a disclaimer,174,1
421526841643766,Cr Misty Norris - City of Playford Ward 5,Misty Norris,174,41
100323019564846,Voices of Central Coast,Voices of Central Coast Inc.,174,4
100205171858327,Nicholas Batzialas Candidate Castlefield Ward,Nicholas Batzialas,174,3
425487554863185,First Peoples' Assembly of Victoria,These ads ran without a disclaimer,174,7
114310283683625,"Deol, Taqdir Singh",Taqdir S Deol,173,13
439137739437414,Fiona Patten MP,These ads ran without a disclaimer,173,2
100692784731640,Toondah Harbour,These ads ran without a disclaimer,173,4
112408538152233,Luke Rutledge Writer,These ads ran without a disclaimer,173,3
742844475769937,Liberal Democrats QLD,These ads ran without a disclaimer,173,4
1681141118628763,Avirida,These ads ran without a disclaimer,173,2
419650952164129,Brett Clarke - Western Australia Party,Brett Clarke,173,6
188791467835214,Australian Friends of Magen David Adom,These ads ran without a disclaimer,173,1
623015281208330,ChangeMakers,These ads ran without a disclaimer,173,5
244760435858991,EQ FOOD,These ads ran without a disclaimer,172,2
101049127913098,Ethical Earth Store,These ads ran without a disclaimer,172,1
102792808591990,The Westerman Jilya Institute for Indigenous Mental Health,These ads ran without a disclaimer,172,11
102329119032126,Cnt of the Year Award,goingtoplaces.com,172,3
1486890481600431,Carbon Positive Australia,These ads ran without a disclaimer,172,10
100521645090115,King Of Clothes,These ads ran without a disclaimer,172,4
113454091345575,Wayne Tseng,Wayne Tseng,172,1
454457481253317,QCCL Queensland Council for Civil Liberties,Michael James Cope,172,8
622507094468849,Doblo's,These ads ran without a disclaimer,172,1
179573686021149,Unmasking the killer of the missing Beaumont children,These ads ran without a disclaimer,172,3
448540020600,Climate Outreach,These ads ran without a disclaimer,171,25
171345472876268,Import Bible,These ads ran without a disclaimer,171,6
190907004426383,Kaine Mathrick Tech - KMT,These ads ran without a disclaimer,171,6
131048970263450,The NRMA,These ads ran without a disclaimer,171,3
104062732467817,Peter Hunter Renmark Paringa Mayor,David John Hunter,171,7
68280472472,Queensland Conservation Council,These ads ran without a disclaimer,171,7
103007355911901,"Kamal Dahal, Candidate for East Ward, City of Salisbury",Kamal Dahal,171,5
248128078881655,Franny and Zooey,Giselle R Bracewell,171,1
1510561608994505,Katie Allen MP,These ads ran without a disclaimer,170,2
108708331492725,Incarceration Nation,These ads ran without a disclaimer,170,1
109065820894498,Creative Converters,These ads ran without a disclaimer,170,4
372842266568995,Kat Theophanous MP,These ads ran without a disclaimer,170,3
349395708868465,Social Marketing at Griffith,These ads ran without a disclaimer,170,7
106402964551673,Zahid Mazumder for Harrison Ward,Mohammad Z H Mazumder,170,3
100561818847365,DaoForest,These ads ran without a disclaimer,170,10
1699866433598541,Rishi Prabhakar,Rishi Prabhakar,170,4
158592321256387,Rosemary West OAM,Rosemary A West,170,9
2320260038222209,Groei Education,These ads ran without a disclaimer,170,1
106035894359057,Economic Justice Australia,Economic Justice Australia,170,6
191192645006211,Whitsunday Climate Change Innovation Hub,Whitsunday Climate Change Innovation Hub,170,2
105853197921642,Mark Davis - Candidate for Mornington Peninsula Nepean Ward,"Mark Davis. Written and authorised by Mark Davis, PO Box 305, Sorrento VIC 3943",170,3
220840167957167,The Indigenous Literacy Foundation,These ads ran without a disclaimer,170,1
101523072255371,GSD for ANUSA,Sinead Patricia Winn,170,5
1477868602523775,Friends With Dignity,Friends With Dignity,170,7
353658064656632,CPL,These ads ran without a disclaimer,170,9
1511318519102094,Josh Lynagh for Mount Gambier City Council,Josh Lynagh,169,9
344414872859730,Quotes by Christie,These ads ran without a disclaimer,169,5
103213224836281,Nicola Lane Reid - Independent,Nicola A Lane,169,10
